Contact increase in children,0 %,0 %,0 %,0 %,0 %,0 %,0 %,0 %,0 %,0 %,0 %,0 %,0 %,0 %,0 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,20 %,0 %,0 %,0 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %,25 %
School scenario,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5
Model output,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL,mean,LL,UL
2020-09-08,12.6,8.0,19.52499999999999,12.34,6.475,20.0,12.2,6.0,20.0,11.88,6.0,18.0,11.96,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88,5.0,20.52499999999999,12.33,8.0,19.0,11.98,5.475,19.0,12.03,5.475,20.0,12.06,5.475,19.0,12.16,6.0,19.0,12.29,6.0,19.0
2020-09-09,12.75,7.475,21.0,12.5,6.0,20.049999999999983,13.58,8.0,21.0,13.35,6.475,20.52499999999999,12.69,6.475,19.52499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.74,7.0,19.52499999999999,12.28,7.0,20.0,12.39,7.0,20.0,12.98,6.0,19.0,12.38,6.475,18.574999999999974,12.24,6.475,19.52499999999999,12.44,5.0,19.0
2020-09-10,12.77,6.0,20.574999999999974,13.87,7.475,21.52499999999999,13.07,8.0,20.0,13.69,7.475,21.52499999999999,12.79,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.47,8.475,21.049999999999983,13.25,7.475,21.049999999999983,13.33,6.475,19.0,13.06,7.0,20.52499999999999,13.16,6.475,20.049999999999983,13.25,7.0,20.52499999999999,13.42,7.0,20.0
2020-09-11,13.79,6.0,22.0,13.69,6.0,20.52499999999999,14.05,8.0,21.0,14.0,8.0,20.0,14.35,7.475,21.52499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89,6.0,21.0,13.75,7.475,21.0,14.08,6.475,21.0,13.68,6.475,20.52499999999999,13.71,8.475,21.52499999999999,14.24,7.475,22.049999999999983,13.68,6.475,20.0
2020-09-12,14.97,9.0,22.049999999999983,14.29,7.0,23.049999999999983,14.55,8.0,21.52499999999999,15.09,9.475000000000001,22.0,14.48,7.0,21.52499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,9.0,22.0,14.44,8.0,21.52499999999999,15.06,8.0,21.52499999999999,15.01,8.0,22.0,14.08,7.0,20.52499999999999,14.32,8.475,23.52499999999999,14.46,9.0,21.0
2020-09-13,15.46,8.0,24.52499999999999,15.88,10.0,23.0,15.72,9.0,22.0,15.32,8.0,22.52499999999999,16.02,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.49,9.0,24.52499999999999,16.05,8.475,24.0,15.38,8.0,23.52499999999999,15.55,8.95,25.0,15.92,8.0,23.52499999999999,15.98,7.475,22.52499999999999,16.21,8.475,24.52499999999999
2020-09-14,17.18,8.0,25.0,16.67,10.0,24.0,16.96,10.0,24.52499999999999,16.77,9.475000000000001,24.52499999999999,16.07,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.76,10.475000000000001,22.52499999999999,15.61,10.0,22.52499999999999,16.91,10.0,26.0,17.33,10.0,27.0,17.27,10.0,25.0,16.82,9.0,25.0,15.98,8.0,24.0
2020-09-15,18.91,12.0,29.0,18.5,11.0,26.574999999999974,18.18,11.0,27.0,17.98,11.95,26.049999999999983,18.41,9.475000000000001,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33,10.0,28.52499999999999,18.15,10.0,25.0,17.56,10.475000000000001,24.52499999999999,18.01,11.0,26.049999999999983,17.7,10.475000000000001,26.049999999999983,18.58,10.0,29.0,18.16,11.475,26.0
2020-09-16,19.38,13.0,28.0,19.55,13.0,27.0,19.92,13.0,28.52499999999999,19.64,12.0,30.0,19.47,11.475,30.049999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.51,11.0,28.52499999999999,19.72,13.0,29.52499999999999,19.44,11.475,28.049999999999983,19.9,11.0,28.52499999999999,19.3,11.0,31.0,20.09,12.475,29.0,19.61,9.950000000000001,27.0
2020-09-17,20.57,12.0,29.52499999999999,21.91,12.95,30.52499999999999,20.89,14.0,31.0,21.44,13.0,34.0,21.72,15.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.57,15.475,31.52499999999999,21.53,15.0,32.04999999999998,21.53,13.0,30.049999999999983,21.21,12.0,30.0,21.9,14.0,30.0,21.65,13.475000000000001,30.0,21.95,13.0,33.0
2020-09-18,23.79,14.0,32.0,22.98,14.475000000000001,30.52499999999999,23.05,14.475000000000001,31.0,23.15,13.0,31.52499999999999,23.49,12.95,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.83,14.0,33.52499999999999,22.73,13.475000000000001,33.0,22.67,14.475000000000001,30.0,23.28,14.475000000000001,33.04999999999998,23.5,14.425,34.04999999999998,23.56,15.475,33.04999999999998,23.22,14.0,32.574999999999974
2020-09-19,25.1,16.0,36.04999999999998,24.64,15.475,36.0,25.7,17.0,34.52499999999999,24.93,18.475,35.0,25.39,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,16.0,35.52499999999999,24.96,16.475,34.52499999999999,25.14,16.0,33.52499999999999,24.83,17.0,35.52499999999999,23.92,14.0,31.52499999999999,25.49,16.95,34.0,25.11,17.475,35.574999999999974
2020-09-20,27.12,16.0,39.04999999999998,27.22,19.475,38.04999999999998,27.37,16.475,38.52499999999999,27.59,18.0,36.52499999999999,26.97,17.0,35.52499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.53,18.0,40.04999999999998,26.86,18.0,40.52499999999999,27.37,18.475,37.0,27.33,19.0,36.52499999999999,27.24,18.475,36.52499999999999,26.08,18.0,34.0,26.36,18.0,37.52499999999999
2020-09-21,29.11,17.375,37.52499999999999,28.93,19.0,41.04999999999998,29.66,19.475,42.52499999999999,29.28,20.475,39.574999999999974,29.37,20.0,40.52499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.32,18.475,42.099999999999966,29.84,20.0,40.0,29.68,17.950000000000003,42.52499999999999,29.29,17.0,42.52499999999999,29.61,18.950000000000003,38.0,29.74,19.0,40.0,29.75,20.950000000000003,40.0
2020-09-22,33.39,23.0,45.0,32.51,22.0,43.52499999999999,31.34,22.0,42.0,32.27,20.475,43.52499999999999,31.95,22.0,41.52499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.75,21.475,43.52499999999999,31.5,21.475,42.0,32.01,22.0,44.0,32.7,24.0,43.52499999999999,32.76,23.475,43.0,32.5,22.475,44.0,31.98,23.0,40.52499999999999
2020-09-23,35.16,26.0,47.0,35.19,24.0,46.0,35.12,24.475,49.574999999999974,35.97,26.0,47.04999999999998,35.85,25.0,47.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.47,24.95,46.52499999999999,35.81,24.0,50.04999999999998,34.27,23.475,45.04999999999998,34.37,25.475,44.52499999999999,36.07,23.95,48.04999999999998,36.18,24.475,48.04999999999998,35.26,24.475,47.52499999999999
2020-09-24,37.86,28.0,49.52499999999999,38.44,25.475,51.52499999999999,38.98,28.475,53.52499999999999,39.18,29.475,47.52499999999999,38.4,28.475,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.22,27.95,53.574999999999974,38.56,29.0,50.574999999999974,40.09,28.950000000000003,50.0,39.34,27.475,51.04999999999998,38.67,28.0,47.52499999999999,37.69,26.950000000000003,48.52499999999999,38.76,28.475,50.0
2020-09-25,41.43,27.0,54.52499999999999,42.73,34.0,54.52499999999999,41.59,30.475,55.0,42.18,29.0,55.0,43.67,30.475,57.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.42,30.475,58.04999999999998,41.58,29.475,53.0,42.15,30.0,59.099999999999966,44.45,31.475,57.0,41.72,29.0,58.04999999999998,40.9,29.475,52.0,42.8,32.0,55.0
2020-09-26,46.94,36.0,58.52499999999999,45.26,32.475,57.0,46.97,35.474999999999994,59.0,46.73,35.0,59.0,44.46,32.0,55.52499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.49,35.0,58.0,44.76,31.475,57.04999999999998,46.67,32.475,58.52499999999999,45.94,32.475,60.52499999999999,46.32,34.475,62.0,45.75,33.474999999999994,58.0,46.92,36.475,59.52499999999999
2020-09-27,49.7,37.475,64.0,51.03,36.0,68.52499999999999,50.27,36.475,62.52499999999999,48.77,35.474999999999994,64.52499999999999,50.64,37.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.68,35.474999999999994,66.52499999999999,49.88,38.474999999999994,62.0,51.37,41.0,64.52499999999999,50.5,38.474999999999994,66.04999999999998,50.26,39.0,62.52499999999999,49.94,36.475,62.52499999999999,50.17,38.0,64.0
2020-09-28,56.3,42.475,72.52499999999999,55.57,39.475,71.0,54.33,41.0,68.52499999999999,54.84,42.475,68.52499999999999,54.98,40.425,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.68,40.95,68.52499999999999,54.73,38.425,67.04999999999998,55.4,41.474999999999994,68.0,55.22,41.474999999999994,69.0,54.77,44.0,68.0,55.2,42.0,69.04999999999998,54.2,38.95,69.57499999999997
2020-09-29,60.0,47.0,74.62499999999996,61.25,48.0,74.0,58.95,46.474999999999994,74.52499999999999,59.78,45.475,74.57499999999997,58.77,45.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.68,43.95,71.0,59.11,47.0,72.52499999999999,61.06,47.475,74.04999999999998,59.74,44.474999999999994,76.0,59.58,47.0,71.52499999999999,58.81,44.0,72.0,58.34,45.475,73.52499999999999
2020-09-30,63.76,51.0,79.04999999999998,65.67,50.475,85.52499999999999,64.21,48.475,81.0,65.43,52.0,82.52499999999999,64.69,52.0,80.57499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.01,49.0,78.52499999999999,64.19,45.95,79.04999999999998,64.92,48.95,80.09999999999997,63.47,47.475,82.52499999999999,65.85,51.474999999999994,79.52499999999999,65.51,53.475,77.52499999999999,65.05,50.475,81.52499999999999
2020-10-01,71.75,56.475,88.04999999999998,71.62,55.0,87.52499999999999,70.45,57.0,86.04999999999998,71.48,57.0,85.52499999999999,71.14,56.0,88.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.79,55.95,87.0,69.79,53.475,85.52499999999999,71.59,59.0,88.0,72.06,58.475,89.52499999999999,72.46,57.95,88.52499999999999,72.17,57.0,88.04999999999998,70.69,54.474999999999994,85.52499999999999
2020-10-02,78.01,63.0,95.52499999999999,78.71,63.475,96.04999999999998,77.83,62.475,93.09999999999997,76.83,56.475,92.04999999999998,77.77,61.949999999999996,97.57499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.88,62.95,96.04999999999998,77.83,58.95,96.67499999999994,78.65,60.474999999999994,94.52499999999999,79.94,66.475,96.57499999999997,77.46,63.475,94.52499999999999,77.22,61.474999999999994,93.04999999999998,78.04,62.425,95.04999999999998
2020-10-03,85.66,69.475,110.52499999999999,86.56,69.95,103.0,85.66,72.0,102.52499999999999,86.03,70.475,101.57499999999997,84.93,67.0,103.57499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,68.0,102.52499999999999,87.46,68.475,106.14999999999995,86.16,67.475,103.52499999999999,85.91,69.0,105.04999999999998,86.29,69.95,109.57499999999997,85.86,70.9,104.04999999999998,86.86,71.94999999999999,101.52499999999999
2020-10-04,95.13,73.85,113.52499999999999,92.52,73.475,112.04999999999998,93.81,77.94999999999999,108.52499999999999,94.43,76.425,116.04999999999998,93.77,77.0,112.52499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.78,76.94999999999999,114.0,93.91,73.475,116.0,93.91,74.95,111.04999999999998,92.82,74.475,116.62499999999996,95.01,78.95,112.57499999999997,94.28,77.94999999999999,107.52499999999999,93.36,73.95,116.62499999999996
2020-10-05,103.25,85.0,119.52499999999999,102.21,83.0,126.04999999999998,100.8,79.475,123.52499999999999,103.26,86.42500000000001,121.0,104.89,85.95,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.46,83.475,121.0,103.11,89.475,124.52499999999999,103.0,82.85,125.52499999999999,104.26,85.475,121.52499999999999,104.07,88.475,123.62499999999996,104.78,86.475,127.04999999999998,104.21,85.42500000000001,121.52499999999999
2020-10-06,114.29,91.475,135.575,115.19,93.0,134.52499999999998,112.66,93.475,133.575,114.86,97.0,139.62499999999994,113.54,96.0,135.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.81,96.375,135.52499999999998,114.58,95.95,138.575,111.82,95.95,128.52499999999998,113.38,94.0,137.0,116.73,94.425,136.0,113.92,94.475,131.575,111.91,91.0,135.575
2020-10-07,124.05,108.475,149.52499999999998,123.46,105.42500000000001,144.52499999999998,123.34,105.475,146.575,125.53,107.475,148.52499999999998,127.01,108.425,147.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.57,104.475,143.52499999999998,126.63,100.475,150.52499999999998,124.62,105.95,145.52499999999998,125.21,103.0,142.52499999999998,126.63,109.0,145.0,125.82,106.475,143.52499999999998,125.0,106.0,146.52499999999998
2020-10-08,138.56,114.475,159.04999999999998,136.84,116.42500000000001,160.52499999999998,137.71,110.475,163.0,140.71,118.475,164.575,138.39,114.375,162.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.8,107.475,159.0,134.93,114.94999999999999,156.0,138.57,116.42500000000001,159.04999999999998,136.85,116.95,162.52499999999998,138.64,116.0,159.0,139.05,117.475,168.09999999999997,139.26,120.0,160.04999999999998
2020-10-09,150.07,125.475,174.09999999999997,151.38,133.0,177.52499999999998,151.22,129.95,174.0,152.06,130.475,172.52499999999998,150.61,125.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.37,126.0,177.0,151.01,131.425,176.52499999999998,150.43,127.0,173.52499999999998,151.82,129.47500000000002,173.0,150.78,124.425,172.04999999999998,151.14,126.425,173.04999999999998,150.81,131.95,171.52499999999998
2020-10-10,165.05,144.47500000000002,190.0,164.21,140.0,191.62499999999994,166.23,142.375,187.04999999999998,168.04,145.475,194.0,166.07,142.475,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.59,145.0,187.52499999999998,163.26,142.95,194.14999999999995,166.41,141.47500000000002,190.04999999999998,165.04,143.0,187.52499999999998,167.72,136.85000000000002,191.52499999999998,165.05,139.47500000000002,187.04999999999998,166.49,144.47500000000002,190.52499999999998
2020-10-11,183.54,155.475,211.62499999999994,181.38,157.475,208.0,183.53,157.475,211.04999999999998,181.17,157.425,207.52499999999998,181.57,153.95,214.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.03,156.375,210.04999999999998,182.56,159.95,205.0,181.6,158.47500000000002,203.0,181.89,159.0,203.52499999999998,183.66,160.0,207.52499999999998,184.56,161.95,211.52499999999998,182.27,157.475,204.52499999999998
2020-10-12,198.54,173.47500000000002,224.52499999999998,198.14,172.95,225.09999999999997,200.91,177.85000000000002,223.575,202.97,178.47500000000002,232.52499999999998,198.35,173.47500000000002,225.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.96,172.95,230.09999999999997,202.12,178.95,228.04999999999998,202.47,178.47500000000002,230.52499999999998,200.64,172.475,228.0,200.31,178.47500000000002,226.575,202.83,175.47500000000002,232.52499999999998,197.87,172.475,227.62499999999994
2020-10-13,217.23,192.0,246.525,221.73,190.89999999999998,253.7249999999999,218.83,191.95,250.09999999999997,220.77,190.47500000000002,250.05,220.3,196.375,243.52499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,198.95,252.52499999999998,223.02,196.95,254.62499999999994,219.4,188.9,247.52499999999998,220.4,190.95,242.52499999999998,218.52,194.0,248.52499999999998,219.11,194.0,251.09999999999997,218.0,188.0,248.52499999999998
2020-10-14,242.97,214.89999999999998,273.62499999999994,242.39,212.85000000000002,271.04999999999995,243.98,214.89999999999998,269.525,239.9,210.47500000000002,264.525,243.44,217.47500000000002,270.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.4,210.95,270.09999999999997,243.86,212.95,278.05,241.68,215.95,272.625,240.74,211.95,279.0,242.84,213.95,281.575,239.96,210.95,269.15,243.3,210.47500000000002,272.525
2020-10-15,266.21,231.9,297.525,266.32,239.47500000000002,297.04999999999995,268.73,237.0,305.0,265.4,232.375,295.525,265.9,238.95,295.57499999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.12,232.0,291.0,264.45,236.475,300.57499999999993,265.3,238.0,294.19999999999993,266.61,238.0,300.19999999999993,265.67,235.47500000000002,296.525,266.48,242.0,301.0,266.87,236.475,297.04999999999995
2020-10-16,290.18,257.95,325.09999999999997,289.4,252.95,325.62499999999994,290.37,262.95,324.0,288.85,259.475,322.525,289.08,255.89999999999998,322.1499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.43,261.95,323.04999999999995,291.37,258.475,328.57499999999993,288.3,262.95,315.525,291.92,257.95,331.15,291.2,260.95,327.2999999999999,291.75,258.425,331.0,293.6,254.475,327.525
2020-10-17,317.23,284.475,357.7249999999999,316.86,286.0,352.0,317.65,281.42499999999995,360.09999999999997,317.31,284.375,350.525,316.03,281.95,349.62499999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.14,285.32500000000005,350.62499999999994,320.12,291.95000000000005,353.09999999999997,318.73,287.425,359.09999999999997,320.66,280.0,352.09999999999997,318.73,289.85,348.04999999999995,315.29,284.425,344.04999999999995,318.57,279.425,356.0
2020-10-18,349.07,313.85,391.09999999999997,347.68,315.95,388.04999999999995,349.34,314.42499999999995,391.57499999999993,350.91,318.0,383.04999999999995,348.18,311.95000000000005,384.67499999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.05,306.95000000000005,385.62499999999994,354.25,317.475,393.67499999999995,348.17,308.475,384.625,351.02,312.95000000000005,393.19999999999993,348.34,316.9,386.2999999999999,348.89,316.375,382.525,349.6,309.42499999999995,389.525
2020-10-19,382.31,342.85,418.09999999999997,383.78,347.85,427.77499999999986,379.69,339.475,418.05,380.75,340.0,413.09999999999997,384.19,342.85,425.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.04,350.95000000000005,421.525,381.73,347.0,420.0,381.46,348.425,424.82499999999993,381.24,342.85,416.57499999999993,383.27,345.9,432.625,383.21,345.475,419.525,381.79,349.475,416.525
2020-10-20,417.42,378.475,454.05,422.96,381.95000000000005,459.525,419.26,383.42499999999995,462.1499999999999,418.18,388.475,451.525,416.85,377.95,460.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.91,379.7,461.62499999999994,424.31,386.95000000000005,467.525,420.23,381.95000000000005,462.1499999999999,419.91,386.9,456.57499999999993,421.05,375.125,472.15,418.37,381.9,456.04999999999995,420.59,379.95,467.09999999999997
2020-10-21,455.88,413.8,491.09999999999997,460.41,424.95000000000005,500.04999999999995,459.26,422.8,495.09999999999997,460.99,420.95000000000005,503.525,457.61,410.65,494.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.47,415.475,494.525,459.63,413.9,508.04999999999995,463.33,429.95000000000005,495.525,460.85,417.95,503.525,463.97,425.475,497.525,461.21,419.475,498.05,460.91,422.32500000000005,503.04999999999995
2020-10-22,500.82,459.9,551.25,500.71,458.42499999999995,541.0999999999999,503.71,467.0,542.525,501.4,450.95000000000005,549.3,500.33,459.0,544.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.77,455.475,550.7249999999999,499.54,454.95000000000005,545.7249999999999,501.37,462.475,559.525,501.26,457.9,555.575,502.13,463.475,545.575,502.71,453.225,544.05,498.43,449.375,542.05
2020-10-23,541.31,500.0,588.0,546.27,497.95,593.625,543.96,497.95,597.05,544.34,494.475,584.05,542.12,496.9,583.5749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.4,498.0,587.525,546.35,499.95000000000005,594.675,542.93,502.0,585.05,543.33,493.375,585.0,546.56,501.0,596.675,547.33,499.475,586.05,542.85,493.85,596.7749999999999
