production_function,consumer_facing,industry,retail,ratio_c_s,tau,hiring_firing,unweighted,weighted
half_critical,0.9,0.3,0.8,0.75,14,14,8.905355062890852,6.590831154667631
half_critical,0.9,0.3,0.8,0.75,14,21,8.90341975921443,6.602239341992916
half_critical,0.9,0.3,0.8,0.75,14,28,9.008315226733261,6.920911954049973
half_critical,0.9,0.3,0.8,0.75,21,1,9.01263833477652,6.622180225551036
half_critical,0.9,0.3,0.8,0.75,21,7,8.948150955168403,6.596662239760506
half_critical,0.9,0.3,0.8,0.75,21,14,8.891048780839704,6.592550944305244
half_critical,0.9,0.3,0.8,0.75,21,21,8.9116335049399,6.631628654194051
half_critical,0.9,0.3,0.8,0.75,21,28,9.0341883210248,6.980414318770622
half_critical,0.9,0.3,0.8,0.75,28,1,9.012665041044645,6.636281154499674
half_critical,0.9,0.3,0.8,0.75,28,7,8.936039521915305,6.608420122030582
half_critical,0.9,0.3,0.8,0.75,28,14,8.887170854200532,6.601118026264137
half_critical,0.9,0.3,0.8,0.75,28,21,8.930666882116585,6.663038539546806
half_critical,0.9,0.3,0.8,0.75,28,28,9.073395109809278,7.026299621688242
half_critical,0.9,0.3,0.8,1.0,1,1,10.018765632141868,7.613822290579241
half_critical,0.9,0.3,0.8,1.0,1,7,9.973007380798872,7.573868074654478
half_critical,0.9,0.3,0.8,1.0,1,14,9.91088570924304,7.5900578169849915
half_critical,0.9,0.3,0.8,1.0,1,21,9.870365066312262,7.746058028213641
half_critical,0.9,0.3,0.8,1.0,1,28,9.92558520866288,7.992846156416322
half_critical,0.9,0.3,0.8,1.0,7,1,10.050777628705873,7.641893092030369
half_critical,0.9,0.3,0.8,1.0,7,7,9.986298108028452,7.593086815853023
half_critical,0.9,0.3,0.8,1.0,7,14,9.912441757966564,7.6057344770169815
half_critical,0.9,0.3,0.8,1.0,7,21,9.879039899249067,7.763995700092083
half_critical,0.9,0.3,0.8,1.0,7,28,9.951872560493884,8.054497851398327
half_critical,0.9,0.3,0.8,1.0,14,1,10.096143941588236,7.6851850403138355
half_critical,0.9,0.3,0.8,1.0,14,7,10.031596157604135,7.637552746328153
half_critical,0.9,0.3,0.8,1.0,14,14,9.96732226416033,7.661079205182633
half_critical,0.9,0.3,0.8,1.0,14,21,9.944608902786767,7.862753998539523
half_critical,0.9,0.3,0.8,1.0,14,28,10.033601265012472,8.194651947362093
half_critical,0.9,0.3,0.8,1.0,21,1,10.121773726226017,7.728546095540359
half_critical,0.9,0.3,0.8,1.0,21,7,10.054895094185538,7.68843955145553
half_critical,0.9,0.3,0.8,1.0,21,14,9.993660001159292,7.708076403100443
half_critical,0.9,0.3,0.8,1.0,21,21,9.984973898875745,7.942387579473806
half_critical,0.9,0.3,0.8,1.0,21,28,10.07560451067129,8.271573244292085
half_critical,0.9,0.3,0.8,1.0,28,1,10.147648602965369,7.7864053543838745
half_critical,0.9,0.3,0.8,1.0,28,7,10.067192751126772,7.73692779278876
half_critical,0.9,0.3,0.8,1.0,28,14,10.02402315639559,7.760914644096333
half_critical,0.9,0.3,0.8,1.0,28,21,10.037106992923944,8.009961703693003
half_critical,0.9,0.3,0.8,1.0,28,28,10.13689513876143,8.335262119277868
half_critical,0.9,0.45,0.0,0.0,1,1,9.549694725749506,6.350001903163372
half_critical,0.9,0.45,0.0,0.0,1,7,9.089452834332906,5.920710200505158
half_critical,0.9,0.45,0.0,0.0,1,14,8.568613979184253,5.352042476317419
half_critical,0.9,0.45,0.0,0.0,1,21,8.218356949606921,4.989080796917407
half_critical,0.9,0.45,0.0,0.0,1,28,8.060659662131682,4.864666604537026
half_critical,0.9,0.45,0.0,0.0,7,1,9.522206437682913,6.247756116565228
half_critical,0.9,0.45,0.0,0.0,7,7,9.09937474479696,5.873616366709276
half_critical,0.9,0.45,0.0,0.0,7,14,8.589965326448395,5.349908923615016
half_critical,0.9,0.45,0.0,0.0,7,21,8.244223724626675,4.974336329311312
half_critical,0.9,0.45,0.0,0.0,7,28,8.10372693974206,4.870714942117024
half_critical,0.9,0.45,0.0,0.0,14,1,9.476636167999532,6.18049084905256
half_critical,0.9,0.45,0.0,0.0,14,7,9.081522361760108,5.784748187722441
half_critical,0.9,0.45,0.0,0.0,14,14,8.608581310635506,5.339286672421804
half_critical,0.9,0.45,0.0,0.0,14,21,8.280559755851709,4.973017342611301
half_critical,0.9,0.45,0.0,0.0,14,28,8.179212428103106,4.8921897626590285
half_critical,0.9,0.45,0.0,0.0,21,1,9.447397457006126,6.135997930547138
half_critical,0.9,0.45,0.0,0.0,21,7,9.0523637576108,5.738419165554889
half_critical,0.9,0.45,0.0,0.0,21,14,8.612687326057006,5.3266933157665495
half_critical,0.9,0.45,0.0,0.0,21,21,8.325858438685263,4.979386761882216
half_critical,0.9,0.45,0.0,0.0,21,28,8.285360136107165,4.93324321657284
half_critical,0.9,0.45,0.0,0.0,28,1,9.42808824574127,6.1088700882097875
half_critical,0.9,0.45,0.0,0.0,28,7,9.029999719147236,5.727841496675589
half_critical,0.9,0.45,0.0,0.0,28,14,8.615109989913968,5.325044054492543
half_critical,0.9,0.45,0.0,0.0,28,21,8.376816632877992,4.996242054839163
half_critical,0.9,0.45,0.0,0.0,28,28,8.396409611703527,4.980515489429331
half_critical,0.9,0.45,0.0,0.25,1,1,8.614140535845634,5.840846072296932
half_critical,0.9,0.45,0.0,0.25,1,7,8.354870035129194,5.551894757479864
half_critical,0.9,0.45,0.0,0.25,1,14,7.959595594749975,5.13531151281325
half_critical,0.9,0.45,0.0,0.25,1,21,7.758027684172648,4.876865455962319
half_critical,0.9,0.45,0.0,0.25,1,28,7.697539134274329,4.781022568572393
half_critical,0.9,0.45,0.0,0.25,7,1,8.602027508251123,5.749302278987246
half_critical,0.9,0.45,0.0,0.25,7,7,8.362807456358198,5.522002668132224
half_critical,0.9,0.45,0.0,0.25,7,14,7.974529392209997,5.141539204577836
half_critical,0.9,0.45,0.0,0.25,7,21,7.770874445668596,4.865762863804608
half_critical,0.9,0.45,0.0,0.25,7,28,7.737258326025746,4.79455132083503
half_critical,0.9,0.45,0.0,0.25,14,1,8.579725712662764,5.702226385210584
half_critical,0.9,0.45,0.0,0.25,14,7,8.348097148726326,5.486493925292016
half_critical,0.9,0.45,0.0,0.25,14,14,8.000305104950435,5.13428229649749
half_critical,0.9,0.45,0.0,0.25,14,21,7.8136273322299274,4.869891803089993
half_critical,0.9,0.45,0.0,0.25,14,28,7.800561389603157,4.825968698945045
half_critical,0.9,0.45,0.0,0.25,21,1,8.556446816404145,5.676240046658484
half_critical,0.9,0.45,0.0,0.25,21,7,8.324357094111539,5.467704250141249
half_critical,0.9,0.45,0.0,0.25,21,14,8.018223890806029,5.138227842750398
half_critical,0.9,0.45,0.0,0.25,21,21,7.84484050575856,4.888640805643418
half_critical,0.9,0.45,0.0,0.25,21,28,7.885747273932937,4.879412911638555
half_critical,0.9,0.45,0.0,0.25,28,1,8.538191263791862,5.667929111738315
half_critical,0.9,0.45,0.0,0.25,28,7,8.3050837617734,5.471257870290313
half_critical,0.9,0.45,0.0,0.25,28,14,8.035073723787539,5.1411598517786805
half_critical,0.9,0.45,0.0,0.25,28,21,7.899273501737735,4.911268969009929
half_critical,0.9,0.45,0.0,0.25,28,28,7.97306909597497,4.917002447161954
half_critical,0.9,0.45,0.0,0.5,1,1,7.979311175564575,5.50290890866732
half_critical,0.9,0.45,0.0,0.5,1,7,7.82522766789768,5.293961070945747
half_critical,0.9,0.45,0.0,0.5,1,14,7.589059550218065,4.98151766831516
half_critical,0.9,0.45,0.0,0.5,1,21,7.523383993216285,4.834410414088597
half_critical,0.9,0.45,0.0,0.5,1,28,7.562409909397337,4.769543086436926
half_critical,0.9,0.45,0.0,0.5,7,1,7.990308950728307,5.436405551855425
half_critical,0.9,0.45,0.0,0.5,7,7,7.8323125824925395,5.2710932563627395
half_critical,0.9,0.45,0.0,0.5,7,14,7.589083302819042,4.990710675331768
half_critical,0.9,0.45,0.0,0.5,7,21,7.5135630227011445,4.834937904149041
half_critical,0.9,0.45,0.0,0.5,7,28,7.562784038604246,4.78070940974439
half_critical,0.9,0.45,0.0,0.5,14,1,7.981899730072179,5.408123175443169
half_critical,0.9,0.45,0.0,0.5,14,7,7.822790427577196,5.251182004967903
half_critical,0.9,0.45,0.0,0.5,14,14,7.605186878494969,4.987667687424142
half_critical,0.9,0.45,0.0,0.5,14,21,7.5431509172479805,4.8388058260581825
half_critical,0.9,0.45,0.0,0.5,14,28,7.621186439331887,4.815074659025073
half_critical,0.9,0.45,0.0,0.5,21,1,7.974121493911262,5.402283950959958
half_critical,0.9,0.45,0.0,0.5,21,7,7.801846025579204,5.243500880058284
half_critical,0.9,0.45,0.0,0.5,21,14,7.62831186513106,4.995032232302922
half_critical,0.9,0.45,0.0,0.5,21,21,7.575317699305286,4.8595515738867725
half_critical,0.9,0.45,0.0,0.5,21,28,7.691297966573805,4.87721759604947
half_critical,0.9,0.45,0.0,0.5,28,1,7.965843146732219,5.405007968052454
half_critical,0.9,0.45,0.0,0.5,28,7,7.790690435163338,5.249623570915599
half_critical,0.9,0.45,0.0,0.5,28,14,7.650119447204507,5.007686202997394
half_critical,0.9,0.45,0.0,0.5,28,21,7.624676179695106,4.882840392547432
half_critical,0.9,0.45,0.0,0.5,28,28,7.765231934276851,4.92518413419813
half_critical,0.9,0.45,0.0,0.75,1,1,7.7296422074321764,5.242600350892787
half_critical,0.9,0.45,0.0,0.75,1,7,7.683517727826951,5.090889651125238
half_critical,0.9,0.45,0.0,0.75,1,14,7.60007978656982,4.935291880960251
half_critical,0.9,0.45,0.0,0.75,1,21,7.629670247338313,4.848362543260704
half_critical,0.9,0.45,0.0,0.75,1,28,7.729324822704152,4.842194546337135
half_critical,0.9,0.45,0.0,0.75,7,1,7.751861256859029,5.19054749562501
half_critical,0.9,0.45,0.0,0.75,7,7,7.6940084984049655,5.073901239538787
half_critical,0.9,0.45,0.0,0.75,7,14,7.605125487259104,4.935236131428341
half_critical,0.9,0.45,0.0,0.75,7,21,7.628545864974912,4.860303217798355
half_critical,0.9,0.45,0.0,0.75,7,28,7.743577587761962,4.856636399685228
half_critical,0.9,0.45,0.0,0.75,14,1,7.756906996069253,5.169948165647597
half_critical,0.9,0.45,0.0,0.75,14,7,7.702789896520748,5.067690705517579
half_critical,0.9,0.45,0.0,0.75,14,14,7.615824073041212,4.93665505032663
half_critical,0.9,0.45,0.0,0.75,14,21,7.62477571208724,4.874128543314355
half_critical,0.9,0.45,0.0,0.75,14,28,7.755573875173294,4.872720127898108
half_critical,0.9,0.45,0.0,0.75,21,1,7.761055771004882,5.1779871988771164
half_critical,0.9,0.45,0.0,0.75,21,7,7.699541414006974,5.078710742991051
half_critical,0.9,0.45,0.0,0.75,21,14,7.6191856992046905,4.94007576412249
half_critical,0.9,0.45,0.0,0.75,21,21,7.6525561399147755,4.890616218798867
half_critical,0.9,0.45,0.0,0.75,21,28,7.809982842902748,4.930249392717955
half_critical,0.9,0.45,0.0,0.75,28,1,7.760607305357938,5.189914709110679
half_critical,0.9,0.45,0.0,0.75,28,7,7.684515257584983,5.08945462535668
half_critical,0.9,0.45,0.0,0.75,28,14,7.6307126569038894,4.953160218994249
half_critical,0.9,0.45,0.0,0.75,28,21,7.6957390174722775,4.908611342300912
half_critical,0.9,0.45,0.0,0.75,28,28,7.880056400306038,4.97321516612342
half_critical,0.9,0.45,0.0,1.0,1,1,8.213265937362554,5.342866527865818
half_critical,0.9,0.45,0.0,1.0,1,7,8.185680321998788,5.234279149919512
half_critical,0.9,0.45,0.0,1.0,1,14,8.12408506581785,5.115839024642209
half_critical,0.9,0.45,0.0,1.0,1,21,8.167255106992862,5.0700588768834605
half_critical,0.9,0.45,0.0,1.0,1,28,8.294181163671567,5.161355636326501
half_critical,0.9,0.45,0.0,1.0,7,1,8.24226308458937,5.307081393042253
half_critical,0.9,0.45,0.0,1.0,7,7,8.205928984868796,5.223916074975162
half_critical,0.9,0.45,0.0,1.0,7,14,8.133411840935018,5.113345157023554
half_critical,0.9,0.45,0.0,1.0,7,21,8.174574678032975,5.075898944622884
half_critical,0.9,0.45,0.0,1.0,7,28,8.322945614112045,5.174927832786271
half_critical,0.9,0.45,0.0,1.0,14,1,8.252491242613658,5.305823585819747
half_critical,0.9,0.45,0.0,1.0,14,7,8.22091559678091,5.226859392764561
half_critical,0.9,0.45,0.0,1.0,14,14,8.151630377120052,5.115850282434251
half_critical,0.9,0.45,0.0,1.0,14,21,8.21088220312903,5.086932854275087
half_critical,0.9,0.45,0.0,1.0,14,28,8.345580874373871,5.21469474305881
half_critical,0.9,0.45,0.0,1.0,21,1,8.260841280621825,5.313988671866112
half_critical,0.9,0.45,0.0,1.0,21,7,8.222595369550202,5.236469229641975
half_critical,0.9,0.45,0.0,1.0,21,14,8.173059036392667,5.122795997179043
half_critical,0.9,0.45,0.0,1.0,21,21,8.230682562446775,5.090588812744155
half_critical,0.9,0.45,0.0,1.0,21,28,8.371725301599682,5.261325551352607
half_critical,0.9,0.45,0.0,1.0,28,1,8.264181749399402,5.323187582645163
half_critical,0.9,0.45,0.0,1.0,28,7,8.214628791853068,5.2465061859670294
half_critical,0.9,0.45,0.0,1.0,28,14,8.184341676040585,5.129188264846446
half_critical,0.9,0.45,0.0,1.0,28,21,8.249394223005115,5.100384558059822
half_critical,0.9,0.45,0.0,1.0,28,28,8.41091499766553,5.300757571126721
half_critical,0.9,0.45,0.2,0.0,1,1,9.541913833895475,6.338205151697196
half_critical,0.9,0.45,0.2,0.0,1,7,9.072328659097893,5.906485496266533
half_critical,0.9,0.45,0.2,0.0,1,14,8.550907852938785,5.340229914384297
half_critical,0.9,0.45,0.2,0.0,1,21,8.204849421625811,4.980179954315346
half_critical,0.9,0.45,0.2,0.0,1,28,8.05426474182985,4.86510367362604
half_critical,0.9,0.45,0.2,0.0,7,1,9.507345145710806,6.234923296878369
half_critical,0.9,0.45,0.2,0.0,7,7,9.072524450057234,5.856536105405166
half_critical,0.9,0.45,0.2,0.0,7,14,8.566284448098559,5.337715321086241
half_critical,0.9,0.45,0.2,0.0,7,21,8.219951940629736,4.961281043774149
half_critical,0.9,0.45,0.2,0.0,7,28,8.086505997146217,4.866339200760229
half_critical,0.9,0.45,0.2,0.0,14,1,9.465451898668041,6.167705502702373
half_critical,0.9,0.45,0.2,0.0,14,7,9.061207316506922,5.769748315737209
half_critical,0.9,0.45,0.2,0.0,14,14,8.584242720393608,5.323727898871111
half_critical,0.9,0.45,0.2,0.0,14,21,8.253331407936129,4.9607166493045085
half_critical,0.9,0.45,0.2,0.0,14,28,8.15907653386602,4.899359106050566
half_critical,0.9,0.45,0.2,0.0,21,1,9.44680971957159,6.127810826638918
half_critical,0.9,0.45,0.2,0.0,21,7,9.035997539635192,5.728929932305386
half_critical,0.9,0.45,0.2,0.0,21,14,8.587673409583669,5.30599905563286
half_critical,0.9,0.45,0.2,0.0,21,21,8.293304607682,4.968945715351576
half_critical,0.9,0.45,0.2,0.0,21,28,8.26082581568144,4.936061554074193
half_critical,0.9,0.45,0.2,0.0,28,1,9.432641985855291,6.105049293070069
half_critical,0.9,0.45,0.2,0.0,28,7,9.01965515016398,5.720432442317399
half_critical,0.9,0.45,0.2,0.0,28,14,8.590245411859359,5.3015282219655315
half_critical,0.9,0.45,0.2,0.0,28,21,8.344662881135555,4.982947185525032
half_critical,0.9,0.45,0.2,0.0,28,28,8.370006381476665,4.982187080156857
half_critical,0.9,0.45,0.2,0.25,1,1,8.598369312781,5.767405148002684
half_critical,0.9,0.45,0.2,0.25,1,7,8.331564484632516,5.491930436715834
half_critical,0.9,0.45,0.2,0.25,1,14,7.9501154640780936,5.095712777215085
half_critical,0.9,0.45,0.2,0.25,1,21,7.764482934238011,4.876949534932213
half_critical,0.9,0.45,0.2,0.25,1,28,7.713534900908228,4.800798247469622
half_critical,0.9,0.45,0.2,0.25,7,1,8.574821100758475,5.680860402152277
half_critical,0.9,0.45,0.2,0.25,7,7,8.32678752819092,5.4582782551868805
half_critical,0.9,0.45,0.2,0.25,7,14,7.953939491515007,5.098633154297001
half_critical,0.9,0.45,0.2,0.25,7,21,7.769343364711475,4.8721462116868
half_critical,0.9,0.45,0.2,0.25,7,28,7.739669998754568,4.810020757648044
half_critical,0.9,0.45,0.2,0.25,14,1,8.557086828714013,5.637876152095857
half_critical,0.9,0.45,0.2,0.25,14,7,8.318968834389072,5.423921301343692
half_critical,0.9,0.45,0.2,0.25,14,14,7.981187682379436,5.089078426215361
half_critical,0.9,0.45,0.2,0.25,14,21,7.808936706009094,4.890195836531873
half_critical,0.9,0.45,0.2,0.25,14,28,7.80261668121824,4.872582899106483
half_critical,0.9,0.45,0.2,0.25,21,1,8.543285748357974,5.619861243853871
half_critical,0.9,0.45,0.2,0.25,21,7,8.305086363140417,5.4152633799506
half_critical,0.9,0.45,0.2,0.25,21,14,7.996808372963076,5.0831945282344
half_critical,0.9,0.45,0.2,0.25,21,21,7.833616678341418,4.91358127678676
half_critical,0.9,0.45,0.2,0.25,21,28,7.8799441178433325,4.923299547517621
half_critical,0.9,0.45,0.2,0.25,28,1,8.5324218235732,5.620307145265042
half_critical,0.9,0.45,0.2,0.25,28,7,8.290510924929816,5.4198266187880435
half_critical,0.9,0.45,0.2,0.25,28,14,8.014806861858355,5.085785865495854
half_critical,0.9,0.45,0.2,0.25,28,21,7.888150963644136,4.934729106257741
half_critical,0.9,0.45,0.2,0.25,28,28,7.969176047120102,4.962312913599926
half_critical,0.9,0.45,0.2,0.5,1,1,7.948161351563307,5.425166060433235
half_critical,0.9,0.45,0.2,0.5,1,7,7.796248725311109,5.217200787729739
half_critical,0.9,0.45,0.2,0.5,1,14,7.582571614898324,4.940833507058147
half_critical,0.9,0.45,0.2,0.5,1,21,7.524424334752424,4.833047778639078
half_critical,0.9,0.45,0.2,0.5,1,28,7.580242350234412,4.804740483520942
half_critical,0.9,0.45,0.2,0.5,7,1,7.951013672235075,5.359116399054967
half_critical,0.9,0.45,0.2,0.5,7,7,7.791422951462067,5.192265801849156
half_critical,0.9,0.45,0.2,0.5,7,14,7.570668149826348,4.936808763191342
half_critical,0.9,0.45,0.2,0.5,7,21,7.502696638030027,4.83817707950426
half_critical,0.9,0.45,0.2,0.5,7,28,7.569827631717674,4.827206876858162
half_critical,0.9,0.45,0.2,0.5,14,1,7.941546459408994,5.328264848649565
half_critical,0.9,0.45,0.2,0.5,14,7,7.784637662318584,5.168614804465692
half_critical,0.9,0.45,0.2,0.5,14,14,7.578818795133339,4.919845028700279
half_critical,0.9,0.45,0.2,0.5,14,21,7.5318533282188955,4.885647026077681
half_critical,0.9,0.45,0.2,0.5,14,28,7.630275404369883,4.887709213839374
half_critical,0.9,0.45,0.2,0.5,21,1,7.942320192734294,5.323220061901944
half_critical,0.9,0.45,0.2,0.5,21,7,7.7716475894841714,5.163404036353066
half_critical,0.9,0.45,0.2,0.5,21,14,7.598040677570266,4.933245471245278
half_critical,0.9,0.45,0.2,0.5,21,21,7.562861440725664,4.904481248836166
half_critical,0.9,0.45,0.2,0.5,21,28,7.691741073335712,4.9474587621248585
half_critical,0.9,0.45,0.2,0.5,28,1,7.940636236026052,5.326698349983958
half_critical,0.9,0.45,0.2,0.5,28,7,7.762364555968265,5.169587856168354
half_critical,0.9,0.45,0.2,0.5,28,14,7.616501066415861,4.946560010091173
half_critical,0.9,0.45,0.2,0.5,28,21,7.609792704108807,4.9235060797117365
half_critical,0.9,0.45,0.2,0.5,28,28,7.766471593824662,4.995319581447308
half_critical,0.9,0.45,0.2,0.75,1,1,7.724055226677986,5.217688893984909
half_critical,0.9,0.45,0.2,0.75,1,7,7.671706579711027,5.09125481111203
half_critical,0.9,0.45,0.2,0.75,1,14,7.5964731567118235,4.980646889083276
half_critical,0.9,0.45,0.2,0.75,1,21,7.628446539819783,4.9382798749661205
half_critical,0.9,0.45,0.2,0.75,1,28,7.74774951035028,4.965474744944807
half_critical,0.9,0.45,0.2,0.75,7,1,7.738457658033217,5.175042649970162
half_critical,0.9,0.45,0.2,0.75,7,7,7.669664921264558,5.078147313755882
half_critical,0.9,0.45,0.2,0.75,7,14,7.5828346525052455,4.977100280565265
half_critical,0.9,0.45,0.2,0.75,7,21,7.611131274819028,4.945484500804957
half_critical,0.9,0.45,0.2,0.75,7,28,7.749066882410188,4.97255965957778
half_critical,0.9,0.45,0.2,0.75,14,1,7.736443154483345,5.1693318080944755
half_critical,0.9,0.45,0.2,0.75,14,7,7.6723585099225176,5.076167335647001
half_critical,0.9,0.45,0.2,0.75,14,14,7.588649109999127,4.972617404936468
half_critical,0.9,0.45,0.2,0.75,14,21,7.613781052566403,4.95302250123958
half_critical,0.9,0.45,0.2,0.75,14,28,7.764069771612434,5.001104679822943
half_critical,0.9,0.45,0.2,0.75,21,1,7.741803171384623,5.177247360413298
half_critical,0.9,0.45,0.2,0.75,21,7,7.66904990340672,5.084182611194602
half_critical,0.9,0.45,0.2,0.75,21,14,7.589604013543991,4.971506762166108
half_critical,0.9,0.45,0.2,0.75,21,21,7.6300862181461495,4.955884874860458
half_critical,0.9,0.45,0.2,0.75,21,28,7.80465614878448,5.061877306913944
half_critical,0.9,0.45,0.2,0.75,28,1,7.7405505168324344,5.187018177665189
half_critical,0.9,0.45,0.2,0.75,28,7,7.651571018483726,5.089522814724275
half_critical,0.9,0.45,0.2,0.75,28,14,7.599936096931097,4.9792901068868956
half_critical,0.9,0.45,0.2,0.75,28,21,7.675999857505847,4.971606952266356
half_critical,0.9,0.45,0.2,0.75,28,28,7.875466680132949,5.114791396112937
half_critical,0.9,0.45,0.2,1.0,1,1,8.239908102031189,5.45504079557756
half_critical,0.9,0.45,0.2,1.0,1,7,8.211851078535249,5.347051821053441
half_critical,0.9,0.45,0.2,1.0,1,14,8.156128486981864,5.235494613927153
half_critical,0.9,0.45,0.2,1.0,1,21,8.190632801668196,5.214560167240775
half_critical,0.9,0.45,0.2,1.0,1,28,8.329413859826774,5.3793371792791564
half_critical,0.9,0.45,0.2,1.0,7,1,8.258880021375443,5.418763082124275
half_critical,0.9,0.45,0.2,1.0,7,7,8.219176770759404,5.334691977361826
half_critical,0.9,0.45,0.2,1.0,7,14,8.149732136647245,5.230280590301749
half_critical,0.9,0.45,0.2,1.0,7,21,8.190001416747823,5.21476305068293
half_critical,0.9,0.45,0.2,1.0,7,28,8.347228064655535,5.391486033299647
half_critical,0.9,0.45,0.2,1.0,14,1,8.267972828190791,5.419285472299336
half_critical,0.9,0.45,0.2,1.0,14,7,8.232423337969674,5.336929225439915
half_critical,0.9,0.45,0.2,1.0,14,14,8.168734507130122,5.240047533740702
half_critical,0.9,0.45,0.2,1.0,14,21,8.228391259085441,5.22716078415932
half_critical,0.9,0.45,0.2,1.0,14,28,8.37073514697469,5.4493812638714205
half_critical,0.9,0.45,0.2,1.0,21,1,8.278581192873123,5.430839243536257
half_critical,0.9,0.45,0.2,1.0,21,7,8.236828904807343,5.34951874240719
half_critical,0.9,0.45,0.2,1.0,21,14,8.190487524499678,5.246512958768027
half_critical,0.9,0.45,0.2,1.0,21,21,8.257274852994485,5.2361661133525175
half_critical,0.9,0.45,0.2,1.0,21,28,8.406247917585791,5.511587211817697
half_critical,0.9,0.45,0.2,1.0,28,1,8.280673287915505,5.438680244195323
half_critical,0.9,0.45,0.2,1.0,28,7,8.228799897588157,5.357909505255685
half_critical,0.9,0.45,0.2,1.0,28,14,8.203607163618923,5.253153213284849
half_critical,0.9,0.45,0.2,1.0,28,21,8.28907752052218,5.25069901804155
half_critical,0.9,0.45,0.2,1.0,28,28,8.45934063644445,5.564474159340316
half_critical,0.9,0.45,0.4,0.0,1,1,9.526609049219909,6.287085717854775
half_critical,0.9,0.45,0.4,0.0,1,7,9.049086329682797,5.830578819283842
half_critical,0.9,0.45,0.4,0.0,1,14,8.544953544614739,5.280899970695928
half_critical,0.9,0.45,0.4,0.0,1,21,8.230674039584907,4.96185605024876
half_critical,0.9,0.45,0.4,0.0,1,28,8.118229240240513,4.904634300172078
half_critical,0.9,0.45,0.4,0.0,7,1,9.484395518880543,6.18217460082807
half_critical,0.9,0.45,0.4,0.0,7,7,9.040448550714494,5.7786671671095835
half_critical,0.9,0.45,0.4,0.0,7,14,8.550574402138057,5.275674329173673
half_critical,0.9,0.45,0.4,0.0,7,21,8.24725203255911,4.962878178827547
half_critical,0.9,0.45,0.4,0.0,7,28,8.150479167019244,4.909446825653564
half_critical,0.9,0.45,0.4,0.0,14,1,9.446585135845213,6.113395835729149
half_critical,0.9,0.45,0.4,0.0,14,7,9.029840965870402,5.701439803569862
half_critical,0.9,0.45,0.4,0.0,14,14,8.565868283107395,5.258996712923635
half_critical,0.9,0.45,0.4,0.0,14,21,8.277890534999768,4.975339278639064
half_critical,0.9,0.45,0.4,0.0,14,28,8.221914290977834,4.977502236779803
half_critical,0.9,0.45,0.4,0.0,21,1,9.43683660125478,6.07725059004033
half_critical,0.9,0.45,0.4,0.0,21,7,9.008283816997137,5.67220429754941
half_critical,0.9,0.45,0.4,0.0,21,14,8.566134522854473,5.239276654931177
half_critical,0.9,0.45,0.4,0.0,21,21,8.314532763234796,4.9988466809720435
half_critical,0.9,0.45,0.4,0.0,21,28,8.322529497401714,5.016886199754959
half_critical,0.9,0.45,0.4,0.0,28,1,9.427335427437034,6.05800827405187
half_critical,0.9,0.45,0.4,0.0,28,7,8.993389402387328,5.6644705953373125
half_critical,0.9,0.45,0.4,0.0,28,14,8.569454963008798,5.2329517181910585
half_critical,0.9,0.45,0.4,0.0,28,21,8.365308680112719,5.0098916534662505
half_critical,0.9,0.45,0.4,0.0,28,28,8.430720755617505,5.061687100920706
half_critical,0.9,0.45,0.4,0.25,1,1,8.612605448052342,5.701964456933727
half_critical,0.9,0.45,0.4,0.25,1,7,8.339326413442492,5.418650566154689
half_critical,0.9,0.45,0.4,0.25,1,14,7.994933049301188,5.0507247088832194
half_critical,0.9,0.45,0.4,0.25,1,21,7.854859782872578,4.920817183872397
half_critical,0.9,0.45,0.4,0.25,1,28,7.839096194368108,4.890590163624894
half_critical,0.9,0.45,0.4,0.25,7,1,8.578812145371353,5.616624382710153
half_critical,0.9,0.45,0.4,0.25,7,7,8.330217768606612,5.391031380407028
half_critical,0.9,0.45,0.4,0.25,7,14,7.994366276996554,5.051058993436779
half_critical,0.9,0.45,0.4,0.25,7,21,7.858757593261904,4.936636266351555
half_critical,0.9,0.45,0.4,0.25,7,28,7.858558577501377,4.942648472452044
half_critical,0.9,0.45,0.4,0.25,14,1,8.563369680540399,5.5755573031461925
half_critical,0.9,0.45,0.4,0.25,14,7,8.320757442541183,5.360804402917578
half_critical,0.9,0.45,0.4,0.25,14,14,8.025497882796017,5.048637179233426
half_critical,0.9,0.45,0.4,0.25,14,21,7.89592504589702,4.996636771733838
half_critical,0.9,0.45,0.4,0.25,14,28,7.917421926394609,5.007684125395604
half_critical,0.9,0.45,0.4,0.25,21,1,8.558108396757142,5.567170436999564
half_critical,0.9,0.45,0.4,0.25,21,7,8.31078509656463,5.354637055202886
half_critical,0.9,0.45,0.4,0.25,21,14,8.038046052768943,5.059457016303224
half_critical,0.9,0.45,0.4,0.25,21,21,7.916362444616197,5.016473814230787
half_critical,0.9,0.45,0.4,0.25,21,28,7.988614308135599,5.061780114500079
half_critical,0.9,0.45,0.4,0.25,28,1,8.552446728361442,5.570441391123353
half_critical,0.9,0.45,0.4,0.25,28,7,8.302942724823865,5.361512464612562
half_critical,0.9,0.45,0.4,0.25,28,14,8.055180419698573,5.072044288945163
half_critical,0.9,0.45,0.4,0.25,28,21,7.9723867610430625,5.037500522394318
half_critical,0.9,0.45,0.4,0.25,28,28,8.079893014478483,5.1015241990453015
half_critical,0.9,0.45,0.4,0.5,1,1,8.027785644253054,5.376904865636514
