,Date,S1a_incidences_mean,S1a_incidences_median,S1a_incidences_LL,S1a_incidences_UL,S1a_load_mean,S1a_load_median,S1a_load_LL,S1a_load_UL,S2a_incidences_mean,S2a_incidences_median,S2a_incidences_LL,S2a_incidences_UL,S2a_load_mean,S2a_load_median,S2a_load_LL,S2a_load_UL,S2b1_incidences_mean,S2b1_incidences_median,S2b1_incidences_LL,S2b1_incidences_UL,S2b1_load_mean,S2b1_load_median,S2b1_load_LL,S2b1_load_UL,S2c1_incidences_mean,S2c1_incidences_median,S2c1_incidences_LL,S2c1_incidences_UL,S2c1_load_mean,S2c1_load_median,S2c1_load_LL,S2c1_load_UL,S3_incidences_mean,S3_incidences_median,S3_incidences_LL,S3_incidences_UL,S3_load_mean,S3_load_median,S3_load_LL,S3_load_UL
216,2021-04-05,27.0901672,27.0,10.0,46.0,413.6535016,421.0,211.0,608.0,2573.5306388,2576.0,2424.0,2711.0,27749.432296,27897.0,25345.0,29396.0,574.722812,573.0,451.0,709.0,6283.1541772,6266.0,5031.0,7637.0,73.7084704,70.0,45.0,118.0,969.8371352,925.0,660.0,1435.0,21.1134372,21.0,10.0,34.0,342.8784524,346.0,224.0,453.0
217,2021-04-06,26.709964,27.0,10.0,45.0,407.582814,415.0,206.0,601.0,2601.2262304,2602.0,2460.0,2735.0,28321.9912728,28461.0,26014.0,29912.0,585.2744028,583.0,459.0,722.0,6408.8607036,6390.0,5133.0,7794.0,73.676814,70.0,44.0,118.0,969.037358,924.0,659.0,1439.0,20.770754,21.0,10.0,33.0,336.1956012,339.0,218.0,446.0
218,2021-04-07,26.3549652,26.0,10.0,45.0,401.6210692,409.0,202.0,594.0,2623.645236,2624.0,2490.0,2755.0,28870.4251076,29001.0,26674.0,30398.0,595.8542188,594.0,468.0,735.0,6535.7042732,6516.0,5234.0,7952.0,73.6022904,70.0,44.0,119.0,968.2964248,922.0,657.0,1443.0,20.4404496,20.0,9.0,33.0,329.7887824,333.0,212.0,439.0
219,2021-04-08,26.0200136,26.0,10.0,44.0,395.808326,403.0,197.0,587.0,2643.782362,2644.0,2516.0,2772.0,29392.4108404,29511.0,27309.0,30856.0,606.4538644,604.0,476.0,748.0,6663.6439636,6643.0,5335.0,8111.0,73.5363856,70.0,44.0,119.0,967.4877772,920.0,656.0,1447.0,20.1197596,20.0,9.0,33.0,323.55368,327.0,207.0,432.0
220,2021-04-09,25.6772472,26.0,9.0,44.0,390.1163512,397.0,193.0,581.0,2660.6009244,2660.0,2537.0,2787.0,29885.6516004,29992.0,27926.0,31283.0,617.1033164,615.0,484.0,761.0,6792.4963444,6772.0,5435.0,8270.0,73.491184,70.0,44.0,119.0,966.724976,919.0,654.0,1450.0,19.80367,20.0,9.0,32.0,317.5218944,321.0,201.0,426.0
221,2021-04-10,25.3366116,25.0,9.0,43.0,384.5257572,392.0,189.0,574.0,2671.6542824,2671.0,2550.0,2797.0,30348.478386,30441.0,28517.0,31680.0,627.7317332,625.0,493.0,774.0,6922.4854496,6901.0,5536.0,8431.0,73.4081164,70.0,44.0,119.0,965.9625028,917.0,653.0,1454.0,19.4995572,19.0,9.0,32.0,311.6500304,315.0,196.0,419.0
222,2021-04-11,25.0080056,25.0,9.0,43.0,379.0611688,386.0,185.0,568.0,2679.7286268,2679.0,2558.0,2805.0,30778.996184,30855.0,29081.0,32048.0,638.2379776,636.0,501.0,788.0,7053.0627984,7032.0,5638.0,8592.0,73.3366184,70.0,44.0,120.0,965.184638,915.0,652.0,1458.0,19.1951232,19.0,8.0,32.0,305.9870028,309.0,191.0,413.0
223,2021-04-12,24.6881868,25.0,9.0,43.0,373.7455464,381.0,181.0,561.0,2685.6238956,2685.0,2563.0,2812.0,31175.6258232,31235.0,29616.0,32385.0,648.87425,646.0,509.0,801.0,7184.4919408,7164.0,5739.0,8752.0,73.2852244,69.0,44.0,120.0,964.3849968,914.0,651.0,1462.0,18.9116552,19.0,8.0,31.0,300.4667,303.0,186.0,407.0
224,2021-04-13,24.369584,24.0,8.0,42.0,368.5175524,375.0,177.0,555.0,2685.9444928,2685.0,2560.0,2815.0,31536.4570768,31580.0,30114.0,32690.0,659.4869072,657.0,517.0,813.0,7316.4334264,7297.0,5842.0,8913.0,73.2139772,69.0,44.0,120.0,963.5638396,912.0,649.0,1466.0,18.628514,18.0,8.0,31.0,295.1678948,298.0,182.0,402.0
225,2021-04-14,24.0565308,24.0,8.0,42.0,363.4048204,370.0,173.0,549.0,2681.615004,2681.0,2551.0,2814.0,31860.6532696,31887.0,30574.0,32961.0,669.9125412,667.0,525.0,826.0,7448.7784248,7430.0,5945.0,9074.0,73.1173016,69.0,43.0,120.0,962.7248716,911.0,647.0,1470.0,18.3533172,18.0,8.0,31.0,289.9925844,293.0,177.0,396.0
226,2021-04-15,23.75429,24.0,8.0,41.0,358.401018,365.0,169.0,543.0,2675.9588212,2676.0,2541.0,2813.0,32146.9627704,32158.0,30992.0,33200.0,680.3295476,678.0,533.0,839.0,7581.62953,7565.0,6051.0,9234.0,73.0743856,69.0,43.0,121.0,961.9155244,909.0,646.0,1474.0,18.0856808,18.0,8.0,30.0,284.9737756,288.0,173.0,391.0
227,2021-04-16,23.4516952,23.0,8.0,41.0,353.4686404,360.0,165.0,538.0,2666.0397836,2666.0,2525.0,2810.0,32394.246438,32390.0,31362.0,33410.0,690.7562992,688.0,541.0,851.0,7714.7439724,7700.0,6156.0,9397.0,73.0021708,69.0,43.0,121.0,961.0922472,907.0,645.0,1477.0,17.826158,18.0,7.0,30.0,280.09952,283.0,168.0,386.0
228,2021-04-17,23.1534316,23.0,8.0,41.0,348.6621564,355.0,162.0,532.0,2649.7078924,2649.0,2503.0,2800.0,32601.6499072,32587.0,31672.0,33588.0,701.1455664,699.0,549.0,863.0,7847.8363364,7834.0,6263.0,9558.0,72.9105684,69.0,43.0,121.0,960.1842052,906.0,643.0,1481.0,17.5687656,17.0,7.0,30.0,275.3541692,278.0,164.0,381.0
229,2021-04-18,22.875304,23.0,8.0,40.0,343.9510016,350.0,158.0,526.0,2632.1042756,2631.0,2480.0,2790.0,32769.1842072,32750.0,31905.0,33734.0,711.2471824,709.0,557.0,876.0,7980.9036356,7970.0,6367.0,9719.0,72.8121068,69.0,43.0,121.0,959.318932,904.0,642.0,1484.0,17.3245236,17.0,7.0,29.0,270.7770424,273.0,160.0,376.0
230,2021-04-19,22.5878652,22.0,7.0,40.0,339.3309424,346.0,155.0,521.0,2612.8213012,2611.0,2455.0,2780.0,32895.37733,32878.0,32052.0,33849.0,721.2099972,718.0,565.0,888.0,8113.9488972,8107.0,6470.0,9879.0,72.7896872,69.0,43.0,122.0,958.4093608,902.0,640.0,1488.0,17.065902,17.0,7.0,29.0,266.3008556,269.0,156.0,371.0
231,2021-04-20,22.3028052,22.0,7.0,40.0,334.806838,341.0,152.0,516.0,2586.9534784,2585.0,2423.0,2763.0,32981.0357216,32969.0,32131.0,33934.0,731.2032216,728.0,573.0,899.0,8246.6737124,8242.0,6573.0,10039.0,72.6894944,68.0,43.0,122.0,957.5570272,901.0,639.0,1492.0,16.8346516,17.0,7.0,29.0,261.9689868,264.0,152.0,367.0
232,2021-04-21,22.0345532,22.0,7.0,39.0,330.3509164,337.0,148.0,510.0,2558.5420388,2556.0,2390.0,2743.0,33025.966144,33020.0,32150.0,33994.0,741.022058,738.0,580.0,911.0,8378.8122372,8376.0,6672.0,10195.0,72.573838,68.0,42.0,122.0,956.6132996,899.0,637.0,1495.0,16.6061556,16.0,6.0,29.0,257.74352,260.0,149.0,362.0
233,2021-04-22,21.7643444,22.0,7.0,39.0,325.9903292,332.0,145.0,505.0,2529.4273584,2526.0,2356.0,2723.0,33029.8787432,33029.0,32100.0,34023.0,750.563524,748.0,588.0,923.0,8510.5720088,8510.0,6771.0,10352.0,72.5033632,68.0,42.0,122.0,955.6307816,897.0,636.0,1499.0,16.3829828,16.0,6.0,28.0,253.6581864,256.0,145.0,358.0
234,2021-04-23,21.48953,21.0,7.0,39.0,321.7117512,328.0,142.0,500.0,2495.3829972,2491.0,2317.0,2698.0,32993.7263828,32997.0,31999.0,34035.0,759.96572,757.0,595.0,934.0,8641.4813832,8641.0,6866.0,10508.0,72.4303676,68.0,42.0,122.0,954.6804252,896.0,634.0,1502.0,16.1544336,16.0,6.0,28.0,249.6485492,252.0,141.0,354.0
235,2021-04-24,21.22247,21.0,7.0,38.0,317.5163872,324.0,139.0,495.0,2458.2586572,2453.0,2276.0,2669.0,32917.866684,32923.0,31849.0,34026.0,769.3092248,766.0,602.0,945.0,8771.6452624,8770.0,6960.0,10662.0,72.30748,68.0,42.0,122.0,953.7055084,894.0,633.0,1506.0,15.9376636,16.0,6.0,28.0,245.77974,248.0,138.0,350.0
236,2021-04-25,20.9808748,21.0,6.0,38.0,313.4115744,319.0,136.0,490.0,2420.5532316,2415.0,2235.0,2639.0,32802.8701036,32807.0,31657.0,33992.0,778.3834552,775.0,609.0,956.0,8900.5708556,8896.0,7052.0,10814.0,72.2335272,68.0,42.0,123.0,952.6793488,892.0,631.0,1509.0,15.7242872,15.0,6.0,28.0,241.9691008,244.0,134.0,346.0
237,2021-04-26,20.719592,21.0,6.0,37.0,309.3558844,315.0,133.0,485.0,2380.0904904,2373.0,2192.0,2605.0,32649.5982868,32650.0,31426.0,33932.0,787.231824,784.0,616.0,965.0,9028.3063488,9020.0,7143.0,10963.0,72.1323308,68.0,42.0,123.0,951.6150868,890.0,629.0,1512.0,15.5190924,15.0,6.0,27.0,238.2950284,241.0,131.0,342.0
238,2021-04-27,20.4646224,20.0,6.0,37.0,305.362468,311.0,131.0,480.0,2336.5548572,2329.0,2145.0,2569.0,32459.7608988,32458.0,31156.0,33845.0,795.8272068,793.0,623.0,975.0,9154.7705908,9142.0,7234.0,11111.0,72.0147444,67.0,42.0,123.0,950.5744276,889.0,627.0,1516.0,15.3081652,15.0,5.0,27.0,234.7130328,237.0,128.0,338.0
239,2021-04-28,20.223544,20.0,6.0,37.0,301.4748188,307.0,128.0,476.0,2292.2501264,2284.0,2099.0,2530.0,32233.6214688,32228.0,30855.0,33728.0,804.2084668,801.0,630.0,985.0,9279.9116164,9263.0,7323.0,11258.0,71.9238228,67.0,41.0,123.0,949.5176408,887.0,626.0,1520.0,15.1148132,15.0,5.0,27.0,231.1892952,233.0,125.0,335.0
240,2021-04-29,19.9843516,20.0,6.0,36.0,297.6261396,303.0,125.0,471.0,2246.3904108,2237.0,2051.0,2489.0,31973.1369704,31962.0,30520.0,33586.0,812.573698,809.0,637.0,994.0,9403.1622092,9381.0,7414.0,11404.0,71.8383552,67.0,41.0,123.0,948.3584856,885.0,624.0,1523.0,14.915782,15.0,5.0,27.0,227.7769176,230.0,122.0,331.0
241,2021-04-30,19.7376248,20.0,6.0,36.0,293.8535436,299.0,123.0,467.0,2198.5146296,2189.0,2002.0,2445.0,31679.5847404,31661.0,30153.0,33410.0,820.7273952,817.0,643.0,1004.0,9524.7006552,9498.0,7508.0,11546.0,71.7169712,67.0,41.0,123.0,947.24182,883.0,622.0,1526.0,14.7290604,14.0,5.0,26.0,224.4633912,227.0,119.0,328.0
242,2021-05-01,19.503346,19.0,6.0,36.0,290.1481208,296.0,120.0,462.0,2149.3256192,2139.0,1952.0,2399.0,31354.0438256,31329.0,29759.0,33200.0,828.2594616,825.0,649.0,1012.0,9644.222522,9613.0,7599.0,11687.0,71.6086116,67.0,41.0,124.0,946.0916148,881.0,620.0,1530.0,14.5424044,14.0,5.0,26.0,221.2094892,223.0,116.0,325.0
