,Date,S1a_incidences_mean,S1a_incidences_median,S1a_incidences_LL,S1a_incidences_UL,S1a_load_mean,S1a_load_median,S1a_load_LL,S1a_load_UL,S2a_incidences_mean,S2a_incidences_median,S2a_incidences_LL,S2a_incidences_UL,S2a_load_mean,S2a_load_median,S2a_load_LL,S2a_load_UL,S2b1_incidences_mean,S2b1_incidences_median,S2b1_incidences_LL,S2b1_incidences_UL,S2b1_load_mean,S2b1_load_median,S2b1_load_LL,S2b1_load_UL,S2c1_incidences_mean,S2c1_incidences_median,S2c1_incidences_LL,S2c1_incidences_UL,S2c1_load_mean,S2c1_load_median,S2c1_load_LL,S2c1_load_UL,S3_incidences_mean,S3_incidences_median,S3_incidences_LL,S3_incidences_UL,S3_load_mean,S3_load_median,S3_load_LL,S3_load_UL
0,2020-09-01,11.3681876,11.0,5.0,18.0,196.6406416,196.0,170.0,225.0,11.3635088,11.0,5.0,18.0,196.65792,196.0,170.0,225.0,11.3662412,11.0,5.0,18.0,196.6491292,196.0,170.0,225.0,11.3661296,11.0,5.0,18.0,196.6386188,196.0,170.0,225.0,11.3656228,11.0,5.0,18.0,196.6532156,196.0,170.0,225.0
1,2020-09-02,11.0875004,11.0,5.0,18.0,191.8539044,192.0,165.0,219.0,11.084866,11.0,5.0,18.0,191.8530644,192.0,165.0,219.0,11.0865076,11.0,5.0,18.0,191.8550588,192.0,165.0,219.0,11.0861932,11.0,5.0,18.0,191.8498144,192.0,165.0,219.0,11.0861768,11.0,5.0,18.0,191.8458356,192.0,165.0,219.0
2,2020-09-03,10.8918976,11.0,5.0,18.0,187.2465992,187.0,161.0,215.0,10.890994,11.0,5.0,18.0,187.268276,187.0,161.0,215.0,10.8893276,11.0,5.0,18.0,187.2535452,187.0,161.0,215.0,10.8926548,11.0,5.0,18.0,187.2825336,187.0,161.0,215.0,10.897334,11.0,5.0,18.0,187.261846,187.0,161.0,215.0
3,2020-09-04,10.7867412,11.0,5.0,18.0,182.9933604,183.0,157.0,210.0,10.7880388,11.0,5.0,18.0,183.0009804,183.0,157.0,210.0,10.7889896,11.0,5.0,18.0,183.0049052,183.0,157.0,210.0,10.7860996,11.0,5.0,18.0,183.0094732,183.0,157.0,210.0,10.7934188,11.0,5.0,18.0,183.0065484,183.0,157.0,210.0
4,2020-09-05,10.8208972,11.0,5.0,18.0,179.187856,179.0,153.0,206.0,10.8192872,11.0,5.0,18.0,179.1750484,179.0,153.0,206.0,10.8207756,11.0,5.0,18.0,179.178608,179.0,153.0,206.0,10.819172,11.0,5.0,18.0,179.1870784,179.0,153.0,206.0,10.8246528,11.0,5.0,18.0,179.1891852,179.0,153.0,206.0
5,2020-09-06,10.9850976,11.0,5.0,18.0,175.9431236,176.0,150.0,202.0,10.9845892,11.0,5.0,18.0,175.956378,176.0,150.0,202.0,10.9878484,11.0,5.0,18.0,175.9516228,176.0,150.0,202.0,10.9878464,11.0,5.0,18.0,175.9495168,176.0,150.0,202.0,10.9860544,11.0,5.0,18.0,175.9310104,176.0,150.0,202.0
6,2020-09-07,11.2837372,11.0,5.0,18.0,173.3627824,173.0,148.0,200.0,11.2816924,11.0,5.0,18.0,173.376106,173.0,148.0,200.0,11.2787064,11.0,5.0,18.0,173.3692532,173.0,148.0,200.0,11.2785864,11.0,5.0,18.0,173.3680452,173.0,148.0,200.0,11.2845924,11.0,5.0,18.0,173.3545568,173.0,148.0,200.0
7,2020-09-08,11.7291752,12.0,6.0,19.0,171.5683216,171.0,146.0,198.0,11.7362612,12.0,6.0,19.0,171.576756,171.0,146.0,198.0,11.7360472,12.0,6.0,19.0,171.5836636,171.0,146.0,198.0,11.7362388,12.0,6.0,19.0,171.5620868,171.0,146.0,198.0,11.7332084,12.0,6.0,19.0,171.56724,171.0,146.0,198.0
8,2020-09-09,12.3426248,12.0,6.0,20.0,170.6929456,171.0,146.0,197.0,12.3405744,12.0,6.0,20.0,170.6800776,171.0,146.0,197.0,12.344086,12.0,6.0,20.0,170.6691172,171.0,146.0,197.0,12.3424564,12.0,6.0,20.0,170.6783324,171.0,146.0,197.0,12.3439584,12.0,6.0,20.0,170.672166,171.0,146.0,197.0
9,2020-09-10,13.0481136,13.0,6.0,21.0,170.7228076,171.0,146.0,197.0,13.0445196,13.0,6.0,21.0,170.7158552,171.0,146.0,197.0,13.0459508,13.0,6.0,21.0,170.7112084,171.0,146.0,197.0,13.0490116,13.0,6.0,21.0,170.7231204,171.0,146.0,197.0,13.0472392,13.0,6.0,21.0,170.7104196,171.0,146.0,197.0
10,2020-09-11,13.8828984,14.0,7.0,22.0,171.7547032,172.0,147.0,198.0,13.884964,14.0,7.0,22.0,171.7499464,172.0,147.0,198.0,13.8845332,14.0,7.0,22.0,171.7571596,172.0,147.0,198.0,13.8818704,14.0,7.0,22.0,171.7574516,172.0,147.0,198.0,13.8806204,14.0,7.0,22.0,171.7484412,172.0,147.0,198.0
11,2020-09-12,14.8030496,15.0,8.0,23.0,173.7838188,174.0,148.0,200.0,14.803428,15.0,8.0,23.0,173.7674024,174.0,148.0,200.0,14.8004848,15.0,8.0,23.0,173.76996,174.0,148.0,200.0,14.7976292,15.0,8.0,23.0,173.7777012,174.0,148.0,200.0,14.799486,15.0,8.0,23.0,173.7867124,174.0,148.0,200.0
12,2020-09-13,15.798022,16.0,9.0,24.0,176.834188,177.0,151.0,203.0,15.795688,16.0,9.0,24.0,176.837006,177.0,151.0,203.0,15.8007176,16.0,9.0,24.0,176.8238568,177.0,151.0,203.0,15.7961072,16.0,9.0,24.0,176.8317444,177.0,151.0,203.0,15.79431,16.0,9.0,24.0,176.8300608,177.0,151.0,203.0
13,2020-09-14,16.9189088,17.0,9.0,25.0,180.9747356,181.0,155.0,208.0,16.9244288,17.0,9.0,25.0,180.9409928,181.0,155.0,208.0,16.9231536,17.0,9.0,25.0,180.9516368,181.0,155.0,208.0,16.9276872,17.0,9.0,25.0,180.9737,181.0,155.0,208.0,16.9199736,17.0,9.0,25.0,180.9536008,181.0,155.0,208.0
14,2020-09-15,18.2897972,18.0,10.0,27.0,186.3682064,186.0,160.0,214.0,18.2832972,18.0,10.0,27.0,186.3770544,186.0,160.0,214.0,18.2830036,18.0,10.0,27.0,186.3479244,186.0,160.0,214.0,18.2923896,18.0,10.0,27.0,186.33341,186.0,160.0,214.0,18.2761176,18.0,10.0,27.0,186.3448044,186.0,160.0,214.0
15,2020-09-16,19.8264816,20.0,12.0,29.0,193.1107808,193.0,166.0,221.0,19.8211492,20.0,12.0,29.0,193.1167876,193.0,166.0,221.0,19.8243776,20.0,12.0,29.0,193.0998276,193.0,166.0,221.0,19.8219084,20.0,12.0,29.0,193.0992476,193.0,166.0,221.0,19.822014,20.0,12.0,29.0,193.12778,193.0,166.0,221.0
16,2020-09-17,21.5210556,21.0,13.0,31.0,201.2927792,201.0,174.0,230.0,21.523952,21.0,13.0,31.0,201.3141912,201.0,174.0,230.0,21.5182304,21.0,13.0,31.0,201.299438,201.0,174.0,230.0,21.5237676,21.0,13.0,31.0,201.2962208,201.0,174.0,230.0,21.5226044,21.0,13.0,31.0,201.296052,201.0,174.0,230.0
17,2020-09-18,23.4261528,23.0,14.0,33.0,211.0024208,211.0,183.0,240.0,23.4268648,23.0,14.0,33.0,211.0206584,211.0,183.0,240.0,23.4188052,23.0,14.0,33.0,211.0053228,211.0,183.0,240.0,23.4258076,23.0,14.0,33.0,211.0272352,211.0,183.0,240.0,23.4312352,23.0,14.0,33.0,211.0012728,211.0,183.0,240.0
18,2020-09-19,25.455144,25.0,16.0,36.0,222.282984,222.0,194.0,252.0,25.4547616,25.0,16.0,36.0,222.2798012,222.0,194.0,252.0,25.4525672,25.0,16.0,36.0,222.2567536,222.0,194.0,252.0,25.4528672,25.0,16.0,36.0,222.3107032,222.0,194.0,252.0,25.4548856,25.0,16.0,36.0,222.2783136,222.0,194.0,252.0
19,2020-09-20,27.6541216,27.0,18.0,38.0,235.1466896,235.0,206.0,266.0,27.6482544,27.0,18.0,38.0,235.1579544,235.0,206.0,266.0,27.6433064,27.0,18.0,38.0,235.1181192,235.0,206.0,266.0,27.6482256,27.0,18.0,38.0,235.1603992,235.0,206.0,266.0,27.6482888,27.0,18.0,38.0,235.1388808,235.0,206.0,266.0
20,2020-09-21,30.0257592,30.0,20.0,41.0,249.6844884,250.0,219.0,281.0,30.0196492,30.0,20.0,41.0,249.6926552,250.0,219.0,281.0,30.0174888,30.0,20.0,41.0,249.6658436,250.0,219.0,281.0,30.0300436,30.0,20.0,41.0,249.7017576,250.0,219.0,281.0,30.0276184,30.0,20.0,41.0,249.6932836,250.0,219.0,281.0
21,2020-09-22,32.727272,33.0,22.0,44.0,266.165102,266.0,235.0,299.0,32.7250944,33.0,22.0,44.0,266.1650088,266.0,235.0,299.0,32.7193544,33.0,22.0,44.0,266.0923156,266.0,235.0,299.0,32.7314128,33.0,22.0,44.0,266.1617504,266.0,235.0,299.0,32.7238336,33.0,22.0,44.0,266.136868,266.0,235.0,299.0
22,2020-09-23,35.7620944,36.0,25.0,48.0,284.759504,285.0,252.0,318.0,35.7613772,36.0,25.0,48.0,284.7788764,285.0,252.0,318.0,35.754176,36.0,25.0,48.0,284.71089,285.0,252.0,318.0,35.764804,36.0,25.0,48.0,284.7627648,285.0,252.0,318.0,35.7555764,36.0,25.0,48.0,284.7509968,285.0,252.0,318.0
23,2020-09-24,39.0351776,39.0,27.0,52.0,305.6363616,305.0,272.0,340.0,39.0411372,39.0,27.0,52.0,305.6348132,305.0,272.0,340.0,39.0325808,39.0,27.0,52.0,305.5924976,305.0,272.0,340.0,39.0438968,39.0,27.0,52.0,305.652492,305.0,272.0,340.0,39.0286396,39.0,27.0,52.0,305.6114884,305.0,272.0,340.0
24,2020-09-25,42.6331408,42.0,30.0,56.0,328.9487412,329.0,294.0,365.0,42.6332868,42.0,30.0,56.0,328.9476352,329.0,294.0,365.0,42.615926,42.0,30.0,56.0,328.8928044,329.0,294.0,365.0,42.638678,42.0,30.0,56.0,328.9842504,329.0,294.0,365.0,42.6223928,42.0,30.0,56.0,328.945726,329.0,294.0,365.0
25,2020-09-26,46.5116808,46.0,34.0,60.0,354.785508,355.0,318.0,392.0,46.5165024,46.0,34.0,60.0,354.79035,355.0,318.0,392.0,46.4980384,46.0,34.0,60.0,354.725914,355.0,318.0,392.0,46.510944,46.0,34.0,60.0,354.82148,355.0,318.0,392.0,46.517908,46.0,34.0,60.0,354.7826848,355.0,318.0,392.0
26,2020-09-27,50.8158404,51.0,37.0,65.0,383.367098,383.0,345.0,422.0,50.8143832,51.0,37.0,65.0,383.359338,383.0,345.0,422.0,50.7932732,51.0,37.0,65.0,383.2766104,383.0,345.0,422.0,50.822922,51.0,37.0,65.0,383.4044128,383.0,345.0,422.0,50.8071256,51.0,37.0,65.0,383.3484904,383.0,345.0,422.0
27,2020-09-28,55.32982,55.0,41.0,70.0,414.6953308,415.0,375.0,455.0,55.329412,55.0,41.0,70.0,414.710042,415.0,375.0,455.0,55.3101216,55.0,41.0,70.0,414.6096852,414.0,375.0,455.0,55.3386108,55.0,41.0,70.0,414.7291372,415.0,375.0,455.0,55.3189168,55.0,41.0,70.0,414.6754376,415.0,375.0,455.0
28,2020-09-29,60.1716252,60.0,45.0,76.0,449.0182664,449.0,408.0,491.0,60.1788444,60.0,45.0,76.0,449.022076,449.0,408.0,491.0,60.1597908,60.0,45.0,76.0,448.9295148,449.0,408.0,491.0,60.185052,60.0,45.0,76.0,449.0350064,449.0,408.0,491.0,60.164444,60.0,45.0,76.0,448.972024,449.0,408.0,491.0
29,2020-09-30,65.5600412,65.0,50.0,82.0,486.7256972,487.0,444.0,531.0,65.5681396,65.0,50.0,82.0,486.740154,487.0,444.0,531.0,65.5532516,65.0,50.0,82.0,486.603968,486.0,444.0,530.0,65.561018,65.0,50.0,82.0,486.7904236,487.0,444.0,531.0,65.5564676,65.0,50.0,82.0,486.681662,487.0,444.0,530.0
30,2020-10-01,71.3926412,71.0,55.0,88.0,527.968648,528.0,483.0,574.0,71.4084888,71.0,55.0,88.0,528.0015848,528.0,483.0,574.0,71.3877848,71.0,55.0,88.0,527.863286,528.0,483.0,574.0,71.4296444,71.0,55.0,88.0,528.068652,528.0,483.0,574.0,71.3925992,71.0,55.0,88.0,527.9645976,528.0,483.0,574.0
31,2020-10-02,77.796958,78.0,61.0,96.0,573.2417048,573.0,527.0,621.0,77.8117528,78.0,61.0,96.0,573.2826352,573.0,527.0,621.0,77.7937604,78.0,61.0,96.0,573.1099968,573.0,526.0,621.0,77.8210684,78.0,61.0,96.0,573.3387308,573.0,527.0,621.0,77.7976808,78.0,61.0,96.0,573.2240616,573.0,527.0,621.0
32,2020-10-03,85.139404,85.0,68.0,104.0,623.0591956,623.0,574.0,673.0,85.153726,85.0,68.0,104.0,623.0950208,623.0,574.0,673.0,85.1209108,85.0,68.0,104.0,622.8999004,623.0,574.0,673.0,85.1589424,85.0,68.0,104.0,623.1865896,623.0,574.0,673.0,85.1315416,85.0,68.0,104.0,622.999534,623.0,574.0,673.0
33,2020-10-04,92.7230072,93.0,74.0,112.0,677.5548048,677.0,627.0,729.0,92.7143868,93.0,74.0,112.0,677.6036516,677.0,627.0,729.0,92.7072696,93.0,74.0,112.0,677.4337404,677.0,627.0,729.0,92.742336,93.0,74.0,112.0,677.739516,678.0,627.0,730.0,92.7050484,93.0,74.0,112.0,677.5029296,677.0,627.0,729.0
34,2020-10-05,101.3227056,101.0,82.0,122.0,737.4109232,737.0,684.0,792.0,101.3475052,101.0,82.0,122.0,737.4598536,737.0,684.0,792.0,101.3142276,101.0,82.0,122.0,737.2556852,737.0,684.0,791.0,101.3703572,101.0,82.0,122.0,737.5848592,737.0,684.0,792.0,101.3171144,101.0,82.0,122.0,737.4076864,737.0,684.0,792.0
35,2020-10-06,111.0669952,111.0,91.0,132.0,803.2773696,803.0,748.0,860.0,111.0921024,111.0,91.0,132.0,803.359946,803.0,748.0,860.0,111.0584972,111.0,91.0,132.0,803.11137,803.0,747.0,860.0,111.1048044,111.0,91.0,132.0,803.421858,803.0,748.0,860.0,111.0672628,111.0,91.0,132.0,803.216984,803.0,748.0,860.0
36,2020-10-07,121.4692516,121.0,100.0,144.0,875.6629928,876.0,818.0,935.0,121.4926768,121.0,100.0,144.0,875.7612428,876.0,817.0,935.0,121.4577312,121.0,100.0,144.0,875.5293976,875.0,817.0,935.0,121.5125792,121.0,100.0,144.0,875.8783024,876.0,818.0,935.0,121.4581772,121.0,100.0,144.0,875.6288476,875.0,817.0,935.0
37,2020-10-08,132.747116,133.0,111.0,156.0,955.0918288,955.0,894.0,1017.0,132.7816124,133.0,111.0,156.0,955.2399592,955.0,894.0,1017.0,132.731306,133.0,111.0,156.0,954.9533012,955.0,894.0,1017.0,132.7951412,133.0,111.0,156.0,955.38462,955.0,895.0,1017.0,132.7172272,133.0,111.0,156.0,955.049602,955.0,894.0,1017.0
38,2020-10-09,145.4379416,145.0,122.0,170.0,1042.4694384,1042.0,979.0,1107.0,145.4920676,145.0,122.0,170.0,1042.6720896,1043.0,979.0,1108.0,145.4393904,145.0,122.0,170.0,1042.32431,1042.0,979.0,1107.0,145.4992388,145.0,122.0,170.0,1042.7963684,1043.0,979.0,1108.0,145.4295408,145.0,122.0,170.0,1042.4207944,1042.0,979.0,1107.0
39,2020-10-10,159.0432432,159.0,135.0,184.0,1138.226442,1138.0,1072.0,1206.0,159.0998088,159.0,135.0,184.0,1138.4875792,1138.0,1072.0,1206.0,159.042314,159.0,135.0,184.0,1138.1440688,1138.0,1071.0,1206.0,159.1143772,159.0,135.0,184.0,1138.6491404,1138.0,1072.0,1206.0,159.0218332,159.0,135.0,184.0,1138.194002,1138.0,1071.0,1206.0
40,2020-10-11,173.8373372,174.0,148.0,200.0,1243.1608896,1243.0,1173.0,1314.0,173.9258288,174.0,148.0,200.0,1243.4430808,1243.0,1173.0,1315.0,173.87309,174.0,148.0,200.0,1243.0443388,1243.0,1173.0,1314.0,173.912696,174.0,148.0,200.0,1243.5766476,1243.0,1174.0,1315.0,173.8463196,174.0,148.0,200.0,1243.0495964,1243.0,1173.0,1314.0
41,2020-10-12,190.2488012,190.0,164.0,218.0,1358.2317632,1358.0,1285.0,1432.0,190.3139396,190.0,164.0,218.0,1358.5949184,1358.0,1285.0,1433.0,190.255024,190.0,164.0,218.0,1358.1743884,1358.0,1285.0,1433.0,190.3290492,190.0,164.0,218.0,1358.7027248,1358.0,1285.0,1433.0,190.2290484,190.0,164.0,218.0,1358.0862952,1358.0,1285.0,1432.0
42,2020-10-13,209.0018716,209.0,181.0,238.0,1485.061556,1485.0,1408.0,1563.0,209.0657772,209.0,181.0,238.0,1485.5236368,1485.0,1408.0,1564.0,209.00647,209.0,181.0,238.0,1485.0567452,1485.0,1408.0,1564.0,209.0864676,209.0,181.0,238.0,1485.6247636,1485.0,1409.0,1564.0,208.987596,209.0,181.0,238.0,1484.928578,1485.0,1408.0,1563.0
43,2020-10-14,228.6958688,229.0,199.0,259.0,1624.0489848,1624.0,1543.0,1706.0,228.8093032,229.0,199.0,259.0,1624.4903508,1624.0,1544.0,1707.0,228.7039228,229.0,199.0,259.0,1624.00658,1624.0,1543.0,1707.0,228.8210072,229.0,200.0,259.0,1624.6058264,1624.0,1544.0,1707.0,228.660342,228.0,199.0,259.0,1623.8791004,1624.0,1543.0,1706.0
44,2020-10-15,250.3874664,250.0,220.0,282.0,1776.2529284,1776.0,1692.0,1862.0,250.4903588,250.0,220.0,282.0,1776.7905384,1776.0,1692.0,1864.0,250.4050652,250.0,220.0,282.0,1776.2994656,1776.0,1691.0,1864.0,250.4828256,250.0,220.0,282.0,1776.9883008,1777.0,1692.0,1864.0,250.338892,250.0,220.0,282.0,1776.1050216,1776.0,1691.0,1862.0
45,2020-10-16,274.0283268,274.0,242.0,307.0,1942.9772984,1943.0,1854.0,2033.0,274.1624952,274.0,242.0,307.0,1943.5307184,1943.0,1854.0,2035.0,274.0445788,274.0,242.0,307.0,1942.9684204,1943.0,1853.0,2035.0,274.163294,274.0,242.0,307.0,1943.7194372,1943.0,1855.0,2035.0,274.0014276,274.0,242.0,307.0,1942.7823304,1943.0,1853.0,2034.0
46,2020-10-17,299.8582152,300.0,266.0,335.0,2125.0782584,2125.0,2032.0,2220.0,299.959962,300.0,266.0,335.0,2125.8416364,2125.0,2032.0,2222.0,299.8591072,300.0,266.0,335.0,2125.1040608,2125.0,2031.0,2222.0,299.9831228,300.0,266.0,335.0,2125.9021676,2125.0,2032.0,2222.0,299.7865728,300.0,266.0,335.0,2124.8664076,2125.0,2031.0,2220.0
47,2020-10-18,326.6162824,326.0,291.0,363.0,2322.9046932,2323.0,2225.0,2422.0,326.777874,327.0,291.0,363.0,2323.7470668,2323.0,2225.0,2425.0,326.6582764,326.0,291.0,363.0,2322.9499044,2322.0,2224.0,2425.0,326.7791124,327.0,292.0,363.0,2323.8921304,2323.0,2225.0,2425.0,326.5809752,326.0,291.0,363.0,2322.5863192,2322.0,2224.0,2423.0
48,2020-10-19,356.000716,356.0,319.0,394.0,2538.3815244,2538.0,2435.0,2643.0,356.20607,356.0,319.0,394.0,2539.4927692,2539.0,2435.0,2647.0,356.02573,356.0,319.0,394.0,2538.608412,2538.0,2434.0,2647.0,356.1989108,356.0,319.0,394.0,2539.5575848,2539.0,2436.0,2646.0,355.966906,356.0,319.0,394.0,2538.1776012,2538.0,2434.0,2644.0
49,2020-10-20,389.055732,389.0,351.0,429.0,2773.9687548,2774.0,2665.0,2884.0,389.3148372,389.0,351.0,429.0,2775.1140072,2775.0,2666.0,2888.0,389.1775544,389.0,351.0,429.0,2774.1926404,2774.0,2664.0,2888.0,389.3235536,389.0,351.0,429.0,2775.1944108,2775.0,2666.0,2888.0,389.031498,389.0,350.0,429.0,2773.6179468,2773.0,2664.0,2885.0
50,2020-10-21,424.9233616,425.0,385.0,466.0,3030.780102,3031.0,2916.0,3146.0,425.0497872,425.0,385.0,467.0,3031.8789348,3031.0,2916.0,3151.0,424.8453568,425.0,384.0,467.0,3030.86554,3030.0,2915.0,3152.0,425.04102,425.0,385.0,467.0,3031.990032,3031.0,2917.0,3151.0,424.8681832,425.0,384.0,466.0,3030.3834664,3030.0,2915.0,3148.0
51,2020-10-22,462.3493848,462.0,420.0,505.0,3308.6634992,3308.0,3188.0,3430.0,462.3880416,462.0,420.0,506.0,3309.81497,3309.0,3188.0,3436.0,462.1595724,462.0,420.0,506.0,3308.5836336,3308.0,3186.0,3437.0,462.3703004,462.0,420.0,506.0,3309.914622,3309.0,3189.0,3436.0,462.2289656,462.0,420.0,506.0,3308.240808,3308.0,3186.0,3433.0
52,2020-10-23,501.72415,502.0,458.0,547.0,3608.2513436,3608.0,3481.0,3736.0,501.72273,502.0,458.0,547.0,3609.3209068,3608.0,3481.0,3743.0,501.4101184,501.0,457.0,547.0,3607.7617016,3607.0,3478.0,3744.0,501.6981464,501.0,457.0,547.0,3609.3761812,3609.0,3482.0,3742.0,501.6039828,501.0,457.0,547.0,3607.7073968,3607.0,3479.0,3739.0
53,2020-10-24,542.1415472,542.0,496.0,589.0,3928.6018212,3928.0,3795.0,4063.0,542.1358352,542.0,496.0,590.0,3929.60583,3929.0,3794.0,4070.0,541.6448368,541.0,495.0,589.0,3927.5511568,3926.0,3791.0,4072.0,542.0582136,542.0,496.0,589.0,3929.6212544,3929.0,3795.0,4070.0,542.0889124,542.0,496.0,589.0,3928.0215616,3928.0,3792.0,4066.0
54,2020-10-25,581.9914532,582.0,534.0,631.0,4266.7874568,4267.0,4127.0,4408.0,581.9515064,582.0,534.0,631.0,4267.584788,4267.0,4125.0,4416.0,581.21236,581.0,533.0,631.0,4264.8900992,4264.0,4121.0,4418.0,581.7938092,582.0,533.0,631.0,4267.3559916,4266.0,4125.0,4416.0,581.8267224,582.0,534.0,631.0,4266.0429928,4266.0,4123.0,4411.0
55,2020-10-26,618.2394544,618.0,568.0,669.0,4616.4688048,4616.0,4469.0,4765.0,618.270658,618.0,568.0,670.0,4617.2486492,4616.0,4467.0,4773.0,617.2855832,617.0,567.0,669.0,4613.5626092,4612.0,4461.0,4775.0,617.9020516,618.0,567.0,670.0,4616.521122,4616.0,4466.0,4773.0,618.0590408,618.0,568.0,669.0,4615.5692308,4615.0,4466.0,4767.0
56,2020-10-27,648.1201504,648.0,596.0,701.0,4968.4102544,4968.0,4813.0,5124.0,648.038468,648.0,596.0,701.0,4969.089752,4968.0,4810.0,5133.0,647.1039104,647.0,595.0,701.0,4964.5845684,4963.0,4804.0,5136.0,647.5915432,647.0,595.0,701.0,4967.9137256,4967.0,4809.0,5132.0,647.8981644,648.0,596.0,700.0,4967.3186328,4967.0,4811.0,5125.0
57,2020-10-28,669.7460696,670.0,617.0,723.0,5312.5953592,5312.0,5150.0,5475.0,669.7416948,670.0,616.0,724.0,5313.2688736,5313.0,5146.0,5486.0,668.8623476,669.0,615.0,724.0,5308.0080476,5307.0,5138.0,5488.0,669.1781748,669.0,616.0,723.0,5311.4116504,5311.0,5143.0,5484.0,669.5598108,669.0,617.0,723.0,5311.3633408,5311.0,5148.0,5475.0
58,2020-10-29,681.9937644,682.0,629.0,736.0,5638.757094,5639.0,5470.0,5807.0,681.9794152,682.0,628.0,737.0,5639.3692744,5639.0,5464.0,5819.0,681.3288484,681.0,627.0,737.0,5633.892876,5633.0,5454.0,5822.0,681.445158,681.0,628.0,736.0,5637.1169796,5637.0,5461.0,5817.0,681.8919276,682.0,629.0,736.0,5637.5459112,5638.0,5469.0,5806.0
59,2020-10-30,685.9915152,686.0,633.0,740.0,5939.223712,5939.0,5765.0,6114.0,685.9117488,686.0,632.0,741.0,5939.633496,5939.0,5755.0,6128.0,685.5064248,685.0,631.0,742.0,5934.3524068,5933.0,5746.0,6131.0,685.386504,685.0,631.0,741.0,5936.9806744,5937.0,5753.0,6124.0,685.89168,686.0,633.0,740.0,5938.02046,5938.0,5765.0,6111.0
60,2020-10-31,682.7277292,683.0,630.0,737.0,6208.0351068,6208.0,6029.0,6387.0,682.5246896,682.0,628.0,738.0,6208.1066764,6208.0,6016.0,6404.0,682.3660164,682.0,628.0,739.0,6203.0903116,6202.0,6006.0,6407.0,682.1213288,682.0,628.0,738.0,6205.2959436,6205.0,6014.0,6400.0,682.69459,682.0,630.0,737.0,6206.8513024,6207.0,6029.0,6385.0
61,2020-11-01,673.2594,673.0,621.0,727.0,6441.4510228,6441.0,6258.0,6625.0,672.9925496,673.0,619.0,728.0,6441.0958608,6441.0,6242.0,6645.0,672.954732,673.0,619.0,729.0,6436.5246528,6435.0,6231.0,6649.0,672.6479216,672.0,619.0,728.0,6438.2196324,6438.0,6239.0,6640.0,673.207206,673.0,621.0,727.0,6440.3193448,6440.0,6259.0,6622.0
62,2020-11-02,659.9031344,660.0,608.0,713.0,6638.111428,6638.0,6451.0,6826.0,659.6533504,659.0,606.0,714.0,6637.497184,6637.0,6432.0,6849.0,659.6831056,659.0,606.0,715.0,6633.42098,6632.0,6420.0,6853.0,659.32648,659.0,606.0,714.0,6634.4773948,6634.0,6429.0,6843.0,659.926858,660.0,608.0,713.0,6636.994932,6637.0,6452.0,6824.0
63,2020-11-03,644.2621824,644.0,593.0,697.0,6798.7002736,6799.0,6608.0,6989.0,644.0926216,644.0,591.0,698.0,6797.9292684,6797.0,6586.0,7015.0,644.1739648,644.0,591.0,699.0,6794.1757908,6793.0,6574.0,7020.0,643.7936824,644.0,591.0,698.0,6794.6333144,6794.0,6582.0,7008.0,644.3140208,644.0,593.0,697.0,6797.694296,6797.0,6610.0,6988.0
64,2020-11-04,625.6510496,625.0,575.0,677.0,6922.8517776,6923.0,6730.0,7117.0,625.6706084,625.0,574.0,679.0,6922.494704,6922.0,6707.0,7146.0,625.7043576,625.0,574.0,679.0,6918.932628,6918.0,6694.0,7150.0,625.3307024,625.0,574.0,678.0,6919.07396,6919.0,6702.0,7138.0,625.6723272,625.0,575.0,677.0,6922.047366,6921.0,6732.0,7115.0
65,2020-11-05,604.2580436,604.0,555.0,655.0,7010.6283224,7011.0,6816.0,7206.0,604.6157664,604.0,554.0,657.0,7010.6054832,7010.0,6792.0,7238.0,604.5208364,604.0,554.0,657.0,7007.247256,7006.0,6779.0,7243.0,604.178026,604.0,553.0,656.0,7007.0948716,7007.0,6786.0,7229.0,604.344832,604.0,555.0,655.0,7009.825298,7009.0,6818.0,7205.0
66,2020-11-06,581.2036168,581.0,533.0,630.0,7063.0408432,7063.0,6867.0,7260.0,581.7698384,582.0,532.0,633.0,7063.6373436,7063.0,6843.0,7294.0,581.5850948,581.0,532.0,633.0,7060.430996,7059.0,6830.0,7299.0,581.2959828,581.0,532.0,632.0,7059.9486664,7060.0,6837.0,7284.0,581.2509412,581.0,533.0,631.0,7062.3824964,7062.0,6869.0,7259.0
67,2020-11-07,556.7479088,557.0,510.0,605.0,7081.5927844,7081.0,6885.0,7280.0,557.538832,557.0,509.0,607.0,7083.079662,7082.0,6861.0,7315.0,557.2325204,557.0,509.0,607.0,7079.88203,7078.0,6849.0,7321.0,557.0328564,557.0,509.0,607.0,7079.1083676,7079.0,6855.0,7305.0,556.740004,557.0,510.0,605.0,7081.1129832,7080.0,6887.0,7279.0
68,2020-11-08,531.5306244,531.0,486.0,579.0,7068.5587076,7068.0,6872.0,7267.0,532.4948092,532.0,485.0,581.0,7071.0960308,7070.0,6849.0,7304.0,532.1733484,532.0,485.0,581.0,7067.703776,7066.0,6837.0,7310.0,532.0019352,532.0,485.0,581.0,7066.8460768,7066.0,6842.0,7293.0,531.5753676,531.0,486.0,579.0,7068.0470056,7067.0,6874.0,7266.0
