"contact_[0,12)","contact_[12,18)","contact_[18,25)","contact_[25,35)","contact_[35,45)","contact_[45,55)","contact_[55,65)","contact_[65,75)","contact_[75,85)","contact_85+"
0,0.0428726156267391,0.211126307112604,0.0956358572672481,0.123504864952854,0.0185017937102573,0.0482600348522233,0.00240853264285289,0,0
0.0835232618432111,1.82826738569743,0.492906860602705,0.270649974893894,0.190371022765315,0.124547018759866,0.113655868628471,0.034969340416473,0,0.0654130356014435
0.336150118689727,0.40283603652839,1.99052483502458,0.759164033148239,0.384466173117148,0.237686183464359,0.131608352766455,0.0265597558539073,0.0203071717784273,0.0103020196522718
0.0998438093517981,0.145037702652615,0.497788769042492,1.36825040350078,0.632243961249711,0.503280550678044,0.250694732286479,0.0294598842767819,0.0166575621819601,0.00193087426739859
0.119652356283073,0.0946696054797959,0.233939958012379,0.586707301718722,0.892189858337645,0.447972189101494,0.251269871840392,0.0645951471065226,0.0275781150016774,0
0.0172175458788107,0.0594926459514114,0.138921810354496,0.448608165960441,0.430299931787261,0.940224815786472,0.351919328772025,0.10860633374451,0.0772356551294784,0.0150730798497281
0.053398683191354,0.0645516452123389,0.0914608961070705,0.265697664879579,0.28697637417718,0.418435595851782,0.346593381700348,0.0878585141727627,0.00343431729606995,0.0171652674131197
0.00384336099646117,0.0286430074786502,0.0266190040774588,0.0450286877977751,0.106395030416295,0.186232889068641,0.126706699935774,0,0,0
0,0,0.0261233606622527,0.0326799645992381,0.0583039407154903,0.169992962144633,0.00635723143535208,0,0,0
0,0.201976462704327,0.0389220208420053,0.0111254486110181,0,0.097433546263825,0.0933193234841602,0,0,0
