"contact_[0,12)","contact_[12,18)","contact_[18,25)","contact_[25,35)","contact_[35,45)","contact_[45,55)","contact_[55,65)","contact_[65,75)","contact_[75,85)","contact_85+"
0,0.0353791843852979,0.195395097668481,0.0703917685797011,0.101461733489325,0.0104858431537888,0.031922442150792,0.00240853264285289,0,0
0.0689247632320687,1.56690259749613,0.371920006098266,0.215887343778455,0.121731140180977,0.0627718692757393,0.0332581977742263,0.034969340416473,0,0.0654130356014435
0.31110327353767,0.303957589429863,1.51663974880146,0.522849096970387,0.238968398835157,0.151540408637096,0.0536138806266933,0.00507020624012166,0.0203071717784273,0.00507020624012166
0.0734889875286816,0.115691140875509,0.34283553621019,1.05578968032951,0.381770185341441,0.294544635177419,0.131855702233363,0.0258739749230416,0.0121756787127674,0.00193087426739859
0.0982968200418444,0.0605356784248915,0.145407479509902,0.354273617537752,0.62030358239901,0.280625023715826,0.126485811126941,0.0458181102319032,0.0205941696745324,0
0.00975799905704718,0.0299843756335116,0.0885716939995478,0.262547655383087,0.269554520348494,0.644274179136153,0.228755621582219,0.0837557538993348,0.0614480133268728,0.0111490732961887
0.0353214907598837,0.018889225950501,0.0372588324587307,0.139746662663926,0.144459975229844,0.271992718203916,0.185030743284225,0.0420113546614258,0.00343431729606995,0.0171652674131197
0.00384336099646117,0.0286430074786502,0.00508151661188935,0.0395477160721683,0.0754672672809544,0.143620316486227,0.0605874132871562,0,0,0
0,0,0.0261233606622527,0.0238870937390741,0.043538916554509,0.135244917464954,0.00635723143535208,0,0,0
0,0.201976462704327,0.0191557267033326,0.0111254486110181,0,0.0720684664071871,0.0933193234841602,0,0,0
