DATE,REGION,AGEGROUP,SEX,DEATHS
2020-07-07,Wallonia,45-64,F,1
2020-07-08,Flanders,75-84,F,1
2020-07-09,Brussels,75-84,M,1
2020-07-09,Brussels,85+,F,1
2020-07-11,Brussels,45-64,M,1
2020-07-11,Wallonia,75-84,M,1
2020-07-12,Flanders,75-84,F,2
2020-07-12,Flanders,85+,M,1
2020-07-12,Brussels,0-24,F,1
2020-07-14,Flanders,85+,F,1
2020-07-14,Brussels,85+,F,1
2020-07-14,Wallonia,85+,F,1
2020-07-15,Flanders,45-64,M,1
2020-07-15,Brussels,45-64,M,1
2020-07-15,Brussels,65-74,F,1
2020-07-15,Brussels,75-84,M,1
2020-07-15,Wallonia,85+,M,1
2020-07-16,Flanders,75-84,F,1
2020-07-16,Brussels,65-74,M,1
2020-07-16,Wallonia,75-84,F,1
2020-07-16,Wallonia,85+,F,2
2020-07-17,Brussels,65-74,F,1
2020-07-17,Brussels,75-84,F,1
2020-07-18,Flanders,25-44,M,1
2020-07-18,Flanders,65-74,M,1
2020-07-18,Flanders,85+,M,1
2020-07-19,Wallonia,65-74,M,1
2020-07-20,Flanders,65-74,M,1
2020-07-20,Brussels,0-24,F,1
2020-07-21,Flanders,85+,F,1
2020-07-22,Flanders,65-74,M,1
2020-07-22,Flanders,85+,F,1
2020-07-23,Wallonia,75-84,M,1
2020-07-23,Wallonia,75-84,F,1
2020-07-24,Flanders,75-84,M,2
2020-07-24,Flanders,85+,M,1
2020-07-24,Wallonia,65-74,F,1
2020-07-24,Wallonia,75-84,F,1
2020-07-25,Flanders,85+,M,1
2020-07-26,Flanders,45-64,F,1
2020-07-26,Wallonia,85+,F,1
2020-07-27,Flanders,75-84,F,1
2020-07-27,Brussels,75-84,F,2
2020-07-27,Wallonia,45-64,F,1
2020-07-28,Flanders,65-74,M,1
2020-07-29,Flanders,65-74,M,1
2020-07-29,Flanders,85+,F,1
2020-07-29,Wallonia,85+,M,1
2020-07-30,Flanders,75-84,F,1
2020-07-30,Flanders,85+,M,1
2020-07-31,Flanders,85+,M,1
2020-07-31,Wallonia,75-84,M,2
2020-08-01,Flanders,85+,M,1
2020-08-01,Wallonia,85+,F,1
2020-08-02,Flanders,85+,M,1
2020-08-02,Flanders,85+,F,2
2020-08-02,Brussels,75-84,F,1
2020-08-02,Wallonia,65-74,F,1
2020-08-03,Flanders,65-74,F,1
2020-08-03,Flanders,85+,F,1
2020-08-03,Wallonia,75-84,M,1
2020-08-04,Flanders,75-84,M,1
2020-08-04,Flanders,85+,M,1
2020-08-04,Brussels,45-64,F,1
2020-08-04,Brussels,75-84,F,1
2020-08-04,Wallonia,85+,F,1
2020-08-05,Flanders,25-44,M,1
2020-08-05,Flanders,65-74,M,1
2020-08-05,Flanders,85+,M,1
2020-08-05,Brussels,75-84,F,1
2020-08-05,Wallonia,85+,F,1
2020-08-06,Flanders,85+,F,1
2020-08-06,Brussels,85+,M,1
2020-08-06,Wallonia,75-84,M,1
2020-08-06,Wallonia,85+,F,1
2020-08-07,Flanders,85+,M,1
2020-08-07,Flanders,85+,F,1
2020-08-07,Brussels,75-84,M,1
2020-08-07,Brussels,85+,F,1
2020-08-07,Wallonia,85+,M,2
2020-08-08,Flanders,75-84,M,1
2020-08-08,Wallonia,75-84,M,1
2020-08-09,Flanders,75-84,M,1
2020-08-09,Flanders,85+,M,1
2020-08-09,Flanders,85+,F,2
2020-08-09,Brussels,25-44,M,1
2020-08-10,Flanders,65-74,F,1
2020-08-10,Flanders,75-84,M,3
2020-08-10,Flanders,75-84,F,1
2020-08-10,Flanders,85+,M,1
2020-08-10,Wallonia,45-64,M,1
2020-08-10,Wallonia,65-74,M,2
2020-08-10,Wallonia,65-74,F,1
2020-08-10,Wallonia,85+,F,1
2020-08-11,Flanders,75-84,M,1
2020-08-11,Flanders,75-84,F,2
2020-08-11,Flanders,85+,M,1
2020-08-11,Flanders,85+,F,2
2020-08-11,Brussels,85+,M,1
2020-08-11,Wallonia,45-64,F,2
2020-08-11,Wallonia,75-84,M,1
2020-08-11,Wallonia,85+,M,2
2020-08-11,Wallonia,85+,F,1
2020-08-12,Flanders,65-74,M,1
2020-08-12,Flanders,75-84,M,3
2020-08-12,Flanders,75-84,F,2
2020-08-12,Flanders,85+,F,1
2020-08-12,Wallonia,45-64,F,1
2020-08-12,Wallonia,75-84,M,1
2020-08-12,Wallonia,85+,F,2
2020-08-13,Flanders,65-74,M,1
2020-08-13,Flanders,65-74,F,2
2020-08-13,Flanders,75-84,F,1
2020-08-13,Flanders,85+,M,2
2020-08-13,Flanders,85+,F,2
2020-08-13,Wallonia,45-64,F,1
2020-08-13,Wallonia,85+,M,2
2020-08-13,Wallonia,85+,F,1
2020-08-14,Flanders,0-24,F,1
2020-08-14,Flanders,75-84,M,1
2020-08-14,Flanders,75-84,F,1
2020-08-14,Flanders,85+,F,2
2020-08-14,Brussels,75-84,F,2
2020-08-14,Brussels,85+,F,2
2020-08-14,Wallonia,85+,F,3
2020-08-15,Flanders,75-84,M,1
2020-08-15,Flanders,85+,M,3
2020-08-15,Flanders,85+,F,2
2020-08-15,Brussels,45-64,M,1
2020-08-15,Wallonia,75-84,M,1
2020-08-15,Wallonia,75-84,F,1
2020-08-16,Flanders,65-74,M,1
2020-08-16,Flanders,75-84,M,1
2020-08-16,Flanders,75-84,F,1
2020-08-16,Flanders,85+,M,3
2020-08-16,Flanders,85+,F,1
2020-08-17,Flanders,85+,M,2
2020-08-17,Brussels,65-74,M,1
2020-08-17,Brussels,85+,M,1
2020-08-17,Wallonia,85+,M,1
2020-08-17,Wallonia,85+,F,2
2020-08-18,Flanders,25-44,M,1
2020-08-18,Flanders,45-64,M,1
2020-08-18,Flanders,65-74,M,1
2020-08-18,Flanders,75-84,M,1
2020-08-18,Flanders,85+,F,1
2020-08-18,Brussels,45-64,M,1
2020-08-18,Brussels,65-74,F,1
2020-08-18,Brussels,85+,M,1
2020-08-18,Wallonia,65-74,M,1
2020-08-18,Wallonia,75-84,F,1
2020-08-18,Wallonia,85+,M,1
2020-08-19,Flanders,75-84,F,1
2020-08-19,Flanders,85+,M,4
2020-08-19,Flanders,85+,F,2
2020-08-19,Brussels,85+,F,2
2020-08-20,Flanders,65-74,F,1
2020-08-20,Flanders,75-84,M,2
2020-08-20,Flanders,85+,F,1
2020-08-21,Flanders,85+,F,1
2020-08-21,Brussels,75-84,M,1
2020-08-21,Wallonia,85+,M,1
2020-08-22,Flanders,75-84,M,1
2020-08-22,Brussels,65-74,M,1
2020-08-22,Brussels,75-84,M,1
2020-08-22,Brussels,85+,F,1
2020-08-22,Wallonia,45-64,F,1
2020-08-23,Flanders,75-84,F,1
2020-08-23,Brussels,75-84,M,1
2020-08-23,Brussels,75-84,F,1
2020-08-24,Flanders,65-74,M,1
2020-08-24,Flanders,75-84,F,1
2020-08-24,Flanders,85+,M,1
2020-08-24,Wallonia,45-64,F,1
2020-08-24,Wallonia,75-84,F,1
2020-08-25,Flanders,65-74,M,1
2020-08-25,Flanders,75-84,F,1
2020-08-25,Flanders,85+,F,2
2020-08-25,Wallonia,85+,M,1
2020-08-26,Flanders,45-64,M,1
2020-08-26,Flanders,85+,F,2
2020-08-26,Brussels,85+,F,1
2020-08-27,Flanders,45-64,F,1
2020-08-27,Brussels,25-44,F,1
2020-08-27,Brussels,75-84,F,1
2020-08-28,Flanders,85+,M,1
2020-08-28,Brussels,45-64,F,1
2020-08-28,Wallonia,75-84,F,1
2020-08-28,Wallonia,85+,M,1
2020-08-29,Flanders,45-64,M,1
2020-08-29,Flanders,85+,F,1
2020-08-29,Brussels,85+,F,1
2020-08-29,Wallonia,75-84,M,1
2020-08-29,Wallonia,75-84,F,1
2020-08-29,Wallonia,85+,F,1
2020-08-30,Flanders,85+,M,1
2020-08-31,Flanders,65-74,M,1
2020-08-31,Flanders,75-84,F,1
2020-08-31,Flanders,85+,M,1
2020-09-01,Flanders,85+,F,2
2020-09-01,Wallonia,25-44,M,1
2020-09-02,Flanders,45-64,M,2
