DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT
2020-08-31,Brussels,Brussels,15,86,29,17,3,2,1
2020-08-31,Hainaut,Wallonia,14,12,0,0,0,2,1
2020-08-31,Limburg,Flanders,7,4,2,0,0,0,1
2020-08-31,Liège,Wallonia,12,26,10,5,0,1,0
2020-08-31,Luxembourg,Wallonia,3,1,0,0,0,0,0
2020-08-31,Namur,Wallonia,6,3,1,1,0,0,0
2020-08-31,OostVlaanderen,Flanders,14,17,3,1,0,3,2
2020-08-31,VlaamsBrabant,Flanders,6,14,6,2,0,0,0
2020-08-31,BrabantWallon,Wallonia,2,1,0,0,0,0,0
2020-08-31,WestVlaanderen,Flanders,11,16,0,0,0,3,0
2020-09-01,Antwerpen,Flanders,14,57,19,10,1,3,8
2020-09-01,Brussels,Brussels,15,79,27,17,3,6,11
2020-09-01,Hainaut,Wallonia,14,10,0,0,0,1,2
2020-09-01,Limburg,Flanders,7,8,2,0,0,5,1
2020-09-01,Liège,Wallonia,12,22,8,6,0,2,5
2020-09-01,Luxembourg,Wallonia,3,0,0,0,0,0,1
2020-09-01,Namur,Wallonia,6,3,1,1,0,0,0
2020-09-01,OostVlaanderen,Flanders,14,20,5,2,0,6,2
2020-09-01,VlaamsBrabant,Flanders,6,14,6,2,0,0,0
2020-09-01,BrabantWallon,Wallonia,2,2,0,0,0,1,0
2020-09-01,WestVlaanderen,Flanders,11,11,0,0,0,0,5
2020-09-02,Antwerpen,Flanders,14,54,18,10,1,3,6
2020-09-02,Brussels,Brussels,15,78,24,18,3,10,14
2020-09-02,Hainaut,Wallonia,14,10,0,0,0,1,1
2020-09-02,Limburg,Flanders,7,12,2,0,0,4,1
2020-09-02,Liège,Wallonia,12,21,6,5,0,1,1
2020-09-02,Luxembourg,Wallonia,3,1,1,0,0,1,0
2020-09-02,Namur,Wallonia,6,3,1,1,0,0,0
2020-09-02,OostVlaanderen,Flanders,14,17,5,2,0,3,6
2020-09-02,VlaamsBrabant,Flanders,6,13,3,3,0,1,2
2020-09-02,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-09-02,WestVlaanderen,Flanders,11,10,0,0,0,0,2
2020-09-03,Antwerpen,Flanders,14,50,17,9,1,5,7
2020-09-03,Brussels,Brussels,15,75,24,16,3,2,4
2020-09-03,Hainaut,Wallonia,14,11,0,0,0,1,1
2020-09-03,Limburg,Flanders,7,10,1,0,0,1,3
2020-09-03,Liège,Wallonia,12,21,7,5,0,1,1
2020-09-03,Luxembourg,Wallonia,3,0,0,0,0,0,0
2020-09-03,Namur,Wallonia,6,3,1,1,0,0,0
2020-09-03,OostVlaanderen,Flanders,14,18,5,3,0,1,1
2020-09-03,VlaamsBrabant,Flanders,6,12,3,3,0,0,1
2020-09-03,BrabantWallon,Wallonia,2,2,0,0,0,0,0
2020-09-03,WestVlaanderen,Flanders,11,7,0,0,0,0,5
