quarter,date,G-H-I,J,K,L,M-N,O-P-Q,R-S-T
2020Q1,2020-02-15,92.8260869565218,97.9347826086957,98.9130434782609,100,99.3478260869565,96.2335862270207,92.5
2020Q2,2020-05-15,73.1521739130435,90.9782608695652,96.0869565217391,98.804347826087,83.6956521739131,87.7367230814123,63.9130434782609
2020Q3,2020-08-15,90.9782608695652,98.3695652173913,97.9347826086957,100.760869565217,93.0434782608696,95.3913772979283,80.1086956521739
2020Q4,2020-11-15,89.2391304347826,100.217391304348,95.4347826086957,100.869565217391,96.9565217391304,93.3476801867523,71.8478260869565
2021Q1,2021-02-15,89.2391304347826,101.304347826087,93.1521739130435,101.086956521739,100.326086956522,94.1778523489933,71.304347826087
2021Q2,2021-05-15,92.3913043478261,101.847826086957,92.6086956521739,101.739130434783,101.847826086957,95.5598920338488,77.5
