"contact_[0,12)","contact_[12,18)","contact_[18,25)","contact_[25,35)","contact_[35,45)","contact_[45,55)","contact_[55,65)","contact_[65,75)","contact_[75,85)","contact_85+"
0.0648286146870832,0.00664827647785552,0.00902262006479143,0.0293245779369759,0.0149326013925207,0.0117074955600357,0.0125899230558191,0.00754353683475934,0.00180923563500445,0
0.0129519911241353,0.138779606017386,0.00573512445437737,0.00672692992770033,0.0364117641274118,0,0.00523032654091777,0,0,0
0.0143655939761894,0.0046871224339898,0.0637926917640539,0.0158164974495025,0.00241049101963899,0.00556035689016549,0.00663026969862063,0,0,0
0.0306148515057444,0.00360487180167401,0.0103709797252923,0.0375565481218795,0.0062376529080518,0.00400914034511656,0.00991108652198696,0.0047145914719026,0,0
0.0144668061677818,0.0181072061004523,0.0014667354564682,0.00578839297967701,0.0174706949177211,0.00939591792060515,0.0117534938964478,0.0065607710193634,0.00337886678146049,0
0.010894854038889,0,0.00324989376387003,0.00357361931606075,0.0090252541087971,0.0189843164173595,0.00677537395000101,0.00592532274288821,0.00511493027135331,0
0.0139304771478058,0.00297060052673274,0.00460768937016864,0.010504219698969,0.0134237146603025,0.00805598727918658,0.0231181129529095,0,0.00548882232919805,0.00297060052673274
0.0120374267428407,0,0,0.00720613378816523,0.0108062828776968,0.0101604568999456,0,0.0203797487724099,0.0473877349603614,0
0.00370566072435046,0,0,0,0.00714339063782385,0.0112577817399614,0.0101603057743589,0.0608243995610091,0,0.00581910854687038
0,0,0,0,0,0,0.0161497298483395,0,0.017090306889802,0.0174260428187603
