"contact_[0,12)","contact_[12,18)","contact_[18,25)","contact_[25,35)","contact_[35,45)","contact_[45,55)","contact_[55,65)","contact_[65,75)","contact_[75,85)","contact_85+"
0.082151712968387,0.0164873919299993,0.0144075702295465,0.0362073754169138,0.0242425217861241,0.0106301163989734,0.0157836866545834,0.00774808157075884,0.00349416078022118,0
0.0321202878142595,0.24016842449988,0.0216634348120108,0.00672692992770033,0.0199824802379845,0,0.0112771176667929,0,0,0
0.0229393793171855,0.0177047895145765,0.0945011794647266,0.0384122827744129,0.00641128951128323,0.0202821456958959,0.00663026969862063,0,0,0
0.0378004902298644,0.00360487180167401,0.0251871823788752,0.0377093141832107,0.0173334572717701,0.0153843514799295,0.012631653949977,0.0047145914719026,0.00232091059648641,0
0.0234863206000895,0.00993708755228939,0.00390114112488589,0.0160850345257159,0.0204145404522389,0.0105585406040158,0.0102582136357295,0.0067996505383693,0.0303889056573651,0
0.00989225799739382,0,0.011854422318031,0.0137131182450899,0.0101420119646125,0.0162823451919122,0.0210363491997808,0.010513088417706,0.00643967907227924,0.00159046509402977
0.01746430738893,0.00640491782280269,0.00460768937016864,0.0133876006386945,0.0117159488049825,0.0250124292481208,0.0285562519715195,0.0235896561373997,0.0220179933924391,0.00297060052673274
0.0123638243371207,0,0,0.00720613378816523,0.0111997426781451,0.0180273356217813,0.034020237081544,0.0961734677530257,0.0833415547429251,0.00637752125316882
0.00715670978247095,0,0,0.00455332390794337,0.06424634003259,0.0141735072865296,0.0407572940036631,0.106972828094857,0.00910664781588675,0
0,0,0,0,0,0.0102808885685658,0.0161497298483395,0.0240412584472443,0,0.0174260428187603
