date,age,dose,VOC,e_s,e_i,e_h
2022-02-21,"[85, 120)",partial,abc,0.0905694280357043,0.064543730324295,0.09785662339489888
2022-02-21,"[85, 120)",partial,delta,0.08224120476805333,0.0395590605213421,0.09785662339489888
2022-02-21,"[85, 120)",partial,omicron,0.005205139542281856,0.02290261398604016,0.06870784195812049
2022-02-21,"[85, 120)",full,WT,0.4785722659912266,0.3046494261187258,0.7021646913283481
2022-02-21,"[85, 120)",full,abc,0.4785722659912266,0.3046494261187258,0.7021646913283481
2022-02-21,"[85, 120)",full,delta,0.3775591509319235,0.16884772744171062,0.7021646913283481
2022-02-21,"[85, 120)",full,omicron,0.008816270678003222,0.09176794250456283,0.31391087608787616
2022-02-21,"[85, 120)",boosted,WT,0.6871905292909883,0.4682165924254954,0.8381076437908219
2022-02-21,"[85, 120)",boosted,abc,0.6871905292909883,0.4682165924254954,0.8381076437908219
2022-02-21,"[85, 120)",boosted,delta,0.5918171153613696,0.2684630104367165,0.8381076437908219
2022-02-21,"[85, 120)",boosted,omicron,0.04918136082592084,0.17347082444939396,0.5263084570424383
2022-02-28,"[0, 12)",none,WT,0.0,0.0,0.0
2022-02-28,"[0, 12)",none,abc,0.0,0.0,0.0
2022-02-28,"[0, 12)",none,delta,0.0,0.0,0.0
2022-02-28,"[0, 12)",none,omicron,0.0,0.0,0.0
2022-02-28,"[0, 12)",partial,WT,0.22835250537628943,0.16273396934862006,0.24672569546403683
2022-02-28,"[0, 12)",partial,abc,0.22835250537628943,0.16273396934862006,0.24672569546403683
2022-02-28,"[0, 12)",partial,delta,0.20735457384743522,0.09974017476205743,0.24672569546403683
2022-02-28,"[0, 12)",partial,omicron,0.013123707205533876,0.05774431170434905,0.17323293511304716
2022-02-28,"[0, 12)",full,WT,0.6600771276543416,0.44733943448745556,0.8198381669463206
2022-02-28,"[0, 12)",full,abc,0.6600771276543416,0.44733943448745556,0.8198381669463206
2022-02-28,"[0, 12)",full,delta,0.56305257550796,0.2623055624375574,0.8198381669463206
2022-02-28,"[0, 12)",full,omicron,0.023603335969956524,0.1477380858587941,0.4693986450640286
2022-02-28,"[0, 12)",boosted,WT,0.8262496290733718,0.5831386679426017,0.9165743071903687
2022-02-28,"[0, 12)",boosted,abc,0.8262496290733718,0.5831386679426017,0.9165743071903687
2022-02-28,"[0, 12)",boosted,delta,0.7491024609536894,0.32287763964456817,0.9165743071903687
2022-02-28,"[0, 12)",boosted,omicron,0.28627015675881373,0.29427474500244205,0.7804282969019323
2022-02-28,"[12, 18)",none,WT,0.0,0.0,0.0
2022-02-28,"[12, 18)",none,abc,0.0,0.0,0.0
2022-02-28,"[12, 18)",none,delta,0.0,0.0,0.0
2022-02-28,"[12, 18)",none,omicron,0.0,0.0,0.0
2022-02-28,"[12, 18)",partial,WT,0.2279769367707371,0.16246632275615747,0.24631990869481935
2022-02-28,"[12, 18)",partial,abc,0.2279769367707371,0.16246632275615747,0.24631990869481935
2022-02-28,"[12, 18)",partial,delta,0.2070135402860716,0.09957613330216103,0.24631990869481935
2022-02-28,"[12, 18)",partial,omicron,0.013102122802915925,0.05764934033283006,0.17294802099849022
2022-02-28,"[12, 18)",full,WT,0.6596304263989463,0.44697961394560953,0.8195678299961775
2022-02-28,"[12, 18)",full,abc,0.6596304263989463,0.44697961394560953,0.8195678299961775
2022-02-28,"[12, 18)",full,delta,0.5625820552837237,0.2620648456568243,0.8195678299961775
2022-02-28,"[12, 18)",full,omicron,0.023558137770610155,0.14759203058207845,0.4690038341916117
2022-02-28,"[12, 18)",boosted,WT,0.8262106122979194,0.58310536556424,0.9165541888690759
2022-02-28,"[12, 18)",boosted,abc,0.8262106122979194,0.58310536556424,0.9165541888690759
2022-02-28,"[12, 18)",boosted,delta,0.7490562105498451,0.322862368268945,0.9165541888690759
2022-02-28,"[12, 18)",boosted,omicron,0.2860772990761024,0.2942293498946491,0.7803426124216716
2022-02-28,"[18, 25)",none,WT,0.0,0.0,0.0
2022-02-28,"[18, 25)",none,abc,0.0,0.0,0.0
2022-02-28,"[18, 25)",none,delta,0.0,0.0,0.0
2022-02-28,"[18, 25)",none,omicron,0.0,0.0,0.0
2022-02-28,"[18, 25)",partial,WT,0.1500838919290129,0.10695633677699769,0.16215960737157714
2022-02-28,"[18, 25)",partial,abc,0.1500838919290129,0.10695633677699769,0.16215960737157714
2022-02-28,"[18, 25)",partial,delta,0.13628307428036804,0.0655538838310631,0.16215960737157714
2022-02-28,"[18, 25)",partial,omicron,0.00862551103040304,0.037952248533773374,0.11385674560132013
2022-02-28,"[18, 25)",full,WT,0.5721509231024922,0.37681526254750575,0.7658880216364249
2022-02-28,"[18, 25)",full,abc,0.5721509231024922,0.37681526254750575,0.7658880216364249
2022-02-28,"[18, 25)",full,delta,0.47092172391843257,0.2152867987347088,0.7658880216364249
2022-02-28,"[18, 25)",full,omicron,0.014912067713140234,0.11926561568371678,0.39210511816006544
2022-02-28,"[18, 25)",boosted,WT,0.7936021137766199,0.5558290548169824,0.8987509833373912
2022-02-28,"[18, 25)",boosted,abc,0.7936021137766199,0.5558290548169824,0.8987509833373912
2022-02-28,"[18, 25)",boosted,delta,0.7115181558420349,0.31010126551280465,0.8987509833373912
2022-02-28,"[18, 25)",boosted,omicron,0.19758829501824887,0.2624610241286214,0.7163835014601323
2022-02-28,"[25, 35)",none,WT,0.0,0.0,0.0
2022-02-28,"[25, 35)",none,abc,0.0,0.0,0.0
2022-02-28,"[25, 35)",none,delta,0.0,0.0,0.0
2022-02-28,"[25, 35)",none,omicron,0.0,0.0,0.0
2022-02-28,"[25, 35)",partial,WT,0.14158306637009932,0.10089827718328917,0.15297480734240615
2022-02-28,"[25, 35)",partial,abc,0.14158306637009932,0.10089827718328917,0.15297480734240615
2022-02-28,"[25, 35)",partial,delta,0.1285639338303201,0.06184087956395143,0.15297480734240615
2022-02-28,"[25, 35)",partial,omicron,0.00813695783736203,0.03580261448439294,0.1074078434531788
2022-02-28,"[25, 35)",full,WT,0.5607382293123271,0.3679109722611945,0.7583571457708784
2022-02-28,"[25, 35)",full,abc,0.5607382293123271,0.3679109722611945,0.7583571457708784
2022-02-28,"[25, 35)",full,delta,0.4593690051129077,0.20949702151132313,0.7583571457708784
2022-02-28,"[25, 35)",full,omicron,0.014076460428719241,0.11581491116212744,0.3824245141453717
2022-02-28,"[25, 35)",boosted,WT,0.787460593968731,0.5507123059685233,0.8953607901663603
2022-02-28,"[25, 35)",boosted,abc,0.787460593968731,0.5507123059685233,0.8953607901663603
2022-02-28,"[25, 35)",boosted,delta,0.7044892312651582,0.3076979011358357,0.8953607901663603
2022-02-28,"[25, 35)",boosted,omicron,0.18322065898071588,0.25669629152409723,0.704612943172822
2022-02-28,"[35, 45)",none,WT,0.0,0.0,0.0
2022-02-28,"[35, 45)",none,abc,0.0,0.0,0.0
2022-02-28,"[35, 45)",none,delta,0.0,0.0,0.0
2022-02-28,"[35, 45)",none,omicron,0.0,0.0,0.0
2022-02-28,"[35, 45)",partial,WT,0.13260866973715413,0.09450273015751215,0.1432783328194539
2022-02-28,"[35, 45)",partial,abc,0.13260866973715413,0.09450273015751215,0.1432783328194539
2022-02-28,"[35, 45)",partial,delta,0.1204147690716687,0.057921028161055835,0.1432783328194539
2022-02-28,"[35, 45)",partial,omicron,0.007621187915928399,0.03353322683008496,0.10059968049025486
2022-02-28,"[35, 45)",full,WT,0.5474517833692272,0.3574492308651771,0.7498113289237456
2022-02-28,"[35, 45)",full,abc,0.5474517833692272,0.3574492308651771,0.7498113289237456
2022-02-28,"[35, 45)",full,delta,0.4457652256901973,0.2026394429048456,0.7498113289237456
2022-02-28,"[35, 45)",full,omicron,0.013014333091212985,0.11170723501008231,0.3710208008694444
2022-02-28,"[35, 45)",boosted,WT,0.7796042791013899,0.5441782404492147,0.891004035587109
2022-02-28,"[35, 45)",boosted,abc,0.7796042791013899,0.5441782404492147,0.891004035587109
2022-02-28,"[35, 45)",boosted,delta,0.6955205285845838,0.3046235265277423,0.891004035587109
2022-02-28,"[35, 45)",boosted,omicron,0.16644354341169632,0.24945064413234522,0.6897139900511401
2022-02-28,"[45, 55)",none,WT,0.0,0.0,0.0
2022-02-28,"[45, 55)",none,abc,0.0,0.0,0.0
2022-02-28,"[45, 55)",none,delta,0.0,0.0,0.0
2022-02-28,"[45, 55)",none,omicron,0.0,0.0,0.0
2022-02-28,"[45, 55)",partial,WT,0.12195605723262101,0.08691121320025866,0.13176861356168246
2022-02-28,"[45, 55)",partial,abc,0.12195605723262101,0.08691121320025866,0.13176861356168246
2022-02-28,"[45, 55)",partial,delta,0.11074170714226506,0.05326816292919079,0.13176861356168246
2022-02-28,"[45, 55)",partial,omicron,0.007008968806472473,0.03083946274847888,0.09251838824543664
2022-02-28,"[45, 55)",full,WT,0.5342925490680992,0.3471685753704439,0.74116590670309
2022-02-28,"[45, 55)",full,abc,0.5342925490680992,0.3471685753704439,0.74116590670309
2022-02-28,"[45, 55)",full,delta,0.43242268109884485,0.19594755691330135,0.74116590670309
2022-02-28,"[45, 55)",full,omicron,0.01204288354707176,0.10771640440011006,0.3598398260720822
2022-02-28,"[45, 55)",boosted,WT,0.768439892848748,0.534911853507384,0.8847788709507038
2022-02-28,"[45, 55)",boosted,abc,0.768439892848748,0.534911853507384,0.8847788709507038
2022-02-28,"[45, 55)",boosted,delta,0.68281342720794,0.3002546896299383,0.8847788709507038
2022-02-28,"[45, 55)",boosted,omicron,0.14487364664315022,0.23936213661785322,0.6688009926726584
2022-02-28,"[55, 65)",none,WT,0.0,0.0,0.0
2022-02-28,"[55, 65)",none,abc,0.0,0.0,0.0
2022-02-28,"[55, 65)",none,delta,0.0,0.0,0.0
2022-02-28,"[55, 65)",none,omicron,0.0,0.0,0.0
2022-02-28,"[55, 65)",partial,WT,0.11432602887642643,0.08147372172802803,0.12352467487797797
2022-02-28,"[55, 65)",partial,abc,0.11432602887642643,0.08147372172802803,0.12352467487797797
2022-02-28,"[55, 65)",partial,delta,0.10381329058893893,0.049935506865565554,0.12352467487797797
2022-02-28,"[55, 65)",partial,omicron,0.006570461429679679,0.028910030290590586,0.08673009087177176
2022-02-28,"[55, 65)",full,WT,0.5226168929860491,0.3380972509145632,0.7333825648972081
2022-02-28,"[55, 65)",full,abc,0.5226168929860491,0.3380972509145632,0.7333825648972081
2022-02-28,"[55, 65)",full,delta,0.42066578369016383,0.1900722961262827,0.7333825648972081
2022-02-28,"[55, 65)",full,omicron,0.011231076503146715,0.10422369120069458,0.3499899697089234
2022-02-28,"[55, 65)",boosted,WT,0.7566503871056657,0.5251629981590108,0.878138366859862
2022-02-28,"[55, 65)",boosted,abc,0.7566503871056657,0.5251629981590108,0.878138366859862
2022-02-28,"[55, 65)",boosted,delta,0.6694675081841174,0.2956413660344327,0.878138366859862
2022-02-28,"[55, 65)",boosted,omicron,0.12534395281991012,0.22908281980169315,0.6471964325791085
2022-02-28,"[65, 75)",none,WT,0.0,0.0,0.0
2022-02-28,"[65, 75)",none,abc,0.0,0.0,0.0
2022-02-28,"[65, 75)",none,delta,0.0,0.0,0.0
2022-02-28,"[65, 75)",none,omicron,0.0,0.0,0.0
2022-02-28,"[65, 75)",partial,WT,0.1046987288436122,0.07461288722188454,0.11312276449769593
2022-02-28,"[65, 75)",partial,abc,0.1046987288436122,0.07461288722188454,0.11312276449769593
2022-02-28,"[65, 75)",partial,delta,0.09507125952465935,0.04573047926502602,0.11312276449769593
2022-02-28,"[65, 75)",partial,omicron,0.006017168324345528,0.026475540627120323,0.07942662188136097
2022-02-28,"[65, 75)",full,WT,0.5100203320428984,0.32833694483387704,0.7249354140443263
2022-02-28,"[65, 75)",full,abc,0.5100203320428984,0.32833694483387704,0.7249354140443263
2022-02-28,"[65, 75)",full,delta,0.4080249197069997,0.18376759802390577,0.7249354140443263
2022-02-28,"[65, 75)",full,omicron,0.01039048600108729,0.10048238748380026,0.33940085939167564
2022-02-28,"[65, 75)",boosted,WT,0.7282621531058512,0.5017857763732203,0.8619712394361088
2022-02-28,"[65, 75)",boosted,abc,0.7282621531058512,0.5017857763732203,0.8619712394361088
2022-02-28,"[65, 75)",boosted,delta,0.6375260785719792,0.2845331922672316,0.8619712394361088
2022-02-28,"[65, 75)",boosted,omicron,0.08732311876598316,0.2053455909750309,0.5964672264441101
2022-02-28,"[75, 85)",none,WT,0.0,0.0,0.0
2022-02-28,"[75, 85)",none,abc,0.0,0.0,0.0
2022-02-28,"[75, 85)",none,delta,0.0,0.0,0.0
2022-02-28,"[75, 85)",none,omicron,0.0,0.0,0.0
2022-02-28,"[75, 85)",partial,WT,0.09698145049768345,0.06911321759605027,0.10478455571014073
2022-02-28,"[75, 85)",partial,abc,0.09698145049768345,0.06911321759605027,0.10478455571014073
2022-02-28,"[75, 85)",partial,delta,0.08806361596916083,0.04235971401048243,0.10478455571014073
2022-02-28,"[75, 85)",partial,omicron,0.0055736465803266355,0.024524044953437192,0.07357213486031158
2022-02-28,"[75, 85)",full,WT,0.487987284312318,0.3115270869087229,0.7095208595006159
2022-02-28,"[75, 85)",full,abc,0.487987284312318,0.3115270869087229,0.7095208595006159
2022-02-28,"[75, 85)",full,delta,0.38633642387902306,0.17305740669603975,0.7095208595006159
2022-02-28,"[75, 85)",full,omicron,0.009130293851455827,0.09418125785394874,0.32124462561312994
2022-02-28,"[75, 85)",boosted,WT,0.7110217463193573,0.4876597904375384,0.8520195461847339
2022-02-28,"[75, 85)",boosted,abc,0.7110217463193573,0.4876597904375384,0.8520195461847339
2022-02-28,"[75, 85)",boosted,delta,0.6182696776450254,0.2777873719872469,0.8520195461847339
2022-02-28,"[75, 85)",boosted,omicron,0.06910473547865206,0.19162743659721598,0.5665722843468133
2022-02-28,"[85, 120)",none,WT,0.0,0.0,0.0
2022-02-28,"[85, 120)",none,abc,0.0,0.0,0.0
2022-02-28,"[85, 120)",none,delta,0.0,0.0,0.0
2022-02-28,"[85, 120)",none,omicron,0.0,0.0,0.0
2022-02-28,"[85, 120)",partial,WT,0.08771688275807137,0.06251088196552212,0.09477456297998514
2022-02-28,"[85, 120)",partial,abc,0.08771688275807137,0.06251088196552212,0.09477456297998514
2022-02-28,"[85, 120)",partial,delta,0.07965096250445561,0.038313121204674845,0.09477456297998514
2022-02-28,"[85, 120)",partial,omicron,0.0050412001585098485,0.022181280697443333,0.06654384209233001
2022-02-28,"[85, 120)",full,WT,0.471819826475271,0.29953584692228796,0.6973381344985852
2022-02-28,"[85, 120)",full,abc,0.471819826475271,0.29953584692228796,0.6973381344985852
2022-02-28,"[85, 120)",full,delta,0.3709732428334732,0.16561042210310786,0.6973381344985852
2022-02-28,"[85, 120)",full,omicron,0.008453030176151392,0.08987074831514287,0.3083992718515032
2022-02-28,"[85, 120)",boosted,WT,0.6776037316529946,0.46044547395557084,0.8324118755483949
2022-02-28,"[85, 120)",boosted,abc,0.6776037316529946,0.46044547395557084,0.8324118755483949
2022-02-28,"[85, 120)",boosted,delta,0.5812757714414398,0.2647122058826922,0.8324118755483949
2022-02-28,"[85, 120)",boosted,omicron,0.04293011269910374,0.1666048112721622,0.5107160758946461
2022-03-07,"[0, 12)",none,WT,0.0,0.0,0.0
2022-03-07,"[0, 12)",none,abc,0.0,0.0,0.0
2022-03-07,"[0, 12)",none,delta,0.0,0.0,0.0
2022-03-07,"[0, 12)",none,omicron,0.0,0.0,0.0
2022-03-07,"[0, 12)",partial,WT,0.22255467559037828,0.15860218260463738,0.2404613736263857
2022-03-07,"[0, 12)",partial,abc,0.22255467559037828,0.15860218260463738,0.2404613736263857
2022-03-07,"[0, 12)",partial,delta,0.2020898778349412,0.09720778933832613,0.2404613736263857
2022-03-07,"[0, 12)",partial,omicron,0.012790498597148177,0.05627819382745197,0.16883458148235592
2022-03-07,"[0, 12)",full,WT,0.6554653366451874,0.4436919533705689,0.8169048522686886
2022-03-07,"[0, 12)",full,abc,0.6554653366451874,0.4436919533705689,0.8169048522686886
2022-03-07,"[0, 12)",full,delta,0.5583042917570964,0.259904749472433,0.8169048522686886
2022-03-07,"[0, 12)",full,omicron,0.02321196653662929,0.14629611484995492,0.465417492399796
2022-03-07,"[0, 12)",boosted,WT,0.8190201380378804,0.5770746285501209,0.9126564675680574
2022-03-07,"[0, 12)",boosted,abc,0.8190201380378804,0.5770746285501209,0.9126564675680574
2022-03-07,"[0, 12)",boosted,delta,0.7407464398188126,0.32004836900251465,0.9126564675680574
2022-03-07,"[0, 12)",boosted,omicron,0.2640587563054341,0.28703872375443407,0.7660130117774897
2022-03-07,"[12, 18)",none,WT,0.0,0.0,0.0
2022-03-07,"[12, 18)",none,abc,0.0,0.0,0.0
2022-03-07,"[12, 18)",none,delta,0.0,0.0,0.0
2022-03-07,"[12, 18)",none,omicron,0.0,0.0,0.0
2022-03-07,"[12, 18)",partial,WT,0.22218368820671086,0.15833780079098933,0.24006053668311286
2022-03-07,"[12, 18)",partial,abc,0.22218368820671086,0.15833780079098933,0.24006053668311286
2022-03-07,"[12, 18)",partial,delta,0.20175300423367998,0.0970457488718967,0.24006053668311286
2022-03-07,"[12, 18)",partial,omicron,0.012769177483144302,0.05618438092583493,0.16855314277750477
2022-03-07,"[12, 18)",full,WT,0.6550132899864896,0.44332843311113235,0.8166300162045299
2022-03-07,"[12, 18)",full,abc,0.6550132899864896,0.44332843311113235,0.8166300162045299
2022-03-07,"[12, 18)",full,delta,0.5578291267874541,0.2596619144396547,0.8166300162045299
2022-03-07,"[12, 18)",full,omicron,0.02316694605043219,0.14614890893375837,0.4650188122818306
2022-03-07,"[12, 18)",boosted,WT,0.8189651869642982,0.5770280346060013,0.9126275915177928
2022-03-07,"[12, 18)",boosted,abc,0.8189651869642982,0.5770280346060013,0.9126275915177928
2022-03-07,"[12, 18)",boosted,delta,0.7406819218562878,0.3200268619849621,0.9126275915177928
2022-03-07,"[12, 18)",boosted,omicron,0.2638339876341976,0.286978331691475,0.7658966650721367
2022-03-07,"[18, 25)",none,WT,0.0,0.0,0.0
2022-03-07,"[18, 25)",none,abc,0.0,0.0,0.0
2022-03-07,"[18, 25)",none,delta,0.0,0.0,0.0
2022-03-07,"[18, 25)",none,omicron,0.0,0.0,0.0
2022-03-07,"[18, 25)",partial,WT,0.1454448025010732,0.10365031902375331,0.15714725787472275
2022-03-07,"[18, 25)",partial,abc,0.1454448025010732,0.10365031902375331,0.15714725787472275
2022-03-07,"[18, 25)",partial,delta,0.13207056778833084,0.06352761488552622,0.15714725787472275
2022-03-07,"[18, 25)",partial,omicron,0.008358896695463977,0.03677914546004149,0.1103374363801245
2022-03-07,"[18, 25)",full,WT,0.5642595665456955,0.37063721718702725,0.7607318401289778
2022-03-07,"[18, 25)",full,abc,0.5642595665456955,0.37063721718702725,0.7607318401289778
2022-03-07,"[18, 25)",full,delta,0.46289950549452485,0.21125777466722828,0.7607318401289778
2022-03-07,"[18, 25)",full,omicron,0.014316795041629537,0.11685995504906649,0.3853819375418582
2022-03-07,"[18, 25)",boosted,WT,0.7840268658259509,0.5478563122813249,0.8934578134960032
2022-03-07,"[18, 25)",boosted,abc,0.7840268658259509,0.5478563122813249,0.8934578134960032
2022-03-07,"[18, 25)",boosted,delta,0.7005690842540397,0.30635419538427555,0.8934578134960032
2022-03-07,"[18, 25)",boosted,omicron,0.17632447798919676,0.2535391127467376,0.6981071757424694
2022-03-07,"[25, 35)",none,WT,0.0,0.0,0.0
2022-03-07,"[25, 35)",none,abc,0.0,0.0,0.0
2022-03-07,"[25, 35)",none,delta,0.0,0.0,0.0
2022-03-07,"[25, 35)",none,omicron,0.0,0.0,0.0
2022-03-07,"[25, 35)",partial,WT,0.13719081739726263,0.0977681687198883,0.1482291590269274
2022-03-07,"[25, 35)",partial,abc,0.13719081739726263,0.0977681687198883,0.1482291590269274
2022-03-07,"[25, 35)",partial,delta,0.12457556982050283,0.05992242598960896,0.1482291590269274
2022-03-07,"[25, 35)",partial,omicron,0.007884529735474863,0.0346919308360894,0.1040757925082682
2022-03-07,"[25, 35)",full,WT,0.5529795428057023,0.3618591936656911,0.7532362957010628
2022-03-07,"[25, 35)",full,abc,0.5529795428057023,0.3618591936656911,0.7532362957010628
2022-03-07,"[25, 35)",full,delta,0.4515178652327687,0.20556328236455515,0.7532362957010628
2022-03-07,"[25, 35)",full,omicron,0.013512348574748088,0.11347097273049944,0.3758457460080591
2022-03-07,"[25, 35)",boosted,WT,0.7776653429655571,0.5425675193566498,0.889926029999666
2022-03-07,"[25, 35)",boosted,abc,0.7776653429655571,0.5425675193566498,0.889926029999666
2022-03-07,"[25, 35)",boosted,delta,0.6933109136893264,0.30386477839319315,0.889926029999666
2022-03-07,"[25, 35)",boosted,omicron,0.16281863779497946,0.24769072589328608,0.6860683084543759
2022-03-07,"[35, 45)",none,WT,0.0,0.0,0.0
2022-03-07,"[35, 45)",none,abc,0.0,0.0,0.0
2022-03-07,"[35, 45)",none,delta,0.0,0.0,0.0
2022-03-07,"[35, 45)",none,omicron,0.0,0.0,0.0
2022-03-07,"[35, 45)",partial,WT,0.12846075273641447,0.09154674332939883,0.13879667537037887
2022-03-07,"[35, 45)",partial,abc,0.12846075273641447,0.09154674332939883,0.13879667537037887
2022-03-07,"[35, 45)",partial,delta,0.11664826972616948,0.0561092942986638,0.13879667537037887
2022-03-07,"[35, 45)",partial,omicron,0.007382801881403132,0.03248432827817378,0.09745298483452133
2022-03-07,"[35, 45)",full,WT,0.539795605919659,0.3515040040897353,0.7446989819112055
2022-03-07,"[35, 45)",full,abc,0.539795605919659,0.3515040040897353,0.7446989819112055
2022-03-07,"[35, 45)",full,delta,0.43806088641585056,0.1987906114365266,0.7446989819112055
2022-03-07,"[35, 45)",full,omicron,0.012484529732100092,0.10941981310453372,0.36456629385665884
2022-03-07,"[35, 45)",boosted,WT,0.7696081339018911,0.5358811253834392,0.8854312425944779
2022-03-07,"[35, 45)",boosted,abc,0.7696081339018911,0.5358811253834392,0.8854312425944779
2022-03-07,"[35, 45)",boosted,delta,0.6841424139730821,0.30071184309297605,0.8854312425944779
2022-03-07,"[35, 45)",boosted,omicron,0.14723466119176126,0.24041788078299914,0.6709873629341234
2022-03-07,"[45, 55)",none,WT,0.0,0.0,0.0
2022-03-07,"[45, 55)",none,abc,0.0,0.0,0.0
2022-03-07,"[45, 55)",none,delta,0.0,0.0,0.0
2022-03-07,"[45, 55)",none,omicron,0.0,0.0,0.0
2022-03-07,"[45, 55)",partial,WT,0.11812033357511062,0.08417770898456159,0.12762426846046432
2022-03-07,"[45, 55)",partial,abc,0.11812033357511062,0.08417770898456159,0.12762426846046432
2022-03-07,"[45, 55)",partial,delta,0.10725869370613493,0.05159278937763452,0.12762426846046432
2022-03-07,"[45, 55)",partial,omicron,0.006788524918109805,0.029869509639683146,0.08960852891904943
2022-03-07,"[45, 55)",full,WT,0.5267698524348636,0.34135364049036004,0.736081839332674
2022-03-07,"[45, 55)",full,abc,0.5267698524348636,0.34135364049036004,0.736081839332674
2022-03-07,"[45, 55)",full,delta,0.42489573054943996,0.1921986086041452,0.736081839332674
2022-03-07,"[45, 55)",full,omicron,0.01154751758458587,0.10549418954536408,0.35353517782971966
2022-03-07,"[45, 55)",boosted,WT,0.7582735263845418,0.5264951674173844,0.8790716754289989
2022-03-07,"[45, 55)",boosted,abc,0.7582735263845418,0.5264951674173844,0.8790716754289989
2022-03-07,"[45, 55)",boosted,delta,0.6712849996366442,0.2962764754256576,0.8790716754289989
2022-03-07,"[45, 55)",boosted,omicron,0.12749053637258126,0.23040377614472837,0.6500452148603479
2022-03-07,"[55, 65)",none,WT,0.0,0.0,0.0
2022-03-07,"[55, 65)",none,abc,0.0,0.0,0.0
2022-03-07,"[55, 65)",none,delta,0.0,0.0,0.0
2022-03-07,"[55, 65)",none,omicron,0.0,0.0,0.0
2022-03-07,"[55, 65)",partial,WT,0.11071437617283592,0.07889990026110145,0.11962242942812157
2022-03-07,"[55, 65)",partial,abc,0.11071437617283592,0.07889990026110145,0.11962242942812157
2022-03-07,"[55, 65)",partial,delta,0.1005337438810809,0.04835800338583638,0.11962242942812157
2022-03-07,"[55, 65)",partial,omicron,0.006362895182346892,0.027996738802326324,0.08399021640697897
2022-03-07,"[55, 65)",full,WT,0.5152303143681936,0.3324115178964867,0.7283346856259505
2022-03-07,"[55, 65)",full,abc,0.5152303143681936,0.3324115178964867,0.7283346856259505
2022-03-07,"[55, 65)",full,delta,0.41331375411219007,0.18642056078362865,0.7283346856259505
2022-03-07,"[55, 65)",full,omicron,0.010766264422004495,0.10206431814930617,0.3438329571968064
2022-03-07,"[55, 65)",boosted,WT,0.746417288055727,0.5167145592964628,0.8723503836673654
2022-03-07,"[55, 65)",boosted,abc,0.746417288055727,0.5167145592964628,0.8723503836673654
2022-03-07,"[55, 65)",boosted,delta,0.6579103237406656,0.2916371255606146,0.8723503836673654
2022-03-07,"[55, 65)",boosted,omicron,0.10985394552360223,0.22030485527158494,0.6286253902828182
2022-03-07,"[65, 75)",none,WT,0.0,0.0,0.0
2022-03-07,"[65, 75)",none,abc,0.0,0.0,0.0
2022-03-07,"[65, 75)",none,delta,0.0,0.0,0.0
2022-03-07,"[65, 75)",none,omicron,0.0,0.0,0.0
2022-03-07,"[65, 75)",partial,WT,0.10138944886933089,0.07225454976894846,0.10954722061743796
2022-03-07,"[65, 75)",partial,abc,0.10138944886933089,0.07225454976894846,0.10954722061743796
2022-03-07,"[65, 75)",partial,delta,0.09206628115720852,0.04428504663258131,0.10954722061743796
2022-03-07,"[65, 75)",partial,omicron,0.005826979820076488,0.025638711208336547,0.07691613362500965
2022-03-07,"[65, 75)",full,WT,0.5028079778316735,0.32281238858809214,0.7199431559339053
2022-03-07,"[65, 75)",full,abc,0.5028079778316735,0.32281238858809214,0.7199431559339053
2022-03-07,"[65, 75)",full,delta,0.4008899806271927,0.18023507807383848,0.7199431559339053
2022-03-07,"[65, 75)",full,omicron,0.009960243928727592,0.09839939526990724,0.3334269171590936
2022-03-07,"[65, 75)",boosted,WT,0.7181955472774901,0.49353400812618087,0.8561666612914229
2022-03-07,"[65, 75)",boosted,abc,0.7181955472774901,0.49353400812618087,0.8561666612914229
2022-03-07,"[65, 75)",boosted,delta,0.626274959756832,0.28059432104292636,0.8561666612914229
2022-03-07,"[65, 75)",boosted,omicron,0.07623642171521533,0.1972922186847921,0.5789589762897721
2022-03-07,"[75, 85)",none,WT,0.0,0.0,0.0
2022-03-07,"[75, 85)",none,abc,0.0,0.0,0.0
2022-03-07,"[75, 85)",none,delta,0.0,0.0,0.0
2022-03-07,"[75, 85)",none,omicron,0.0,0.0,0.0
2022-03-07,"[75, 85)",partial,WT,0.0939141876205214,0.06692735209738306,0.10147050156700012
2022-03-07,"[75, 85)",partial,abc,0.0939141876205214,0.06692735209738306,0.10147050156700012
2022-03-07,"[75, 85)",partial,delta,0.08527840025311713,0.04101998999517026,0.10147050156700012
2022-03-07,"[75, 85)",partial,omicron,0.005397367104627666,0.02374841526036173,0.0712452457810852
2022-03-07,"[75, 85)",full,WT,0.48108550664982386,0.3062847319241445,0.7046338254254934
2022-03-07,"[75, 85)",full,abc,0.48108550664982386,0.3062847319241445,0.7046338254254934
2022-03-07,"[75, 85)",full,delta,0.3795799594591347,0.16973043978089858,0.7046338254254934
2022-03-07,"[75, 85)",full,omicron,0.008752370435233622,0.0922287288943526,0.31558961105992406
2022-03-07,"[75, 85)",boosted,WT,0.7011174339520113,0.4795777493589722,0.84623865724627
2022-03-07,"[75, 85)",boosted,abc,0.7011174339520113,0.4795777493589722,0.84623865724627
2022-03-07,"[75, 85)",boosted,delta,0.6072729214623833,0.2739121400864526,0.84623865724627
2022-03-07,"[75, 85)",boosted,omicron,0.060245061627710345,0.18404900355096168,0.5498062118032051
2022-03-07,"[85, 120)",none,WT,0.0,0.0,0.0
