date,age,dose,VOC,e_s,e_i,e_h
2021-08-23,"[65, 75)",partial,abc,0.24662942939914184,0.1757589037097333,0.26647317659217623
2021-08-23,"[65, 75)",partial,delta,0.2239508611785311,0.10772319904790104,0.26647317659217623
2021-08-23,"[65, 75)",partial,omicron,0.014174105137881716,0.06236606260667955,0.18709818782003867
2021-08-23,"[65, 75)",full,WT,0.745081957237788,0.5157108031486215,0.871409726809536
2021-08-23,"[65, 75)",full,abc,0.745081957237788,0.5157108031486215,0.871409726809536
2021-08-23,"[65, 75)",full,delta,0.6524219174790917,0.30797313994135855,0.871409726809536
2021-08-23,"[65, 75)",full,omicron,0.03193589917399088,0.175415686742286,0.5443824605632606
2021-08-23,"[65, 75)",boosted,WT,0.87,0.62,0.94
2021-08-23,"[65, 75)",boosted,abc,0.87,0.62,0.94
2021-08-23,"[65, 75)",boosted,delta,0.8,0.34,0.94
2021-08-23,"[65, 75)",boosted,omicron,0.45,0.34,0.87
2021-08-23,"[75, 85)",none,WT,0.0,0.0,0.0
2021-08-23,"[75, 85)",none,abc,0.0,0.0,0.0
2021-08-23,"[75, 85)",none,delta,0.0,0.0,0.0
2021-08-23,"[75, 85)",none,omicron,0.0,0.0,0.0
2021-08-23,"[75, 85)",partial,WT,0.22850517185108987,0.1628427661467537,0.246890645448304
2021-08-23,"[75, 85)",partial,abc,0.22850517185108987,0.1628427661467537,0.246890645448304
2021-08-23,"[75, 85)",partial,delta,0.20749320202570232,0.09980685667059098,0.246890645448304
2021-08-23,"[75, 85)",partial,omicron,0.013132481140867236,0.05778291701981583,0.17334875105944753
2021-08-23,"[75, 85)",full,WT,0.713838133230348,0.4900736610418689,0.8534362067092842
2021-08-23,"[75, 85)",full,abc,0.713838133230348,0.4900736610418689,0.8534362067092842
2021-08-23,"[75, 85)",full,delta,0.6187451991896648,0.2905386214435577,0.8534362067092842
2021-08-23,"[75, 85)",full,omicron,0.02815140085635777,0.16472834016737478,0.5161022640228874
2021-08-23,"[75, 85)",boosted,WT,0.87,0.62,0.94
2021-08-23,"[75, 85)",boosted,abc,0.87,0.62,0.94
2021-08-23,"[75, 85)",boosted,delta,0.8,0.34,0.94
2021-08-23,"[75, 85)",boosted,omicron,0.45,0.34,0.87
2021-08-23,"[85, 120)",none,WT,0.0,0.0,0.0
2021-08-23,"[85, 120)",none,abc,0.0,0.0,0.0
2021-08-23,"[85, 120)",none,delta,0.0,0.0,0.0
2021-08-23,"[85, 120)",none,omicron,0.0,0.0,0.0
2021-08-23,"[85, 120)",partial,WT,0.20540460196269178,0.1463802910538723,0.22193140901716124
2021-08-23,"[85, 120)",partial,abc,0.20540460196269178,0.1463802910538723,0.22193140901716124
2021-08-23,"[85, 120)",partial,delta,0.18651682247186957,0.0897169525814056,0.22193140901716124
2021-08-23,"[85, 120)",partial,omicron,0.011804862181763897,0.051941393599761146,0.15582418079928342
2021-08-23,"[85, 120)",full,WT,0.6886606998746643,0.4699141616087441,0.8379774282643941
2021-08-23,"[85, 120)",full,abc,0.6886606998746643,0.4699141616087441,0.8379774282643941
2021-08-23,"[85, 120)",full,delta,0.5924238541592866,0.2771281233477546,0.8379774282643941
2021-08-23,"[85, 120)",full,omicron,0.025798069045504378,0.15662160889080937,0.4940220940245133
2021-08-23,"[85, 120)",boosted,WT,0.87,0.62,0.94
2021-08-23,"[85, 120)",boosted,abc,0.87,0.62,0.94
2021-08-23,"[85, 120)",boosted,delta,0.8,0.34,0.94
2021-08-23,"[85, 120)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[0, 12)",none,WT,0.0,0.0,0.0
2021-08-30,"[0, 12)",none,abc,0.0,0.0,0.0
2021-08-30,"[0, 12)",none,delta,0.0,0.0,0.0
2021-08-30,"[0, 12)",none,omicron,0.0,0.0,0.0
2021-08-30,"[0, 12)",partial,WT,0.372847577832902,0.26570746926022903,0.4028468082332505
2021-08-30,"[0, 12)",partial,abc,0.372847577832902,0.26570746926022903,0.4028468082332505
2021-08-30,"[0, 12)",partial,delta,0.33856274308964673,0.16285296503046295,0.4028468082332505
2021-08-30,"[0, 12)",partial,omicron,0.0214280217145346,0.09428329554395223,0.28284988663185673
2021-08-30,"[0, 12)",full,WT,0.8412647671681757,0.5957452950585562,0.9246888188346661
2021-08-30,"[0, 12)",full,abc,0.8412647671681757,0.5957452950585562,0.9246888188346661
2021-08-30,"[0, 12)",full,delta,0.7579170554289515,0.36308466099999837,0.9246888188346661
2021-08-30,"[0, 12)",full,omicron,0.045369650069794334,0.20946547215459058,0.6330256059199555
2021-08-30,"[0, 12)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[0, 12)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[0, 12)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[0, 12)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[12, 18)",none,WT,0.0,0.0,0.0
2021-08-30,"[12, 18)",none,abc,0.0,0.0,0.0
2021-08-30,"[12, 18)",none,delta,0.0,0.0,0.0
2021-08-30,"[12, 18)",none,omicron,0.0,0.0,0.0
2021-08-30,"[12, 18)",partial,WT,0.3726451031917345,0.2655631769872131,0.4026280425290004
2021-08-30,"[12, 18)",partial,abc,0.3726451031917345,0.2655631769872131,0.4026280425290004
2021-08-30,"[12, 18)",partial,delta,0.33837888680628764,0.16276452783087253,0.4026280425290004
2021-08-30,"[12, 18)",partial,omicron,0.021416385240904282,0.09423209505997884,0.28269628517993656
2021-08-30,"[12, 18)",full,WT,0.8411628296089374,0.5956589167956245,0.92463513581089
2021-08-30,"[12, 18)",full,abc,0.8411628296089374,0.5956589167956245,0.92463513581089
2021-08-30,"[12, 18)",full,delta,0.7578026930655368,0.36302422243969057,0.92463513581089
2021-08-30,"[12, 18)",full,omicron,0.04535272179503708,0.20942775787643525,0.6329294381280929
2021-08-30,"[12, 18)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[12, 18)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[12, 18)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[12, 18)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[18, 25)",none,WT,0.0,0.0,0.0
2021-08-30,"[18, 25)",none,abc,0.0,0.0,0.0
2021-08-30,"[18, 25)",none,delta,0.0,0.0,0.0
2021-08-30,"[18, 25)",none,omicron,0.0,0.0,0.0
2021-08-30,"[18, 25)",partial,WT,0.3180044042582066,0.2266238283219403,0.34359096552036106
2021-08-30,"[18, 25)",partial,abc,0.3180044042582066,0.2266238283219403,0.34359096552036106
2021-08-30,"[18, 25)",partial,delta,0.2887626199586014,0.13889847542312472,0.34359096552036106
2021-08-30,"[18, 25)",partial,omicron,0.01827611518725325,0.0804149068239143,0.24124472047174295
2021-08-30,"[18, 25)",full,WT,0.7968422095907011,0.5587713050749679,0.9000860421602542
2021-08-30,"[18, 25)",full,abc,0.7968422095907011,0.5587713050749679,0.9000860421602542
2021-08-30,"[18, 25)",full,delta,0.7091769858645516,0.3376163869695037,0.9000860421602542
2021-08-30,"[18, 25)",full,omicron,0.039121135494287015,0.1937265181889034,0.5920707745972944
2021-08-30,"[18, 25)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[18, 25)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[18, 25)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[18, 25)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[25, 35)",none,WT,0.0,0.0,0.0
2021-08-30,"[25, 35)",none,abc,0.0,0.0,0.0
2021-08-30,"[25, 35)",none,delta,0.0,0.0,0.0
2021-08-30,"[25, 35)",none,omicron,0.0,0.0,0.0
2021-08-30,"[25, 35)",partial,WT,0.3039825039429583,0.21663120970647604,0.32844086632917335
2021-08-30,"[25, 35)",partial,abc,0.3039825039429583,0.21663120970647604,0.32844086632917335
2021-08-30,"[25, 35)",partial,delta,0.27603008978728405,0.13277396723945306,0.32844086632917335
2021-08-30,"[25, 35)",partial,omicron,0.017470258847296454,0.0768691389281044,0.2306074167843132
2021-08-30,"[25, 35)",full,WT,0.7859336015410702,0.5497366243765855,0.8939604789738118
2021-08-30,"[25, 35)",full,abc,0.7859336015410702,0.5497366243765855,0.8939604789738118
2021-08-30,"[25, 35)",full,delta,0.6972815759308977,0.33142014434633704,0.8939604789738118
2021-08-30,"[25, 35)",full,omicron,0.0376563122512803,0.18990766561850805,0.5820775042776327
2021-08-30,"[25, 35)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[25, 35)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[25, 35)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[25, 35)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[35, 45)",none,WT,0.0,0.0,0.0
2021-08-30,"[35, 45)",none,abc,0.0,0.0,0.0
2021-08-30,"[35, 45)",none,delta,0.0,0.0,0.0
2021-08-30,"[35, 45)",none,omicron,0.0,0.0,0.0
2021-08-30,"[35, 45)",partial,WT,0.29176100600072136,0.20792163646028416,0.31523602947204377
2021-08-30,"[35, 45)",partial,abc,0.29176100600072136,0.20792163646028416,0.31523602947204377
2021-08-30,"[35, 45)",partial,delta,0.2649324077477815,0.1274358417014645,0.31523602947204377
2021-08-30,"[35, 45)",partial,omicron,0.016767873908087434,0.07377864519558472,0.22133593558675413
2021-08-30,"[35, 45)",full,WT,0.7757320010673967,0.5411991766320932,0.8884005276368214
2021-08-30,"[35, 45)",full,abc,0.7757320010673967,0.5411991766320932,0.8884005276368214
2021-08-30,"[35, 45)",full,delta,0.6860126355846613,0.32551201923976625,0.8884005276368214
2021-08-30,"[35, 45)",full,omicron,0.036156757890287564,0.18624624010926125,0.5726064202383311
2021-08-30,"[35, 45)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[35, 45)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[35, 45)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[35, 45)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[45, 55)",none,WT,0.0,0.0,0.0
2021-08-30,"[45, 55)",none,abc,0.0,0.0,0.0
2021-08-30,"[45, 55)",none,delta,0.0,0.0,0.0
2021-08-30,"[45, 55)",none,omicron,0.0,0.0,0.0
2021-08-30,"[45, 55)",partial,WT,0.2736245944855376,0.1949968374494636,0.29564036645563835
2021-08-30,"[45, 55)",partial,abc,0.2736245944855376,0.1949968374494636,0.29564036645563835
2021-08-30,"[45, 55)",partial,delta,0.24846371223399394,0.11951419069483252,0.29564036645563835
2021-08-30,"[45, 55)",partial,omicron,0.015725551407214808,0.06919242619174515,0.20757727857523545
2021-08-30,"[45, 55)",full,WT,0.76337898913663,0.5309395370000725,0.8815256206854154
2021-08-30,"[45, 55)",full,abc,0.76337898913663,0.5309395370000725,0.8815256206854154
2021-08-30,"[45, 55)",full,delta,0.6724956493662942,0.3184596658666137,0.8815256206854154
2021-08-30,"[45, 55)",full,omicron,0.03447075253720516,0.1818940152200794,0.5612496125467681
2021-08-30,"[45, 55)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[45, 55)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[45, 55)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[45, 55)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[55, 65)",none,WT,0.0,0.0,0.0
2021-08-30,"[55, 65)",none,abc,0.0,0.0,0.0
2021-08-30,"[55, 65)",none,delta,0.0,0.0,0.0
2021-08-30,"[55, 65)",none,omicron,0.0,0.0,0.0
2021-08-30,"[55, 65)",partial,WT,0.25989055095805874,0.18520935815401884,0.2808012849431899
2021-08-30,"[55, 65)",partial,abc,0.25989055095805874,0.18520935815401884,0.2808012849431899
2021-08-30,"[55, 65)",partial,delta,0.23599256926076598,0.11351541306214061,0.2808012849431899
2021-08-30,"[55, 65)",partial,omicron,0.014936238560807974,0.06571944966755508,0.19715834900266527
2021-08-30,"[55, 65)",full,WT,0.7508877516985584,0.5205926537734702,0.8745228671679319
2021-08-30,"[55, 65)",full,abc,0.7508877516985584,0.5205926537734702,0.8745228671679319
2021-08-30,"[55, 65)",full,delta,0.658872593905754,0.3113640782534532,0.8745228671679319
2021-08-30,"[55, 65)",full,omicron,0.03280954563311245,0.1775215507051892,0.5498049813887707
2021-08-30,"[55, 65)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[55, 65)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[55, 65)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[55, 65)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[65, 75)",none,WT,0.0,0.0,0.0
2021-08-30,"[65, 75)",none,abc,0.0,0.0,0.0
2021-08-30,"[65, 75)",none,delta,0.0,0.0,0.0
2021-08-30,"[65, 75)",none,omicron,0.0,0.0,0.0
2021-08-30,"[65, 75)",partial,WT,0.23890897568500413,0.17025697117781902,0.25813153694701596
2021-08-30,"[65, 75)",partial,abc,0.23890897568500413,0.17025697117781902,0.25813153694701596
2021-08-30,"[65, 75)",partial,delta,0.21694033424270492,0.10435104685092134,0.25813153694701596
2021-08-30,"[65, 75)",partial,omicron,0.013730400901437019,0.06041376396632289,0.18124129189896865
2021-08-30,"[65, 75)",full,WT,0.7351454212300899,0.5075315562744933,0.8657427234636479
2021-08-30,"[65, 75)",full,abc,0.7351454212300899,0.5075315562744933,0.8657427234636479
2021-08-30,"[65, 75)",full,delta,0.6416694007925687,0.3023952127240537,0.8657427234636479
2021-08-30,"[65, 75)",full,omicron,0.030693979421919496,0.17199040502859136,0.5353517631432589
2021-08-30,"[65, 75)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[65, 75)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[65, 75)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[65, 75)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[75, 85)",none,WT,0.0,0.0,0.0
2021-08-30,"[75, 85)",none,abc,0.0,0.0,0.0
2021-08-30,"[75, 85)",none,delta,0.0,0.0,0.0
2021-08-30,"[75, 85)",none,omicron,0.0,0.0,0.0
2021-08-30,"[75, 85)",partial,WT,0.22132048296806747,0.15772264303471475,0.23912787814940623
2021-08-30,"[75, 85)",partial,abc,0.22132048296806747,0.15772264303471475,0.23912787814940623
2021-08-30,"[75, 85)",partial,delta,0.2009691741893946,0.09666871669869614,0.23912787814940623
2021-08-30,"[75, 85)",partial,omicron,0.012719567986670545,0.055966099141350395,0.1678982974240512
2021-08-30,"[75, 85)",full,WT,0.7040347325398425,0.4820678311571275,0.8477240641874468
2021-08-30,"[75, 85)",full,abc,0.7040347325398425,0.4820678311571275,0.8477240641874468
2021-08-30,"[75, 85)",full,delta,0.6082412187868447,0.2851175692741771,0.8477240641874468
2021-08-30,"[75, 85)",full,omicron,0.027021670671772205,0.1614142278529218,0.5072833048363263
2021-08-30,"[75, 85)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[75, 85)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[75, 85)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[75, 85)",boosted,omicron,0.45,0.34,0.87
2021-08-30,"[85, 120)",none,WT,0.0,0.0,0.0
2021-08-30,"[85, 120)",none,abc,0.0,0.0,0.0
2021-08-30,"[85, 120)",none,delta,0.0,0.0,0.0
2021-08-30,"[85, 120)",none,omicron,0.0,0.0,0.0
2021-08-30,"[85, 120)",partial,WT,0.1989458023917023,0.14177746837109817,0.21495293591747142
2021-08-30,"[85, 120)",partial,abc,0.1989458023917023,0.14177746837109817,0.21495293591747142
2021-08-30,"[85, 120)",partial,delta,0.18065193550510897,0.08689586771131824,0.21495293591747142
2021-08-30,"[85, 120)",partial,omicron,0.01143366680412082,0.050308133938131605,0.15092440181439482
2021-08-30,"[85, 120)",full,WT,0.6792799095697721,0.4623014703392107,0.8324115007432418
2021-08-30,"[85, 120)",full,abc,0.6792799095697721,0.4623014703392107,0.8324115007432418
2021-08-30,"[85, 120)",full,delta,0.5824507826815186,0.27200115026573235,0.8324115007432418
2021-08-30,"[85, 120)",full,omicron,0.024773198582564316,0.15349765488007286,0.48565106723672347
2021-08-30,"[85, 120)",boosted,WT,0.87,0.62,0.94
2021-08-30,"[85, 120)",boosted,abc,0.87,0.62,0.94
2021-08-30,"[85, 120)",boosted,delta,0.8,0.34,0.94
2021-08-30,"[85, 120)",boosted,omicron,0.45,0.34,0.87
2021-09-06,"[0, 12)",none,WT,0.0,0.0,0.0
2021-09-06,"[0, 12)",none,abc,0.0,0.0,0.0
2021-09-06,"[0, 12)",none,delta,0.0,0.0,0.0
2021-09-06,"[0, 12)",none,omicron,0.0,0.0,0.0
2021-09-06,"[0, 12)",partial,WT,0.3641237949116676,0.2594905205117631,0.3934211117436408
2021-09-06,"[0, 12)",partial,abc,0.3641237949116676,0.2594905205117631,0.3934211117436408
2021-09-06,"[0, 12)",partial,delta,0.33064114710369813,0.1590425770878548,0.3934211117436408
2021-09-06,"[0, 12)",partial,omicron,0.020926654879980893,0.09207728147191593,0.2762318444157478
2021-09-06,"[0, 12)",full,WT,0.8343344476327843,0.5899081986408414,0.9209750639850955
2021-09-06,"[0, 12)",full,abc,0.8343344476327843,0.5899081986408414,0.9209750639850955
2021-09-06,"[0, 12)",full,delta,0.7502001652758612,0.35902178742673685,0.9209750639850955
2021-09-06,"[0, 12)",full,omicron,0.04427859222872188,0.2069383337852831,0.6265380781747392
2021-09-06,"[0, 12)",boosted,WT,0.87,0.62,0.94
2021-09-06,"[0, 12)",boosted,abc,0.87,0.62,0.94
2021-09-06,"[0, 12)",boosted,delta,0.8,0.34,0.94
2021-09-06,"[0, 12)",boosted,omicron,0.45,0.34,0.87
2021-09-06,"[12, 18)",none,WT,0.0,0.0,0.0
2021-09-06,"[12, 18)",none,abc,0.0,0.0,0.0
2021-09-06,"[12, 18)",none,delta,0.0,0.0,0.0
2021-09-06,"[12, 18)",none,omicron,0.0,0.0,0.0
2021-09-06,"[12, 18)",partial,WT,0.3638942286888881,0.25932692159438,0.39317307467535034
2021-09-06,"[12, 18)",partial,abc,0.3638942286888881,0.25932692159438,0.39317307467535034
2021-09-06,"[12, 18)",partial,delta,0.33043269041864554,0.15894230678365226,0.39317307467535034
2021-09-06,"[12, 18)",partial,omicron,0.020913461418901616,0.0920192302431671,0.2760576907295013
2021-09-06,"[12, 18)",full,WT,0.8342105880436588,0.5898035795852044,0.9209092494570695
2021-09-06,"[12, 18)",full,abc,0.8342105880436588,0.5898035795852044,0.9209092494570695
2021-09-06,"[12, 18)",full,delta,0.7500617603786128,0.3589487910729575,0.9209092494570695
2021-09-06,"[12, 18)",full,omicron,0.04425863547554029,0.20689286264681525,0.6264217086277813
2021-09-06,"[12, 18)",boosted,WT,0.87,0.62,0.94
2021-09-06,"[12, 18)",boosted,abc,0.87,0.62,0.94
2021-09-06,"[12, 18)",boosted,delta,0.8,0.34,0.94
2021-09-06,"[12, 18)",boosted,omicron,0.45,0.34,0.87
2021-09-06,"[18, 25)",none,WT,0.0,0.0,0.0
2021-09-06,"[18, 25)",none,abc,0.0,0.0,0.0
2021-09-06,"[18, 25)",none,delta,0.0,0.0,0.0
2021-09-06,"[18, 25)",none,omicron,0.0,0.0,0.0
2021-09-06,"[18, 25)",partial,WT,0.30934839583562623,0.22045517864148076,0.33423849664998695
2021-09-06,"[18, 25)",partial,abc,0.30934839583562623,0.22045517864148076,0.33423849664998695
2021-09-06,"[18, 25)",partial,delta,0.2809025663334997,0.1351176901351011,0.33423849664998695
2021-09-06,"[18, 25)",partial,omicron,0.017778643438829095,0.078226031130848,0.23467809339254403
2021-09-06,"[18, 25)",full,WT,0.7884924051983737,0.5518082451488893,0.8954862374097776
2021-09-06,"[18, 25)",full,abc,0.7884924051983737,0.5518082451488893,0.8954862374097776
2021-09-06,"[18, 25)",full,delta,0.6999938270654439,0.332812065734897,0.8954862374097776
2021-09-06,"[18, 25)",full,omicron,0.037925871649287665,0.1907544423049734,0.5843538163534385
2021-09-06,"[18, 25)",boosted,WT,0.87,0.62,0.94
2021-09-06,"[18, 25)",boosted,abc,0.87,0.62,0.94
2021-09-06,"[18, 25)",boosted,delta,0.8,0.34,0.94
2021-09-06,"[18, 25)",boosted,omicron,0.45,0.34,0.87
2021-09-06,"[25, 35)",none,WT,0.0,0.0,0.0
2021-09-06,"[25, 35)",none,abc,0.0,0.0,0.0
2021-09-06,"[25, 35)",none,delta,0.0,0.0,0.0
2021-09-06,"[25, 35)",none,omicron,0.0,0.0,0.0
2021-09-06,"[25, 35)",partial,WT,0.29539054486584976,0.21050820438715728,0.3191576001998836
2021-09-06,"[25, 35)",partial,abc,0.29539054486584976,0.21050820438715728,0.3191576001998836
2021-09-06,"[25, 35)",partial,delta,0.2682281959126681,0.1290211575276125,0.3191576001998836
2021-09-06,"[25, 35)",partial,omicron,0.016976468095738488,0.07469645962124936,0.22408937886374808
2021-09-06,"[25, 35)",full,WT,0.7770223718734628,0.5423242648644248,0.8890167270941566
2021-09-06,"[25, 35)",full,abc,0.7770223718734628,0.5423242648644248,0.8890167270941566
2021-09-06,"[25, 35)",full,delta,0.6875119366109206,0.3263172937156289,0.8890167270941566
2021-09-06,"[25, 35)",full,omicron,0.03641169603681512,0.18675533000874026,0.5738685899762885
2021-09-06,"[25, 35)",boosted,WT,0.87,0.62,0.94
2021-09-06,"[25, 35)",boosted,abc,0.87,0.62,0.94
2021-09-06,"[25, 35)",boosted,delta,0.8,0.34,0.94
2021-09-06,"[25, 35)",boosted,omicron,0.45,0.34,0.87
2021-09-06,"[35, 45)",none,WT,0.0,0.0,0.0
2021-09-06,"[35, 45)",none,abc,0.0,0.0,0.0
2021-09-06,"[35, 45)",none,delta,0.0,0.0,0.0
2021-09-06,"[35, 45)",none,omicron,0.0,0.0,0.0
2021-09-06,"[35, 45)",partial,WT,0.2832024298509542,0.20182242127309374,0.305988832252755
2021-09-06,"[35, 45)",partial,abc,0.2832024298509542,0.20182242127309374,0.305988832252755
2021-09-06,"[35, 45)",partial,delta,0.2571608271060388,0.12369761303834778,0.305988832252755
2021-09-06,"[35, 45)",partial,omicron,0.01627600171557208,0.07161440754851714,0.21484322264555145
2021-09-06,"[35, 45)",full,WT,0.7663404076810558,0.5334086916267481,0.8831523932081344
2021-09-06,"[35, 45)",full,abc,0.7663404076810558,0.5334086916267481,0.8831523932081344
2021-09-06,"[35, 45)",full,delta,0.6757516159992112,0.3201621564742359,0.8831523932081344
2021-09-06,"[35, 45)",full,omicron,0.03488298478756552,0.1829465102567871,0.5639856488633617
2021-09-06,"[35, 45)",boosted,WT,0.87,0.62,0.94
2021-09-06,"[35, 45)",boosted,abc,0.87,0.62,0.94
2021-09-06,"[35, 45)",boosted,delta,0.8,0.34,0.94
2021-09-06,"[35, 45)",boosted,omicron,0.45,0.34,0.87
2021-09-06,"[45, 55)",none,WT,0.0,0.0,0.0
2021-09-06,"[45, 55)",none,abc,0.0,0.0,0.0
2021-09-06,"[45, 55)",none,delta,0.0,0.0,0.0
2021-09-06,"[45, 55)",none,omicron,0.0,0.0,0.0
2021-09-06,"[45, 55)",partial,WT,0.26529336790359714,0.18905964149451754,0.2866388112981395
2021-09-06,"[45, 55)",partial,abc,0.26529336790359714,0.18905964149451754,0.2866388112981395
2021-09-06,"[45, 55)",partial,delta,0.24089857545269172,0.11587526414180108,0.2866388112981395
2021-09-06,"[45, 55)",partial,omicron,0.01524674528181593,0.06708567923999009,0.2012570377199703
2021-09-06,"[45, 55)",full,WT,0.7538126879562757,0.5230290821092657,0.8761345350232159
2021-09-06,"[45, 55)",full,abc,0.7538126879562757,0.5230290821092657,0.8761345350232159
2021-09-06,"[45, 55)",full,delta,0.662084706641444,0.3130427265040833,0.8761345350232159
2021-09-06,"[45, 55)",full,omicron,0.033214682296223805,0.1785588521970254,0.5525040661328581
2021-09-06,"[45, 55)",boosted,WT,0.87,0.62,0.94
2021-09-06,"[45, 55)",boosted,abc,0.87,0.62,0.94
2021-09-06,"[45, 55)",boosted,delta,0.8,0.34,0.94
2021-09-06,"[45, 55)",boosted,omicron,0.45,0.34,0.87
2021-09-06,"[55, 65)",none,WT,0.0,0.0,0.0
2021-09-06,"[55, 65)",none,abc,0.0,0.0,0.0
2021-09-06,"[55, 65)",none,delta,0.0,0.0,0.0
2021-09-06,"[55, 65)",none,omicron,0.0,0.0,0.0
2021-09-06,"[55, 65)",partial,WT,0.2518101175092157,0.17945088833990086,0.2720707016766239
2021-09-06,"[55, 65)",partial,abc,0.2518101175092157,0.17945088833990086,0.2720707016766239
2021-09-06,"[55, 65)",partial,delta,0.228655164175035,0.1099860283373586,0.2720707016766239
2021-09-06,"[55, 65)",partial,omicron,0.014471845833862976,0.06367612166899708,0.19102836500699127
2021-09-06,"[55, 65)",full,WT,0.7410879104157619,0.5125134547763875,0.8689554706077544
2021-09-06,"[55, 65)",full,abc,0.7410879104157619,0.5125134547763875,0.8689554706077544
2021-09-06,"[55, 65)",full,delta,0.648247470085481,0.30584651243711125,0.8689554706077544
2021-09-06,"[55, 65)",full,omicron,0.03156232887436096,0.17413021823985086,0.5408806705176461
2021-09-06,"[55, 65)",boosted,WT,0.8698695131394804,0.6198893189896144,0.9399313978463013
2021-09-06,"[55, 65)",boosted,abc,0.8698695131394804,0.6198893189896144,0.9399313978463013
2021-09-06,"[55, 65)",boosted,delta,0.7998467028614136,0.33994892933414056,0.9399313978463013
2021-09-06,"[55, 65)",boosted,omicron,0.44935838305716364,0.3398545975439492,0.869722102639059
2021-09-06,"[65, 75)",none,WT,0.0,0.0,0.0
2021-09-06,"[65, 75)",none,abc,0.0,0.0,0.0
2021-09-06,"[65, 75)",none,delta,0.0,0.0,0.0
2021-09-06,"[65, 75)",none,omicron,0.0,0.0,0.0
2021-09-06,"[65, 75)",partial,WT,0.23141758488132666,0.16491827888094543,0.25003739056143337
2021-09-06,"[65, 75)",partial,abc,0.23141758488132666,0.16491827888094543,0.25003739056143337
2021-09-06,"[65, 75)",partial,delta,0.21013780696120465,0.10107894512057944,0.25003739056143337
2021-09-06,"[65, 75)",partial,omicron,0.013299861200076243,0.05851938928033547,0.17555816784100642
2021-09-06,"[65, 75)",full,WT,0.7251872175440432,0.49935439865724374,0.8600259851064103
2021-09-06,"[65, 75)",full,abc,0.7251872175440432,0.49935439865724374,0.8600259851064103
2021-09-06,"[65, 75)",full,delta,0.6309260728658916,0.29683083135733246,0.8600259851064103
2021-09-06,"[65, 75)",full,omicron,0.029479976279401368,0.16857811881038312,0.5263297240099785
2021-09-06,"[65, 75)",boosted,WT,0.8699049341207162,0.6199193636238131,0.9399500200707095
2021-09-06,"[65, 75)",boosted,abc,0.8699049341207162,0.6199193636238131,0.9399500200707095
2021-09-06,"[65, 75)",boosted,delta,0.799888315749085,0.3399627925927852,0.9399500200707095
2021-09-06,"[65, 75)",boosted,omicron,0.4495325515642633,0.3398940674005073,0.8697975385654672
2021-09-06,"[75, 85)",none,WT,0.0,0.0,0.0
2021-09-06,"[75, 85)",none,abc,0.0,0.0,0.0
2021-09-06,"[75, 85)",none,delta,0.0,0.0,0.0
2021-09-06,"[75, 85)",none,omicron,0.0,0.0,0.0
2021-09-06,"[75, 85)",partial,WT,0.21435380532341047,0.15275788425346493,0.23160066322299522
2021-09-06,"[75, 85)",partial,abc,0.21435380532341047,0.15275788425346493,0.23160066322299522
2021-09-06,"[75, 85)",partial,delta,0.1946431105810279,0.09362580002631724,0.23160066322299522
2021-09-06,"[75, 85)",partial,omicron,0.01231918421398911,0.05420441054155208,0.16261323162465624
2021-09-06,"[75, 85)",full,WT,0.6942935119049471,0.47413307756663015,0.8420089607117835
2021-09-06,"[75, 85)",full,abc,0.6942935119049471,0.47413307756663015,0.8420089607117835
