date,NIS,age,dose,CUMULATIVE,INCIDENCE
2020-12-28,20002,"[25, 35)",A,0.0,11.0
2020-12-28,20002,"[25, 35)",B,0.0,0.0
2020-12-28,20002,"[25, 35)",C,0.0,0.0
2020-12-28,20002,"[25, 35)",E,0.0,0.0
2020-12-28,20002,"[35, 45)",A,0.0,23.0
2020-12-28,20002,"[35, 45)",B,0.0,0.0
2020-12-28,20002,"[35, 45)",C,0.0,0.0
2020-12-28,20002,"[35, 45)",E,0.0,0.0
2020-12-28,20002,"[45, 55)",A,0.0,43.0
2020-12-28,20002,"[45, 55)",B,0.0,0.0
2020-12-28,20002,"[45, 55)",C,0.0,0.0
2020-12-28,20002,"[45, 55)",E,0.0,0.0
2020-12-28,20002,"[55, 65)",A,0.0,54.0
2020-12-28,20002,"[55, 65)",B,0.0,0.0
2020-12-28,20002,"[55, 65)",C,0.0,0.0
2020-12-28,20002,"[55, 65)",E,0.0,0.0
2020-12-28,20002,"[65, 75)",A,0.0,96.0
2020-12-28,20002,"[65, 75)",B,0.0,0.0
2020-12-28,20002,"[65, 75)",C,0.0,0.0
2020-12-28,20002,"[65, 75)",E,0.0,0.0
2020-12-28,20002,"[75, 85)",A,0.0,211.0
2020-12-28,20002,"[75, 85)",B,0.0,0.0
2020-12-28,20002,"[75, 85)",C,0.0,0.0
2020-12-28,20002,"[75, 85)",E,0.0,0.0
2020-12-28,20002,"[85, 120)",A,0.0,552.0
2020-12-28,20002,"[85, 120)",B,0.0,0.0
2020-12-28,20002,"[85, 120)",C,0.0,0.0
2020-12-28,20002,"[85, 120)",E,0.0,0.0
2020-12-28,21000,"[0, 12)",A,0.0,0.0
2020-12-28,21000,"[0, 12)",B,0.0,0.0
2020-12-28,21000,"[0, 12)",C,0.0,0.0
2020-12-28,21000,"[0, 12)",E,0.0,0.0
2020-12-28,21000,"[12, 18)",A,0.0,0.0
2020-12-28,21000,"[12, 18)",B,0.0,0.0
2020-12-28,21000,"[12, 18)",C,0.0,0.0
2020-12-28,21000,"[12, 18)",E,0.0,0.0
2020-12-28,21000,"[18, 25)",A,0.0,0.0
2020-12-28,21000,"[18, 25)",B,0.0,0.0
2020-12-28,21000,"[18, 25)",C,0.0,0.0
2020-12-28,21000,"[18, 25)",E,0.0,0.0
2020-12-28,21000,"[25, 35)",A,0.0,61.0
2020-12-28,21000,"[25, 35)",B,0.0,0.0
2020-12-28,21000,"[25, 35)",C,0.0,0.0
2020-12-28,21000,"[25, 35)",E,0.0,0.0
2020-12-28,21000,"[35, 45)",A,0.0,38.0
2020-12-28,21000,"[35, 45)",B,0.0,0.0
2020-12-28,21000,"[35, 45)",C,0.0,0.0
2020-12-28,21000,"[35, 45)",E,0.0,0.0
2020-12-28,21000,"[45, 55)",A,0.0,111.0
2020-12-28,21000,"[45, 55)",B,0.0,0.0
2020-12-28,21000,"[45, 55)",C,0.0,0.0
2020-12-28,21000,"[45, 55)",E,0.0,0.0
2020-12-28,21000,"[55, 65)",A,0.0,363.0
2020-12-28,21000,"[55, 65)",B,0.0,0.0
2020-12-28,21000,"[55, 65)",C,0.0,0.0
2020-12-28,21000,"[55, 65)",E,0.0,0.0
2020-12-28,21000,"[65, 75)",A,0.0,584.0
2020-12-28,21000,"[65, 75)",B,0.0,0.0
2020-12-28,21000,"[65, 75)",C,0.0,0.0
2020-12-28,21000,"[65, 75)",E,0.0,0.0
2020-12-28,21000,"[75, 85)",A,0.0,930.0
2020-12-28,21000,"[75, 85)",B,0.0,0.0
2020-12-28,21000,"[75, 85)",C,0.0,0.0
2020-12-28,21000,"[75, 85)",E,0.0,0.0
2020-12-28,21000,"[85, 120)",A,39.0,1755.0
2020-12-28,21000,"[85, 120)",B,0.0,0.0
2020-12-28,21000,"[85, 120)",C,0.0,0.0
2020-12-28,21000,"[85, 120)",E,0.0,0.0
2020-12-28,30000,"[0, 12)",A,0.0,0.0
2020-12-28,30000,"[0, 12)",B,0.0,0.0
2020-12-28,30000,"[0, 12)",C,0.0,0.0
2020-12-28,30000,"[0, 12)",E,0.0,0.0
2020-12-28,30000,"[12, 18)",A,0.0,0.0
2020-12-28,30000,"[12, 18)",B,0.0,0.0
2020-12-28,30000,"[12, 18)",C,0.0,0.0
2020-12-28,30000,"[12, 18)",E,0.0,0.0
2020-12-28,30000,"[18, 25)",A,0.0,0.0
2020-12-28,30000,"[18, 25)",B,0.0,0.0
2020-12-28,30000,"[18, 25)",C,0.0,0.0
2020-12-28,30000,"[18, 25)",E,0.0,0.0
2020-12-28,30000,"[25, 35)",A,0.0,12.0
2020-12-28,30000,"[25, 35)",B,0.0,0.0
2020-12-28,30000,"[25, 35)",C,0.0,0.0
2020-12-28,30000,"[25, 35)",E,0.0,0.0
2020-12-28,30000,"[35, 45)",A,0.0,38.0
2020-12-28,30000,"[35, 45)",B,0.0,0.0
2020-12-28,30000,"[35, 45)",C,0.0,0.0
2020-12-28,30000,"[35, 45)",E,0.0,0.0
2020-12-28,30000,"[45, 55)",A,0.0,99.0
2020-12-28,30000,"[45, 55)",B,0.0,0.0
2020-12-28,30000,"[45, 55)",C,0.0,0.0
2020-12-28,30000,"[45, 55)",E,0.0,0.0
2020-12-28,30000,"[55, 65)",A,0.0,139.0
2020-12-28,30000,"[55, 65)",B,0.0,0.0
2020-12-28,30000,"[55, 65)",C,0.0,0.0
2020-12-28,30000,"[55, 65)",E,0.0,0.0
2020-12-28,30000,"[65, 75)",A,0.0,97.0
2020-12-28,30000,"[65, 75)",B,0.0,0.0
2020-12-28,30000,"[65, 75)",C,0.0,0.0
2020-12-28,30000,"[65, 75)",E,0.0,0.0
2020-12-28,30000,"[75, 85)",A,0.0,585.0
2020-12-28,30000,"[75, 85)",B,0.0,0.0
2020-12-28,30000,"[75, 85)",C,0.0,0.0
2020-12-28,30000,"[75, 85)",E,0.0,0.0
2020-12-28,30000,"[85, 120)",A,0.0,1419.0
2020-12-28,30000,"[85, 120)",B,0.0,0.0
2020-12-28,30000,"[85, 120)",C,0.0,0.0
2020-12-28,30000,"[85, 120)",E,0.0,0.0
2020-12-28,40000,"[0, 12)",A,0.0,0.0
2020-12-28,40000,"[0, 12)",B,0.0,0.0
2020-12-28,40000,"[0, 12)",C,0.0,0.0
2020-12-28,40000,"[0, 12)",E,0.0,0.0
2020-12-28,40000,"[12, 18)",A,0.0,0.0
2020-12-28,40000,"[12, 18)",B,0.0,0.0
2020-12-28,40000,"[12, 18)",C,0.0,0.0
2020-12-28,40000,"[12, 18)",E,0.0,0.0
2020-12-28,40000,"[18, 25)",A,0.0,0.0
2020-12-28,40000,"[18, 25)",B,0.0,0.0
2020-12-28,40000,"[18, 25)",C,0.0,0.0
2020-12-28,40000,"[18, 25)",E,0.0,0.0
2020-12-28,40000,"[25, 35)",A,0.0,12.0
2020-12-28,40000,"[25, 35)",B,0.0,0.0
2020-12-28,40000,"[25, 35)",C,0.0,0.0
2020-12-28,40000,"[25, 35)",E,0.0,0.0
2020-12-28,40000,"[35, 45)",A,0.0,14.0
2020-12-28,40000,"[35, 45)",B,0.0,0.0
2020-12-28,40000,"[35, 45)",C,0.0,0.0
2020-12-28,40000,"[35, 45)",E,0.0,0.0
2020-12-28,40000,"[45, 55)",A,0.0,0.0
2020-12-28,40000,"[45, 55)",B,0.0,0.0
2020-12-28,40000,"[45, 55)",C,0.0,0.0
2020-12-28,40000,"[45, 55)",E,0.0,0.0
2020-12-28,40000,"[55, 65)",A,0.0,48.0
2020-12-28,40000,"[55, 65)",B,0.0,0.0
2020-12-28,40000,"[55, 65)",C,0.0,0.0
2020-12-28,40000,"[55, 65)",E,0.0,0.0
2020-12-28,40000,"[65, 75)",A,0.0,92.0
2020-12-28,40000,"[65, 75)",B,0.0,0.0
2020-12-28,40000,"[65, 75)",C,0.0,0.0
2020-12-28,40000,"[65, 75)",E,0.0,0.0
2020-12-28,40000,"[75, 85)",A,0.0,470.0
2020-12-28,40000,"[75, 85)",B,0.0,0.0
2020-12-28,40000,"[75, 85)",C,0.0,0.0
2020-12-28,40000,"[75, 85)",E,0.0,0.0
2020-12-28,40000,"[85, 120)",A,0.0,985.0
2020-12-28,40000,"[85, 120)",B,0.0,0.0
2020-12-28,40000,"[85, 120)",C,0.0,0.0
2020-12-28,40000,"[85, 120)",E,0.0,0.0
2020-12-28,50000,"[0, 12)",A,0.0,0.0
2020-12-28,50000,"[0, 12)",B,0.0,0.0
2020-12-28,50000,"[0, 12)",C,0.0,0.0
2020-12-28,50000,"[0, 12)",E,0.0,0.0
2020-12-28,50000,"[12, 18)",A,0.0,0.0
2020-12-28,50000,"[12, 18)",B,0.0,0.0
2020-12-28,50000,"[12, 18)",C,0.0,0.0
2020-12-28,50000,"[12, 18)",E,0.0,0.0
2020-12-28,50000,"[18, 25)",A,0.0,10.0
2020-12-28,50000,"[18, 25)",B,0.0,0.0
2020-12-28,50000,"[18, 25)",C,0.0,0.0
2020-12-28,50000,"[18, 25)",E,0.0,0.0
2020-12-28,50000,"[25, 35)",A,0.0,199.0
2020-12-28,50000,"[25, 35)",B,0.0,0.0
2020-12-28,50000,"[25, 35)",C,0.0,0.0
2020-12-28,50000,"[25, 35)",E,0.0,0.0
2020-12-28,50000,"[35, 45)",A,12.0,265.0
2020-12-28,50000,"[35, 45)",B,0.0,0.0
2020-12-28,50000,"[35, 45)",C,0.0,0.0
2020-12-28,50000,"[35, 45)",E,0.0,0.0
2020-12-28,50000,"[45, 55)",A,12.0,315.0
2020-12-28,50000,"[45, 55)",B,0.0,0.0
2020-12-28,50000,"[45, 55)",C,0.0,0.0
2020-12-28,50000,"[45, 55)",E,0.0,0.0
2020-12-28,50000,"[55, 65)",A,15.0,354.0
2020-12-28,50000,"[55, 65)",B,0.0,0.0
2020-12-28,50000,"[55, 65)",C,0.0,0.0
2020-12-28,50000,"[55, 65)",E,0.0,0.0
2020-12-28,50000,"[65, 75)",A,11.0,409.0
2020-12-28,50000,"[65, 75)",B,0.0,0.0
2020-12-28,50000,"[65, 75)",C,0.0,0.0
2020-12-28,50000,"[65, 75)",E,0.0,0.0
2020-12-28,50000,"[75, 85)",A,11.0,728.0
2020-12-28,50000,"[75, 85)",B,0.0,0.0
2020-12-28,50000,"[75, 85)",C,0.0,0.0
2020-12-28,50000,"[75, 85)",E,0.0,0.0
2020-12-28,50000,"[85, 120)",A,19.0,1460.0
2020-12-28,50000,"[85, 120)",B,0.0,0.0
2020-12-28,50000,"[85, 120)",C,0.0,0.0
2020-12-28,50000,"[85, 120)",E,0.0,0.0
2020-12-28,60000,"[0, 12)",A,0.0,0.0
2020-12-28,60000,"[0, 12)",B,0.0,0.0
2020-12-28,60000,"[0, 12)",C,0.0,0.0
2020-12-28,60000,"[0, 12)",E,0.0,0.0
2020-12-28,60000,"[12, 18)",A,0.0,0.0
2020-12-28,60000,"[12, 18)",B,0.0,0.0
2020-12-28,60000,"[12, 18)",C,0.0,0.0
2020-12-28,60000,"[12, 18)",E,0.0,0.0
2020-12-28,60000,"[18, 25)",A,0.0,0.0
2020-12-28,60000,"[18, 25)",B,0.0,0.0
2020-12-28,60000,"[18, 25)",C,0.0,0.0
2020-12-28,60000,"[18, 25)",E,0.0,0.0
2020-12-28,60000,"[25, 35)",A,0.0,105.0
2020-12-28,60000,"[25, 35)",B,0.0,0.0
2020-12-28,60000,"[25, 35)",C,0.0,0.0
2020-12-28,60000,"[25, 35)",E,0.0,0.0
2020-12-28,60000,"[35, 45)",A,0.0,186.0
2020-12-28,60000,"[35, 45)",B,0.0,0.0
2020-12-28,60000,"[35, 45)",C,0.0,0.0
2020-12-28,60000,"[35, 45)",E,0.0,0.0
2020-12-28,60000,"[45, 55)",A,0.0,236.0
2020-12-28,60000,"[45, 55)",B,0.0,0.0
2020-12-28,60000,"[45, 55)",C,0.0,0.0
2020-12-28,60000,"[45, 55)",E,0.0,0.0
2020-12-28,60000,"[55, 65)",A,0.0,221.0
2020-12-28,60000,"[55, 65)",B,0.0,0.0
2020-12-28,60000,"[55, 65)",C,0.0,0.0
2020-12-28,60000,"[55, 65)",E,0.0,0.0
2020-12-28,60000,"[65, 75)",A,0.0,301.0
2020-12-28,60000,"[65, 75)",B,0.0,0.0
2020-12-28,60000,"[65, 75)",C,0.0,0.0
2020-12-28,60000,"[65, 75)",E,0.0,0.0
2020-12-28,60000,"[75, 85)",A,0.0,617.0
2020-12-28,60000,"[75, 85)",B,0.0,0.0
2020-12-28,60000,"[75, 85)",C,0.0,0.0
2020-12-28,60000,"[75, 85)",E,0.0,0.0
2020-12-28,60000,"[85, 120)",A,0.0,1099.0
2020-12-28,60000,"[85, 120)",B,0.0,0.0
2020-12-28,60000,"[85, 120)",C,0.0,0.0
2020-12-28,60000,"[85, 120)",E,0.0,0.0
2020-12-28,70000,"[0, 12)",A,0.0,0.0
2020-12-28,70000,"[0, 12)",B,0.0,0.0
2020-12-28,70000,"[0, 12)",C,0.0,0.0
2020-12-28,70000,"[0, 12)",E,0.0,0.0
2020-12-28,70000,"[12, 18)",A,0.0,0.0
2020-12-28,70000,"[12, 18)",B,0.0,0.0
2020-12-28,70000,"[12, 18)",C,0.0,0.0
2020-12-28,70000,"[12, 18)",E,0.0,0.0
2020-12-28,70000,"[18, 25)",A,0.0,0.0
2020-12-28,70000,"[18, 25)",B,0.0,0.0
2020-12-28,70000,"[18, 25)",C,0.0,0.0
2020-12-28,70000,"[18, 25)",E,0.0,0.0
2020-12-28,70000,"[25, 35)",A,0.0,0.0
2020-12-28,70000,"[25, 35)",B,0.0,0.0
2020-12-28,70000,"[25, 35)",C,0.0,0.0
2020-12-28,70000,"[25, 35)",E,0.0,0.0
2020-12-28,70000,"[35, 45)",A,0.0,13.0
2020-12-28,70000,"[35, 45)",B,0.0,0.0
2020-12-28,70000,"[35, 45)",C,0.0,0.0
2020-12-28,70000,"[35, 45)",E,0.0,0.0
2020-12-28,70000,"[45, 55)",A,0.0,39.0
2020-12-28,70000,"[45, 55)",B,0.0,0.0
2020-12-28,70000,"[45, 55)",C,0.0,0.0
2020-12-28,70000,"[45, 55)",E,0.0,0.0
2020-12-28,70000,"[55, 65)",A,0.0,0.0
2020-12-28,70000,"[55, 65)",B,0.0,0.0
2020-12-28,70000,"[55, 65)",C,0.0,0.0
2020-12-28,70000,"[55, 65)",E,0.0,0.0
2020-12-28,70000,"[65, 75)",A,0.0,19.0
2020-12-28,70000,"[65, 75)",B,0.0,0.0
2020-12-28,70000,"[65, 75)",C,0.0,0.0
2020-12-28,70000,"[65, 75)",E,0.0,0.0
2020-12-28,70000,"[75, 85)",A,0.0,92.0
2020-12-28,70000,"[75, 85)",B,0.0,0.0
2020-12-28,70000,"[75, 85)",C,0.0,0.0
2020-12-28,70000,"[75, 85)",E,0.0,0.0
2020-12-28,70000,"[85, 120)",A,0.0,236.0
2020-12-28,70000,"[85, 120)",B,0.0,0.0
2020-12-28,70000,"[85, 120)",C,0.0,0.0
2020-12-28,70000,"[85, 120)",E,0.0,0.0
2020-12-28,80000,"[0, 12)",A,0.0,0.0
2020-12-28,80000,"[0, 12)",B,0.0,0.0
2020-12-28,80000,"[0, 12)",C,0.0,0.0
2020-12-28,80000,"[0, 12)",E,0.0,0.0
2020-12-28,80000,"[12, 18)",A,0.0,0.0
2020-12-28,80000,"[12, 18)",B,0.0,0.0
2020-12-28,80000,"[12, 18)",C,0.0,0.0
2020-12-28,80000,"[12, 18)",E,0.0,0.0
2020-12-28,80000,"[18, 25)",A,0.0,0.0
2020-12-28,80000,"[18, 25)",B,0.0,0.0
2020-12-28,80000,"[18, 25)",C,0.0,0.0
2020-12-28,80000,"[18, 25)",E,0.0,0.0
2020-12-28,80000,"[25, 35)",A,0.0,16.0
2020-12-28,80000,"[25, 35)",B,0.0,0.0
2020-12-28,80000,"[25, 35)",C,0.0,0.0
2020-12-28,80000,"[25, 35)",E,0.0,0.0
2020-12-28,80000,"[35, 45)",A,0.0,43.0
2020-12-28,80000,"[35, 45)",B,0.0,0.0
2020-12-28,80000,"[35, 45)",C,0.0,0.0
2020-12-28,80000,"[35, 45)",E,0.0,0.0
2020-12-28,80000,"[45, 55)",A,0.0,50.0
2020-12-28,80000,"[45, 55)",B,0.0,0.0
2020-12-28,80000,"[45, 55)",C,0.0,0.0
2020-12-28,80000,"[45, 55)",E,0.0,0.0
2020-12-28,80000,"[55, 65)",A,0.0,143.0
2020-12-28,80000,"[55, 65)",B,0.0,0.0
2020-12-28,80000,"[55, 65)",C,0.0,0.0
2020-12-28,80000,"[55, 65)",E,0.0,0.0
2020-12-28,80000,"[65, 75)",A,0.0,107.0
2020-12-28,80000,"[65, 75)",B,0.0,0.0
2020-12-28,80000,"[65, 75)",C,0.0,0.0
2020-12-28,80000,"[65, 75)",E,0.0,0.0
2020-12-28,80000,"[75, 85)",A,0.0,354.0
2020-12-28,80000,"[75, 85)",B,0.0,0.0
2020-12-28,80000,"[75, 85)",C,0.0,0.0
2020-12-28,80000,"[75, 85)",E,0.0,0.0
2020-12-28,80000,"[85, 120)",A,0.0,698.0
2020-12-28,80000,"[85, 120)",B,0.0,0.0
2020-12-28,80000,"[85, 120)",C,0.0,0.0
2020-12-28,80000,"[85, 120)",E,0.0,0.0
2020-12-28,90000,"[0, 12)",A,0.0,0.0
2020-12-28,90000,"[0, 12)",B,0.0,0.0
2020-12-28,90000,"[0, 12)",C,0.0,0.0
2020-12-28,90000,"[0, 12)",E,0.0,0.0
2020-12-28,90000,"[12, 18)",A,0.0,0.0
2020-12-28,90000,"[12, 18)",B,0.0,0.0
2020-12-28,90000,"[12, 18)",C,0.0,0.0
2020-12-28,90000,"[12, 18)",E,0.0,0.0
2020-12-28,90000,"[18, 25)",A,0.0,0.0
2020-12-28,90000,"[18, 25)",B,0.0,0.0
2020-12-28,90000,"[18, 25)",C,0.0,0.0
2020-12-28,90000,"[18, 25)",E,0.0,0.0
2020-12-28,90000,"[25, 35)",A,0.0,13.0
2020-12-28,90000,"[25, 35)",B,0.0,0.0
2020-12-28,90000,"[25, 35)",C,0.0,0.0
2020-12-28,90000,"[25, 35)",E,0.0,0.0
2020-12-28,90000,"[35, 45)",A,0.0,35.0
2020-12-28,90000,"[35, 45)",B,0.0,0.0
2020-12-28,90000,"[35, 45)",C,0.0,0.0
2020-12-28,90000,"[35, 45)",E,0.0,0.0
2020-12-28,90000,"[45, 55)",A,0.0,69.0
2020-12-28,90000,"[45, 55)",B,0.0,0.0
2020-12-28,90000,"[45, 55)",C,0.0,0.0
2020-12-28,90000,"[45, 55)",E,0.0,0.0
2020-12-28,90000,"[55, 65)",A,0.0,83.0
2020-12-28,90000,"[55, 65)",B,0.0,0.0
2020-12-28,90000,"[55, 65)",C,0.0,0.0
2020-12-28,90000,"[55, 65)",E,0.0,0.0
2020-12-28,90000,"[65, 75)",A,0.0,72.0
2020-12-28,90000,"[65, 75)",B,0.0,0.0
2020-12-28,90000,"[65, 75)",C,0.0,0.0
2020-12-28,90000,"[65, 75)",E,0.0,0.0
2020-12-28,90000,"[75, 85)",A,0.0,209.0
2020-12-28,90000,"[75, 85)",B,0.0,0.0
2020-12-28,90000,"[75, 85)",C,0.0,0.0
2020-12-28,90000,"[75, 85)",E,0.0,0.0
2020-12-28,90000,"[85, 120)",A,0.0,385.0
2020-12-28,90000,"[85, 120)",B,0.0,0.0
2020-12-28,90000,"[85, 120)",C,0.0,0.0
2020-12-28,90000,"[85, 120)",E,0.0,0.0
2021-01-04,10000,"[0, 12)",A,0.0,0.0
2021-01-04,10000,"[0, 12)",B,0.0,0.0
2021-01-04,10000,"[0, 12)",C,0.0,0.0
2021-01-04,10000,"[0, 12)",E,0.0,0.0
2021-01-04,10000,"[12, 18)",A,0.0,0.0
2021-01-04,10000,"[12, 18)",B,0.0,0.0
2021-01-04,10000,"[12, 18)",C,0.0,0.0
2021-01-04,10000,"[12, 18)",E,0.0,0.0
2021-01-04,10000,"[18, 25)",A,0.0,83.0
2021-01-04,10000,"[18, 25)",B,0.0,0.0
2021-01-04,10000,"[18, 25)",C,0.0,0.0
2021-01-04,10000,"[18, 25)",E,0.0,0.0
2021-01-04,10000,"[25, 35)",A,19.0,587.0
2021-01-04,10000,"[25, 35)",B,0.0,0.0
2021-01-04,10000,"[25, 35)",C,0.0,0.0
2021-01-04,10000,"[25, 35)",E,0.0,0.0
2021-01-04,10000,"[35, 45)",A,0.0,806.0
2021-01-04,10000,"[35, 45)",B,0.0,0.0
2021-01-04,10000,"[35, 45)",C,0.0,0.0
2021-01-04,10000,"[35, 45)",E,0.0,0.0
2021-01-04,10000,"[45, 55)",A,74.0,1080.0
2021-01-04,10000,"[45, 55)",B,0.0,0.0
2021-01-04,10000,"[45, 55)",C,0.0,0.0
2021-01-04,10000,"[45, 55)",E,0.0,0.0
2021-01-04,10000,"[55, 65)",A,77.0,1398.0
2021-01-04,10000,"[55, 65)",B,0.0,0.0
2021-01-04,10000,"[55, 65)",C,0.0,0.0
2021-01-04,10000,"[55, 65)",E,0.0,0.0
2021-01-04,10000,"[65, 75)",A,54.0,1163.0
2021-01-04,10000,"[65, 75)",B,0.0,12.0
2021-01-04,10000,"[65, 75)",C,0.0,0.0
2021-01-04,10000,"[65, 75)",E,0.0,0.0
2021-01-04,10000,"[75, 85)",A,462.0,3567.0
2021-01-04,10000,"[75, 85)",B,0.0,0.0
2021-01-04,10000,"[75, 85)",C,0.0,0.0
2021-01-04,10000,"[75, 85)",E,0.0,0.0
2021-01-04,10000,"[85, 120)",A,1033.0,7615.0
2021-01-04,10000,"[85, 120)",B,0.0,0.0
2021-01-04,10000,"[85, 120)",C,0.0,0.0
2021-01-04,10000,"[85, 120)",E,0.0,0.0
2021-01-04,20001,"[0, 12)",A,0.0,0.0
2021-01-04,20001,"[0, 12)",B,0.0,0.0
2021-01-04,20001,"[0, 12)",C,0.0,0.0
2021-01-04,20001,"[0, 12)",E,0.0,0.0
2021-01-04,20001,"[12, 18)",A,0.0,0.0
2021-01-04,20001,"[12, 18)",B,0.0,0.0
2021-01-04,20001,"[12, 18)",C,0.0,0.0
2021-01-04,20001,"[12, 18)",E,0.0,0.0
2021-01-04,20001,"[18, 25)",A,0.0,13.0
2021-01-04,20001,"[18, 25)",B,0.0,0.0
2021-01-04,20001,"[18, 25)",C,0.0,0.0
2021-01-04,20001,"[18, 25)",E,0.0,0.0
2021-01-04,20001,"[25, 35)",A,14.0,146.0
2021-01-04,20001,"[25, 35)",B,0.0,0.0
2021-01-04,20001,"[25, 35)",C,0.0,0.0
2021-01-04,20001,"[25, 35)",E,0.0,0.0
2021-01-04,20001,"[35, 45)",A,17.0,315.0
