social scenario,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
relaxation date,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01
daily vaccinations,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000
vaccination order,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young
results,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL
2021-07-16,592.77,595.5,471.375,709.05,7974.11,8011.0,6274.425,9317.724999999999,327.35,323.5,240.475,444.09999999999997,4834.05,4834.5,3581.8,6173.825,341.64,336.0,267.95,431.2999999999999,3793.63,3779.5,3112.475,4637.549999999999,198.1,198.0,157.425,243.57499999999996,2378.79,2366.5,2015.4499999999998,2964.675
2021-07-17,588.13,593.5,475.475,698.05,7938.27,7990.5,6316.7,9352.575,321.59,312.5,230.85,434.09999999999997,4778.71,4747.0,3479.125,6032.874999999999,344.51,341.0,262.79999999999995,438.09999999999997,3857.22,3856.0,3166.925,4591.424999999999,195.58,190.0,158.0,252.575,2385.73,2340.5,2044.375,2872.1249999999995
2021-07-18,581.39,582.5,455.79999999999995,710.8249999999998,7885.97,7951.5,6108.3,9228.349999999999,314.18,307.0,232.0,411.09999999999997,4698.23,4695.5,3446.225,5968.575,348.68,344.0,275.9,433.7249999999999,3901.6,3864.5,3228.8,4752.0999999999985,193.98,192.5,151.47500000000002,247.82499999999987,2385.94,2348.0,2018.225,2929.5
2021-07-19,571.38,571.0,457.85,677.7749999999999,7828.77,7905.0,6197.875,9206.35,306.32,302.5,219.0,413.525,4598.26,4569.5,3401.75,5893.125,348.45,349.0,271.375,436.2999999999999,3966.06,3952.0,3295.1499999999996,4780.275,192.05,189.0,157.0,247.19999999999993,2388.28,2345.0,2023.8999999999999,2993.6499999999987
2021-07-20,567.24,570.5,454.075,693.1999999999999,7787.06,7839.5,6231.95,9164.925,301.35,299.5,227.0,399.525,4531.36,4533.0,3340.325,5774.05,350.13,351.5,273.85,453.04999999999995,4014.7,3999.0,3256.3,4876.699999999999,190.51,187.5,148.47500000000002,242.14999999999992,2385.36,2351.5,2029.7,2956.874999999999
2021-07-21,556.03,561.0,447.475,698.3249999999997,7741.41,7822.5,6197.15,9100.5,292.37,288.0,208.47500000000002,402.1499999999999,4448.01,4453.0,3299.7,5765.674999999999,353.0,350.5,272.475,438.67499999999995,4043.4,4049.5,3293.875,5001.624999999999,189.31,183.5,143.475,247.52499999999998,2391.87,2374.5,2026.375,2889.1
2021-07-22,549.22,547.0,442.9,656.05,7672.79,7755.0,6147.5,8988.524999999998,286.72,287.5,213.8,393.7249999999999,4367.63,4392.5,3236.95,5665.299999999999,356.1,357.5,275.475,467.15,4089.94,4067.5,3327.8500000000004,5034.674999999999,186.62,184.0,145.475,252.19999999999993,2384.58,2353.0,1999.625,2954.2499999999995
2021-07-23,544.3,541.0,449.425,671.1499999999999,7617.69,7721.0,6108.775,8874.925,280.85,274.5,197.89999999999998,379.7249999999999,4289.29,4292.0,3159.9750000000004,5612.775,350.44,348.0,277.9,438.525,4130.3,4178.5,3374.075,5113.525,184.38,178.0,137.9,246.05,2363.66,2337.5,2013.8999999999999,2936.374999999999
2021-07-24,543.0,543.0,441.225,672.7249999999999,7531.29,7626.0,6066.175,8871.3,271.34,268.5,200.47500000000002,365.575,4197.19,4234.5,3122.575,5462.549999999999,352.94,353.0,266.425,447.77499999999986,4159.2,4164.5,3387.35,5077.999999999998,180.85,179.0,140.475,231.04999999999998,2361.79,2319.0,1997.325,2964.875
2021-07-25,530.76,531.5,421.9,653.7249999999999,7457.93,7496.5,6051.175,8723.75,266.47,266.5,197.475,360.54999999999984,4106.14,4123.5,3052.575,5361.299999999999,354.83,355.5,283.9,428.525,4193.51,4218.5,3338.1000000000004,5230.374999999998,177.38,175.0,134.95,237.0,2356.97,2343.5,1969.1,2980.7999999999993
2021-07-26,522.9,523.0,410.325,647.625,7392.82,7449.0,5927.05,8809.574999999997,256.51,246.5,187.425,360.19999999999993,4033.29,4044.5,2955.725,5327.35,352.02,348.0,278.9,468.19999999999993,4218.92,4223.0,3391.45,5213.899999999998,176.2,170.0,134.95,226.8749999999999,2338.86,2301.0,1937.35,2898.624999999999
2021-07-27,515.46,519.5,402.425,634.25,7324.35,7378.5,5968.675,8688.1,253.48,249.0,178.425,355.57499999999993,3956.57,3942.0,2920.8,5177.4,350.71,346.0,268.9,434.8749999999999,4239.77,4215.0,3398.95,5386.625,171.99,172.5,133.475,215.14999999999995,2317.69,2263.0,1957.4250000000002,2933.5249999999996
2021-07-28,508.06,511.0,385.70000000000005,637.5999999999998,7220.07,7276.0,5848.05,8515.2,244.85,235.5,171.47500000000002,332.04999999999995,3867.45,3853.0,2865.45,5133.9,347.31,344.0,277.95000000000005,433.8249999999999,4259.14,4269.5,3407.3500000000004,5211.4749999999985,172.45,170.0,131.425,223.575,2303.85,2289.5,1893.75,2911.3
2021-07-29,498.61,497.0,376.95000000000005,609.25,7142.27,7232.5,5770.275,8404.4,240.28,240.5,172.0,352.525,3797.88,3799.5,2740.3,5037.6,345.64,347.0,261.0,454.1499999999999,4287.21,4297.5,3439.125,5280.25,168.88,166.5,129.47500000000002,223.575,2283.02,2226.0,1877.0749999999998,2868.725
2021-07-30,489.19,481.5,388.42499999999995,613.15,7063.79,7104.5,5748.725,8449.375,237.77,239.0,172.475,327.0,3702.64,3679.5,2759.5,4899.95,344.35,347.0,264.8,435.57499999999993,4284.19,4305.5,3432.525,5365.8499999999985,169.12,164.0,127.9,238.67499999999995,2266.35,2204.0,1841.85,2826.4499999999994
2021-07-31,484.4,488.0,377.75,603.625,6975.83,7049.0,5633.6,8316.55,229.2,223.0,162.0,321.04999999999995,3625.97,3622.0,2650.8,4866.449999999999,344.06,341.0,265.275,440.04999999999995,4303.66,4327.0,3504.8500000000004,5412.25,161.35,155.0,121.475,221.34999999999988,2245.19,2186.5,1822.3249999999998,2889.1
2021-08-01,473.18,470.0,371.95000000000005,575.525,6902.01,6944.0,5619.275,8258.449999999999,222.99,216.0,152.85,309.525,3540.37,3524.0,2615.875,4760.025,345.24,348.0,265.325,435.57499999999993,4317.34,4344.5,3439.45,5442.174999999999,162.97,161.5,117.375,217.09999999999997,2233.37,2170.5,1813.475,2895.524999999999
2021-08-02,461.71,460.5,364.125,566.575,6798.51,6820.0,5547.25,8066.424999999999,216.68,208.5,151.47500000000002,307.0,3460.91,3455.5,2560.175,4676.624999999998,339.87,338.0,259.475,447.09999999999997,4315.18,4326.0,3499.9750000000004,5431.024999999999,160.19,156.5,119.475,220.575,2202.14,2166.5,1798.075,2838.1749999999993
2021-08-03,456.88,457.0,357.95,562.0999999999999,6701.76,6762.5,5475.25,7953.575,210.29,197.5,142.8,306.1499999999999,3392.0,3387.5,2436.95,4528.525,338.61,341.5,252.95,443.2499999999999,4322.58,4342.5,3464.2,5479.599999999999,156.0,151.5,116.0,206.575,2182.66,2130.5,1782.225,2797.974999999999
2021-08-04,450.13,450.0,351.45000000000005,566.9249999999998,6591.25,6653.5,5339.975,7888.65,206.5,204.0,141.0,293.62499999999994,3303.33,3254.5,2427.1,4593.724999999999,337.6,335.5,258.0,441.2249999999998,4290.28,4311.0,3376.8999999999996,5448.0,155.08,151.5,111.95,212.19999999999993,2155.97,2092.0,1740.625,2781.0
2021-08-05,440.2,436.0,342.85,546.675,6496.36,6540.0,5361.65,7759.1,202.04,191.0,142.475,285.67499999999995,3225.03,3129.0,2375.275,4446.449999999999,334.38,336.5,257.375,422.67499999999995,4306.83,4373.0,3418.725,5553.075,151.79,143.5,112.375,216.04999999999998,2128.48,2064.0,1696.4250000000002,2734.999999999999
2021-08-06,432.52,429.0,346.85,543.525,6398.7,6373.0,5224.475,7640.35,195.94,191.0,122.275,275.15,3153.38,3082.0,2313.55,4351.124999999999,332.55,330.0,252.0,433.3499999999999,4285.29,4353.5,3472.925,5475.724999999999,151.14,146.0,103.325,208.7249999999999,2106.53,2043.0,1684.85,2746.075
2021-08-07,424.05,423.5,323.7,531.05,6307.95,6353.5,5118.55,7668.85,190.0,186.0,131.475,282.575,3073.39,2975.5,2273.425,4253.9749999999985,328.45,325.5,257.375,420.39999999999986,4269.39,4294.0,3408.7749999999996,5425.95,145.81,142.0,104.95,210.52499999999998,2081.46,2036.0,1647.375,2759.449999999999
2021-08-08,412.01,406.5,326.85,515.1999999999999,6205.55,6226.0,5035.0,7507.375,185.05,181.0,115.425,272.54999999999984,2999.76,2967.0,2162.95,4140.324999999999,327.14,325.5,251.0,447.19999999999993,4243.71,4275.5,3382.3,5416.85,141.72,137.0,99.425,206.2999999999999,2045.94,1982.0,1631.875,2715.5249999999996
2021-08-09,404.26,405.0,320.55,517.2499999999999,6097.81,6117.0,4928.0,7400.775,179.5,171.0,116.95,264.04999999999995,2921.2,2875.5,2067.1,4071.4499999999994,320.46,320.5,244.89999999999998,427.27499999999975,4237.06,4306.0,3381.15,5420.924999999999,138.58,132.5,98.375,198.52499999999998,2012.13,1978.5,1584.3249999999998,2690.0249999999996
2021-08-10,393.91,385.0,302.375,493.62499999999994,5990.89,6014.0,4857.825,7227.325,173.44,165.0,124.425,258.525,2860.1,2797.5,2052.15,3923.025,320.18,321.5,239.125,415.2999999999999,4236.11,4223.0,3371.425,5440.174999999999,137.92,133.5,98.475,190.0,1979.64,1919.0,1545.3249999999998,2631.2749999999996
2021-08-11,384.66,379.0,299.9,480.57499999999993,5894.01,5962.0,4814.424999999999,7168.0,169.82,165.5,112.0,243.52499999999998,2786.34,2716.0,2018.95,3881.5499999999993,314.94,311.5,237.375,426.1499999999999,4196.41,4225.5,3353.55,5446.45,133.56,128.0,92.9,186.52499999999998,1944.19,1872.5,1511.975,2641.1499999999996
2021-08-12,376.08,375.0,286.8,469.67499999999995,5791.39,5776.0,4602.275,7011.825,161.98,157.0,98.475,242.52499999999998,2707.68,2670.0,1952.8,3801.575,310.67,304.5,238.0,412.15,4174.91,4268.0,3297.45,5427.099999999999,129.72,130.0,88.425,180.0,1913.93,1849.5,1513.275,2631.749999999999
2021-08-13,368.06,370.5,293.9,470.7749999999999,5670.37,5651.5,4530.275,6940.575,157.63,147.5,107.0,234.09999999999997,2637.09,2599.5,1896.9250000000002,3774.6999999999994,305.94,306.0,231.9,402.67499999999995,4151.1,4236.5,3280.8500000000004,5338.549999999998,129.35,126.5,89.425,185.67499999999995,1889.85,1827.0,1486.7,2588.774999999999
2021-08-14,358.4,360.5,272.225,443.09999999999997,5580.49,5559.0,4542.875,6708.074999999999,154.05,148.5,99.425,239.0,2578.16,2509.0,1850.0,3625.7999999999997,301.63,297.5,227.85000000000002,394.2999999999999,4123.97,4167.0,3281.125,5364.3499999999985,127.43,126.0,86.9,187.14999999999995,1851.39,1795.0,1445.45,2497.2
2021-08-15,354.8,357.5,275.9,452.67499999999995,5466.15,5443.5,4401.975,6637.574999999999,150.3,143.0,96.9,218.14999999999995,2502.36,2436.0,1777.725,3589.35,300.35,303.0,218.9,386.7999999999997,4072.21,4078.0,3253.375,5271.974999999999,123.02,120.5,86.375,191.09999999999997,1820.34,1762.0,1428.6999999999998,2494.7749999999996
2021-08-16,343.3,335.5,259.475,439.19999999999993,5365.22,5318.0,4194.325,6681.324999999999,146.43,138.0,94.475,218.67499999999995,2434.87,2363.0,1746.95,3517.524999999999,295.16,290.5,217.64999999999998,413.3499999999999,4051.25,4050.5,3230.9,5288.1,116.81,112.0,77.325,175.24999999999991,1781.92,1723.0,1363.975,2545.7999999999993
2021-08-17,332.65,324.0,263.375,434.1499999999999,5254.46,5256.5,4218.575,6383.45,140.63,132.5,85.0,226.575,2366.41,2307.5,1668.325,3399.5249999999996,293.9,291.5,221.65,376.67499999999995,4008.04,4018.0,3206.85,5206.15,118.14,111.0,82.94999999999999,178.14999999999995,1756.3,1669.5,1347.9499999999998,2458.075
2021-08-18,327.95,324.5,248.325,432.82499999999993,5142.87,5093.5,4145.75,6338.85,134.95,126.5,87.475,204.52499999999998,2300.81,2220.5,1590.65,3291.325,285.62,288.5,207.95,396.3499999999999,3979.21,3988.0,3209.425,5234.574999999999,111.53,110.0,78.475,158.77499999999992,1726.78,1652.5,1333.85,2459.6749999999993
2021-08-19,322.1,322.0,247.375,411.09999999999997,5016.97,5015.0,4077.95,6109.099999999999,132.01,126.0,79.95,202.52499999999998,2238.72,2184.5,1536.475,3197.825,279.42,280.5,210.95,376.15,3920.5,3937.5,3130.625,5083.375,107.7,101.5,73.475,170.8749999999999,1685.96,1612.0,1256.9,2396.124999999999
2021-08-20,311.22,307.0,238.425,398.7249999999999,4930.8,4924.5,3882.8500000000004,6004.6,129.37,120.5,80.475,199.575,2165.61,2091.0,1473.9,3176.549999999999,274.31,275.5,195.425,359.67499999999995,3883.91,3903.0,3075.375,5192.699999999999,108.7,105.5,73.475,148.52499999999998,1647.45,1583.0,1211.325,2360.0749999999994
2021-08-21,303.83,305.0,231.375,377.62499999999994,4814.45,4823.5,3852.85,5924.0,123.13,117.5,71.0,183.0,2112.97,2021.0,1487.475,3083.3999999999996,271.56,268.0,207.0,357.15,3848.36,3848.5,3024.7,5082.949999999999,103.82,100.0,61.425,153.04999999999998,1618.1,1570.5,1236.375,2341.9999999999995
2021-08-22,297.55,295.0,227.47500000000002,375.04999999999995,4727.4,4713.5,3756.6499999999996,5889.475,119.88,115.5,70.94999999999999,202.39999999999986,2050.47,1971.0,1396.125,2962.3499999999995,269.35,270.5,199.85,363.525,3792.03,3796.0,2978.225,5046.975,102.79,98.5,69.475,153.62499999999994,1580.26,1503.5,1168.325,2309.2
2021-08-23,288.84,290.0,216.475,376.15,4606.98,4632.5,3667.375,5647.849999999999,117.25,111.5,70.94999999999999,183.575,1989.3,1922.5,1335.9,2980.625,263.86,264.5,193.47500000000002,348.7249999999999,3744.59,3763.5,2886.125,4957.125,101.36,97.0,64.475,158.09999999999997,1548.5,1491.5,1129.875,2317.575
2021-08-24,281.57,280.0,210.375,369.0,4515.74,4484.0,3595.225,5650.025,111.97,106.5,67.425,177.2999999999999,1930.33,1858.5,1327.5500000000002,2880.6749999999993,260.79,255.0,186.475,358.05,3692.41,3682.5,2953.425,4888.15,96.39,95.0,62.0,147.0,1512.64,1448.0,1114.8,2211.35
2021-08-25,273.04,269.0,196.9,354.7249999999999,4405.46,4438.5,3456.175,5442.075,106.68,100.0,64.95,170.52499999999998,1886.93,1825.5,1267.0,2797.874999999999,256.15,253.5,186.475,344.04999999999995,3648.08,3674.0,2805.3,4843.875,96.41,93.0,64.95,157.0,1479.7,1423.5,1062.0,2181.2749999999996
2021-08-26,267.53,264.5,200.325,361.04999999999995,4303.34,4323.5,3380.025,5432.1,103.83,99.0,58.425,168.2999999999999,1819.59,1792.0,1195.875,2750.9999999999995,248.53,251.0,172.7,324.7249999999999,3600.55,3615.5,2755.35,4809.599999999999,92.5,89.0,61.949999999999996,145.575,1446.19,1391.5,1036.9,2148.05
2021-08-27,261.48,258.0,194.475,341.09999999999997,4211.82,4213.5,3304.225,5265.575,102.3,97.5,60.474999999999994,167.52499999999998,1772.34,1722.5,1210.9,2636.35,246.96,244.0,187.95,327.67499999999995,3550.08,3546.0,2764.075,4644.9,88.82,84.0,55.95,149.0,1404.6,1351.5,979.7750000000001,2118.2999999999993
2021-08-28,250.96,251.5,179.75,324.57499999999993,4104.47,4106.5,3237.425,5165.25,98.24,93.5,54.425,167.09999999999997,1708.1,1635.5,1142.75,2539.0999999999995,244.97,240.0,184.0,339.04999999999995,3507.54,3514.5,2724.2,4603.775,87.05,82.0,58.475,142.19999999999993,1383.65,1325.5,1009.025,2033.575
2021-08-29,246.9,243.0,171.65,325.19999999999993,4014.78,4026.5,3144.15,5108.074999999999,96.68,90.0,54.0,155.52499999999998,1669.29,1614.0,1101.4,2538.7,236.68,232.0,174.475,332.67499999999995,3457.84,3445.5,2677.125,4596.2249999999985,83.92,79.5,49.425,139.2999999999999,1350.4,1286.0,950.725,2043.5
2021-08-30,243.82,239.0,180.95,328.525,3923.29,3928.5,3056.55,5005.25,91.19,86.5,54.0,150.67499999999995,1602.61,1537.0,1034.7,2467.824999999999,234.11,231.5,169.95,322.575,3403.26,3378.5,2603.4,4543.8499999999985,83.69,82.5,51.474999999999994,145.04999999999998,1314.49,1259.0,904.3499999999999,2006.8249999999998
2021-08-31,233.44,230.0,166.375,309.04999999999995,3832.5,3767.0,2987.325,4914.299999999999,88.8,85.5,54.0,142.575,1563.33,1506.0,992.325,2412.2749999999996,231.73,231.5,167.425,311.04999999999995,3364.71,3341.5,2546.175,4499.874999999999,78.69,76.0,47.0,130.52499999999998,1285.08,1231.5,861.3,1961.8999999999992
2021-09-01,231.06,229.5,165.325,303.82499999999993,3739.34,3738.0,2892.7,4795.9749999999985,84.51,82.0,46.900000000000006,141.7249999999999,1521.31,1442.5,966.375,2346.575,228.86,226.0,168.425,328.9499999999997,3314.42,3308.0,2508.55,4394.674999999999,77.48,76.5,46.474999999999994,134.52499999999998,1252.41,1188.5,868.75,1895.499999999999
