social scenario,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
relaxation date,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01,2021-06-01
daily vaccinations,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000,40000,40000,40000,40000,40000,40000,40000,40000,60000,60000,60000,60000,60000,60000,60000,60000
vaccination order,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young,old --> young
results,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL,incidences_mean,incidences_median,incidences_LL,incidences_UL,load_mean,load_median,load_LL,load_UL
2021-02-13,136.09,135.0,114.425,167.575,1740.89,1743.5,1626.8,1851.35,136.7,139.0,112.475,158.62499999999994,1741.23,1747.0,1639.75,1837.525,135.67,137.0,113.475,163.14999999999995,1732.12,1733.5,1614.95,1831.3,134.56,134.0,113.0,155.0,1733.9,1732.0,1629.425,1834.575
2021-02-14,136.23,137.0,114.475,160.04999999999998,1740.78,1738.0,1640.375,1854.525,136.41,138.0,112.475,159.04999999999998,1733.14,1737.0,1626.375,1844.5499999999997,133.2,132.5,116.0,155.0,1737.49,1734.0,1642.9499999999998,1847.675,137.96,137.0,108.0,168.04999999999998,1733.42,1735.0,1621.3249999999998,1856.775
2021-02-15,136.6,136.0,110.95,162.04999999999998,1747.69,1748.0,1620.85,1870.1,138.47,136.5,118.475,165.04999999999998,1747.38,1740.5,1643.975,1859.0,137.33,138.0,115.0,167.52499999999998,1734.2,1734.0,1624.125,1841.5749999999998,137.87,138.0,113.0,165.52499999999998,1745.19,1743.5,1633.475,1856.9249999999997
2021-02-16,139.59,139.5,112.475,169.62499999999994,1746.09,1741.0,1625.475,1880.05,137.56,137.0,114.9,161.52499999999998,1743.73,1742.0,1624.6,1875.575,139.73,139.0,116.95,167.04999999999998,1750.14,1749.5,1638.85,1873.525,138.91,138.0,113.475,168.52499999999998,1746.33,1742.5,1609.6,1881.525
2021-02-17,140.97,138.0,117.475,171.04999999999998,1751.98,1748.5,1622.225,1916.8749999999998,139.96,137.5,116.0,169.575,1758.6,1760.0,1654.35,1883.575,139.84,138.5,115.425,167.575,1753.2,1748.5,1647.9499999999998,1881.5749999999998,137.44,137.0,113.475,166.09999999999997,1762.23,1756.0,1653.9,1895.5749999999998
2021-02-18,142.84,139.0,118.0,184.14999999999995,1762.37,1753.0,1633.6,1924.0500000000002,139.64,136.5,117.0,173.52499999999998,1758.56,1747.5,1639.9,1908.9249999999997,140.88,140.0,116.0,177.04999999999998,1755.23,1759.5,1616.875,1922.625,141.23,138.0,117.475,169.04999999999998,1765.07,1750.0,1635.025,1900.675
2021-02-19,139.47,137.0,106.95,173.52499999999998,1771.97,1767.5,1641.475,1954.1999999999998,140.21,138.0,115.0,176.0,1777.37,1771.0,1632.475,1922.525,138.43,137.0,113.475,176.52499999999998,1762.11,1756.0,1647.0,1910.3749999999998,139.43,137.0,114.94999999999999,179.04999999999998,1764.6,1756.5,1639.65,1924.575
2021-02-20,141.65,138.0,113.9,178.52499999999998,1774.34,1764.5,1631.9,1970.15,140.93,137.5,113.475,181.52499999999998,1774.31,1759.5,1638.0,1977.5749999999998,137.94,137.5,112.475,178.0,1758.94,1747.5,1609.55,1926.7499999999998,141.44,138.5,115.425,175.09999999999997,1764.27,1748.5,1611.025,1933.525
2021-02-21,140.92,137.5,111.95,181.8749999999999,1773.22,1755.5,1620.0,1998.1999999999998,141.15,137.0,115.475,191.14999999999995,1774.5,1758.5,1628.475,1997.5749999999998,138.23,136.0,110.425,184.09999999999997,1774.48,1752.0,1638.0,1994.2499999999998,139.96,138.0,113.325,179.09999999999997,1772.06,1770.0,1621.95,1948.1499999999999
2021-02-22,140.4,140.0,115.0,171.0,1784.37,1768.0,1646.225,1983.1,139.4,137.5,117.0,178.62499999999994,1771.27,1741.5,1644.375,2007.5249999999996,137.53,135.0,112.475,174.52499999999998,1776.0,1763.5,1616.275,2015.9249999999997,137.94,136.0,111.0,177.09999999999997,1780.85,1762.5,1646.85,1993.35
2021-02-23,138.92,134.5,114.425,189.19999999999993,1785.07,1751.0,1625.475,2033.5999999999997,138.22,135.5,114.475,182.0,1773.42,1744.5,1624.85,2008.725,139.45,135.0,112.9,177.0,1775.16,1754.5,1633.425,1991.675,139.53,136.5,114.0,181.09999999999997,1774.31,1744.5,1602.6,2019.525
2021-02-24,138.74,135.0,108.375,183.575,1790.2,1750.5,1618.375,2097.525,139.25,136.5,114.94999999999999,176.0,1776.76,1740.5,1645.225,2060.0249999999996,139.35,135.5,111.475,179.04999999999998,1780.65,1751.5,1630.95,2033.975,137.58,132.5,112.95,192.04999999999998,1782.74,1751.0,1660.8,2030.3999999999996
2021-02-25,139.64,135.5,112.42500000000001,188.04999999999998,1786.72,1733.0,1572.75,2118.0,140.17,134.5,111.475,185.7249999999999,1778.77,1749.0,1614.0,2046.5749999999998,138.99,134.5,107.9,183.575,1776.57,1748.5,1628.3000000000002,2047.725,140.39,135.5,106.9,180.52499999999998,1784.52,1754.5,1629.85,2051.075
2021-02-26,141.65,134.5,110.0,188.575,1797.86,1762.5,1624.125,2100.6,136.93,130.5,108.0,190.7249999999999,1778.48,1734.0,1615.375,2127.525,140.61,135.0,109.0,194.04999999999998,1770.96,1739.5,1620.4250000000002,2076.05,139.19,134.5,106.0,184.0,1783.63,1742.0,1621.95,2080.1
2021-02-27,143.13,138.5,110.475,205.7249999999999,1798.92,1762.5,1582.9499999999998,2153.525,136.84,132.5,104.475,185.575,1787.93,1736.5,1635.65,2130.975,141.25,137.0,108.9,190.04999999999998,1785.1,1738.5,1613.85,2097.5999999999995,141.61,135.0,105.9,203.0,1793.37,1750.0,1605.95,2145.2
2021-02-28,140.72,131.0,108.94999999999999,202.62499999999994,1797.71,1738.0,1606.1750000000002,2189.0,141.88,137.0,109.0,201.67499999999995,1791.45,1740.5,1618.375,2153.374999999999,140.38,138.0,112.95,180.575,1790.96,1752.0,1622.9,2132.05,143.66,139.0,110.425,189.04999999999998,1795.15,1747.5,1622.6,2168.55
2021-03-01,145.53,138.0,109.475,197.52499999999998,1804.37,1735.5,1598.475,2246.45,142.65,138.0,110.95,202.575,1795.17,1739.0,1606.85,2183.2499999999995,144.2,137.5,112.95,195.04999999999998,1797.82,1728.0,1620.475,2199.7999999999997,144.4,138.0,114.375,198.09999999999997,1805.34,1743.0,1615.85,2181.3
2021-03-02,145.5,136.0,110.475,203.52499999999998,1814.26,1734.0,1620.4250000000002,2289.575,144.75,138.0,109.475,204.0,1803.92,1735.5,1605.8,2235.825,146.02,140.5,109.475,201.09999999999997,1806.39,1740.0,1599.475,2191.2,145.62,143.0,103.94999999999999,209.09999999999997,1806.14,1753.5,1612.325,2220.7749999999996
2021-03-03,147.18,138.0,110.95,207.575,1827.45,1753.5,1591.275,2292.1,148.09,138.5,111.9,206.0,1802.95,1730.0,1611.85,2255.925,146.98,141.0,114.85,194.52499999999998,1810.16,1749.5,1598.075,2248.575,148.02,145.0,113.94999999999999,201.0,1812.41,1760.5,1590.6,2248.825
2021-03-04,150.78,142.0,116.0,218.09999999999997,1834.88,1760.0,1590.9,2311.15,148.1,144.0,109.475,202.04999999999998,1823.1,1746.0,1626.1750000000002,2290.875,149.72,144.5,116.475,205.04999999999998,1831.41,1769.5,1614.425,2251.3,149.54,143.5,114.425,216.04999999999998,1819.58,1752.5,1597.475,2274.125
2021-03-05,153.9,142.5,117.0,220.52499999999998,1847.93,1767.0,1575.65,2351.1499999999996,152.13,142.0,114.94999999999999,218.52499999999998,1831.8,1744.5,1602.8000000000002,2328.6499999999996,152.09,145.5,109.94999999999999,205.575,1848.07,1795.0,1612.75,2322.6499999999996,151.1,144.0,113.325,213.67499999999995,1840.55,1762.5,1616.275,2330.075
2021-03-06,155.66,142.5,108.425,227.0,1865.72,1776.5,1595.1750000000002,2400.85,154.14,146.0,118.0,223.14999999999995,1851.03,1768.0,1617.325,2360.3,156.73,149.0,123.425,215.52499999999998,1866.78,1789.5,1607.9499999999998,2361.6249999999995,155.0,149.0,110.325,217.52499999999998,1852.2,1793.0,1615.6,2317.25
2021-03-07,158.03,150.5,116.475,236.67499999999995,1884.07,1783.0,1603.85,2480.675,158.37,146.0,119.475,227.62499999999994,1872.93,1766.5,1645.125,2454.125,158.36,152.5,116.0,218.82499999999987,1879.5,1826.5,1609.55,2346.2749999999996,158.83,153.0,119.475,218.62499999999994,1876.59,1803.0,1624.125,2399.125
2021-03-08,163.84,153.5,118.475,249.87499999999986,1898.8,1782.0,1611.95,2496.525,160.65,150.0,115.425,236.04999999999998,1882.08,1766.0,1625.475,2456.675,162.75,157.0,119.0,216.575,1903.84,1838.0,1616.725,2386.075,159.6,152.5,115.475,237.575,1892.11,1824.5,1607.0,2432.6249999999995
2021-03-09,162.96,154.0,112.95,235.52499999999998,1923.83,1811.5,1585.8,2534.3,164.96,155.0,120.425,246.09999999999997,1907.6,1797.0,1605.8,2534.3749999999995,168.54,162.0,122.475,239.04999999999998,1931.95,1867.5,1618.975,2463.25,164.67,156.0,122.94999999999999,234.7249999999999,1923.04,1839.0,1644.7,2507.6499999999996
2021-03-10,169.06,161.5,119.475,243.67499999999995,1951.06,1841.0,1634.125,2560.675,166.61,159.0,123.0,230.7249999999999,1928.07,1806.5,1634.85,2550.8999999999996,171.25,167.0,119.94999999999999,235.52499999999998,1958.43,1891.5,1626.95,2514.1,170.42,159.0,119.475,244.04999999999995,1948.1,1857.0,1643.925,2542.625
2021-03-11,175.3,167.5,126.475,244.62499999999997,1975.98,1865.0,1612.675,2650.6499999999996,169.46,158.0,125.475,251.14999999999995,1950.67,1821.5,1641.0,2632.45,177.83,175.0,124.325,247.52499999999998,1998.11,1932.5,1676.4250000000002,2537.3999999999996,175.14,171.0,123.89999999999999,253.14999999999995,1967.74,1894.5,1667.225,2595.925
2021-03-12,178.03,169.5,129.0,245.52499999999998,1997.76,1884.0,1582.85,2714.0249999999996,176.34,170.5,124.9,261.8749999999999,1981.87,1851.0,1658.225,2678.7749999999996,177.78,174.5,128.475,250.19999999999993,2010.91,1925.5,1671.85,2598.55,181.08,175.0,126.27499999999999,251.57499999999996,2008.91,1921.0,1652.0,2602.1000000000004
2021-03-13,180.86,175.5,118.42500000000001,264.04999999999995,2035.52,1923.5,1652.475,2824.8999999999996,177.59,167.0,132.475,258.525,2013.8,1894.5,1659.45,2728.8499999999995,187.05,187.0,125.0,263.62499999999994,2062.93,2015.0,1652.75,2675.3749999999995,183.74,175.0,129.47500000000002,262.525,2043.3,1971.5,1648.65,2699.5499999999997
2021-03-14,185.46,176.5,124.95,268.0,2069.76,1963.0,1632.8000000000002,2807.725,183.58,175.5,128.475,266.0,2045.73,1939.5,1668.4499999999998,2820.9249999999997,192.49,190.5,133.475,262.1499999999999,2091.51,2023.0,1653.375,2755.45,188.81,184.0,124.0,269.04999999999995,2079.06,2011.0,1710.225,2766.625
2021-03-15,193.0,181.0,134.425,279.09999999999997,2107.53,2003.0,1649.8,2895.55,189.57,180.0,134.47500000000002,272.09999999999997,2079.85,1973.0,1678.9499999999998,2896.0249999999996,195.7,196.5,132.0,267.2999999999999,2135.74,2086.0,1706.025,2770.2,194.32,194.0,131.425,261.575,2122.99,2051.0,1719.9499999999998,2830.6499999999996
2021-03-16,193.25,185.0,130.475,284.0,2144.06,2037.0,1666.275,2982.825,191.71,185.5,133.375,277.39999999999986,2115.85,2017.0,1656.4250000000002,2940.5249999999996,200.43,197.5,128.95,276.04999999999995,2178.11,2131.5,1694.95,2841.675,197.3,196.0,130.425,272.0749999999998,2163.74,2102.0,1701.95,2884.95
2021-03-17,201.55,199.0,129.95,297.575,2195.02,2083.5,1691.4250000000002,3008.3999999999996,198.96,192.5,132.0,293.0,2155.55,2038.0,1696.5,2970.7749999999996,205.63,204.5,135.475,277.04999999999995,2229.55,2193.0,1735.6,2899.575,203.07,204.5,138.475,276.04999999999995,2205.89,2137.0,1712.975,3028.0
2021-03-18,202.95,192.5,131.9,298.575,2229.6,2133.5,1684.975,3095.5249999999996,204.05,192.0,132.475,297.04999999999995,2196.66,2088.5,1710.275,3080.5249999999996,209.05,206.5,137.0,282.0,2267.47,2220.5,1701.8,3007.1749999999997,207.05,205.5,133.95,286.575,2237.11,2166.5,1721.375,2989.1
2021-03-19,211.44,204.0,127.325,310.575,2277.96,2182.5,1691.1750000000002,3190.7749999999996,210.39,203.0,135.475,304.92499999999984,2246.72,2124.5,1721.9,3111.999999999999,216.15,212.0,145.425,289.04999999999995,2318.55,2290.0,1711.225,3060.3249999999994,214.03,211.0,140.425,294.575,2291.1,2238.0,1737.875,3085.8499999999995
2021-03-20,215.44,212.5,130.475,313.62499999999994,2320.26,2213.5,1694.775,3228.725,211.87,203.5,128.0,319.67499999999995,2292.29,2184.0,1723.975,3237.5249999999996,223.52,221.0,147.8,301.525,2376.59,2347.5,1756.475,3136.5,218.94,221.0,142.025,301.7749999999999,2340.74,2284.0,1759.75,3135.499999999999
2021-03-21,221.03,217.5,133.475,321.2499999999999,2370.67,2279.5,1671.475,3326.15,218.84,212.0,143.475,317.575,2333.28,2198.5,1712.475,3282.9249999999997,229.05,229.5,140.375,329.8749999999999,2418.61,2377.0,1775.075,3176.25,226.86,223.0,142.475,321.04999999999995,2403.9,2366.0,1790.4,3209.5249999999996
2021-03-22,228.12,228.0,136.47500000000002,331.525,2427.37,2332.5,1752.9,3424.2999999999997,224.89,220.5,141.425,333.0,2389.62,2304.0,1735.45,3357.95,238.05,240.0,138.8,328.525,2483.59,2452.0,1789.975,3272.75,230.36,227.0,136.0,309.525,2449.68,2407.5,1821.0,3328.2999999999997
2021-03-23,231.18,221.0,138.95,353.62499999999994,2482.67,2384.5,1739.85,3440.7749999999996,228.63,224.5,140.0,325.15,2441.89,2327.5,1753.6999999999998,3427.2,242.88,242.5,156.0,318.0,2541.92,2553.0,1809.425,3341.525,235.74,234.0,142.8,331.2499999999999,2502.39,2456.0,1799.4499999999998,3369.6499999999996
2021-03-24,238.47,232.5,135.475,350.09999999999997,2532.21,2439.0,1758.325,3568.675,236.02,231.0,148.47500000000002,347.04999999999995,2493.09,2410.0,1743.275,3559.925,248.97,244.0,144.375,337.525,2600.46,2610.5,1888.025,3449.525,245.17,245.5,152.85,344.67499999999995,2570.61,2538.5,1811.4250000000002,3521.2999999999997
2021-03-25,244.37,240.5,139.425,357.04999999999995,2599.24,2521.5,1807.025,3644.3,239.7,230.5,145.325,346.09999999999997,2560.35,2473.5,1837.4,3624.074999999999,253.34,254.0,158.85000000000002,335.57499999999993,2671.08,2636.0,1853.325,3533.8499999999995,251.06,254.5,152.6,340.525,2630.9,2625.5,1834.65,3604.224999999999
2021-03-26,251.83,248.5,150.75,357.525,2655.99,2578.5,1793.4499999999998,3696.95,247.5,243.0,142.0,371.525,2614.73,2535.0,1821.15,3738.4499999999994,262.62,266.5,164.95,352.09999999999997,2736.6,2806.0,1874.35,3602.45,258.27,260.5,160.0,361.7249999999999,2695.95,2686.5,1851.125,3689.35
2021-03-27,258.38,252.0,147.95,371.67499999999995,2726.03,2650.0,1850.275,3832.875,254.33,250.0,153.0,361.04999999999995,2676.52,2573.5,1834.975,3811.2,269.5,273.5,156.95,361.09999999999997,2799.84,2824.5,1880.05,3656.9499999999994,263.45,264.5,168.75,370.05,2766.23,2731.0,1886.8,3771.374999999999
2021-03-28,262.47,255.0,149.375,386.2999999999999,2781.2,2728.5,1793.475,3891.3999999999996,258.53,251.5,149.85,388.15,2741.84,2656.0,1877.0,3893.0749999999994,278.24,279.0,164.85,367.04999999999995,2866.98,2886.5,1934.375,3775.325,270.49,269.5,168.85000000000002,372.67499999999995,2832.1,2834.5,1911.225,3843.75
2021-03-29,270.98,267.0,157.0,405.2499999999999,2855.83,2790.0,1878.125,4091.1499999999996,262.16,266.0,158.47500000000002,373.67499999999995,2805.74,2733.0,1881.275,3972.95,281.92,290.5,169.475,376.4499999999998,2936.92,2956.0,1925.6999999999998,3847.2749999999996,275.89,277.0,161.375,381.2499999999999,2898.57,2900.5,1912.8,4000.5999999999995
2021-03-30,270.71,267.0,153.425,391.625,2920.02,2860.5,1906.225,4123.2,267.91,263.5,161.375,391.67499999999995,2866.43,2777.5,1889.75,4124.225,286.15,284.0,174.95,390.525,3006.25,3051.0,1991.325,3968.625,280.21,280.0,160.475,381.525,2966.28,2958.5,1961.75,4050.2999999999997
2021-03-31,276.22,274.5,156.375,396.04999999999995,2970.26,2907.5,1875.7,4145.825,271.37,267.5,156.9,403.15,2923.75,2847.0,1890.5,4111.599999999999,288.17,293.0,175.325,384.525,3071.79,3112.5,1925.8,4033.9749999999995,283.78,282.5,165.475,389.575,3035.32,3003.0,1959.325,4117.499999999999
2021-04-01,275.89,271.0,155.85000000000002,391.57499999999993,3041.48,2975.0,1871.45,4288.45,275.05,276.5,152.9,385.2999999999999,2977.73,2925.0,1954.4750000000001,4275.575,287.08,291.0,169.45,382.1499999999999,3133.63,3126.5,1997.75,4205.35,283.89,287.5,164.95,387.5999999999998,3095.02,3094.0,1977.675,4209.6
2021-04-02,279.2,276.5,161.8,398.09999999999997,3080.6,3049.0,1924.225,4355.25,273.32,275.5,154.0,385.09999999999997,3035.65,2946.5,1937.375,4321.2,291.63,304.0,168.925,386.09999999999997,3188.62,3246.0,2011.8000000000002,4231.924999999999,282.92,284.0,173.45,376.54999999999984,3140.85,3137.0,2010.35,4223.349999999999
2021-04-03,278.16,275.5,158.60000000000002,391.525,3136.11,3073.0,1921.65,4393.825000000001,276.81,275.0,163.95,390.525,3072.04,2973.5,1904.825,4346.875,287.49,297.0,166.0,365.525,3248.82,3322.0,1973.75,4212.125,283.94,288.5,169.225,393.525,3185.21,3180.0,2031.375,4280.749999999998
2021-04-04,277.21,275.0,137.425,390.09999999999997,3169.95,3117.0,1932.85,4514.375,272.71,268.5,157.95,392.77499999999986,3120.79,3038.5,1944.1,4473.474999999999,288.66,293.0,171.375,378.62499999999994,3279.85,3301.0,2083.4750000000004,4278.725,284.9,284.5,163.85000000000002,377.575,3237.4,3279.0,2063.2250000000004,4375.549999999999
2021-04-05,275.23,281.0,149.45,387.0,3210.76,3164.0,1928.95,4536.099999999999,270.43,263.5,140.325,391.2499999999999,3148.74,3084.0,1975.675,4415.299999999999,284.8,293.0,152.95,372.525,3339.82,3411.5,2086.75,4379.55,283.32,288.0,167.7,369.62499999999994,3281.17,3307.0,2067.825,4422.65
2021-04-06,271.51,272.0,140.475,390.525,3247.88,3192.0,1920.8,4592.575,268.45,266.0,142.55,374.0,3180.87,3114.0,1955.475,4570.7,283.36,285.5,176.425,365.0,3360.96,3404.0,2061.4,4377.7249999999985,282.82,290.5,161.47500000000002,382.1499999999999,3310.03,3312.0,2056.225,4471.174999999999
2021-04-07,272.03,268.0,147.9,402.8249999999999,3276.53,3226.0,1937.925,4582.575,265.11,263.0,151.85,372.0,3215.06,3142.0,1937.7,4518.025,279.66,287.5,168.47500000000002,371.2999999999999,3386.72,3429.5,2040.575,4423.525,277.76,276.5,162.75,373.7249999999999,3332.75,3344.0,2060.55,4515.549999999999
2021-04-08,268.69,261.0,140.9,391.39999999999986,3278.83,3204.5,1912.2,4595.375,260.41,256.0,156.47500000000002,373.04999999999995,3223.78,3191.5,1929.125,4515.924999999999,278.42,286.0,163.975,360.82499999999993,3402.52,3460.5,2068.1,4450.5,275.51,276.0,165.0,366.7249999999999,3352.32,3363.5,2021.1000000000001,4462.65
2021-04-09,261.25,256.5,132.475,379.49999999999983,3298.01,3302.0,1849.25,4620.4,259.67,260.5,155.85000000000002,373.67499999999995,3246.65,3170.5,1928.0,4649.674999999999,275.91,280.0,161.325,376.2499999999999,3418.17,3504.5,2112.975,4480.625,267.36,272.5,155.625,353.15,3374.75,3376.5,2056.8,4601.699999999999
2021-04-10,257.54,253.5,140.65,385.7749999999999,3296.36,3266.5,1837.925,4615.6,254.14,251.5,145.325,364.2499999999999,3250.89,3176.5,1933.0500000000002,4597.85,272.7,278.5,159.9,360.625,3415.0,3527.0,2057.225,4514.174999999999,269.09,272.5,154.9,357.525,3372.86,3338.0,2060.025,4538.0
2021-04-11,252.26,254.5,138.375,365.575,3307.62,3288.5,1869.075,4636.725,251.6,248.0,141.0,362.575,3249.13,3192.5,1879.75,4553.275,263.96,265.0,154.95,346.67499999999995,3437.99,3524.5,2085.4,4454.925,261.17,266.0,163.125,359.15,3382.51,3411.5,2105.8,4577.3499999999985
2021-04-12,248.8,247.5,134.47500000000002,341.525,3289.64,3267.0,1841.05,4625.799999999999,243.44,245.0,145.425,335.77499999999986,3241.51,3190.0,1899.0500000000002,4625.924999999999,259.73,265.0,149.375,339.57499999999993,3420.76,3506.5,2095.725,4436.5,259.58,264.0,154.7,342.575,3378.7,3418.5,2065.425,4562.4
2021-04-13,246.98,248.5,137.275,344.525,3274.59,3255.0,1858.775,4591.725,244.74,244.0,141.325,351.0,3232.82,3177.5,1888.9499999999998,4549.625,255.58,260.5,154.75,341.04999999999995,3410.85,3491.5,2053.225,4420.4,252.83,253.5,157.7,337.0,3362.92,3374.0,2107.75,4490.174999999998
2021-04-14,242.31,240.0,123.95,345.04999999999995,3282.23,3238.0,1849.275,4544.25,241.27,244.0,126.925,348.15,3204.32,3152.0,1839.2,4545.074999999999,252.89,258.5,146.15,330.19999999999993,3394.88,3512.0,2042.1,4434.275,247.13,251.0,147.45,325.2499999999999,3352.88,3380.0,2047.025,4472.375
2021-04-15,237.97,231.0,123.75,334.1499999999999,3260.67,3237.5,1807.6999999999998,4599.575000000001,232.61,235.0,136.85000000000002,335.82499999999993,3199.44,3142.5,1869.3000000000002,4500.849999999999,245.61,256.0,155.0,313.7749999999999,3380.7,3473.5,2091.05,4382.675,244.32,248.5,151.75,315.04999999999995,3329.76,3312.0,2034.775,4431.324999999999
2021-04-16,231.94,228.0,124.125,322.62499999999994,3225.94,3241.5,1787.825,4532.049999999999,231.06,233.5,127.475,322.05,3183.25,3146.0,1853.0,4475.725,240.59,242.5,140.375,309.7749999999999,3361.54,3464.5,2007.85,4385.625,239.22,237.5,147.97500000000002,318.575,3323.91,3309.0,1983.2,4488.4
2021-04-17,229.68,229.0,119.9,333.04999999999995,3199.58,3171.5,1744.725,4470.525,224.72,224.0,125.225,315.19999999999993,3156.57,3105.5,1741.375,4466.35,237.15,244.0,142.0,312.19999999999993,3328.89,3451.0,2047.05,4318.575,232.9,237.0,140.025,301.09999999999997,3288.22,3338.0,2028.625,4359.099999999999
2021-04-18,224.64,219.0,128.89999999999998,328.04999999999995,3177.49,3185.0,1790.8,4374.875,220.64,223.0,117.125,312.15,3120.73,3097.0,1817.425,4346.049999999999,230.53,236.0,143.125,294.09999999999997,3300.7,3404.5,1999.55,4253.625,227.2,230.0,127.07499999999999,301.67499999999995,3257.34,3256.5,1946.45,4358.45
2021-04-19,216.51,214.5,111.0,300.04999999999995,3140.2,3143.0,1775.525,4392.15,212.58,206.0,125.375,305.09999999999997,3090.46,3078.5,1805.925,4304.625,226.55,229.5,132.425,295.3499999999999,3261.09,3375.5,1957.0500000000002,4253.924999999999,220.66,226.0,126.425,297.09999999999997,3225.12,3246.5,1969.0,4271.675
2021-04-20,210.58,210.0,117.95,294.575,3106.45,3095.0,1755.3,4324.075,210.57,215.5,122.475,292.04999999999995,3051.6,3009.0,1749.1,4277.274999999999,222.06,227.0,124.35,292.525,3232.88,3330.0,1972.65,4173.35,219.93,223.5,120.975,295.57499999999993,3184.49,3224.0,1966.225,4140.025
2021-04-21,205.33,206.0,112.42500000000001,291.19999999999993,3065.91,3031.5,1714.375,4243.575,201.33,200.5,115.80000000000001,288.09999999999997,3013.96,3005.0,1722.3,4205.65,216.37,217.0,123.75,285.8749999999999,3187.86,3261.5,1940.0,4101.275,213.96,217.0,133.125,284.67499999999995,3140.45,3191.0,1940.625,4157.974999999999
2021-04-22,199.93,200.0,112.475,279.525,3028.95,3030.0,1689.975,4192.75,197.9,198.5,108.0,284.15,2976.47,2953.5,1687.0,4103.0,211.6,213.5,128.89999999999998,275.04999999999995,3142.23,3223.0,1898.4499999999998,4091.9499999999994,208.18,209.0,130.375,285.67499999999995,3096.07,3139.5,1894.675,4102.299999999999
2021-04-23,196.64,195.5,111.75,278.1499999999999,2979.52,2983.0,1619.725,4096.75,191.76,194.5,106.225,266.05,2929.42,2881.0,1669.625,4033.575,204.88,210.0,119.85,269.0,3104.1,3221.5,1909.15,3935.8749999999995,202.38,203.0,126.0,268.0,3056.68,3048.0,1898.2,4018.7999999999984
2021-04-24,193.91,188.5,115.425,269.09999999999997,2929.16,2902.5,1608.6,4034.0499999999997,189.78,192.0,117.0,268.525,2886.08,2868.0,1646.775,3980.3999999999996,199.87,204.0,121.475,257.0,3045.77,3128.0,1850.5749999999998,3926.1499999999996,198.41,196.5,123.125,261.2499999999999,3005.85,3016.0,1836.825,3940.449999999999
2021-04-25,187.72,189.0,109.125,263.0,2893.25,2899.0,1589.85,4006.1499999999996,186.66,184.5,107.475,263.7249999999999,2836.22,2842.5,1630.4250000000002,3888.2249999999995,197.17,200.0,122.475,264.15,3009.78,3113.0,1769.325,3868.575,193.71,193.0,118.75,248.0,2957.64,2997.5,1771.025,3880.2249999999995
2021-04-26,183.49,184.0,96.0,248.67499999999995,2852.94,2863.5,1606.95,3913.975,181.67,181.5,113.17500000000001,250.575,2792.27,2744.5,1588.7,3800.5999999999995,191.04,197.0,113.475,252.0,2957.28,3036.5,1797.1999999999998,3795.3,190.3,191.5,112.17500000000001,244.575,2915.69,2957.5,1804.9,3818.1749999999993
2021-04-27,179.85,183.0,102.65,249.92499999999984,2801.71,2791.0,1562.525,3827.625,179.7,182.5,97.475,256.09999999999997,2759.27,2717.5,1594.65,3798.45,189.33,192.5,114.475,245.04999999999998,2906.53,3002.5,1700.8000000000002,3696.95,182.56,185.5,115.075,244.04999999999995,2864.46,2918.0,1821.875,3792.0249999999996
2021-04-28,179.02,178.0,95.0,257.19999999999993,2748.71,2757.0,1542.275,3772.325,174.34,173.5,93.475,245.575,2708.4,2687.5,1557.65,3763.0499999999997,185.52,190.0,109.0,230.67499999999995,2850.61,2968.5,1774.0,3603.2,181.31,185.0,121.475,237.19999999999993,2833.45,2826.0,1726.725,3699.6749999999993
2021-04-29,174.66,174.0,96.9,240.0,2709.31,2732.5,1561.825,3702.575,172.55,172.0,105.95,238.67499999999995,2665.67,2668.0,1526.975,3688.4499999999994,181.05,183.0,105.325,231.62499999999994,2803.58,2924.5,1700.95,3606.1749999999993,179.12,180.0,117.95,238.0,2776.5,2774.0,1733.425,3680.0
2021-04-30,171.19,168.5,95.85,235.09999999999997,2662.94,2631.0,1532.75,3637.15,168.2,166.5,100.95,228.575,2618.99,2603.0,1546.025,3596.0499999999997,177.41,179.5,112.32499999999999,237.0,2759.33,2852.0,1713.3000000000002,3563.024999999999,177.27,181.5,110.95,230.52499999999998,2729.61,2740.5,1707.2,3566.624999999999
