,reduction (data),reduction (model),QALY loss data (mean),QALY loss data (lower),QALY loss data (upper),QALY loss model (mean),QALY loss model (lower),QALY loss model (upper)
00,-59.15455694159165,-57.83285102275997,9980.4962988498,7612.782031608443,14312.028668764144,9757.499429072,7442.687628232431,13992.251225064043
01,-18.373306718836513,-21.90384409189995,6190.657386665514,3912.9625479918236,14813.358878980483,7380.2280829978445,4664.860980129764,17659.831642058238
02,13.722382686184908,-10.518608921087457,-568.5334581838353,-425.9011628416344,-867.0134026726166,435.79757553400526,326.46573655737586,664.5912098950546
03,-23.858954032968562,-30.42690058909947,5992.558022497783,4489.162788038559,9138.651315066125,7642.20288001721,5724.949622317495,11654.359813834784
04,32.06182995061775,35.17046904222936,-13392.635707708843,-8676.098573741694,-28507.17987353157,-14691.153944653552,-9517.3125415829,-31271.168513074477
05,-14.920418366742116,-24.36552115721411,7221.94735251049,4292.797373008585,23038.012092116096,11793.671376274096,7010.275626641996,37621.811751728834
06,-4.1725170626843,-12.01102410822309,955.833477820962,739.3467397192929,1361.4799257497887,2751.4660271199787,2128.2864471719163,3919.161495416939
07,11.184466055572596,1.1174867158206814,-2083.520560681232,-1589.2384719547988,-2987.7688910946804,-208.17324109455092,-158.78745322811258,-298.52046840242855
08,-8.36507579134398,-20.107087382889155,3930.417719843104,3112.465684753557,5356.33671638366,9447.523790031788,7481.41691248548,12874.99756068559
09,-20.25282595939175,-27.15632361288779,4536.900241232028,3064.398032884836,8733.533474853843,6083.374803956783,4108.946811994261,11710.497182104962
10,-4.052032362999647,-13.079261220129778,474.16685549918407,309.4346392565306,997.0672844192859,1530.5287839335795,998.8016172695957,3218.3611330565304
11,-3.517159846496687,0.9388661253335817,397.6023436682816,310.8935340902872,550.2816705870185,-106.13545818658667,-82.98952009057818,-146.89148132426547
12,-7.830591291160571,6.772400164134895,233.68032509994572,182.71959214642465,323.41356362236303,-202.10180984013718,-158.02768269108643,-279.7088993562989
13,-25.63771502972787,-31.19727516961316,776.6278906704026,607.2611836302458,1074.8516358904176,945.0403041591951,738.946283768677,1307.934120201434
14,-8.529342335472801,-1.1395656485198802,818.1969188891611,565.9196860553171,1471.3906677770333,109.31547425563735,75.60988979979147,196.58564454354132
15,-6.045444829592372,0.09838430597528536,141.5984824691034,97.93904180146444,254.64126487847088,-2.304390961717813,-1.593871903082316,-4.144062980296257
16,-5.729487577858405,-3.002879152564797,161.49467096037054,42.54508388264126,0.0,84.64089922304618,22.298284741732154,0.0
17,-9.198325663534835,0.9011910569566739,980.7981414585583,614.5734934817165,2392.446764229209,-96.09210916136556,-60.211842505639744,-234.39609631517914
18,-10.893068511994342,-1.165910146743443,1676.9404215492307,1196.2171675662337,2803.6344326515086,179.48678563947786,128.03387143287415,300.07943392520065
19,-21.880712287833493,-29.53049653228369,2149.0542140398425,1580.913330704606,3354.6204588725527,2900.3917779532644,2133.6213838053227,4527.439807475873
20,-21.315082604914583,1.017701249900771,744.8905417232068,547.9654806817557,1162.75604619089,-35.56524032312132,-26.162936589498347,-55.51647645340615
21,-16.73536197959613,-24.398899469131607,1031.407419749756,786.7223423938134,1479.038206175324,1503.714468612768,1146.98202319073,2156.3264987918324
22,-41.02228675814546,-46.234972789793694,372.051056564884,283.7879089794344,533.5225096650238,419.32743969412644,319.84872825577634,601.3170075704475
23,-15.96046747800468,-26.915446726336278,2387.786752391192,1821.3228780477493,3424.0865601635855,4026.720847394078,3071.4463071403834,5774.318297597172
24,-34.77784785177091,-0.8102357210845401,177.72032886549565,135.55799100531706,254.84993474601865,4.140433284527816,3.1581576599879186,5.9373576400523
25,-26.488546931762112,-24.285049196501397,758.6541038766392,578.6752696367172,1087.9102546923366,695.5440886672386,530.5371196135869,997.4104704438088
AA,-10.344507159873196,-20.834248201363216,0.0,0.0,0.0,0.0,0.0,0.0
PP,5.780837393638838,-3.3059340195319087,-649.3916768258401,-495.333785697325,-931.2277152749093,371.3728462215143,283.27051976280194,532.5486904796743
