disease_group,model,mean,lower,upper
PP,constrained_PI,-0.11654413902206252,-0.12115668674533688,-0.11193159129878626
PP,PI,-0.08349847757451054,-0.08435507286384474,-0.08264188228517386
PP,data,-0.10131247086913676,-0.0884938612416671,-0.11781998500670418
total,queuing_model,0.05789381339420718,0.05282461323408111,0.06296301355433262
total,constrained_PI,0.019607326826752206,0.01438228896041678,0.024832364693088235
total,PI,0.050255859827386985,0.04928420585186393,0.05122751380291003
total,data,0.06535070292220574,0.0738306185380337,0.05862151259847887
total (no negatives),queuing_model,0.0761429478472732,0.07144682623630444,0.08083906945824129
total (no negatives),constrained_PI,0.053613008155515576,0.050600870475883804,0.05662514583514783
total (no negatives),PI,0.07231294075134787,0.07154779471157327,0.07307808679112243
total (no negatives),data,0.10346653376661812,0.11624043574157986,0.09323671190112977
