,Date,S1_incidences_mean,S1_incidences_median,S1_incidences_LL,S1_incidences_UL,S1_load_mean,S1_load_median,S1_load_LL,S1_load_UL,S2a_incidences_mean,S2a_incidences_median,S2a_incidences_LL,S2a_incidences_UL,S2a_load_mean,S2a_load_median,S2a_load_LL,S2a_load_UL,S2b_incidences_mean,S2b_incidences_median,S2b_incidences_LL,S2b_incidences_UL,S2b_load_mean,S2b_load_median,S2b_load_LL,S2b_load_UL,S2c_incidences_mean,S2c_incidences_median,S2c_incidences_LL,S2c_incidences_UL,S2c_load_mean,S2c_load_median,S2c_load_LL,S2c_load_UL
0,2020-09-01,11.3828,11.0,5.0,18.0,196.731,196.0,170.0,225.0,11.4246,11.0,5.0,19.0,196.5892,197.0,170.0,225.0,11.3254,11.0,5.0,18.0,196.3982,196.0,169.0,225.0,11.3788,11.0,5.0,18.0,196.5374,196.0,169.0,224.0
1,2020-09-02,11.041,11.0,5.0,18.0,191.6224,192.0,165.0,219.0,11.1452,11.0,5.0,18.0,191.902,191.0,165.0,220.0,11.1998,11.0,5.0,18.0,191.728,191.0,165.0,220.0,11.1202,11.0,5.0,18.0,191.6384,191.0,165.0,220.0
2,2020-09-03,10.8742,11.0,5.0,18.0,187.068,187.0,160.0,215.0,10.8394,11.0,5.0,18.0,187.0246,187.0,161.0,214.0,10.9964,11.0,5.0,18.0,187.1446,187.0,160.0,215.0,10.8416,11.0,5.0,18.0,187.26,187.0,161.0,214.0
3,2020-09-04,10.7836,11.0,5.0,18.0,183.374,183.0,158.0,210.0,10.816,11.0,5.0,18.0,183.1038,183.0,157.0,211.0,10.7854,11.0,5.0,18.0,182.8414,183.0,157.0,209.0,10.8624,11.0,5.0,18.0,182.6846,182.0,157.0,210.0
4,2020-09-05,10.8336,11.0,5.0,18.0,179.1626,179.0,153.0,206.0,10.8182,11.0,5.0,18.0,179.4682,179.0,154.0,206.0,10.8474,11.0,5.0,18.0,179.2032,179.0,153.0,205.0,10.8028,11.0,5.0,18.0,179.1762,179.0,154.0,206.0
5,2020-09-06,11.0142,11.0,5.0,18.0,176.3942,176.0,151.0,203.0,11.0274,11.0,5.0,18.0,175.8834,176.0,150.0,203.0,11.051,11.0,5.0,18.0,176.1764,176.0,151.0,203.0,10.8992,11.0,5.0,18.0,175.9458,176.0,150.0,202.0
6,2020-09-07,11.284,11.0,5.0,18.0,173.4292,173.0,148.0,199.0,11.3082,11.0,5.0,18.0,173.6846,173.0,149.0,199.02499999999964,11.2874,11.0,5.0,18.0,173.7058,174.0,148.0,199.0,11.3032,11.0,5.0,18.0,173.1982,173.0,148.0,200.0
7,2020-09-08,11.7884,12.0,6.0,19.0,171.4696,171.0,146.0,198.0,11.8116,12.0,6.0,19.0,171.8004,172.0,147.0,198.0,11.7948,12.0,5.0,19.0,171.8548,172.0,147.0,197.0,11.713,12.0,5.0,19.0,171.6798,171.0,147.0,198.0
8,2020-09-09,12.3286,12.0,6.0,20.0,170.9568,171.0,146.0,197.0,12.3382,12.0,6.0,20.0,170.8528,171.0,145.0,197.0,12.3184,12.0,6.0,20.0,170.607,171.0,145.0,196.0,12.3278,12.0,6.0,19.024999999999636,170.7818,171.0,146.0,196.0
9,2020-09-10,13.0258,13.0,6.0,21.0,170.8078,171.0,145.0,197.0,13.094,13.0,6.0,21.0,170.7862,170.0,146.0,196.0,13.0824,13.0,6.0,21.0,170.6632,170.0,145.0,197.0,13.0492,13.0,7.0,21.0,170.6806,171.0,146.0,197.0
10,2020-09-11,13.9504,14.0,7.0,22.0,172.0742,172.0,147.0,198.0,13.9108,14.0,7.0,22.0,171.9538,172.0,147.0,198.0,13.9534,14.0,7.0,22.0,171.94,172.0,147.0,198.0,13.872,14.0,7.0,22.0,171.8332,172.0,147.0,198.0
11,2020-09-12,14.8384,15.0,8.0,23.0,173.939,174.0,148.0,200.0,14.8208,15.0,8.0,23.0,174.0258,174.0,148.0,200.0,14.8914,15.0,8.0,23.0,174.1282,174.0,149.0,200.0,14.8208,15.0,8.0,23.0,174.1154,174.0,148.0,200.0
12,2020-09-13,15.8142,16.0,9.0,24.0,177.108,177.0,151.0,204.0,15.8262,16.0,9.0,24.0,176.983,177.0,152.0,204.0,15.8918,16.0,9.0,24.0,177.0666,177.0,151.0,204.0,15.8816,16.0,8.0,24.0,176.9634,177.0,152.0,203.0
13,2020-09-14,17.0908,17.0,9.0,26.0,181.469,181.0,156.0,208.0,17.0274,17.0,10.0,25.0,181.647,181.0,157.0,208.0,16.969,17.0,9.0,25.0,181.355,181.0,155.0,208.0,16.8724,17.0,9.0,25.0,181.2894,181.0,155.0,208.0
14,2020-09-15,18.415,18.0,11.0,27.0,186.4612,186.0,160.0,214.0,18.2618,18.0,10.0,27.0,186.8828,187.0,161.0,214.0,18.3316,18.0,10.975000000000009,27.0,186.4884,186.0,161.0,213.0,18.3122,18.0,11.0,27.0,186.898,187.0,160.0,214.0
15,2020-09-16,19.8756,20.0,11.0,29.0,193.3628,193.0,167.0,222.0,19.9532,20.0,12.0,29.0,193.0856,193.0,166.0,222.0,19.9874,20.0,12.0,29.0,193.7938,194.0,166.0,222.0,19.9556,20.0,12.0,29.0,193.541,193.0,166.0,221.0
16,2020-09-17,21.678,21.0,13.0,31.0,201.6016,201.0,174.0,230.0,21.6584,22.0,13.0,31.0,201.508,201.0,174.0,230.0,21.4948,21.0,13.0,31.0,201.578,201.0,174.0,230.0,21.5844,21.0,13.0,31.0,201.823,202.0,175.0,229.0
17,2020-09-18,23.6708,23.0,15.0,34.0,211.3412,211.0,183.0,240.0,23.5368,23.0,15.0,34.0,211.4822,211.0,184.0,240.02499999999964,23.5688,23.0,14.0,33.0,211.6,211.0,184.0,240.0,23.5294,23.0,14.0,34.0,211.778,212.0,184.0,241.0
18,2020-09-19,25.7434,26.0,16.0,36.0,222.9686,223.0,194.0,253.0,25.6278,25.0,16.0,36.0,223.0756,223.0,194.0,253.0,25.5794,25.0,16.0,36.0,222.6762,223.0,194.0,252.0,25.6,25.0,16.0,36.0,223.2708,223.0,195.0,252.0
19,2020-09-20,27.881,28.0,18.0,39.0,235.8058,236.0,206.0,266.0,27.818,28.0,18.0,39.0,236.0884,236.0,207.0,267.0,27.8938,28.0,18.0,39.0,235.9878,236.0,206.0,266.0,27.9442,28.0,18.0,38.0,236.0142,236.0,206.0,268.0
20,2020-09-21,30.1872,30.0,20.0,41.0,250.9916,251.0,221.0,283.0,30.2178,30.0,20.0,41.0,250.8266,250.0,220.0,283.0,30.038,30.0,20.0,41.0,251.0152,251.0,220.0,282.0,30.2978,30.0,20.0,41.0,250.486,250.0,220.0,282.0
21,2020-09-22,32.9216,33.0,22.0,45.0,267.3524,267.0,236.0,299.02499999999964,32.9688,33.0,22.0,45.0,267.5046,267.0,237.0,302.0,33.0822,33.0,22.0,45.0,268.1682,268.0,236.0,300.0,33.1748,33.0,22.0,45.0,267.5426,267.0,238.0,300.0
22,2020-09-23,35.9664,36.0,25.0,48.0,286.3594,286.0,253.0,319.0,35.8872,36.0,25.0,48.0,286.2566,286.0,253.0,319.02499999999964,35.9222,36.0,25.0,48.0,286.4926,286.0,254.0,320.0,36.1332,36.0,25.0,49.0,286.469,286.0,253.0,320.0
23,2020-09-24,39.2118,39.0,28.0,52.0,306.8386,307.0,273.0,341.02499999999964,39.2404,39.0,27.0,52.0,307.7862,308.0,274.0,342.0,39.3726,39.0,28.0,52.0,306.969,307.0,272.0,342.0,39.535,39.0,28.0,52.0,307.2172,307.0,274.0,342.0
24,2020-09-25,43.0756,43.0,31.0,57.0,330.7972,331.0,295.0,368.0,42.9618,43.0,30.0,56.0,330.8718,331.0,295.0,367.0,43.1242,43.0,31.0,56.0,331.08,331.0,295.975,367.0,43.0216,43.0,31.0,57.0,331.3084,331.0,296.0,368.0
25,2020-09-26,46.882,47.0,34.0,61.0,356.4804,356.0,320.0,393.0,46.8062,47.0,34.0,61.0,356.789,357.0,320.975,395.0,46.9484,47.0,34.0,61.0,357.0588,357.0,319.0,396.0,46.8442,47.0,34.0,60.0,356.7834,357.0,321.0,394.0
26,2020-09-27,51.253,51.0,38.0,66.0,386.4532,386.0,349.0,426.0,51.0732,51.0,38.0,66.0,385.9444,385.0,349.0,425.0,51.2206,51.0,38.0,66.0,385.9548,386.0,347.0,425.0,51.261,51.0,38.0,65.0,386.3886,386.0,349.0,424.0
27,2020-09-28,56.0278,56.0,42.0,71.02499999999964,417.6104,417.0,378.0,457.0,55.8014,56.0,41.0,71.0,417.582,417.0,378.0,458.0,55.8204,56.0,42.0,71.0,417.9088,417.5,378.0,460.0,56.0762,56.0,42.0,71.0,417.8268,417.5,378.0,459.0
28,2020-09-29,60.7522,61.0,46.0,76.0,452.1396,452.0,409.0,495.0,60.969,61.0,46.0,77.0,452.4022,452.0,411.0,495.0,60.723,61.0,46.0,76.0,452.9998,452.0,412.0,496.0,60.5724,60.0,45.0,77.0,452.376,452.0,412.975,493.0
29,2020-09-30,66.2296,66.0,50.0,83.0,491.6324,492.0,449.0,535.0,66.3088,66.0,51.97500000000001,82.0,490.9886,491.0,447.0,535.0,66.1742,66.0,51.0,82.0,490.7646,490.0,449.0,536.0,66.3916,66.0,51.0,83.0,491.0898,491.0,448.0,536.0
30,2020-10-01,72.1794,72.0,56.0,90.0,533.0542,533.0,489.0,579.0,72.1312,72.0,56.0,89.0,532.522,533.0,488.975,578.0,71.8674,72.0,55.0,89.0,532.4226,532.0,486.0,580.0,72.2972,72.0,56.0,89.0,532.9916,533.0,487.0,579.0
31,2020-10-02,78.873,79.0,62.0,96.0,578.2978,578.0,531.0,627.0,78.6802,78.0,62.0,97.0,578.5988,579.0,533.0,626.0,78.677,79.0,62.0,96.0,578.654,578.0,531.0,627.0,78.6142,78.0,62.0,96.0,578.297,578.0,532.0,626.0
32,2020-10-03,86.0598,86.0,68.0,105.0,628.8642,629.0,582.0,679.0,86.043,86.0,68.0,104.0,628.9708,629.0,580.0,679.0249999999996,86.1596,86.0,68.0,105.0,629.2046,629.0,581.0,680.0,86.2184,86.0,69.0,105.0,629.1062,629.0,581.0,680.0
33,2020-10-04,93.7544,94.0,75.0,113.0,684.6666,684.0,634.0,736.0,93.7738,94.0,76.0,112.0,683.868,684.0,634.0,735.0,93.8336,94.0,75.0,114.0,684.7106,684.0,633.0,736.0,94.1636,94.0,75.0,115.0,685.0006,685.0,634.0,736.0
34,2020-10-05,102.84,103.0,83.0,123.0,745.533,745.0,691.0,800.0,102.595,103.0,83.0,123.0,745.3848,745.0,692.0,801.0,102.6522,102.0,83.0,123.0,745.1636,745.0,691.0,799.0,102.5676,102.0,83.0,123.0,745.7486,745.0,692.0,801.0
35,2020-10-06,112.6656,113.0,92.0,134.0,811.7154,811.0,758.0,870.0,112.5504,112.0,91.0,134.0,811.326,811.0,755.0,869.0,112.6562,113.0,92.97500000000001,134.0,811.8938,811.0,758.0,869.0,112.7632,113.0,93.0,134.0,812.443,813.0,756.0,868.0
36,2020-10-07,123.0788,123.0,102.0,146.0,886.1762,886.0,827.0,946.0,122.996,123.0,101.0,145.0,885.3074,885.0,826.0,945.0,123.2634,123.0,102.0,146.0,885.634,886.0,826.0,946.0,123.3052,123.0,102.0,146.0,886.5802,886.0,828.0,947.0
37,2020-10-08,134.9122,135.0,113.0,158.0,966.4904,967.0,905.0,1029.0,134.4862,134.0,112.0,158.0,966.9338,967.0,905.0,1029.0,134.4504,134.0,112.0,158.0,965.8492,966.0,902.0,1029.0,134.9738,135.0,112.0,158.0,967.5424,968.0,906.0,1029.0
38,2020-10-09,147.5578,148.0,124.0,172.0,1055.3396,1055.0,990.0,1120.0,147.635,148.0,124.0,172.0,1054.47,1054.0,990.0,1122.0,147.4982,147.0,124.0,172.0,1055.0404,1055.0,990.0,1120.0249999999996,147.7146,148.0,124.0,172.0,1056.1368,1056.0,991.975,1122.0
39,2020-10-10,161.5012,161.0,136.0,187.0,1152.6058,1152.0,1084.0,1222.0,161.5198,162.0,136.0,187.0,1151.9758,1152.0,1085.0,1219.0249999999996,161.574,161.0,137.0,187.0,1152.6816,1152.0,1084.0,1221.0,161.3538,161.0,137.0,186.0,1152.5702,1152.0,1084.0,1221.0
40,2020-10-11,176.5388,177.0,151.0,203.0,1259.2394,1259.0,1188.0,1330.0,176.2482,176.0,151.0,202.0,1258.5084,1258.0,1187.9750000000001,1331.0,176.2412,176.0,151.0,202.0,1259.9782,1260.5,1189.0,1331.0,176.742,176.0,151.0,204.0,1258.9976,1259.0,1187.0,1331.0
41,2020-10-12,193.3826,193.0,167.0,221.0,1375.9256,1376.0,1300.0,1452.0,192.8446,193.0,166.0,220.0,1376.252,1376.0,1301.0,1453.0,193.4256,193.0,167.0,222.0,1377.6916,1377.0,1303.0,1452.0,193.344,193.0,166.0,222.0,1377.225,1377.0,1303.0,1453.0249999999996
42,2020-10-13,212.1568,212.0,184.0,241.0,1506.0046,1507.0,1426.0,1584.0,212.0768,212.0,184.0,239.0,1505.104,1504.0,1429.0,1582.0,212.6422,212.0,184.0,242.0,1506.2996,1507.0,1428.0,1583.0,212.7836,213.0,185.0,242.0,1507.8002,1507.0,1429.0,1589.0249999999996
43,2020-10-14,232.4756,232.0,202.0,263.0,1647.7038,1647.0,1565.0,1730.0,232.3266,232.0,204.0,263.0,1647.4622,1647.0,1564.0,1730.0,232.2482,232.0,203.0,263.0,1647.5294,1647.0,1564.0,1730.0,232.8208,233.0,203.0,263.0,1648.838,1649.0,1566.0,1733.0
44,2020-10-15,254.733,255.0,223.0,287.0,1803.9212,1803.0,1718.0,1890.0,254.3398,254.0,224.0,287.0,1802.3276,1802.0,1718.975,1888.0,254.838,255.0,223.0,287.0,1802.8022,1802.5,1717.0,1891.0249999999996,254.738,255.0,224.0,287.0,1804.2752,1804.0,1716.975,1890.0
45,2020-10-16,278.7598,278.0,247.0,313.0,1973.3894,1973.0,1880.975,2068.0,278.5056,278.0,247.0,313.0,1972.662,1973.0,1881.0,2065.0,279.051,279.0,247.0,313.0,1973.2136,1973.0,1882.0,2066.0249999999996,279.4162,279.0,246.0,314.0,1973.52,1973.0,1882.0,2066.0
46,2020-10-17,305.004,305.0,271.975,340.0,2159.0714,2159.0,2064.0,2255.0,304.7842,305.0,271.0,339.0,2157.3236,2156.5,2062.0,2254.0,305.3282,305.0,271.975,341.0,2158.6906,2159.0,2061.0,2254.0,305.605,305.0,271.975,341.0,2160.8302,2160.0,2065.0,2259.0249999999996
47,2020-10-18,332.3252,332.0,296.0,368.0,2360.2624,2360.0,2260.0,2459.0,332.9174,333.0,297.0,369.02499999999964,2360.3238,2360.0,2261.0,2460.0249999999996,332.2932,332.0,296.0,368.02499999999964,2360.0952,2361.0,2259.0,2463.0,332.373,332.0,296.0,368.0,2361.0536,2361.0,2260.9750000000004,2461.0
48,2020-10-19,362.7348,362.0,327.0,401.02499999999964,2581.6492,2582.0,2480.0,2687.0,362.3694,362.0,325.0,401.0,2579.5102,2578.0,2476.0,2685.0,361.8388,362.0,325.0,399.0,2580.1758,2581.0,2475.0,2684.0249999999996,362.1912,362.0,326.0,399.02499999999964,2581.6404,2582.0,2475.0,2688.0
49,2020-10-20,396.7138,397.0,357.0,437.0,2821.525,2821.0,2712.0,2933.0,396.4296,396.0,358.0,436.0,2818.1256,2818.0,2708.0,2934.0,396.5594,396.0,358.0,436.0,2820.4616,2821.0,2706.0,2931.0,396.9348,397.0,358.0,437.0,2821.696,2822.0,2714.0,2934.0
50,2020-10-21,433.2124,433.0,393.0,474.0,3082.9168,3083.0,2966.0,3198.0249999999996,433.2842,433.0,392.975,476.0,3080.9284,3081.0,2963.0,3197.0,433.1152,433.0,392.0,477.0,3083.022,3084.0,2964.9750000000004,3199.0,433.0298,433.0,391.0,476.0,3085.6578,3087.0,2967.0,3200.0
51,2020-10-22,470.9306,471.0,429.0,515.0,3368.0918,3367.0,3245.0,3493.0,470.9916,471.0,429.0,515.0,3365.1408,3366.0,3235.0,3489.0,471.1308,471.0,429.0,515.0249999999996,3366.8456,3367.0,3240.0,3488.0,470.8922,471.0,429.0,514.0,3369.8068,3369.0,3246.0,3495.0
52,2020-10-23,511.636,511.0,466.0,558.0,3673.4066,3674.0,3542.0,3807.0,511.7202,512.0,467.0,558.0,3671.6684,3672.0,3536.0,3804.0,510.859,511.0,465.0,557.0,3671.6928,3672.0,3536.0,3801.0,512.1786,512.0,468.0,559.0,3673.9676,3674.5,3542.0,3808.0
53,2020-10-24,551.7022,552.0,505.0,600.0,3999.822,4000.0,3856.0,4136.025,551.1866,551.0,505.0,598.0,3994.849,3996.0,3853.0,4134.0,551.6042,551.0,505.0,599.0,3997.7004,3997.0,3858.0,4139.0,551.4536,551.0,504.0,600.0,3999.9022,3999.0,3858.0,4142.025
54,2020-10-25,587.1206,587.0,538.0,636.0,4335.2922,4337.0,4185.0,4480.025,587.294,587.0,540.0,635.0,4334.1584,4335.0,4189.0,4475.0,586.8738,587.0,538.0,637.0,4334.8646,4333.0,4183.0,4481.0,586.0522,586.0,539.0,635.0,4336.3198,4336.0,4182.0,4484.0
55,2020-10-26,616.0198,616.0,566.0,667.0,4673.9538,4675.0,4524.0,4819.0,615.411,615.0,567.0,666.0,4671.7284,4672.0,4522.0,4821.0,615.0586,615.0,566.0,665.0249999999996,4671.6664,4672.0,4516.0,4824.025,613.7952,613.0,564.0,666.0,4672.6926,4673.0,4517.0,4820.0
56,2020-10-27,635.9658,636.0,586.0,688.0,5003.897,5004.0,4843.975,5156.0,635.5138,635.0,584.0,685.0,5001.8668,5003.0,4851.975,5156.0,635.322,636.0,584.0,687.0,5002.3792,5003.0,4836.975,5164.025,634.392,635.0,583.0,685.0,5000.5836,5002.0,4837.0,5158.0
57,2020-10-28,647.119,647.0,597.0,699.0,5318.7498,5318.0,5151.0,5482.025,647.9196,647.0,598.0,699.0,5314.8228,5317.0,5155.0,5471.0,647.6132,648.0,594.0,700.0,5314.607,5317.0,5137.975,5487.0,645.69,645.0,595.0,697.0,5312.0614,5312.0,5146.974999999999,5476.0
58,2020-10-29,652.722,653.0,600.0,704.0,5606.6966,5606.0,5438.0,5776.0,652.8546,653.0,602.0,704.0,5604.5934,5604.0,5444.0,5767.0,652.7506,653.0,599.0,707.0,5604.2212,5606.0,5427.0,5782.0,650.493,650.0,597.0,703.0,5601.544,5603.0,5428.0,5765.0
59,2020-10-30,653.3374,654.0,599.0,708.0,5871.5914,5872.0,5689.0,6052.025,653.2736,653.0,602.0,705.0,5870.5244,5871.0,5700.975,6036.0,652.3406,652.0,598.975,707.0,5868.2436,5871.0,5669.0,6047.0,650.339,650.0,599.0,704.0,5864.4496,5867.0,5674.0,6035.0
60,2020-10-31,648.5982,648.0,597.0,703.0,6105.8126,6107.0,5922.0,6283.025,648.3844,648.0,595.0,701.0,6105.1172,6108.0,5927.0,6273.0,647.511,648.0,591.0,702.0,6104.854,6109.0,5884.974999999999,6291.0,646.221,646.0,593.0,699.0,6092.0878,6096.0,5896.974999999999,6263.025
61,2020-11-01,640.2694,639.0,590.0,694.0,6314.1286,6315.0,6119.0,6508.0,639.4836,640.0,588.0,691.0,6310.3604,6311.0,6130.0,6483.0,639.5692,639.0,586.0,694.0,6308.9374,6312.0,6087.975,6504.0,637.846,638.0,584.0,691.0,6298.7638,6303.0,6094.974999999999,6477.0
62,2020-11-02,630.4114,630.0,578.0,684.0,6488.2176,6489.0,6296.0,6682.0,630.1702,630.5,579.0,681.0,6484.6282,6487.0,6287.0,6664.0,629.0738,629.0,575.0,681.0,6482.1722,6486.0,6237.0,6685.0,626.9112,627.0,575.0,680.0,6469.173,6473.0,6249.975,6658.0
63,2020-11-03,618.2904,618.0,567.0,669.0,6631.469,6635.0,6420.0,6839.0,618.021,618.0,568.0,669.0,6629.0014,6631.0,6430.0,6814.025,618.177,618.0,564.0,670.0,6628.5534,6635.0,6375.95,6835.0,615.7682,616.0,565.0,670.0,6610.8184,6615.0,6382.925,6799.025
