,Date,S1_incidences_mean,S1_incidences_median,S1_incidences_LL,S1_incidences_UL,S1_load_mean,S1_load_median,S1_load_LL,S1_load_UL,S2a_incidences_mean,S2a_incidences_median,S2a_incidences_LL,S2a_incidences_UL,S2a_load_mean,S2a_load_median,S2a_load_LL,S2a_load_UL,S2b_incidences_mean,S2b_incidences_median,S2b_incidences_LL,S2b_incidences_UL,S2b_load_mean,S2b_load_median,S2b_load_LL,S2b_load_UL,S2c_incidences_mean,S2c_incidences_median,S2c_incidences_LL,S2c_incidences_UL,S2c_load_mean,S2c_load_median,S2c_load_LL,S2c_load_UL
147,2021-01-26,83.0892,83.0,64.0,103.0,1344.6058,1351.0,1206.0,1464.0249999999996,82.0474,82.0,63.0,102.0,1329.5676,1328.0,1194.0,1471.0,82.7084,83.0,62.0,104.0,1336.0276,1343.0,1158.0,1484.0,81.2328,81.0,62.0,101.0,1319.4818,1320.0,1166.9750000000001,1466.0249999999996
148,2021-01-27,81.3954,81.0,62.0,101.0,1319.5486,1329.0,1179.975,1441.0,80.4536,80.0,61.0,101.0,1305.3242,1305.0,1168.0,1444.0,81.0628,81.0,61.0,102.02499999999964,1310.82,1316.5,1131.0,1455.0249999999996,79.908,80.0,61.0,101.0,1294.9876,1295.0,1146.0,1439.0
149,2021-01-28,80.0866,80.0,61.0,100.0,1294.4476,1301.0,1156.0,1411.0,79.2036,79.0,61.0,99.0,1279.8682,1279.0,1143.0,1421.0,79.608,79.0,60.0,100.0,1285.4502,1291.0,1111.0,1432.0,78.6216,79.0,59.0,98.02499999999964,1269.2172,1270.0,1118.0,1413.0
150,2021-01-29,78.826,79.0,60.0,98.0,1269.9342,1277.0,1133.0,1387.0,77.7632,77.0,59.0,98.0,1255.4396,1255.0,1120.0,1397.0,78.2502,78.0,58.0,99.0,1261.6816,1267.0,1092.0,1409.0,77.0708,77.0,58.0,98.0,1245.2766,1245.0,1094.975,1390.0
151,2021-01-30,77.3552,77.0,59.0,97.0,1246.2378,1254.0,1110.0,1364.0,76.4048,76.0,58.0,96.0,1232.2056,1232.0,1100.0,1371.0,76.7702,77.0,57.0,98.0,1239.1128,1245.0,1070.0,1384.0,75.7502,76.0,57.0,96.0,1222.41,1223.5,1073.0,1362.0249999999996
152,2021-01-31,75.7768,76.0,58.0,95.0,1222.0418,1230.0,1088.975,1335.0,74.7302,75.0,56.0,95.0,1208.3796,1208.0,1076.0,1345.0,75.4326,75.0,56.0,96.0,1214.6256,1220.0,1046.0,1356.0,74.2442,74.0,56.0,94.0,1198.878,1199.0,1054.0,1340.0
153,2021-02-01,74.6966,74.0,57.0,93.02499999999964,1199.4258,1207.0,1067.0,1317.0,73.7164,74.0,56.0,93.0,1185.6514,1185.0,1058.0,1317.0,74.0246,74.0,55.0,94.0,1192.28,1198.0,1026.9750000000001,1333.0,73.009,73.0,55.0,93.0,1176.539,1177.0,1034.0,1316.0
154,2021-02-02,73.3368,73.0,55.0,92.0,1177.5406,1185.0,1043.9750000000001,1290.0249999999996,72.295,72.0,54.0,91.0,1163.106,1163.0,1035.975,1293.0249999999996,72.9398,73.0,54.0,92.0,1170.7506,1176.0,1003.0,1311.0,71.76,71.0,54.0,91.0,1155.184,1156.0,1011.0,1296.0249999999996
155,2021-02-03,71.9548,72.0,54.0,90.0,1155.7996,1162.0,1028.0,1264.0,70.9442,71.0,53.0,90.0,1141.6342,1141.0,1015.0,1273.0249999999996,71.358,71.0,53.0,91.0,1147.5468,1153.0,980.0,1290.0,70.1876,70.0,52.0,89.0,1132.6982,1133.0,993.0,1269.0
156,2021-02-04,70.6152,71.0,53.0,89.0,1133.7974,1141.0,1003.0,1245.0,69.7692,70.0,52.0,88.0,1121.4428,1120.0,999.0,1253.0,70.045,70.0,52.0,90.0,1126.343,1132.0,962.0,1263.0,69.1962,69.0,52.0,88.0,1111.7896,1111.0,977.975,1249.0
157,2021-02-05,69.2192,69.0,52.0,87.0,1113.1422,1121.0,984.0,1223.0249999999996,68.429,68.0,51.0,87.0,1099.776,1100.0,974.975,1229.0,68.4946,68.0,51.0,88.0,1106.0206,1110.0,946.0,1243.0,67.753,67.0,50.97500000000001,86.0,1091.6372,1092.0,955.0,1228.0
158,2021-02-06,68.163,68.0,52.0,86.0,1093.0588,1100.0,964.0,1202.0,66.8832,67.0,50.0,86.0,1080.4194,1080.0,958.0,1208.0,67.2352,67.0,49.0,86.0,1084.8298,1089.0,924.9749999999999,1221.0,66.4082,66.0,49.0,85.0,1070.9498,1071.0,937.975,1203.0249999999996
159,2021-02-07,66.8648,67.0,51.0,84.02499999999964,1071.633,1077.0,951.0,1180.0,65.742,65.0,50.0,84.0,1059.4722,1059.0,939.9749999999999,1184.0,66.2392,66.0,49.0,85.0,1064.3978,1069.0,908.0,1201.0,65.208,65.0,48.0,84.0,1050.4972,1051.0,914.0,1184.0249999999996
160,2021-02-08,65.447,65.0,49.0,84.0,1051.825,1058.0,924.0,1158.0,64.3508,64.0,48.0,83.0,1040.103,1040.0,920.0,1162.0,65.015,65.0,47.0,84.0,1045.144,1050.0,893.0,1178.0,63.9936,64.0,48.0,82.0,1031.653,1031.0,900.0,1163.0
161,2021-02-09,64.1042,64.0,48.0,82.0,1033.4304,1041.0,911.0,1139.0,63.3822,63.0,46.97500000000001,81.0,1020.484,1021.0,902.0,1144.0,63.8766,64.0,47.0,82.0,1024.9906,1031.0,871.0,1156.0249999999996,62.7156,63.0,46.0,80.0,1012.5228,1013.0,882.0,1143.0249999999996
162,2021-02-10,63.1398,63.0,47.0,80.0,1013.6828,1019.0,893.0,1117.0,62.2466,62.0,47.0,79.0,1001.0346,1001.0,884.0,1123.0249999999996,62.3918,62.0,45.0,80.0,1005.9306,1010.5,854.975,1138.0,61.8122,62.0,46.0,80.0,993.4404,993.0,866.975,1122.0249999999996
163,2021-02-11,62.0346,62.0,46.0,78.0,994.9286,1000.0,878.0,1097.0,61.3612,61.0,46.0,79.0,982.673,983.0,867.0,1102.0,61.3372,61.0,45.0,79.02499999999964,987.2104,991.0,841.0,1118.0,60.704,60.0,44.0,78.0,974.7246,975.0,845.0,1099.0
164,2021-02-12,60.5646,60.0,45.0,77.0,976.2216,983.0,858.0,1077.0,59.8948,60.0,44.0,76.0,964.8376,965.0,847.0,1080.0,59.999,60.0,43.0,78.0,969.1732,973.0,820.9749999999999,1094.0,59.6496,59.0,44.0,77.0,957.1948,957.0,828.0,1086.0
165,2021-02-13,59.674,59.5,44.0,76.0,957.98,963.0,840.0,1060.0,58.599,58.0,44.0,75.02499999999964,946.7518,947.0,831.975,1063.0249999999996,58.8966,59.0,42.0,77.0,950.6354,955.0,806.0,1076.0,58.2758,58.0,42.0,76.0,939.1784,940.0,816.0,1062.0249999999996
166,2021-02-14,58.3662,58.0,43.0,75.0,940.1688,946.0,823.975,1038.0,57.653,57.5,42.0,75.0,929.3186,927.0,819.0,1046.0,58.0008,58.0,42.0,75.0,932.5978,937.0,788.0,1056.0249999999996,57.2314,57.0,41.0,74.0,920.7176,920.0,797.975,1046.0
167,2021-02-15,57.2982,57.0,42.0,74.0,923.31,927.0,811.0,1022.0,56.3752,56.0,41.0,73.0,912.3718,912.0,805.0,1027.0,56.7038,56.0,40.0,74.0,916.1168,920.0,774.0,1039.0,56.0568,56.0,41.0,72.0,904.5688,905.0,783.0,1028.0
168,2021-02-16,56.0784,56.0,41.0,73.0,905.5646,911.0,796.0,1004.0,55.4694,55.0,40.0,72.0,894.1034,894.0,788.0,1007.0,55.583,56.0,39.0,73.0,898.2306,902.0,760.0,1020.0,54.8644,55.0,39.0,71.0,888.3918,887.0,769.975,1009.0249999999996
169,2021-02-17,55.0768,55.0,40.0,71.02499999999964,888.276,893.0,779.0,986.0,54.4092,54.0,39.0,71.0,877.9344,878.0,769.975,989.0,54.5552,54.0,39.0,72.0,881.9196,884.0,747.9749999999999,1002.0249999999996,54.0328,54.0,39.0,70.0,870.2654,870.0,750.975,990.0
170,2021-02-18,53.9772,54.0,39.0,70.0,872.559,877.0,764.9749999999999,966.0,53.5226,53.0,39.0,69.0,860.5946,859.0,756.0,971.0,53.5788,53.0,38.0,71.0,864.435,869.0,729.0,984.0,52.9054,53.0,38.0,69.0,854.3662,855.0,735.0,972.0
171,2021-02-19,53.0836,53.0,39.0,68.0,855.0534,859.0,748.0,949.0,52.6336,52.0,38.0,69.0,844.6932,845.0,741.0,951.0,52.4618,52.0,37.0,70.0,848.5468,853.0,712.0,968.0,51.7006,52.0,37.0,67.0,838.4172,838.0,726.0,951.0249999999996
172,2021-02-20,51.9196,52.0,38.0,67.0,839.1846,843.0,738.975,931.0249999999996,51.741,51.0,38.0,67.0,829.5592,829.0,728.0,936.0249999999996,51.347,51.0,36.0,68.0,832.151,836.0,700.9749999999999,949.0,50.5294,50.0,36.0,66.0,821.7794,821.0,710.0,935.0
173,2021-02-21,50.7296,51.0,36.0,67.0,822.5054,825.0,720.0,916.0,51.0564,51.0,37.0,67.0,814.6716,814.0,711.0,920.0,50.158,50.0,34.0,67.0,816.578,821.0,685.0,935.0,49.3774,49.0,35.0,65.0,805.0708,805.0,694.0,922.0
174,2021-02-22,49.5536,49.0,36.0,65.0,806.6536,810.0,709.0,896.0,50.1324,50.0,36.0,66.0,800.0456,800.0,698.0,906.0,48.9732,49.0,34.0,65.0,800.973,806.0,669.0,917.0249999999996,48.3106,48.0,34.0,64.0,790.3396,790.0,681.0,900.0
175,2021-02-23,48.4388,48.0,35.0,64.0,790.29,793.0,689.975,879.0,49.6416,49.0,35.0,65.0,785.6418,785.0,686.0,888.0,47.9628,48.0,33.0,65.0,784.186,787.5,651.0,900.0,47.114,47.0,33.0,62.0,774.084,775.0,665.0,878.0
176,2021-02-24,47.3716,47.0,33.0,62.024999999999636,775.0534,778.0,677.0,866.0,48.959,49.0,35.0,65.0,772.2954,772.0,672.0,876.0,46.796,47.0,31.0,63.0,768.3704,772.0,637.975,883.0249999999996,45.989,46.0,32.0,61.0,757.3786,758.0,652.9749999999999,862.0249999999996
177,2021-02-25,46.2806,46.0,33.0,61.0,759.4642,764.0,663.0,845.0,48.2728,48.0,34.0,64.0,759.09,758.0,662.0,860.0,45.5872,45.0,30.0,62.024999999999636,752.9378,757.0,623.0,870.0,44.773,45.0,32.0,59.0,742.3376,743.0,641.0,846.0
178,2021-02-26,45.2556,45.0,32.0,60.0,743.7446,746.0,650.0,829.0,47.558,47.0,33.0,63.0,746.8566,747.0,649.0,848.0,44.4504,44.0,30.0,61.0,737.2892,741.0,613.0,853.0,43.342,43.0,30.0,58.0,725.4022,725.0,624.0,827.0249999999996
179,2021-02-27,44.219,44.0,31.0,59.0,728.5118,731.0,635.0,813.0,46.9458,47.0,33.0,63.0,735.0862,736.0,639.0,835.0,43.3586,43.0,28.0,60.0,721.2894,725.0,592.0,840.0,42.3796,42.0,29.0,56.0,710.0422,710.0,615.975,807.0
180,2021-02-28,43.2944,43.0,31.0,57.0,713.2432,716.0,622.0,796.0,46.42,46.0,32.0,62.0,722.7986,722.0,629.0,824.0,42.4376,42.0,27.0,59.0,705.6568,709.0,575.0,823.0,41.1568,41.0,29.0,55.0,694.3108,695.0,598.0,787.0
181,2021-03-01,42.2116,42.0,29.0,56.0,698.3244,701.0,606.0,780.0,45.8204,46.0,32.0,61.0,711.5168,712.0,618.0,810.0,40.978,41.0,26.0,57.0,690.6216,695.0,561.0,809.0,40.0948,40.0,28.0,53.024999999999636,678.2732,678.0,583.0,771.0
182,2021-03-02,41.3222,41.0,29.0,55.0,684.363,687.0,594.0,767.0,45.0542,45.0,31.0,60.0,700.1744,700.0,604.9749999999999,796.0,39.9316,40.0,25.0,57.0,675.431,680.0,544.0,792.0,38.9856,39.0,27.0,52.0,663.0388,663.0,574.0,751.0249999999996
183,2021-03-03,40.4778,40.0,28.0,54.0,670.067,673.0,585.0,747.0,44.717,44.0,31.0,60.0,689.5808,689.0,599.975,785.0,38.9338,39.0,24.0,56.0,659.7862,665.0,532.0,779.0,38.1486,38.0,26.0,51.0,647.854,647.0,559.0,737.0249999999996
184,2021-03-04,39.3896,39.0,27.0,53.0,655.436,657.0,570.0,735.0,44.9416,45.0,32.0,59.0,679.9218,680.0,589.975,775.0,38.5366,38.0,24.0,54.0,645.4104,650.0,516.0,764.0,37.2436,37.0,25.0,50.0,633.4438,633.0,546.0,717.0249999999996
185,2021-03-05,38.656,38.0,27.0,52.0,641.6302,644.0,560.0,718.0,45.548,45.0,32.0,60.0,671.9212,672.0,581.0,766.0,38.2052,38.0,23.0,54.0,632.1012,636.0,500.0,754.0,36.6264,36.0,25.0,50.0,619.173,619.0,536.0,701.0
186,2021-03-06,37.8412,38.0,26.0,51.0,627.7858,630.0,545.975,702.0,47.268,47.0,33.0,62.0,667.4186,667.0,578.0,761.0,38.1476,38.0,24.0,54.0,619.965,626.0,486.0,741.0249999999996,36.3722,36.0,25.0,49.0,606.0124,606.0,523.0,686.0
187,2021-03-07,37.1306,37.0,25.0,50.0,614.6454,617.0,535.0,688.0,49.1784,49.0,35.0,65.0,665.9304,666.0,578.0,760.0,38.6518,38.0,24.0,55.0,610.0934,615.0,480.0,730.0,36.2452,36.0,24.0,49.0,594.032,594.0,514.0,674.0
188,2021-03-08,36.475,36.0,25.0,50.0,602.4908,605.0,523.0,676.0,52.065,52.0,37.0,68.0,667.8374,668.0,580.0,758.0,39.2748,39.0,24.0,56.0,601.7598,607.0,467.975,723.0,36.2696,36.0,25.0,49.0,583.7334,584.0,507.0,660.0
189,2021-03-09,35.789,36.0,24.0,48.0,590.0938,592.0,513.0,660.0249999999996,55.379,55.0,40.0,72.0,672.7394,672.0,587.0,763.0249999999996,39.8988,40.0,25.0,56.0,593.5888,598.0,463.0,715.0,36.4682,36.0,25.0,49.0,573.902,574.0,497.975,648.0
190,2021-03-10,35.03,35.0,23.0,48.0,578.465,580.0,502.0,648.0,58.6692,58.0,43.0,75.0,681.812,682.0,592.0,772.0,40.8002,41.0,26.0,56.0,588.7522,593.0,455.0,712.0249999999996,36.7338,36.0,25.0,50.0,565.2538,566.0,489.975,641.0
191,2021-03-11,34.5064,34.0,23.0,47.0,566.0192,568.0,491.0,636.0,62.9854,63.0,47.0,80.0,695.355,695.0,608.0,786.0,41.8306,42.0,27.0,59.0,584.6116,589.5,455.0,706.0,37.1632,37.0,25.0,51.0,558.2986,559.0,481.0,633.0249999999996
192,2021-03-12,34.011,34.0,23.0,47.0,555.3748,557.0,482.0,623.0,67.2766,67.0,51.0,85.0,713.0656,715.0,627.0,801.0,42.8736,43.0,28.0,59.0,583.202,588.0,453.0,704.0249999999996,37.8152,38.0,26.0,51.0,552.0838,552.0,476.0,627.0
193,2021-03-13,33.4178,33.0,22.0,46.0,543.9314,545.0,472.0,610.0249999999996,72.0666,72.0,55.0,90.0,734.2122,736.0,644.0,823.0249999999996,44.0242,44.0,29.0,60.0,582.2092,588.0,450.975,703.0,38.2638,38.0,26.0,52.0,547.3874,548.0,472.0,620.0
194,2021-03-14,32.8074,33.0,22.0,45.0,533.9562,536.0,462.0,600.0,77.1752,77.0,60.0,96.0,758.9036,759.0,669.0,850.0,45.2714,45.0,30.0,61.0,582.8958,588.0,456.0,704.0,38.749,38.0,26.0,53.0,544.4492,544.0,469.0,623.0
195,2021-03-15,32.3784,32.0,21.0,45.0,523.7304,525.0,453.0,591.0,82.5876,82.0,64.0,103.0,788.6734,790.5,695.0,881.0,46.4842,46.0,31.0,63.0,585.0432,590.0,456.0,702.0,39.3446,39.0,26.0,53.0,541.6022,542.0,467.0,615.0
196,2021-03-16,32.088,32.0,21.0,44.0,513.4518,515.0,447.0,578.0,88.3568,88.0,69.0,109.0,822.4494,824.0,729.0,914.0,47.4692,47.0,32.0,64.0,588.193,592.0,460.0,705.0,40.0616,40.0,27.0,54.0,540.1706,540.0,464.0,616.0
197,2021-03-17,31.4776,31.0,20.0,44.0,505.1242,506.0,435.975,571.0,94.4434,94.0,74.0,116.0,860.5126,863.0,764.0,957.0,48.4148,48.0,33.0,65.0,592.6964,597.0,464.0,708.0,40.7722,41.0,27.0,55.0,539.9166,540.0,462.0,618.0
198,2021-03-18,31.3618,31.0,21.0,44.0,495.7114,497.0,429.0,558.0,100.8908,101.0,80.0,122.0,902.6328,904.0,804.9749999999999,1004.0,49.738,50.0,34.0,66.0,597.4784,601.0,472.0,713.0,41.6416,41.0,28.0,56.0,540.0388,540.0,459.0,619.0
199,2021-03-19,30.697,30.0,20.0,43.0,487.76,489.0,420.0,553.0,107.2692,107.0,86.0,130.0,948.0486,950.0,843.0,1046.0,50.8112,51.0,36.0,67.0,604.1874,608.0,476.0,718.0,42.4554,42.0,28.0,57.024999999999636,541.9228,541.0,459.0,625.0
200,2021-03-20,30.5228,30.0,20.0,42.0,479.3602,480.0,412.0,543.0,114.3656,114.0,92.0,138.0,998.7052,1000.0,894.975,1103.0,51.9538,52.0,36.0,68.0,610.3248,614.0,484.0,721.0,43.4592,43.0,29.0,59.0,544.0444,544.0,462.0,628.0
201,2021-03-21,30.0908,30.0,20.0,42.0,471.3254,472.0,405.0,535.0249999999996,122.1052,122.0,98.0,147.0,1053.906,1056.0,943.0,1162.0249999999996,53.1192,53.0,38.0,70.0,618.2846,623.0,490.0,730.0,43.9742,44.0,29.0,60.0,547.3416,547.0,461.0,634.0
202,2021-03-22,29.9508,30.0,19.0,42.0,464.3228,465.0,399.0,526.0249999999996,129.7264,130.0,105.0,156.0,1113.8062,1115.5,999.0,1232.0,54.1206,54.0,38.0,71.0,627.1376,631.0,501.97499999999997,737.0249999999996,44.8952,44.0,30.0,62.0,550.5502,550.0,459.0,640.0
203,2021-03-23,29.6688,29.0,19.0,41.0,456.9908,458.0,394.0,518.0,138.4506,138.0,113.0,165.0,1177.2538,1180.0,1053.0,1295.0,55.1626,55.0,40.0,71.0,635.009,638.0,512.0,742.0,45.7092,45.0,30.0,63.0,554.3956,554.0,461.0,647.0
204,2021-03-24,29.4142,29.0,19.0,41.0,451.0426,452.0,386.0,513.0,147.3232,147.0,120.0,176.0,1245.9924,1248.0,1120.0,1371.0,56.2548,56.0,40.0,73.0,644.1658,649.0,520.0,747.0249999999996,46.5582,46.0,31.0,64.0,560.7186,559.0,463.0,658.0
205,2021-03-25,29.0614,29.0,18.0,41.0,444.08,445.0,379.975,503.02499999999964,156.6642,156.0,130.0,185.0,1320.9114,1323.0,1190.0,1454.0249999999996,57.4628,57.0,42.0,75.0,654.4984,657.0,535.0,757.0249999999996,47.4614,47.0,31.0,66.0,565.6318,563.0,466.0,669.0
206,2021-03-26,28.9006,29.0,18.0,41.0,437.5556,439.0,374.0,499.0,166.7304,167.0,138.0,195.0,1399.8934,1403.0,1261.0,1540.0249999999996,58.554,58.0,43.0,75.0,664.329,667.0,548.0,768.0,48.437,48.0,32.0,67.0,571.8942,570.0,466.0,680.0
207,2021-03-27,28.8062,29.0,18.0,41.0,432.3216,433.0,368.0,492.0,177.0952,177.0,148.0,207.0,1485.0064,1489.0,1338.0,1629.0,59.5522,59.0,44.0,77.0,675.4278,679.0,560.0,779.0,49.498,49.0,33.0,68.0,578.9502,577.0,468.0,692.0249999999996
208,2021-03-28,28.5308,28.0,18.0,40.0,427.0908,428.0,363.0,488.0,188.2462,188.0,157.0,222.0,1574.6288,1577.0,1420.9750000000001,1727.0,60.7584,61.0,44.0,77.02499999999964,686.1664,689.0,568.0,787.0,50.3634,50.0,33.0,70.0,586.2382,584.0,474.0,706.0
209,2021-03-29,28.4912,28.0,18.0,40.0,422.1304,423.0,358.0,483.0,200.2564,200.0,168.0,233.0,1669.1464,1672.0,1509.0,1828.0,61.886,62.0,46.0,79.0,697.39,701.0,582.0,795.0,51.4694,51.0,34.0,72.0,594.272,591.0,474.0,720.0
210,2021-03-30,28.0916,28.0,18.0,40.0,416.334,418.0,353.0,475.0,212.1362,212.0,177.0,248.0,1770.705,1775.0,1598.0,1943.0,63.1866,63.0,47.0,81.0,709.4394,713.0,598.0,807.0,52.3616,52.0,34.0,74.0,601.9748,599.0,474.975,735.0
211,2021-03-31,27.9884,28.0,17.0,40.0,412.4214,413.0,349.0,474.0,224.9338,225.0,189.0,262.0,1879.4252,1884.0,1702.0,2058.0,64.2934,64.0,48.0,82.0,720.9478,723.0,608.975,818.0249999999996,53.1274,53.0,34.0,75.0,610.7174,607.0,477.97499999999997,747.0
212,2021-04-01,27.8502,28.0,17.0,39.0,408.2452,409.0,345.0,468.0,239.4262,239.0,202.0,278.0,1993.525,2001.0,1804.0,2184.0,65.489,65.0,49.0,84.0,733.2548,735.0,621.0,829.0249999999996,54.0868,53.5,34.0,77.0,619.4714,616.0,480.975,767.0
213,2021-04-02,27.7628,28.0,17.0,40.0,403.6538,405.0,339.975,463.0,253.6048,254.0,215.0,293.0,2115.2874,2122.0,1912.0,2317.0249999999996,66.4622,66.0,49.97500000000001,84.0,745.7894,747.0,635.0,844.0,55.297,55.0,35.0,80.0,629.662,625.0,483.0,786.0249999999996
214,2021-04-03,27.7816,28.0,17.0,40.0,400.071,400.0,336.0,460.0,268.2734,268.0,228.97500000000002,311.0,2244.2622,2253.0,2035.0,2455.0,67.7836,67.0,51.0,86.0,759.125,760.0,647.0,856.0,56.332,56.0,35.0,82.0,639.4336,635.0,487.0,802.0
215,2021-04-04,27.3182,27.0,17.0,39.0,396.2666,397.0,331.0,458.0,284.802,285.0,242.0,327.0,2380.5004,2392.0,2158.0,2608.0249999999996,68.9814,69.0,52.0,87.02499999999964,772.907,773.0,667.0,870.0,57.3644,57.0,36.0,83.0,649.3262,644.0,488.0,820.0
216,2021-04-05,27.4974,27.0,17.0,39.0,392.5584,394.0,327.0,452.0,302.1516,302.0,259.0,348.0,2524.7118,2534.0,2287.0,2765.0249999999996,70.2202,70.0,53.0,89.0,785.2004,786.0,682.0,882.0,58.2488,58.0,36.0,84.0,660.3112,656.0,493.0,843.0
217,2021-04-06,27.3804,27.0,17.0,39.0,389.2818,390.0,324.0,449.0,319.8306,320.0,274.0,367.0,2676.8106,2687.0,2425.0,2932.0,71.1886,71.0,54.0,90.0,799.0488,798.0,696.0,898.0,59.4376,59.0,37.0,86.0,669.9596,666.0,494.0,858.0
218,2021-04-07,27.2172,27.0,17.0,39.0,386.332,387.0,322.0,446.0,338.3738,338.0,289.0,389.02499999999964,2837.8146,2847.0,2571.9750000000004,3108.0,72.3872,72.0,55.0,91.02499999999964,812.3568,812.0,712.0,913.0,60.2738,59.0,37.0,89.0,681.2504,676.0,499.0,882.0
219,2021-04-08,26.9996,27.0,17.0,39.0,383.4348,384.0,320.0,445.0,358.3672,358.0,309.0,408.0,3009.3236,3018.5,2725.0,3302.0,73.7886,74.0,56.0,93.0,825.697,824.5,724.9749999999999,927.0,61.613,61.0,37.0,91.0,693.0404,689.0,505.0,904.0
220,2021-04-09,27.0658,27.0,17.0,39.0,380.8114,381.0,316.0,443.0,378.8138,379.0,327.0,432.0,3188.004,3200.0,2880.975,3493.0249999999996,75.184,75.0,58.0,95.0,840.2526,839.0,737.975,943.0249999999996,62.7038,62.0,37.97500000000001,92.0,705.2486,700.0,507.0,929.0
221,2021-04-10,27.0224,27.0,16.0,39.0,378.1002,379.0,313.0,442.0,400.3636,400.0,345.0,457.0,3376.3072,3393.0,3062.0,3700.0,76.3748,76.0,59.0,96.0,855.9298,853.0,758.0,964.0,63.7098,63.0,38.0,95.0,716.6074,712.0,513.0,949.0249999999996
222,2021-04-11,26.9768,27.0,16.0,39.0,375.473,376.0,310.0,440.0,424.186,424.0,367.0,483.02499999999964,3575.9678,3588.0,3244.0,3931.0,77.4976,77.0,59.0,98.0,868.8954,867.0,771.0,978.0,65.0496,64.0,38.0,98.0,728.8016,724.0,511.0,972.0249999999996
223,2021-04-12,26.7412,27.0,16.0,38.0,373.431,375.0,306.975,436.0,447.9894,448.0,390.0,511.0,3784.939,3797.0,3437.0,4163.0,78.865,78.0,60.0,99.0,885.0724,884.0,790.0,991.0249999999996,66.017,65.0,39.0,99.0,741.1492,736.0,514.975,1006.0
224,2021-04-13,26.848,27.0,16.0,38.0,371.2528,372.0,304.0,435.0,471.9724,472.0,410.0,537.0249999999996,4008.1776,4023.0,3627.0,4405.025,80.3374,80.0,61.0,101.0,899.3872,897.0,802.0,1012.0,67.3606,67.0,39.0,102.0,753.9614,747.0,519.95,1027.0
225,2021-04-14,26.7522,27.0,16.0,38.0,369.1758,370.0,303.0,432.0,499.4146,499.0,433.0,567.0,4240.9024,4254.0,3845.0,4662.0,82.0044,82.0,63.0,104.0,916.0364,913.0,818.0,1033.0,68.2236,67.0,40.0,104.0,767.3068,762.0,522.975,1052.0
226,2021-04-15,26.7388,26.0,16.97500000000001,39.0,367.2432,368.0,298.975,432.0,527.8042,528.0,461.97499999999997,596.0,4483.8468,4502.5,4069.0,4928.0,83.1316,83.0,64.0,105.0,930.9658,928.0,831.0,1051.0249999999996,69.4968,68.0,40.0,107.0,780.673,774.0,528.0,1083.0249999999996
227,2021-04-16,26.6704,26.0,16.0,39.0,365.21,366.0,296.0,431.0,555.8252,556.0,487.0,627.0,4742.123,4761.5,4292.975,5224.025,84.2406,84.0,64.0,106.0,946.298,943.0,845.0,1063.0249999999996,70.7496,69.0,40.0,110.0,793.5866,783.0,527.975,1110.0249999999996
228,2021-04-17,26.6984,26.0,16.0,39.0,364.066,365.0,295.0,430.0,586.4452,587.0,511.0,663.0,5009.24,5027.0,4540.974999999999,5509.025,86.0152,85.0,66.0,109.0,962.6042,959.0,862.975,1080.0,71.921,70.0,41.0,111.0,806.9438,799.0,529.975,1145.0
229,2021-04-18,26.5718,26.0,16.0,39.0,362.3404,364.0,293.0,428.0,618.8668,618.5,541.0,701.0,5291.91,5308.0,4790.0,5825.0,86.8794,86.0,66.0,110.0,978.2466,974.0,874.0,1104.0,73.2078,72.0,41.0,115.0,820.2144,812.0,537.0,1168.0249999999996
230,2021-04-19,26.4078,26.0,16.0,38.0,361.4574,362.0,292.0,429.0,652.1422,652.0,574.0,734.0,5588.9102,5613.0,5061.975,6161.025,88.532,88.0,68.0,112.0,994.999,991.0,888.0,1130.0249999999996,74.4922,73.0,42.0,118.0,835.0848,826.0,539.0,1200.0
231,2021-04-20,26.4838,26.0,16.0,38.0,359.2392,361.0,288.0,424.0,685.7594,685.0,602.975,773.0,5899.618,5919.5,5351.0,6499.0,90.0698,90.0,69.0,114.02499999999964,1012.1064,1008.0,900.9749999999999,1141.0249999999996,75.6746,74.0,41.0,121.0,849.7702,839.0,542.975,1230.0249999999996
232,2021-04-21,26.3466,26.0,16.0,38.0,358.06,359.5,286.0,425.0,722.737,723.0,635.0,813.0,6224.449,6252.0,5642.0,6861.0,91.5722,91.0,70.0,117.0,1029.491,1025.0,911.0,1170.0,77.1034,75.0,41.0,125.0,864.0496,854.0,548.9749999999999,1267.0249999999996
233,2021-04-22,26.4128,26.0,16.0,38.0,357.0456,358.0,286.0,425.0,760.708,760.0,672.0,855.0,6567.5748,6597.5,5941.975,7252.049999999999,92.8792,93.0,71.0,118.0,1045.9598,1041.0,926.0,1192.0249999999996,78.4536,77.0,43.0,128.0,878.2978,866.0,550.0,1291.0249999999996
234,2021-04-23,26.4152,26.0,15.0,38.0,355.814,357.0,281.0,421.0,798.5308,798.0,703.0,899.0,6923.6436,6945.0,6275.974999999999,7645.0,94.6364,94.0,71.97500000000001,121.02499999999964,1063.399,1059.0,936.0,1208.0499999999993,79.6018,78.0,43.0,129.0,892.8628,880.0,556.0,1328.0
235,2021-04-24,26.372,26.0,16.0,39.0,354.3452,355.0,281.0,421.0,838.533,838.0,737.0,946.0,7293.7082,7331.0,6601.975,8065.0,95.882,95.0,73.0,124.0,1081.8302,1079.0,949.0,1235.0,80.9714,79.0,43.0,133.0,909.2896,895.0,563.0,1366.0
