date,age,dose,VOC,e_s,e_i,e_h
2021-05-10,"[45, 55)",partial,abc,0.38543625758819455,0.2746787123042306,0.05488869500798202
2021-05-10,"[45, 55)",partial,delta,0.34999384309732606,0.1683514688316252,0.1098421936700468
2021-05-10,"[45, 55)",partial,omicron,0.022151509056792786,0.09746663984988826,0.27717785691576624
2021-05-10,"[45, 55)",full,WT,0.7919236525591792,0.554647118413004,0.5168657728231789
2021-05-10,"[45, 55)",full,abc,0.7919236525591792,0.554647118413004,0.5168657728231789
2021-05-10,"[45, 55)",full,delta,0.7037320373294548,0.3347612396553825,0.6721397038600609
2021-05-10,"[45, 55)",full,omicron,0.038432877177548445,0.1919577866779961,0.5719372241900536
2021-05-10,"[45, 55)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-10,"[45, 55)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-10,"[45, 55)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-10,"[45, 55)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-10,"[55, 65)",partial,WT,0.38468853179239015,0.27414585024285276,0.05478221386525736
2021-05-10,"[55, 65)",partial,abc,0.38468853179239015,0.27414585024285276,0.05478221386525736
2021-05-10,"[55, 65)",partial,delta,0.3493148736965382,0.16802487595529686,0.10962910566896264
2021-05-10,"[55, 65)",partial,omicron,0.022108536309907483,0.09727755976359292,0.27664014664704756
2021-05-10,"[55, 65)",full,WT,0.802312654946264,0.5632991580227159,0.5197829437194488
2021-05-10,"[55, 65)",full,abc,0.802312654946264,0.5632991580227159,0.5197829437194488
2021-05-10,"[55, 65)",full,delta,0.7151387342822166,0.3407232058832274,0.6778012357116665
2021-05-10,"[55, 65)",full,omicron,0.03989289966024241,0.19564284475438593,0.5812148843189963
2021-05-10,"[55, 65)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-10,"[55, 65)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-10,"[55, 65)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-10,"[55, 65)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-10,"[65, 75)",partial,WT,0.3693682579886653,0.2632279539689339,0.052600504646946426
2021-05-10,"[65, 75)",partial,abc,0.3693682579886653,0.2632279539689339,0.052600504646946426
2021-05-10,"[65, 75)",partial,delta,0.3354033607023512,0.16133326210999174,0.10526311142452693
2021-05-10,"[65, 75)",partial,omicron,0.02122806080394628,0.09340346753736363,0.2656229146750202
2021-05-10,"[65, 75)",full,WT,0.8373991060843389,0.5926110874716595,0.5295428310046271
2021-05-10,"[65, 75)",full,abc,0.8373991060843389,0.5926110874716595,0.5295428310046271
2021-05-10,"[65, 75)",full,delta,0.7538128741207162,0.36097812141512253,0.6968090569190223
2021-05-10,"[65, 75)",full,omicron,0.044983444724542465,0.20818434474053393,0.6126710759427334
2021-05-10,"[65, 75)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-10,"[65, 75)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-10,"[65, 75)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-10,"[65, 75)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-10,"[75, 85)",partial,WT,0.3436858661106258,0.24492555975699767,0.048943160670824444
2021-05-10,"[75, 85)",partial,abc,0.3436858661106258,0.24492555975699767,0.048943160670824444
2021-05-10,"[75, 85)",partial,delta,0.3120825680774648,0.15011566565751472,0.09794410547467243
2021-05-10,"[75, 85)",partial,omicron,0.01975206127072562,0.08690906959119273,0.24715399743882324
2021-05-10,"[75, 85)",full,WT,0.833614528834447,0.589416224422643,0.5285214503785657
2021-05-10,"[75, 85)",full,abc,0.833614528834447,0.589416224422643,0.5285214503785657
2021-05-10,"[75, 85)",full,delta,0.7495866256331003,0.3587494439905631,0.6947977945123015
2021-05-10,"[75, 85)",full,omicron,0.04436823122493488,0.2067960533829477,0.6092334086194872
2021-05-10,"[75, 85)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-10,"[75, 85)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-10,"[75, 85)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-10,"[75, 85)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-10,"[85, 120)",partial,WT,0.3108990324951852,0.22156023005404,0.0442740967849922
2021-05-10,"[85, 120)",partial,abc,0.3108990324951852,0.22156023005404,0.0442740967849922
2021-05-10,"[85, 120)",partial,delta,0.2823106157140187,0.13579497971054064,0.08860046523088771
2021-05-10,"[85, 120)",partial,omicron,0.017867760488229033,0.07861814614820774,0.2235760799552762
2021-05-10,"[85, 120)",full,WT,0.7689434040380799,0.5355334675374863,0.5103836016329071
2021-05-10,"[85, 120)",full,abc,0.7689434040380799,0.5355334675374863,0.5103836016329071
2021-05-10,"[85, 120)",full,delta,0.6785404073786377,0.3216040681997604,0.6595821615190931
2021-05-10,"[85, 120)",full,omicron,0.03522671601189397,0.18383033279014552,0.5514476848594968
2021-05-10,"[85, 120)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-10,"[85, 120)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-10,"[85, 120)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-10,"[85, 120)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[0, 12)",partial,WT,0.35250600937193227,0.2512111790926414,0.050199207926020166
2021-05-17,"[0, 12)",partial,abc,0.35250600937193227,0.2512111790926414,0.050199207926020166
2021-05-17,"[0, 12)",partial,delta,0.3200916636825592,0.15396814202452214,0.10045768292161074
2021-05-17,"[0, 12)",partial,omicron,0.02025896605585818,0.08913945064577597,0.25349680603227676
2021-05-17,"[0, 12)",full,WT,0.7905901720314596,0.5535843931554071,0.5164425666246925
2021-05-17,"[0, 12)",full,abc,0.7905901720314596,0.5535843931554071,0.5164425666246925
2021-05-17,"[0, 12)",full,delta,0.7023464346819804,0.33405824595708306,0.6713536319140541
2021-05-17,"[0, 12)",full,omicron,0.038326025031148896,0.19153463172883467,0.5708105015781768
2021-05-17,"[0, 12)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[0, 12)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[0, 12)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[0, 12)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[12, 18)",partial,WT,0.353276074639785,0.25175996123754796,0.05030887035863066
2021-05-17,"[12, 18)",partial,abc,0.353276074639785,0.25175996123754796,0.05030887035863066
2021-05-17,"[12, 18)",partial,delta,0.3207909183510691,0.15430449237140034,0.10067713725841688
2021-05-17,"[12, 18)",partial,omicron,0.020303222680447413,0.08933417979396863,0.25405058123226515
2021-05-17,"[12, 18)",full,WT,0.7904133791876926,0.5534357333829175,0.5163943708629223
2021-05-17,"[12, 18)",full,abc,0.7904133791876926,0.5534357333829175,0.5163943708629223
2021-05-17,"[12, 18)",full,delta,0.7021499821030427,0.33395493110048846,0.6712590518511214
2021-05-17,"[12, 18)",full,omicron,0.03829874888086952,0.19147043317348833,0.5706507087038558
2021-05-17,"[12, 18)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[12, 18)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[12, 18)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[12, 18)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[18, 25)",partial,WT,0.3310789372060798,0.23594131157214884,0.04714784987168251
2021-05-17,"[18, 25)",partial,abc,0.3310789372060798,0.23594131157214884,0.04714784987168251
2021-05-17,"[18, 25)",partial,delta,0.3006348970032218,0.14460919096357505,0.09435136426505546
2021-05-17,"[18, 25)",partial,omicron,0.019027525126786196,0.08372111055785923,0.2380880067146581
2021-05-17,"[18, 25)",full,WT,0.7909476774995662,0.5538377435422852,0.5165875840402917
2021-05-17,"[18, 25)",full,abc,0.7909476774995662,0.5538377435422852,0.5165875840402917
2021-05-17,"[18, 25)",full,delta,0.702666015006309,0.3342054251303915,0.6716030169233184
2021-05-17,"[18, 25)",full,omicron,0.038298882081620356,0.19161492481234393,0.5710701900818058
2021-05-17,"[18, 25)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[18, 25)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[18, 25)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[18, 25)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[25, 35)",partial,WT,0.33093535873077945,0.23583899127940605,0.04712740333873363
2021-05-17,"[25, 35)",partial,abc,0.33093535873077945,0.23583899127940605,0.04712740333873363
2021-05-17,"[25, 35)",partial,delta,0.30050452114633996,0.14454647852608757,0.09431044705921324
2021-05-17,"[25, 35)",partial,omicron,0.01901927349027468,0.08368480335720858,0.2379847554680525
2021-05-17,"[25, 35)",full,WT,0.783330054668049,0.5475054985687203,0.5144363858091342
2021-05-17,"[25, 35)",full,abc,0.783330054668049,0.5475054985687203,0.5144363858091342
2021-05-17,"[25, 35)",full,delta,0.6943214839580237,0.3298491455638593,0.6674369593245397
2021-05-17,"[25, 35)",full,omicron,0.0372474197127728,0.18892508992560478,0.564283212433823
2021-05-17,"[25, 35)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[25, 35)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[25, 35)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[25, 35)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[35, 45)",partial,WT,0.35734305101241665,0.25465826623873367,0.05088803493209056
2021-05-17,"[35, 45)",partial,abc,0.35734305101241665,0.25465826623873367,0.05088803493209056
2021-05-17,"[35, 45)",partial,delta,0.3244839198848381,0.15608087285599806,0.10183615018877638
2021-05-17,"[35, 45)",partial,omicron,0.02053695695473659,0.09036261060084097,0.2569752562541399
2021-05-17,"[35, 45)",full,WT,0.7904440460605686,0.5534549417784664,0.5164090332375452
2021-05-17,"[35, 45)",full,abc,0.7904440460605686,0.5534549417784664,0.5164090332375452
2021-05-17,"[35, 45)",full,delta,0.7021732163356927,0.3339641695304753,0.6712832704229525
2021-05-17,"[35, 45)",full,omicron,0.0382908471690611,0.1914745592045061,0.5706695710524792
2021-05-17,"[35, 45)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[35, 45)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[35, 45)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[35, 45)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[45, 55)",partial,WT,0.3796720410210771,0.2705708798081239,0.05406783210553422
2021-05-17,"[45, 55)",partial,abc,0.3796720410210771,0.2705708798081239,0.05406783210553422
2021-05-17,"[45, 55)",partial,delta,0.34475966943293207,0.16583376504368885,0.10819949872358987
2021-05-17,"[45, 55)",partial,omicron,0.021820232242590637,0.0960090218673988,0.2730326495995958
2021-05-17,"[45, 55)",full,WT,0.804971672366789,0.5655968492885542,0.5204453786161826
2021-05-17,"[45, 55)",full,abc,0.804971672366789,0.5655968492885542,0.5204453786161826
2021-05-17,"[45, 55)",full,delta,0.7181949894815718,0.3423577526845671,0.6791475148405235
2021-05-17,"[45, 55)",full,omicron,0.04040982389947953,0.1966730782546586,0.5837011500854311
2021-05-17,"[45, 55)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[45, 55)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[45, 55)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[45, 55)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[55, 65)",partial,WT,0.37484618291374955,0.26713176253623533,0.05338059770921049
2021-05-17,"[55, 65)",partial,abc,0.37484618291374955,0.26713176253623533,0.05338059770921049
2021-05-17,"[55, 65)",partial,delta,0.34037756839294503,0.16372591897382163,0.10682421855621241
2021-05-17,"[55, 65)",partial,omicron,0.02154288407550285,0.09478868993221254,0.2695622417652665
2021-05-17,"[55, 65)",full,WT,0.8128125276550425,0.572111504074581,0.5226625322772531
2021-05-17,"[55, 65)",full,abc,0.8128125276550425,0.572111504074581,0.5226625322772531
2021-05-17,"[55, 65)",full,delta,0.726778843814934,0.3468374963100176,0.6834393096129987
2021-05-17,"[55, 65)",full,omicron,0.041485605072353986,0.19943833507373002,0.5906827621713737
2021-05-17,"[55, 65)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[55, 65)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[55, 65)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[55, 65)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[65, 75)",partial,WT,0.35789894936467603,0.2550544236851714,0.05096719856683403
2021-05-17,"[65, 75)",partial,abc,0.35789894936467603,0.2550544236851714,0.05096719856683403
2021-05-17,"[65, 75)",partial,delta,0.32498870114723455,0.156323679032847,0.10199457092182268
2021-05-17,"[65, 75)",partial,omicron,0.020568905135900917,0.09050318259796403,0.25737501811076036
2021-05-17,"[65, 75)",full,WT,0.8403776095897284,0.5950961221772813,0.5303743125651894
2021-05-17,"[65, 75)",full,abc,0.8403776095897284,0.5950961221772813,0.5303743125651894
2021-05-17,"[65, 75)",full,delta,0.757090535350233,0.36269320667339017,0.6984263685043057
2021-05-17,"[65, 75)",full,omicron,0.04540857874956766,0.20924544997953246,0.615336992391865
2021-05-17,"[65, 75)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[65, 75)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[65, 75)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[65, 75)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[75, 85)",partial,WT,0.33291111424199754,0.23724700095406717,0.04740876410729281
2021-05-17,"[75, 85)",partial,abc,0.33291111424199754,0.23724700095406717,0.04740876410729281
2021-05-17,"[75, 85)",partial,delta,0.3022985979898598,0.14540945219765408,0.09487350078141842
2021-05-17,"[75, 85)",partial,omicron,0.019132822657586066,0.08418441969337867,0.23940557581800007
2021-05-17,"[75, 85)",full,WT,0.823291976564917,0.5807278810683073,0.5257130343602328
2021-05-17,"[75, 85)",full,abc,0.823291976564917,0.5807278810683073,0.5257130343602328
2021-05-17,"[75, 85)",full,delta,0.7381020579146602,0.35270528469045964,0.6892833146207262
2021-05-17,"[75, 85)",full,omicron,0.042749487784053,0.20303773130155361,0.5998919065928975
2021-05-17,"[75, 85)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[75, 85)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[75, 85)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[75, 85)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-17,"[85, 120)",partial,WT,0.3011706902127829,0.21462738842750048,0.04288871592898945
2021-05-17,"[85, 120)",partial,abc,0.3011706902127829,0.21462738842750048,0.04288871592898945
2021-05-17,"[85, 120)",partial,delta,0.27347683364149256,0.13154581871362933,0.08582806788623047
2021-05-17,"[85, 120)",partial,omicron,0.01730866035705649,0.07615810557104856,0.21658016036521974
2021-05-17,"[85, 120)",full,WT,0.7606296668604409,0.5286581453578264,0.507997830109371
2021-05-17,"[85, 120)",full,abc,0.7606296668604409,0.5286581453578264,0.507997830109371
2021-05-17,"[85, 120)",full,delta,0.6694915902071732,0.3168955555368121,0.6549897228512259
2021-05-17,"[85, 120)",full,omicron,0.03413298946909134,0.1809311669429417,0.5440880707073937
2021-05-17,"[85, 120)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-17,"[85, 120)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-17,"[85, 120)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-17,"[85, 120)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[0, 12)",partial,WT,0.36406485092254093,0.2594485144505464,0.05184526409231577
2021-05-24,"[0, 12)",partial,abc,0.36406485092254093,0.2594485144505464,0.05184526409231577
2021-05-24,"[0, 12)",partial,delta,0.3305876232515027,0.1590168314374317,0.10375173864991187
2021-05-24,"[0, 12)",partial,omicron,0.020923267294398907,0.09206237609535518,0.2618090881965813
2021-05-24,"[0, 12)",full,WT,0.7906633789591783,0.5536745619576159,0.5164318639957017
2021-05-24,"[0, 12)",full,abc,0.7906633789591783,0.5536745619576159,0.5164318639957017
2021-05-24,"[0, 12)",full,delta,0.7024746174989092,0.33413785997546563,0.6713559595071121
2021-05-24,"[0, 12)",full,omicron,0.038379738927731,0.19159048908225154,0.5709149152456916
2021-05-24,"[0, 12)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[0, 12)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[0, 12)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[0, 12)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[12, 18)",partial,WT,0.3647791895030678,0.25995758332402535,0.05194699067279971
2021-05-24,"[12, 18)",partial,abc,0.3647791895030678,0.25995758332402535,0.05194699067279971
2021-05-24,"[12, 18)",partial,delta,0.3312362755257743,0.1593288413921446,0.10395531191309992
2021-05-24,"[12, 18)",partial,omicron,0.0209643212358085,0.0922430134375574,0.26232278879678333
2021-05-24,"[12, 18)",full,WT,0.7903639298318723,0.5534238310679543,0.5163491453207415
2021-05-24,"[12, 18)",full,abc,0.7903639298318723,0.5534238310679543,0.5163491453207415
2021-05-24,"[12, 18)",full,delta,0.7021436211528043,0.33396425684078457,0.6711944385425503
2021-05-24,"[12, 18)",full,omicron,0.03833534593643415,0.19148286377897206,0.5706456913445139
2021-05-24,"[12, 18)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[12, 18)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[12, 18)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[12, 18)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[18, 25)",partial,WT,0.3375483646297785,0.24055170812696855,0.04806913950581722
2021-05-24,"[18, 25)",partial,abc,0.3375483646297785,0.24055170812696855,0.04806913950581722
2021-05-24,"[18, 25)",partial,delta,0.30650943454887936,0.14743491788427107,0.09619503124245606
2021-05-24,"[18, 25)",partial,omicron,0.019399331300561984,0.08535705772247272,0.24274035063267313
2021-05-24,"[18, 25)",full,WT,0.7917760341286182,0.5545652746361964,0.5167809028251823
2021-05-24,"[18, 25)",full,abc,0.7917760341286182,0.5545652746361964,0.5167809028251823
2021-05-24,"[18, 25)",full,delta,0.7036372885081207,0.33472960568838,0.6720068937758924
2021-05-24,"[18, 25)",full,omicron,0.03847546618628514,0.19194770255693458,0.5718603806024731
2021-05-24,"[18, 25)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[18, 25)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[18, 25)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[18, 25)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[25, 35)",partial,WT,0.3414515065188547,0.24333325751918375,0.04862497295558901
2021-05-24,"[25, 35)",partial,abc,0.3414515065188547,0.24333325751918375,0.04862497295558901
2021-05-24,"[25, 35)",partial,delta,0.31005366683896,0.14913973847949974,0.09730735437983881
2021-05-24,"[25, 35)",partial,omicron,0.019623649799934174,0.08634405911971038,0.2455472077530226
2021-05-24,"[25, 35)",full,WT,0.7862702978635285,0.5500080662173393,0.5152063164437833
2021-05-24,"[25, 35)",full,abc,0.7862702978635285,0.5500080662173393,0.5152063164437833
2021-05-24,"[25, 35)",full,delta,0.6976382103900703,0.33160648351139843,0.6689716997561029
2021-05-24,"[25, 35)",full,omicron,0.03774895459514749,0.19002397241176414,0.5669811705994875
2021-05-24,"[25, 35)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[25, 35)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[25, 35)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[25, 35)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[35, 45)",partial,WT,0.366889193729597,0.26146126449695417,0.05224746935422996
2021-05-24,"[35, 45)",partial,abc,0.366889193729597,0.26146126449695417,0.05224746935422996
2021-05-24,"[35, 45)",partial,delta,0.33315225637515133,0.1602504524336171,0.10455662403237297
2021-05-24,"[35, 45)",partial,omicron,0.021085585846528566,0.0927765777247257,0.2638401511052806
2021-05-24,"[35, 45)",full,WT,0.7946620790415997,0.5570118045069341,0.5175477306351571
2021-05-24,"[35, 45)",full,abc,0.7946620790415997,0.5570118045069341,0.5175477306351571
2021-05-24,"[35, 45)",full,delta,0.7068767067708732,0.3364419332504123,0.6735265166008341
2021-05-24,"[35, 45)",full,omicron,0.03895495958297872,0.19301637188628432,0.5744954027176485
2021-05-24,"[35, 45)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[35, 45)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[35, 45)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[35, 45)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[45, 55)",partial,WT,0.3757348649790746,0.2677650761919842,0.05350715196528362
2021-05-24,"[45, 55)",partial,abc,0.3757348649790746,0.2677650761919842,0.05350715196528362
2021-05-24,"[45, 55)",partial,delta,0.34118453256720566,0.16411407895637742,0.10707747648306479
2021-05-24,"[45, 55)",partial,omicron,0.02159395775741808,0.09501341413263957,0.27020131758000066
2021-05-24,"[45, 55)",full,WT,0.8107364967384385,0.5704224961601809,0.522038037462944
2021-05-24,"[45, 55)",full,abc,0.8107364967384385,0.5704224961601809,0.522038037462944
2021-05-24,"[45, 55)",full,delta,0.7245649275899683,0.3456978731035002,0.6822576451436004
2021-05-24,"[45, 55)",full,omicron,0.041257899730427434,0.19874326572406206,0.5888822844848942
2021-05-24,"[45, 55)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[45, 55)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[45, 55)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[45, 55)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[55, 65)",partial,WT,0.3727222671761701,0.26561816741290284,0.05307813793577836
2021-05-24,"[55, 65)",partial,abc,0.3727222671761701,0.26561816741290284,0.05307813793577836
2021-05-24,"[55, 65)",partial,delta,0.3384489552519246,0.16279823164016627,0.106218941913984
2021-05-24,"[55, 65)",partial,omicron,0.021420819952653453,0.0942516077916752,0.26803487530499714
2021-05-24,"[55, 65)",full,WT,0.8200639708167777,0.5781806848160818,0.5246676824979085
2021-05-24,"[55, 65)",full,abc,0.8200639708167777,0.5781806848160818,0.5246676824979085
2021-05-24,"[55, 65)",full,delta,0.7347900684640907,0.3510380493224167,0.6873533483756189
2021-05-24,"[55, 65)",full,omicron,0.042554342071575754,0.20204177699424503,0.5971988713436881
2021-05-24,"[55, 65)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[55, 65)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[55, 65)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[55, 65)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[65, 75)",partial,WT,0.3469522664718731,0.24725333932478316,0.04940831787820379
2021-05-24,"[65, 75)",partial,abc,0.3469522664718731,0.24725333932478316,0.04940831787820379
2021-05-24,"[65, 75)",partial,delta,0.3150486097848043,0.15154236926357678,0.09887496907149415
2021-05-24,"[65, 75)",partial,omicron,0.019939785429418,0.08773505588943918,0.24950295614246115
2021-05-24,"[65, 75)",full,WT,0.8371828248539052,0.5923901181043946,0.5295216840049377
2021-05-24,"[65, 75)",full,abc,0.8371828248539052,0.5923901181043946,0.5295216840049377
2021-05-24,"[65, 75)",full,delta,0.7535081171906328,0.36080019907324573,0.6967400884104378
2021-05-24,"[65, 75)",full,omicron,0.04487569742582563,0.20806424217970412,0.6124229747396664
2021-05-24,"[65, 75)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[65, 75)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[65, 75)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[65, 75)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[75, 85)",partial,WT,0.3226581108610117,0.22994026291244515,0.04594866800990901
2021-05-24,"[75, 85)",partial,abc,0.3226581108610117,0.22994026291244515,0.04594866800990901
2021-05-24,"[75, 85)",partial,delta,0.29298839951747047,0.14093112888182122,0.09195158474238002
2021-05-24,"[75, 85)",partial,omicron,0.01854356958971332,0.0815917061947386,0.2320323579430795
2021-05-24,"[75, 85)",full,WT,0.8134835672286007,0.5724949996299524,0.5230224728160291
2021-05-24,"[75, 85)",full,abc,0.8134835672286007,0.5724949996299524,0.5230224728160291
2021-05-24,"[75, 85)",full,delta,0.7272269293287145,0.34699209370749673,0.6840163008434897
2021-05-24,"[75, 85)",full,omicron,0.04125458725119686,0.19949073357180958,0.5910462442898429
2021-05-24,"[75, 85)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[75, 85)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[75, 85)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[75, 85)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-24,"[85, 120)",partial,WT,0.2918975400871942,0.20801893661386253,0.041568157473509414
2021-05-24,"[85, 120)",partial,abc,0.2918975400871942,0.20801893661386253,0.041568157473509414
2021-05-24,"[85, 120)",partial,delta,0.2650563869757281,0.12749547727946414,0.08318539187437846
2021-05-24,"[85, 120)",partial,omicron,0.016775720694666336,0.07381317105653187,0.20991158202556856
2021-05-24,"[85, 120)",full,WT,0.7547737750527062,0.5238496225464566,0.5062819416565669
2021-05-24,"[85, 120)",full,abc,0.7547737750527062,0.5238496225464566,0.5062819416565669
2021-05-24,"[85, 120)",full,delta,0.6631740480328152,0.3136234474029498,0.6517120215860204
2021-05-24,"[85, 120)",full,omicron,0.03341863656091828,0.17892457403843767,0.5389500529362958
2021-05-24,"[85, 120)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-24,"[85, 120)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-24,"[85, 120)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-24,"[85, 120)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-31,"[0, 12)",partial,WT,0.3769791098205708,0.2686517794123608,0.05368434073327211
2021-05-31,"[0, 12)",partial,abc,0.3769791098205708,0.2686517794123608,0.05368434073327211
2021-05-31,"[0, 12)",partial,delta,0.34231436408994365,0.1646575422204792,0.10743206321475364
2021-05-31,"[0, 12)",partial,omicron,0.021665466081642003,0.09532805075922479,0.27109608840618715
2021-05-31,"[0, 12)",full,WT,0.7877475788467373,0.551262659804795,0.5155943695047036
2021-05-31,"[0, 12)",full,abc,0.7877475788467373,0.551262659804795,0.5155943695047036
2021-05-31,"[0, 12)",full,delta,0.6992999149648191,0.33248533534573455,0.6697448305813661
2021-05-31,"[0, 12)",full,omicron,0.03798980207721963,0.19057257164195854,0.5683328496458389
2021-05-31,"[0, 12)",boosted,WT,0.87,0.62,0.5384615384615381
2021-05-31,"[0, 12)",boosted,abc,0.87,0.62,0.5384615384615381
2021-05-31,"[0, 12)",boosted,delta,0.8,0.34,0.6999999999999997
2021-05-31,"[0, 12)",boosted,omicron,0.45,0.34,0.7636363636363637
2021-05-31,"[12, 18)",partial,WT,0.3782252065165076,0.26953980234509733,0.05386179321768991
