date,NIS,age,e_s,e_i,e_h
2021-01-11,30000,"[75, 85)",0.0002923846023107739,0.00020836603842836767,4.1637518384201275e-05
2021-01-11,30000,"[85, 120)",0.006429750549534693,0.004582121081277598,0.0009156393824990899
2021-01-11,40000,"[0, 12)",0.0,0.0,0.0
2021-01-11,40000,"[12, 18)",0.0,0.0,0.0
2021-01-11,40000,"[18, 25)",1.3591149380291877e-06,9.685646684805708e-07,1.935470362364825e-07
2021-01-11,40000,"[25, 35)",5.952530602273022e-06,4.2420333027692805e-06,8.476800776301714e-07
2021-01-11,40000,"[35, 45)",7.947001965080575e-06,5.6633807107470775e-06,1.1317061083422625e-06
2021-01-11,40000,"[45, 55)",1.0151107728937517e-05,7.234122749357772e-06,1.4455854766058892e-06
2021-01-11,40000,"[55, 65)",1.3714090102046329e-05,9.773259612952558e-06,1.9529779414977954e-06
2021-01-11,40000,"[65, 75)",1.2721641520778122e-05,9.065997405611996e-06,1.8116466411442718e-06
2021-01-11,40000,"[75, 85)",0.0002284893085608492,0.00016283146127324887,3.2538402195624894e-05
2021-01-11,40000,"[85, 120)",0.004502957982456942,0.0032090045392221887,0.0006412512639039473
2021-01-11,50000,"[0, 12)",0.0,0.0,0.0
2021-01-11,50000,"[12, 18)",0.0,0.0,0.0
2021-01-11,50000,"[18, 25)",9.732693634364746e-07,6.93594259000706e-07,1.3860005175577884e-07
2021-01-11,50000,"[25, 35)",1.6093230214890137e-05,1.1468738773829754e-05,2.2917833690210707e-06
2021-01-11,50000,"[35, 45)",2.5071038506225055e-05,1.7866717096390272e-05,3.5702831765552846e-06
2021-01-11,50000,"[45, 55)",2.99230693813446e-05,2.1324486225785808e-05,4.261244749657448e-06
2021-01-11,50000,"[55, 65)",3.0053762928818345e-05,2.1417624156169394e-05,4.279856382905667e-06
2021-01-11,50000,"[65, 75)",3.491169262503163e-05,2.4879597043125995e-05,4.9716579874930515e-06
2021-01-11,50000,"[75, 85)",0.0003355775379811667,0.00023914721097508435,4.7788480640182335e-05
2021-01-11,50000,"[85, 120)",0.00512068361107217,0.003649222803292811,0.0007292195153596811
2021-01-11,60000,"[0, 12)",0.0,0.0,0.0
2021-01-11,60000,"[12, 18)",0.0,0.0,0.0
2021-01-11,60000,"[18, 25)",5.269715592122691e-07,3.755429502432262e-07,7.504426639173788e-08
2021-01-11,60000,"[25, 35)",1.1722003006985293e-05,8.353611338311359e-06,1.6692914464224773e-06
2021-01-11,60000,"[35, 45)",2.399775817362711e-05,1.7101850652469896e-05,3.417440895440738e-06
2021-01-11,60000,"[45, 55)",2.73268869224136e-05,1.947433320907636e-05,3.8915310437777406e-06
2021-01-11,60000,"[55, 65)",2.3728098038024775e-05,1.690967906158088e-05,3.3790394927509534e-06
