start_week,NIS,age,CUMULATIVE,INCIDENCE
2021-08-02,10000,"[25, 35)",195077.0,1485.0
2021-08-02,10000,"[35, 45)",206529.0,1151.0
2021-08-02,10000,"[45, 55)",221001.0,736.0
2021-08-02,10000,"[55, 65)",239336.0,315.0
2021-08-02,10000,"[65, 75)",183937.0,202.0
2021-08-02,10000,"[75, 85)",115322.0,93.0
2021-08-02,10000,"[85, 120)",51944.0,29.0
2021-08-02,20001,"[0, 18)",53777.0,6528.0
2021-08-02,20001,"[18, 25)",73281.0,859.0
2021-08-02,20001,"[25, 35)",110894.0,815.0
2021-08-02,20001,"[35, 45)",127932.0,590.0
2021-08-02,20001,"[45, 55)",141940.0,551.0
2021-08-02,20001,"[55, 65)",148064.0,317.0
2021-08-02,20001,"[65, 75)",112261.0,148.0
2021-08-02,20001,"[75, 85)",70480.0,91.0
2021-08-02,20001,"[85, 120)",33115.0,57.0
2021-08-02,20002,"[0, 18)",7157.0,480.0
2021-08-02,20002,"[18, 25)",24141.0,337.0
2021-08-02,20002,"[25, 35)",33590.0,335.0
2021-08-02,20002,"[35, 45)",40429.0,246.0
2021-08-02,20002,"[45, 55)",48051.0,160.0
2021-08-02,20002,"[55, 65)",48330.0,143.0
2021-08-02,20002,"[65, 75)",39715.0,49.0
2021-08-02,20002,"[75, 85)",22308.0,40.0
2021-08-02,20002,"[85, 120)",9827.0,5.0
2021-08-02,21000,"[0, 18)",16171.0,1757.0
2021-08-02,21000,"[18, 25)",39658.0,1379.0
2021-08-02,21000,"[25, 35)",107390.0,1979.0
2021-08-02,21000,"[35, 45)",110070.0,1209.0
2021-08-02,21000,"[45, 55)",112902.0,710.0
2021-08-02,21000,"[55, 65)",94213.0,386.0
2021-08-02,21000,"[65, 75)",66487.0,208.0
2021-08-02,21000,"[75, 85)",40739.0,85.0
2021-08-02,21000,"[85, 120)",21030.0,46.0
2021-08-02,30000,"[0, 18)",55889.0,8275.0
2021-08-02,30000,"[18, 25)",77646.0,598.0
2021-08-02,30000,"[25, 35)",120683.0,667.0
2021-08-02,30000,"[35, 45)",127099.0,476.0
2021-08-02,30000,"[45, 55)",146669.0,264.0
2021-08-02,30000,"[55, 65)",165933.0,161.0
2021-08-02,30000,"[65, 75)",138875.0,63.0
2021-08-02,30000,"[75, 85)",92159.0,33.0
2021-08-02,30000,"[85, 120)",41933.0,14.0
2021-08-02,40000,"[0, 18)",76109.0,8053.0
2021-08-02,40000,"[18, 25)",99509.0,688.0
2021-08-02,40000,"[25, 35)",167103.0,1725.0
2021-08-02,40000,"[35, 45)",177431.0,682.0
2021-08-02,40000,"[45, 55)",191856.0,702.0
2021-08-02,40000,"[55, 65)",195752.0,311.0
2021-08-02,40000,"[65, 75)",152365.0,130.0
2021-08-02,40000,"[75, 85)",96137.0,29.0
2021-08-02,40000,"[85, 120)",44679.0,33.0
2021-08-02,50000,"[0, 18)",19683.0,4456.0
2021-08-02,50000,"[18, 25)",70838.0,1698.0
2021-08-02,50000,"[25, 35)",104929.0,1495.0
2021-08-02,50000,"[35, 45)",123590.0,1130.0
2021-08-02,50000,"[45, 55)",149943.0,705.0
2021-08-02,50000,"[55, 65)",153163.0,476.0
2021-08-02,50000,"[65, 75)",129890.0,335.0
2021-08-02,50000,"[75, 85)",64756.0,159.0
2021-08-02,50000,"[85, 120)",30015.0,89.0
2021-08-02,60000,"[0, 18)",10144.0,905.0
2021-08-02,60000,"[18, 25)",50945.0,1128.0
2021-08-02,60000,"[25, 35)",85486.0,1132.0
2021-08-02,60000,"[35, 45)",98607.0,891.0
2021-08-02,60000,"[45, 55)",116678.0,588.0
2021-08-02,60000,"[55, 65)",124696.0,413.0
2021-08-02,60000,"[65, 75)",104009.0,176.0
2021-08-02,60000,"[75, 85)",55794.0,75.0
2021-08-02,60000,"[85, 120)",24241.0,36.0
2021-08-02,70000,"[0, 18)",37108.0,4503.0
2021-08-02,70000,"[18, 25)",53180.0,378.0
2021-08-02,70000,"[25, 35)",85011.0,661.0
2021-08-02,70000,"[35, 45)",99276.0,483.0
2021-08-02,70000,"[45, 55)",108801.0,422.0
2021-08-02,70000,"[55, 65)",124543.0,176.0
2021-08-02,70000,"[65, 75)",97428.0,61.0
2021-08-02,70000,"[75, 85)",57047.0,18.0
2021-08-02,70000,"[85, 120)",23636.0,10.0
2021-08-02,80000,"[0, 18)",699.0,54.0
2021-08-02,80000,"[18, 25)",10662.0,379.0
2021-08-02,80000,"[25, 35)",19366.0,274.0
2021-08-02,80000,"[35, 45)",27228.0,193.0
2021-08-02,80000,"[45, 55)",31990.0,129.0
2021-08-02,80000,"[55, 65)",32334.0,80.0
2021-08-02,80000,"[65, 75)",24589.0,36.0
2021-08-02,80000,"[75, 85)",12327.0,143.0
2021-08-02,80000,"[85, 120)",6115.0,13.0
2021-08-02,90000,"[0, 18)",6488.0,549.0
2021-08-02,90000,"[18, 25)",29547.0,632.0
2021-08-02,90000,"[25, 35)",44300.0,991.0
2021-08-02,90000,"[35, 45)",48862.0,275.0
2021-08-02,90000,"[45, 55)",55935.0,191.0
2021-08-02,90000,"[55, 65)",58834.0,148.0
2021-08-02,90000,"[65, 75)",49432.0,65.0
2021-08-02,90000,"[75, 85)",24538.0,35.0
2021-08-02,90000,"[85, 120)",11047.0,31.0
2021-08-09,10000,"[0, 18)",91050.0,4776.0
2021-08-09,10000,"[18, 25)",113602.0,1300.0
2021-08-09,10000,"[25, 35)",196562.0,1739.0
2021-08-09,10000,"[35, 45)",207680.0,1019.0
2021-08-09,10000,"[45, 55)",221737.0,503.0
2021-08-09,10000,"[55, 65)",239651.0,198.0
2021-08-09,10000,"[65, 75)",184139.0,105.0
2021-08-09,10000,"[75, 85)",115415.0,28.0
2021-08-09,10000,"[85, 120)",51973.0,17.0
2021-08-09,20001,"[0, 18)",60305.0,3735.0
2021-08-09,20001,"[18, 25)",74140.0,698.0
2021-08-09,20001,"[25, 35)",111709.0,670.0
2021-08-09,20001,"[35, 45)",128522.0,655.0
2021-08-09,20001,"[45, 55)",142491.0,430.0
2021-08-09,20001,"[55, 65)",148381.0,205.0
2021-08-09,20001,"[65, 75)",112409.0,82.0
2021-08-09,20001,"[75, 85)",70571.0,31.0
2021-08-09,20001,"[85, 120)",33172.0,10.0
2021-08-09,20002,"[0, 18)",7637.0,479.0
2021-08-09,20002,"[18, 25)",24478.0,249.0
2021-08-09,20002,"[25, 35)",33925.0,262.0
2021-08-09,20002,"[35, 45)",40675.0,160.0
2021-08-09,20002,"[45, 55)",48211.0,104.0
2021-08-09,20002,"[55, 65)",48473.0,88.0
2021-08-09,20002,"[65, 75)",39764.0,28.0
2021-08-09,20002,"[75, 85)",22348.0,21.0
2021-08-09,20002,"[85, 120)",9832.0,7.0
2021-08-09,21000,"[0, 18)",17928.0,1816.0
2021-08-09,21000,"[18, 25)",41037.0,1161.0
2021-08-09,21000,"[25, 35)",109369.0,1851.0
2021-08-09,21000,"[35, 45)",111279.0,1175.0
2021-08-09,21000,"[45, 55)",113612.0,568.0
2021-08-09,21000,"[55, 65)",94599.0,349.0
2021-08-09,21000,"[65, 75)",66695.0,155.0
2021-08-09,21000,"[75, 85)",40824.0,71.0
2021-08-09,21000,"[85, 120)",21076.0,35.0
2021-08-09,30000,"[0, 18)",64164.0,2747.0
2021-08-09,30000,"[18, 25)",78244.0,532.0
2021-08-09,30000,"[25, 35)",121350.0,608.0
2021-08-09,30000,"[35, 45)",127575.0,489.0
2021-08-09,30000,"[45, 55)",146933.0,244.0
2021-08-09,30000,"[55, 65)",166094.0,141.0
2021-08-09,30000,"[65, 75)",138938.0,106.0
2021-08-09,30000,"[75, 85)",92192.0,39.0
2021-08-09,30000,"[85, 120)",41947.0,18.0
2021-08-09,40000,"[0, 18)",84162.0,3968.0
2021-08-09,40000,"[18, 25)",100197.0,898.0
2021-08-09,40000,"[25, 35)",168828.0,1376.0
2021-08-09,40000,"[35, 45)",178113.0,1154.0
2021-08-09,40000,"[45, 55)",192558.0,586.0
2021-08-09,40000,"[55, 65)",196063.0,267.0
2021-08-09,40000,"[65, 75)",152495.0,390.0
2021-08-09,40000,"[75, 85)",96166.0,50.0
2021-08-09,40000,"[85, 120)",44712.0,27.0
2021-08-09,50000,"[0, 18)",24139.0,939.0
2021-08-09,50000,"[18, 25)",72536.0,670.0
2021-08-09,50000,"[25, 35)",106424.0,789.0
2021-08-09,50000,"[35, 45)",124720.0,647.0
2021-08-09,50000,"[45, 55)",150648.0,443.0
2021-08-09,50000,"[55, 65)",153639.0,312.0
2021-08-09,50000,"[65, 75)",130225.0,170.0
2021-08-09,50000,"[75, 85)",64915.0,103.0
2021-08-09,50000,"[85, 120)",30104.0,47.0
2021-08-09,60000,"[0, 18)",11049.0,1719.0
2021-08-09,60000,"[18, 25)",52073.0,538.0
2021-08-09,60000,"[25, 35)",86618.0,774.0
2021-08-09,60000,"[35, 45)",99498.0,609.0
2021-08-09,60000,"[45, 55)",117266.0,334.0
2021-08-09,60000,"[55, 65)",125109.0,221.0
2021-08-09,60000,"[65, 75)",104185.0,117.0
2021-08-09,60000,"[75, 85)",55869.0,55.0
2021-08-09,60000,"[85, 120)",24277.0,35.0
2021-08-09,70000,"[0, 18)",41611.0,1791.0
2021-08-09,70000,"[18, 25)",53558.0,490.0
2021-08-09,70000,"[25, 35)",85672.0,532.0
2021-08-09,70000,"[35, 45)",99759.0,611.0
2021-08-09,70000,"[45, 55)",109223.0,220.0
2021-08-09,70000,"[55, 65)",124719.0,80.0
2021-08-09,70000,"[65, 75)",97489.0,32.0
2021-08-09,70000,"[75, 85)",57065.0,11.0
2021-08-09,70000,"[85, 120)",23646.0,6.0
2021-08-09,80000,"[0, 18)",753.0,30.0
2021-08-09,80000,"[18, 25)",11041.0,92.0
2021-08-09,80000,"[25, 35)",19640.0,605.0
2021-08-09,80000,"[35, 45)",27421.0,77.0
2021-08-09,80000,"[45, 55)",32119.0,60.0
2021-08-09,80000,"[55, 65)",32414.0,28.0
2021-08-09,80000,"[65, 75)",24625.0,288.0
2021-08-09,80000,"[75, 85)",12470.0,136.0
2021-08-09,80000,"[85, 120)",6128.0,5.0
2021-08-09,90000,"[0, 18)",7037.0,306.0
2021-08-09,90000,"[18, 25)",30179.0,248.0
2021-08-09,90000,"[25, 35)",45291.0,257.0
2021-08-09,90000,"[35, 45)",49137.0,158.0
2021-08-09,90000,"[45, 55)",56126.0,124.0
2021-08-09,90000,"[55, 65)",58982.0,110.0
2021-08-09,90000,"[65, 75)",49497.0,25.0
2021-08-09,90000,"[75, 85)",24573.0,16.0
2021-08-09,90000,"[85, 120)",11078.0,3.0
2021-08-16,10000,"[0, 18)",95826.0,4870.0
2021-08-16,10000,"[18, 25)",114902.0,1307.0
2021-08-16,10000,"[25, 35)",198301.0,1375.0
2021-08-16,10000,"[35, 45)",208699.0,1045.0
2021-08-16,10000,"[45, 55)",222240.0,479.0
2021-08-16,10000,"[55, 65)",239849.0,227.0
2021-08-16,10000,"[65, 75)",184244.0,79.0
2021-08-16,10000,"[75, 85)",115443.0,24.0
2021-08-16,10000,"[85, 120)",51990.0,11.0
2021-08-16,20001,"[0, 18)",64040.0,1851.0
2021-08-16,20001,"[18, 25)",74838.0,467.0
2021-08-16,20001,"[25, 35)",112379.0,511.0
2021-08-16,20001,"[35, 45)",129177.0,740.0
2021-08-16,20001,"[45, 55)",142921.0,224.0
2021-08-16,20001,"[55, 65)",148586.0,134.0
2021-08-16,20001,"[65, 75)",112491.0,53.0
2021-08-16,20001,"[75, 85)",70602.0,13.0
2021-08-16,20001,"[85, 120)",33182.0,14.0
2021-08-16,20002,"[0, 18)",8116.0,1594.0
2021-08-16,20002,"[18, 25)",24727.0,197.0
2021-08-16,20002,"[25, 35)",34187.0,214.0
2021-08-16,20002,"[35, 45)",40835.0,145.0
2021-08-16,20002,"[45, 55)",48315.0,85.0
2021-08-16,20002,"[55, 65)",48561.0,58.0
2021-08-16,20002,"[65, 75)",39792.0,33.0
2021-08-16,20002,"[75, 85)",22369.0,16.0
2021-08-16,20002,"[85, 120)",9839.0,5.0
2021-08-16,21000,"[0, 18)",19744.0,2934.0
2021-08-16,21000,"[18, 25)",42198.0,1408.0
2021-08-16,21000,"[25, 35)",111220.0,2094.0
2021-08-16,21000,"[35, 45)",112454.0,1404.0
2021-08-16,21000,"[45, 55)",114180.0,735.0
2021-08-16,21000,"[55, 65)",94948.0,389.0
2021-08-16,21000,"[65, 75)",66850.0,192.0
2021-08-16,21000,"[75, 85)",40895.0,102.0
2021-08-16,21000,"[85, 120)",21111.0,45.0
2021-08-16,30000,"[0, 18)",66911.0,1372.0
2021-08-16,30000,"[18, 25)",78776.0,390.0
2021-08-16,30000,"[25, 35)",121958.0,467.0
2021-08-16,30000,"[35, 45)",128064.0,253.0
2021-08-16,30000,"[45, 55)",147177.0,119.0
2021-08-16,30000,"[55, 65)",166235.0,75.0
2021-08-16,30000,"[65, 75)",139044.0,41.0
2021-08-16,30000,"[75, 85)",92231.0,12.0
2021-08-16,30000,"[85, 120)",41965.0,18.0
2021-08-16,40000,"[0, 18)",88130.0,2827.0
2021-08-16,40000,"[18, 25)",101095.0,1218.0
2021-08-16,40000,"[25, 35)",170204.0,1349.0
2021-08-16,40000,"[35, 45)",179267.0,847.0
2021-08-16,40000,"[45, 55)",193144.0,390.0
2021-08-16,40000,"[55, 65)",196330.0,161.0
2021-08-16,40000,"[65, 75)",152885.0,55.0
2021-08-16,40000,"[75, 85)",96216.0,20.0
2021-08-16,40000,"[85, 120)",44739.0,23.0
2021-08-16,50000,"[0, 18)",25078.0,1668.0
2021-08-16,50000,"[18, 25)",73206.0,488.0
2021-08-16,50000,"[25, 35)",107213.0,682.0
2021-08-16,50000,"[35, 45)",125367.0,549.0
2021-08-16,50000,"[45, 55)",151091.0,393.0
2021-08-16,50000,"[55, 65)",153951.0,212.0
2021-08-16,50000,"[65, 75)",130395.0,121.0
2021-08-16,50000,"[75, 85)",65018.0,87.0
2021-08-16,50000,"[85, 120)",30151.0,40.0
2021-08-16,60000,"[0, 18)",12768.0,693.0
2021-08-16,60000,"[18, 25)",52611.0,490.0
2021-08-16,60000,"[25, 35)",87392.0,747.0
2021-08-16,60000,"[35, 45)",100107.0,977.0
2021-08-16,60000,"[45, 55)",117600.0,383.0
2021-08-16,60000,"[55, 65)",125330.0,212.0
2021-08-16,60000,"[65, 75)",104302.0,543.0
2021-08-16,60000,"[75, 85)",55924.0,65.0
2021-08-16,60000,"[85, 120)",24312.0,16.0
2021-08-16,70000,"[0, 18)",43402.0,1908.0
2021-08-16,70000,"[18, 25)",54048.0,563.0
2021-08-16,70000,"[25, 35)",86204.0,754.0
2021-08-16,70000,"[35, 45)",100370.0,534.0
2021-08-16,70000,"[45, 55)",109443.0,248.0
2021-08-16,70000,"[55, 65)",124799.0,95.0
2021-08-16,70000,"[65, 75)",97521.0,49.0
2021-08-16,70000,"[75, 85)",57076.0,13.0
2021-08-16,70000,"[85, 120)",23652.0,3.0
2021-08-16,80000,"[0, 18)",783.0,25.0
2021-08-16,80000,"[18, 25)",11133.0,605.0
2021-08-16,80000,"[25, 35)",20245.0,129.0
2021-08-16,80000,"[35, 45)",27498.0,88.0
2021-08-16,80000,"[45, 55)",32179.0,44.0
2021-08-16,80000,"[55, 65)",32442.0,43.0
2021-08-16,80000,"[65, 75)",24913.0,25.0
2021-08-16,80000,"[75, 85)",12606.0,6.0
2021-08-16,80000,"[85, 120)",6133.0,95.0
2021-08-16,90000,"[0, 18)",7343.0,315.0
2021-08-16,90000,"[18, 25)",30427.0,203.0
2021-08-16,90000,"[25, 35)",45548.0,270.0
2021-08-16,90000,"[35, 45)",49295.0,148.0
2021-08-16,90000,"[45, 55)",56250.0,112.0
2021-08-16,90000,"[55, 65)",59092.0,81.0
2021-08-16,90000,"[65, 75)",49522.0,36.0
2021-08-16,90000,"[75, 85)",24589.0,8.0
2021-08-16,90000,"[85, 120)",11081.0,10.0
2021-08-23,10000,"[0, 18)",100696.0,4701.0
2021-08-23,10000,"[18, 25)",116209.0,1592.0
2021-08-23,10000,"[25, 35)",199676.0,1749.0
2021-08-23,10000,"[35, 45)",209744.0,1277.0
2021-08-23,10000,"[45, 55)",222719.0,610.0
2021-08-23,10000,"[55, 65)",240076.0,255.0
2021-08-23,10000,"[65, 75)",184323.0,113.0
2021-08-23,10000,"[75, 85)",115467.0,46.0
2021-08-23,10000,"[85, 120)",52001.0,278.0
2021-08-23,20001,"[0, 18)",65891.0,2549.0
2021-08-23,20001,"[18, 25)",75305.0,838.0
2021-08-23,20001,"[25, 35)",112890.0,871.0
2021-08-23,20001,"[35, 45)",129917.0,623.0
2021-08-23,20001,"[45, 55)",143145.0,355.0
2021-08-23,20001,"[55, 65)",148720.0,137.0
2021-08-23,20001,"[65, 75)",112544.0,52.0
2021-08-23,20001,"[75, 85)",70615.0,26.0
2021-08-23,20001,"[85, 120)",33196.0,13.0
2021-08-23,20002,"[0, 18)",9710.0,355.0
2021-08-23,20002,"[18, 25)",24924.0,109.0
2021-08-23,20002,"[25, 35)",34401.0,142.0
2021-08-23,20002,"[35, 45)",40980.0,96.0
2021-08-23,20002,"[45, 55)",48400.0,66.0
2021-08-23,20002,"[55, 65)",48619.0,41.0
2021-08-23,20002,"[65, 75)",39825.0,19.0
2021-08-23,20002,"[75, 85)",22385.0,12.0
2021-08-23,20002,"[85, 120)",9844.0,6.0
2021-08-23,21000,"[0, 18)",22678.0,2642.0
2021-08-23,21000,"[18, 25)",43606.0,1298.0
2021-08-23,21000,"[25, 35)",113314.0,1787.0
2021-08-23,21000,"[35, 45)",113858.0,1263.0
2021-08-23,21000,"[45, 55)",114915.0,612.0
2021-08-23,21000,"[55, 65)",95337.0,367.0
2021-08-23,21000,"[65, 75)",67042.0,170.0
2021-08-23,21000,"[75, 85)",40997.0,91.0
2021-08-23,21000,"[85, 120)",21156.0,33.0
2021-08-23,30000,"[0, 18)",68283.0,1571.0
2021-08-23,30000,"[18, 25)",79166.0,524.0
2021-08-23,30000,"[25, 35)",122425.0,714.0
2021-08-23,30000,"[35, 45)",128317.0,279.0
2021-08-23,30000,"[45, 55)",147296.0,148.0
2021-08-23,30000,"[55, 65)",166310.0,73.0
2021-08-23,30000,"[65, 75)",139085.0,58.0
2021-08-23,30000,"[75, 85)",92243.0,28.0
2021-08-23,30000,"[85, 120)",41983.0,24.0
2021-08-23,40000,"[0, 18)",90957.0,3719.0
2021-08-23,40000,"[18, 25)",102313.0,1256.0
2021-08-23,40000,"[25, 35)",171553.0,1447.0
2021-08-23,40000,"[35, 45)",180114.0,1019.0
2021-08-23,40000,"[45, 55)",193534.0,437.0
2021-08-23,40000,"[55, 65)",196491.0,216.0
2021-08-23,40000,"[65, 75)",152940.0,98.0
2021-08-23,40000,"[75, 85)",96236.0,29.0
2021-08-23,40000,"[85, 120)",44762.0,34.0
2021-08-23,50000,"[0, 18)",26746.0,637.0
2021-08-23,50000,"[18, 25)",73694.0,1127.0
2021-08-23,50000,"[25, 35)",107895.0,573.0
2021-08-23,50000,"[35, 45)",125916.0,480.0
2021-08-23,50000,"[45, 55)",151484.0,296.0
2021-08-23,50000,"[55, 65)",154163.0,172.0
2021-08-23,50000,"[65, 75)",130516.0,102.0
2021-08-23,50000,"[75, 85)",65105.0,39.0
2021-08-23,50000,"[85, 120)",30191.0,19.0
2021-08-23,60000,"[0, 18)",13461.0,397.0
2021-08-23,60000,"[18, 25)",53101.0,501.0
2021-08-23,60000,"[25, 35)",88139.0,439.0
2021-08-23,60000,"[35, 45)",101084.0,352.0
2021-08-23,60000,"[45, 55)",117983.0,211.0
2021-08-23,60000,"[55, 65)",125542.0,117.0
2021-08-23,60000,"[65, 75)",104845.0,72.0
2021-08-23,60000,"[75, 85)",55989.0,15.0
2021-08-23,60000,"[85, 120)",24328.0,11.0
2021-08-23,70000,"[0, 18)",45310.0,1566.0
2021-08-23,70000,"[18, 25)",54611.0,504.0
2021-08-23,70000,"[25, 35)",86958.0,558.0
2021-08-23,70000,"[35, 45)",100904.0,528.0
2021-08-23,70000,"[45, 55)",109691.0,230.0
2021-08-23,70000,"[55, 65)",124894.0,95.0
2021-08-23,70000,"[65, 75)",97570.0,35.0
2021-08-23,70000,"[75, 85)",57089.0,8.0
2021-08-23,70000,"[85, 120)",23655.0,8.0
2021-08-23,80000,"[0, 18)",808.0,99.0
2021-08-23,80000,"[18, 25)",11738.0,731.0
2021-08-23,80000,"[25, 35)",20374.0,211.0
2021-08-23,80000,"[35, 45)",27586.0,40.0
2021-08-23,80000,"[45, 55)",32223.0,9.0
2021-08-23,80000,"[55, 65)",32485.0,11.0
2021-08-23,80000,"[65, 75)",24938.0,12.0
2021-08-23,80000,"[75, 85)",12612.0,3.0
2021-08-23,80000,"[85, 120)",6228.0,1.0
2021-08-23,90000,"[0, 18)",7658.0,279.0
2021-08-23,90000,"[18, 25)",30630.0,224.0
2021-08-23,90000,"[25, 35)",45818.0,241.0
2021-08-23,90000,"[35, 45)",49443.0,161.0
2021-08-23,90000,"[45, 55)",56362.0,98.0
2021-08-23,90000,"[55, 65)",59173.0,63.0
2021-08-23,90000,"[65, 75)",49558.0,22.0
2021-08-23,90000,"[75, 85)",24597.0,11.0
2021-08-23,90000,"[85, 120)",11091.0,13.0
2021-08-30,10000,"[0, 18)",105397.0,2784.0
2021-08-30,10000,"[18, 25)",117801.0,1013.0
2021-08-30,10000,"[25, 35)",201425.0,1293.0
2021-08-30,10000,"[35, 45)",211021.0,851.0
2021-08-30,10000,"[45, 55)",223329.0,414.0
2021-08-30,10000,"[55, 65)",240331.0,164.0
2021-08-30,10000,"[65, 75)",184436.0,77.0
2021-08-30,10000,"[75, 85)",115513.0,21.0
2021-08-30,10000,"[85, 120)",52279.0,9.0
2021-08-30,20001,"[0, 18)",68440.0,2035.0
2021-08-30,20001,"[18, 25)",76143.0,556.0
2021-08-30,20001,"[25, 35)",113761.0,626.0
2021-08-30,20001,"[35, 45)",130540.0,479.0
2021-08-30,20001,"[45, 55)",143500.0,312.0
2021-08-30,20001,"[55, 65)",148857.0,119.0
2021-08-30,20001,"[65, 75)",112596.0,36.0
2021-08-30,20001,"[75, 85)",70641.0,20.0
2021-08-30,20001,"[85, 120)",33209.0,7.0
2021-08-30,20002,"[0, 18)",10065.0,1404.0
2021-08-30,20002,"[18, 25)",25033.0,92.0
2021-08-30,20002,"[25, 35)",34543.0,163.0
2021-08-30,20002,"[35, 45)",41076.0,88.0
2021-08-30,20002,"[45, 55)",48466.0,43.0
2021-08-30,20002,"[55, 65)",48660.0,49.0
2021-08-30,20002,"[65, 75)",39844.0,10.0
2021-08-30,20002,"[75, 85)",22397.0,6.0
2021-08-30,20002,"[85, 120)",9850.0,6.0
2021-08-30,21000,"[0, 18)",25320.0,1838.0
2021-08-30,21000,"[18, 25)",44904.0,1441.0
2021-08-30,21000,"[25, 35)",115101.0,1946.0
2021-08-30,21000,"[35, 45)",115121.0,1362.0
2021-08-30,21000,"[45, 55)",115527.0,709.0
2021-08-30,21000,"[55, 65)",95704.0,379.0
2021-08-30,21000,"[65, 75)",67212.0,181.0
2021-08-30,21000,"[75, 85)",41088.0,99.0
2021-08-30,21000,"[85, 120)",21189.0,26.0
2021-08-30,30000,"[0, 18)",69854.0,1356.0
2021-08-30,30000,"[18, 25)",79690.0,554.0
2021-08-30,30000,"[25, 35)",123139.0,465.0
2021-08-30,30000,"[35, 45)",128596.0,289.0
2021-08-30,30000,"[45, 55)",147444.0,192.0
2021-08-30,30000,"[55, 65)",166383.0,114.0
2021-08-30,30000,"[65, 75)",139143.0,86.0
2021-08-30,30000,"[75, 85)",92271.0,17.0
2021-08-30,30000,"[85, 120)",42007.0,9.0
2021-08-30,40000,"[0, 18)",94676.0,2849.0
2021-08-30,40000,"[18, 25)",103569.0,854.0
2021-08-30,40000,"[25, 35)",173000.0,886.0
2021-08-30,40000,"[35, 45)",181133.0,596.0
2021-08-30,40000,"[45, 55)",193971.0,363.0
2021-08-30,40000,"[55, 65)",196707.0,169.0
2021-08-30,40000,"[65, 75)",153038.0,98.0
2021-08-30,40000,"[75, 85)",96265.0,38.0
2021-08-30,40000,"[85, 120)",44796.0,122.0
2021-08-30,50000,"[0, 18)",27383.0,2098.0
2021-08-30,50000,"[18, 25)",74821.0,377.0
2021-08-30,50000,"[25, 35)",108468.0,940.0
2021-08-30,50000,"[35, 45)",126396.0,370.0
2021-08-30,50000,"[45, 55)",151780.0,249.0
2021-08-30,50000,"[55, 65)",154335.0,140.0
2021-08-30,50000,"[65, 75)",130618.0,79.0
2021-08-30,50000,"[75, 85)",65144.0,46.0
2021-08-30,50000,"[85, 120)",30210.0,19.0
2021-08-30,60000,"[0, 18)",13858.0,254.0
2021-08-30,60000,"[18, 25)",53602.0,629.0
2021-08-30,60000,"[25, 35)",88578.0,412.0
2021-08-30,60000,"[35, 45)",101436.0,272.0
2021-08-30,60000,"[45, 55)",118194.0,174.0
2021-08-30,60000,"[55, 65)",125659.0,103.0
2021-08-30,60000,"[65, 75)",104917.0,74.0
2021-08-30,60000,"[75, 85)",56004.0,29.0
2021-08-30,60000,"[85, 120)",24339.0,24.0
2021-08-30,70000,"[0, 18)",46876.0,1455.0
2021-08-30,70000,"[18, 25)",55115.0,347.0
2021-08-30,70000,"[25, 35)",87516.0,448.0
2021-08-30,70000,"[35, 45)",101432.0,242.0
2021-08-30,70000,"[45, 55)",109921.0,124.0
2021-08-30,70000,"[55, 65)",124989.0,52.0
2021-08-30,70000,"[65, 75)",97605.0,43.0
2021-08-30,70000,"[75, 85)",57097.0,9.0
2021-08-30,70000,"[85, 120)",23663.0,3.0
2021-08-30,80000,"[0, 18)",907.0,12.0
2021-08-30,80000,"[18, 25)",12469.0,55.0
2021-08-30,80000,"[25, 35)",20585.0,67.0
2021-08-30,80000,"[35, 45)",27626.0,46.0
2021-08-30,80000,"[45, 55)",32232.0,18.0
2021-08-30,80000,"[55, 65)",32496.0,24.0
2021-08-30,80000,"[65, 75)",24950.0,3.0
2021-08-30,80000,"[75, 85)",12615.0,1.0
2021-08-30,80000,"[85, 120)",6229.0,1.0
2021-08-30,90000,"[0, 18)",7937.0,71.0
2021-08-30,90000,"[18, 25)",30854.0,115.0
2021-08-30,90000,"[25, 35)",46059.0,150.0
2021-08-30,90000,"[35, 45)",49604.0,92.0
2021-08-30,90000,"[45, 55)",56460.0,51.0
2021-08-30,90000,"[55, 65)",59236.0,30.0
2021-08-30,90000,"[65, 75)",49580.0,30.0
2021-08-30,90000,"[75, 85)",24608.0,9.0
2021-08-30,90000,"[85, 120)",11104.0,4.0
2021-09-06,10000,"[0, 18)",108181.0,1550.0
2021-09-06,10000,"[18, 25)",118814.0,622.0
2021-09-06,10000,"[25, 35)",202718.0,652.0
2021-09-06,10000,"[35, 45)",211872.0,473.0
2021-09-06,10000,"[45, 55)",223743.0,303.0
2021-09-06,10000,"[55, 65)",240495.0,157.0
2021-09-06,10000,"[65, 75)",184513.0,99.0
2021-09-06,10000,"[75, 85)",115534.0,28.0
2021-09-06,10000,"[85, 120)",52288.0,14.0
2021-09-06,20001,"[0, 18)",70475.0,1188.0
2021-09-06,20001,"[18, 25)",76699.0,583.0
2021-09-06,20001,"[25, 35)",114387.0,492.0
2021-09-06,20001,"[35, 45)",131019.0,395.0
2021-09-06,20001,"[45, 55)",143812.0,259.0
2021-09-06,20001,"[55, 65)",148976.0,136.0
2021-09-06,20001,"[65, 75)",112632.0,66.0
2021-09-06,20001,"[75, 85)",70661.0,9.0
2021-09-06,20001,"[85, 120)",33216.0,10.0
2021-09-06,20002,"[0, 18)",11469.0,260.0
2021-09-06,20002,"[18, 25)",25125.0,286.0
2021-09-06,20002,"[25, 35)",34706.0,190.0
