date,age,dose,CUMULATIVE,INCIDENCE
2021-03-29,"[45, 55)",A,180647.0,8409.0
2021-03-29,"[45, 55)",B,94294.0,5320.0
2021-03-29,"[45, 55)",C,109.0,37.0
2021-03-29,"[45, 55)",E,0.0,0.0
2021-03-29,"[55, 65)",A,194819.0,29434.0
2021-03-29,"[55, 65)",B,111045.0,8588.0
2021-03-29,"[55, 65)",C,176.0,61.0
2021-03-29,"[55, 65)",E,0.0,0.0
2021-03-29,"[65, 75)",A,207156.0,113446.0
2021-03-29,"[65, 75)",B,49516.0,10478.0
2021-03-29,"[65, 75)",C,133.0,39.0
2021-03-29,"[65, 75)",E,0.0,0.0
2021-03-29,"[75, 85)",A,345418.0,210531.0
2021-03-29,"[75, 85)",B,55939.0,14153.0
2021-03-29,"[75, 85)",C,0.0,0.0
2021-03-29,"[75, 85)",E,0.0,0.0
2021-03-29,"[85, 120)",A,260107.0,9025.0
2021-03-29,"[85, 120)",B,91196.0,8012.0
2021-03-29,"[85, 120)",C,0.0,0.0
2021-03-29,"[85, 120)",E,0.0,0.0
2021-04-05,"[0, 12)",A,0.0,0.0
2021-04-05,"[0, 12)",B,0.0,0.0
2021-04-05,"[0, 12)",C,0.0,0.0
2021-04-05,"[0, 12)",E,0.0,0.0
2021-04-05,"[12, 18)",A,1491.0,86.0
2021-04-05,"[12, 18)",B,1052.0,42.0
2021-04-05,"[12, 18)",C,0.0,0.0
2021-04-05,"[12, 18)",E,0.0,0.0
2021-04-05,"[18, 25)",A,71169.0,4495.0
2021-04-05,"[18, 25)",B,37010.0,1775.0
2021-04-05,"[18, 25)",C,11.0,12.0
2021-04-05,"[18, 25)",E,0.0,0.0
2021-04-05,"[25, 35)",A,165132.0,4590.0
2021-04-05,"[25, 35)",B,86709.0,3316.0
2021-04-05,"[25, 35)",C,67.0,3.0
2021-04-05,"[25, 35)",E,0.0,0.0
2021-04-05,"[35, 45)",A,169940.0,5503.0
2021-04-05,"[35, 45)",B,88566.0,3480.0
2021-04-05,"[35, 45)",C,115.0,6.0
2021-04-05,"[35, 45)",E,0.0,0.0
2021-04-05,"[45, 55)",A,189056.0,13910.0
2021-04-05,"[45, 55)",B,99614.0,4097.0
2021-04-05,"[45, 55)",C,146.0,16.0
2021-04-05,"[45, 55)",E,0.0,0.0
2021-04-05,"[55, 65)",A,224253.0,57209.0
2021-04-05,"[55, 65)",B,119633.0,6178.0
2021-04-05,"[55, 65)",C,237.0,15.0
2021-04-05,"[55, 65)",E,0.0,0.0
2021-04-05,"[65, 75)",A,320602.0,262970.0
2021-04-05,"[65, 75)",B,59994.0,13540.0
2021-04-05,"[65, 75)",C,172.0,7.0
2021-04-05,"[65, 75)",E,0.0,0.0
2021-04-05,"[75, 85)",A,555949.0,46265.0
2021-04-05,"[75, 85)",B,70092.0,22981.0
2021-04-05,"[75, 85)",C,0.0,0.0
2021-04-05,"[75, 85)",E,0.0,0.0
2021-04-05,"[85, 120)",A,269132.0,5935.0
2021-04-05,"[85, 120)",B,99208.0,36836.0
2021-04-05,"[85, 120)",C,0.0,0.0
2021-04-05,"[85, 120)",E,0.0,0.0
2021-04-12,"[0, 12)",A,0.0,0.0
2021-04-12,"[0, 12)",B,0.0,0.0
2021-04-12,"[0, 12)",C,0.0,0.0
2021-04-12,"[0, 12)",E,0.0,0.0
2021-04-12,"[12, 18)",A,1577.0,130.0
2021-04-12,"[12, 18)",B,1094.0,77.0
2021-04-12,"[12, 18)",C,0.0,0.0
2021-04-12,"[12, 18)",E,0.0,0.0
2021-04-12,"[18, 25)",A,75664.0,5198.0
2021-04-12,"[18, 25)",B,38785.0,1198.0
2021-04-12,"[18, 25)",C,23.0,1.0
2021-04-12,"[18, 25)",E,0.0,0.0
2021-04-12,"[25, 35)",A,169722.0,5379.0
2021-04-12,"[25, 35)",B,90025.0,2216.0
2021-04-12,"[25, 35)",C,70.0,3.0
2021-04-12,"[25, 35)",E,0.0,0.0
2021-04-12,"[35, 45)",A,175443.0,7693.0
2021-04-12,"[35, 45)",B,92046.0,2388.0
2021-04-12,"[35, 45)",C,121.0,0.0
2021-04-12,"[35, 45)",E,0.0,0.0
2021-04-12,"[45, 55)",A,202966.0,30229.0
2021-04-12,"[45, 55)",B,103711.0,2650.0
2021-04-12,"[45, 55)",C,162.0,0.0
2021-04-12,"[45, 55)",E,0.0,0.0
2021-04-12,"[55, 65)",A,281462.0,107359.0
2021-04-12,"[55, 65)",B,125811.0,3336.0
2021-04-12,"[55, 65)",C,252.0,0.0
2021-04-12,"[55, 65)",E,0.0,0.0
2021-04-12,"[65, 75)",A,583572.0,224661.0
2021-04-12,"[65, 75)",B,73534.0,8270.0
2021-04-12,"[65, 75)",C,179.0,10.0
2021-04-12,"[65, 75)",E,0.0,0.0
2021-04-12,"[75, 85)",A,602214.0,14150.0
2021-04-12,"[75, 85)",B,93073.0,5377.0
2021-04-12,"[75, 85)",C,0.0,0.0
2021-04-12,"[75, 85)",E,0.0,0.0
2021-04-12,"[85, 120)",A,275067.0,3503.0
2021-04-12,"[85, 120)",B,136044.0,1991.0
2021-04-12,"[85, 120)",C,0.0,0.0
2021-04-12,"[85, 120)",E,0.0,0.0
2021-04-19,"[0, 12)",A,0.0,0.0
2021-04-19,"[0, 12)",B,0.0,0.0
2021-04-19,"[0, 12)",C,0.0,0.0
2021-04-19,"[0, 12)",E,0.0,0.0
2021-04-19,"[12, 18)",A,1707.0,337.0
2021-04-19,"[12, 18)",B,1171.0,51.0
2021-04-19,"[12, 18)",C,0.0,0.0
2021-04-19,"[12, 18)",E,0.0,0.0
2021-04-19,"[18, 25)",A,80862.0,5693.0
2021-04-19,"[18, 25)",B,39983.0,2001.0
2021-04-19,"[18, 25)",C,24.0,4.0
2021-04-19,"[18, 25)",E,0.0,0.0
2021-04-19,"[25, 35)",A,175101.0,7243.0
2021-04-19,"[25, 35)",B,92241.0,3521.0
2021-04-19,"[25, 35)",C,73.0,27.0
2021-04-19,"[25, 35)",E,0.0,0.0
2021-04-19,"[35, 45)",A,183136.0,11548.0
2021-04-19,"[35, 45)",B,94434.0,4019.0
2021-04-19,"[35, 45)",C,121.0,22.0
2021-04-19,"[35, 45)",E,0.0,0.0
2021-04-19,"[45, 55)",A,233195.0,43870.0
2021-04-19,"[45, 55)",B,106361.0,5229.0
2021-04-19,"[45, 55)",C,162.0,255.0
2021-04-19,"[45, 55)",E,0.0,0.0
2021-04-19,"[55, 65)",A,388821.0,131454.0
2021-04-19,"[55, 65)",B,129147.0,7842.0
2021-04-19,"[55, 65)",C,252.0,287.0
2021-04-19,"[55, 65)",E,0.0,0.0
2021-04-19,"[65, 75)",A,808233.0,153235.0
2021-04-19,"[65, 75)",B,81804.0,29899.0
2021-04-19,"[65, 75)",C,189.0,205.0
2021-04-19,"[65, 75)",E,0.0,0.0
2021-04-19,"[75, 85)",A,616364.0,7142.0
2021-04-19,"[75, 85)",B,98450.0,25069.0
2021-04-19,"[75, 85)",C,0.0,265.0
2021-04-19,"[75, 85)",E,0.0,0.0
2021-04-19,"[85, 120)",A,278570.0,3102.0
2021-04-19,"[85, 120)",B,138035.0,8114.0
2021-04-19,"[85, 120)",C,0.0,344.0
2021-04-19,"[85, 120)",E,0.0,0.0
2021-04-26,"[0, 12)",A,0.0,0.0
2021-04-26,"[0, 12)",B,0.0,0.0
2021-04-26,"[0, 12)",C,0.0,0.0
2021-04-26,"[0, 12)",E,0.0,0.0
2021-04-26,"[12, 18)",A,2044.0,365.0
2021-04-26,"[12, 18)",B,1222.0,53.0
2021-04-26,"[12, 18)",C,0.0,0.0
2021-04-26,"[12, 18)",E,0.0,0.0
2021-04-26,"[18, 25)",A,86555.0,5563.0
2021-04-26,"[18, 25)",B,41984.0,2652.0
2021-04-26,"[18, 25)",C,28.0,126.0
2021-04-26,"[18, 25)",E,0.0,0.0
2021-04-26,"[25, 35)",A,182344.0,10834.0
2021-04-26,"[25, 35)",B,95762.0,5071.0
2021-04-26,"[25, 35)",C,100.0,371.0
2021-04-26,"[25, 35)",E,0.0,0.0
2021-04-26,"[35, 45)",A,194684.0,27561.0
2021-04-26,"[35, 45)",B,98453.0,5699.0
2021-04-26,"[35, 45)",C,143.0,1230.0
2021-04-26,"[35, 45)",E,0.0,0.0
2021-04-26,"[45, 55)",A,277065.0,93026.0
2021-04-26,"[45, 55)",B,111590.0,6599.0
2021-04-26,"[45, 55)",C,417.0,3825.0
2021-04-26,"[45, 55)",E,0.0,0.0
2021-04-26,"[55, 65)",A,520275.0,256108.0
2021-04-26,"[55, 65)",B,136989.0,12914.0
2021-04-26,"[55, 65)",C,539.0,5380.0
2021-04-26,"[55, 65)",E,0.0,0.0
2021-04-26,"[65, 75)",A,961468.0,75223.0
2021-04-26,"[65, 75)",B,111703.0,49819.0
2021-04-26,"[65, 75)",C,394.0,1910.0
2021-04-26,"[65, 75)",E,0.0,0.0
2021-04-26,"[75, 85)",A,623506.0,5480.0
2021-04-26,"[75, 85)",B,123519.0,134796.0
2021-04-26,"[75, 85)",C,265.0,1506.0
2021-04-26,"[75, 85)",E,0.0,0.0
2021-04-26,"[85, 120)",A,281672.0,2122.0
2021-04-26,"[85, 120)",B,146149.0,20117.0
2021-04-26,"[85, 120)",C,344.0,1982.0
2021-04-26,"[85, 120)",E,0.0,0.0
2021-05-03,"[0, 12)",A,0.0,0.0
2021-05-03,"[0, 12)",B,0.0,0.0
2021-05-03,"[0, 12)",C,0.0,0.0
2021-05-03,"[0, 12)",E,0.0,0.0
2021-05-03,"[12, 18)",A,2409.0,320.0
2021-05-03,"[12, 18)",B,1275.0,63.0
2021-05-03,"[12, 18)",C,0.0,0.0
2021-05-03,"[12, 18)",E,0.0,0.0
2021-05-03,"[18, 25)",A,92118.0,6195.0
2021-05-03,"[18, 25)",B,44636.0,3525.0
2021-05-03,"[18, 25)",C,154.0,70.0
2021-05-03,"[18, 25)",E,0.0,0.0
2021-05-03,"[25, 35)",A,193178.0,16411.0
2021-05-03,"[25, 35)",B,100833.0,6850.0
2021-05-03,"[25, 35)",C,471.0,233.0
2021-05-03,"[25, 35)",E,0.0,0.0
2021-05-03,"[35, 45)",A,222245.0,44764.0
2021-05-03,"[35, 45)",B,104152.0,7590.0
2021-05-03,"[35, 45)",C,1373.0,443.0
2021-05-03,"[35, 45)",E,0.0,0.0
2021-05-03,"[45, 55)",A,370091.0,102052.0
2021-05-03,"[45, 55)",B,118189.0,12000.0
2021-05-03,"[45, 55)",C,4242.0,959.0
2021-05-03,"[45, 55)",E,0.0,0.0
2021-05-03,"[55, 65)",A,776383.0,122507.0
2021-05-03,"[55, 65)",B,149903.0,20218.0
2021-05-03,"[55, 65)",C,5919.0,704.0
2021-05-03,"[55, 65)",E,0.0,0.0
2021-05-03,"[65, 75)",A,1036691.0,16991.0
2021-05-03,"[65, 75)",B,161522.0,55402.0
2021-05-03,"[65, 75)",C,2304.0,551.0
2021-05-03,"[65, 75)",E,0.0,0.0
2021-05-03,"[75, 85)",A,628986.0,3605.0
2021-05-03,"[75, 85)",B,258315.0,177007.0
2021-05-03,"[75, 85)",C,1771.0,708.0
2021-05-03,"[75, 85)",E,0.0,0.0
2021-05-03,"[85, 120)",A,283794.0,1133.0
2021-05-03,"[85, 120)",B,166266.0,3909.0
2021-05-03,"[85, 120)",C,2326.0,1212.0
2021-05-03,"[85, 120)",E,0.0,0.0
2021-05-10,"[0, 12)",A,0.0,0.0
2021-05-10,"[0, 12)",B,0.0,0.0
2021-05-10,"[0, 12)",C,0.0,0.0
2021-05-10,"[0, 12)",E,0.0,0.0
2021-05-10,"[12, 18)",A,2729.0,311.0
2021-05-10,"[12, 18)",B,1338.0,264.0
2021-05-10,"[12, 18)",C,0.0,0.0
2021-05-10,"[12, 18)",E,0.0,0.0
2021-05-10,"[18, 25)",A,98313.0,5268.0
2021-05-10,"[18, 25)",B,48161.0,8942.0
2021-05-10,"[18, 25)",C,224.0,630.0
2021-05-10,"[18, 25)",E,0.0,0.0
2021-05-10,"[25, 35)",A,209589.0,19230.0
2021-05-10,"[25, 35)",B,107683.0,15804.0
2021-05-10,"[25, 35)",C,704.0,1633.0
2021-05-10,"[25, 35)",E,0.0,0.0
2021-05-10,"[35, 45)",A,267009.0,46835.0
2021-05-10,"[35, 45)",B,111742.0,19607.0
2021-05-10,"[35, 45)",C,1816.0,3709.0
2021-05-10,"[35, 45)",E,0.0,0.0
2021-05-10,"[45, 55)",A,472143.0,219233.0
2021-05-10,"[45, 55)",B,130189.0,32621.0
2021-05-10,"[45, 55)",C,5201.0,5498.0
2021-05-10,"[45, 55)",E,0.0,0.0
2021-05-10,"[55, 65)",A,898890.0,135570.0
2021-05-10,"[55, 65)",B,170121.0,54824.0
2021-05-10,"[55, 65)",C,6623.0,3561.0
2021-05-10,"[55, 65)",E,0.0,0.0
2021-05-10,"[65, 75)",A,1053682.0,8875.0
2021-05-10,"[65, 75)",B,216924.0,129577.0
2021-05-10,"[65, 75)",C,2855.0,1070.0
2021-05-10,"[65, 75)",E,0.0,0.0
2021-05-10,"[75, 85)",A,632591.0,2258.0
2021-05-10,"[75, 85)",B,435322.0,36429.0
2021-05-10,"[75, 85)",C,2479.0,1333.0
2021-05-10,"[75, 85)",E,0.0,0.0
2021-05-10,"[85, 120)",A,284927.0,900.0
2021-05-10,"[85, 120)",B,170175.0,3108.0
2021-05-10,"[85, 120)",C,3538.0,1666.0
2021-05-10,"[85, 120)",E,0.0,0.0
2021-05-17,"[0, 12)",A,0.0,0.0
2021-05-17,"[0, 12)",B,0.0,0.0
2021-05-17,"[0, 12)",C,0.0,0.0
2021-05-17,"[0, 12)",E,0.0,0.0
2021-05-17,"[12, 18)",A,3040.0,436.0
2021-05-17,"[12, 18)",B,1602.0,415.0
2021-05-17,"[12, 18)",C,0.0,0.0
2021-05-17,"[12, 18)",E,0.0,0.0
2021-05-17,"[18, 25)",A,103581.0,8240.0
2021-05-17,"[18, 25)",B,57103.0,10612.0
2021-05-17,"[18, 25)",C,854.0,460.0
2021-05-17,"[18, 25)",E,0.0,0.0
2021-05-17,"[25, 35)",A,228819.0,25050.0
2021-05-17,"[25, 35)",B,123487.0,20701.0
2021-05-17,"[25, 35)",C,2337.0,921.0
2021-05-17,"[25, 35)",E,0.0,0.0
2021-05-17,"[35, 45)",A,313844.0,65568.0
2021-05-17,"[35, 45)",B,131349.0,24600.0
2021-05-17,"[35, 45)",C,5525.0,6055.0
2021-05-17,"[35, 45)",E,0.0,0.0
2021-05-17,"[45, 55)",A,691376.0,81273.0
2021-05-17,"[45, 55)",B,162810.0,54705.0
2021-05-17,"[45, 55)",C,10699.0,10175.0
2021-05-17,"[45, 55)",E,0.0,0.0
2021-05-17,"[55, 65)",A,1034460.0,41302.0
2021-05-17,"[55, 65)",B,224945.0,86483.0
2021-05-17,"[55, 65)",C,10184.0,3618.0
2021-05-17,"[55, 65)",E,0.0,0.0
2021-05-17,"[65, 75)",A,1062557.0,3959.0
2021-05-17,"[65, 75)",B,346501.0,175161.0
2021-05-17,"[65, 75)",C,3925.0,1003.0
2021-05-17,"[65, 75)",E,0.0,0.0
2021-05-17,"[75, 85)",A,634849.0,1020.0
2021-05-17,"[75, 85)",B,471751.0,14626.0
2021-05-17,"[75, 85)",C,3812.0,1015.0
2021-05-17,"[75, 85)",E,0.0,0.0
2021-05-17,"[85, 120)",A,285827.0,357.0
2021-05-17,"[85, 120)",B,173283.0,3189.0
2021-05-17,"[85, 120)",C,5204.0,1095.0
2021-05-17,"[85, 120)",E,0.0,0.0
2021-05-24,"[0, 12)",A,0.0,0.0
2021-05-24,"[0, 12)",B,0.0,0.0
2021-05-24,"[0, 12)",C,0.0,0.0
2021-05-24,"[0, 12)",E,0.0,0.0
2021-05-24,"[12, 18)",A,3476.0,1122.0
2021-05-24,"[12, 18)",B,2017.0,286.0
2021-05-24,"[12, 18)",C,0.0,0.0
2021-05-24,"[12, 18)",E,0.0,0.0
2021-05-24,"[18, 25)",A,111821.0,19511.0
2021-05-24,"[18, 25)",B,67715.0,10503.0
2021-05-24,"[18, 25)",C,1314.0,156.0
2021-05-24,"[18, 25)",E,0.0,0.0
2021-05-24,"[25, 35)",A,253869.0,57115.0
2021-05-24,"[25, 35)",B,144188.0,24316.0
2021-05-24,"[25, 35)",C,3258.0,476.0
2021-05-24,"[25, 35)",E,0.0,0.0
2021-05-24,"[35, 45)",A,379412.0,116532.0
2021-05-24,"[35, 45)",B,155949.0,29292.0
2021-05-24,"[35, 45)",C,11580.0,5091.0
2021-05-24,"[35, 45)",E,0.0,0.0
2021-05-24,"[45, 55)",A,772649.0,106223.0
2021-05-24,"[45, 55)",B,217515.0,60714.0
2021-05-24,"[45, 55)",C,20874.0,8540.0
2021-05-24,"[45, 55)",E,0.0,0.0
2021-05-24,"[55, 65)",A,1075762.0,169402.0
2021-05-24,"[55, 65)",B,311428.0,115206.0
2021-05-24,"[55, 65)",C,13802.0,7332.0
2021-05-24,"[55, 65)",E,0.0,0.0
2021-05-24,"[65, 75)",A,1066516.0,5389.0
2021-05-24,"[65, 75)",B,521662.0,139741.0
2021-05-24,"[65, 75)",C,4928.0,830.0
2021-05-24,"[65, 75)",E,0.0,0.0
2021-05-24,"[75, 85)",A,635869.0,1943.0
2021-05-24,"[75, 85)",B,486377.0,15718.0
2021-05-24,"[75, 85)",C,4827.0,825.0
2021-05-24,"[75, 85)",E,0.0,0.0
2021-05-24,"[85, 120)",A,286184.0,624.0
2021-05-24,"[85, 120)",B,176472.0,6751.0
2021-05-24,"[85, 120)",C,6299.0,1124.0
2021-05-24,"[85, 120)",E,0.0,0.0
2021-05-31,"[0, 12)",A,0.0,0.0
2021-05-31,"[0, 12)",B,0.0,0.0
2021-05-31,"[0, 12)",C,0.0,0.0
2021-05-31,"[0, 12)",E,0.0,0.0
2021-05-31,"[12, 18)",A,4598.0,1986.0
2021-05-31,"[12, 18)",B,2303.0,237.0
2021-05-31,"[12, 18)",C,0.0,0.0
2021-05-31,"[12, 18)",E,0.0,0.0
2021-05-31,"[18, 25)",A,131332.0,28065.0
2021-05-31,"[18, 25)",B,78218.0,11243.0
2021-05-31,"[18, 25)",C,1470.0,121.0
2021-05-31,"[18, 25)",E,0.0,0.0
2021-05-31,"[25, 35)",A,310984.0,68306.0
2021-05-31,"[25, 35)",B,168504.0,21045.0
2021-05-31,"[25, 35)",C,3734.0,343.0
2021-05-31,"[25, 35)",E,0.0,0.0
2021-05-31,"[35, 45)",A,495944.0,119156.0
2021-05-31,"[35, 45)",B,185241.0,35978.0
2021-05-31,"[35, 45)",C,16671.0,5756.0
2021-05-31,"[35, 45)",E,0.0,0.0
2021-05-31,"[45, 55)",A,878872.0,205630.0
2021-05-31,"[45, 55)",B,278229.0,76996.0
2021-05-31,"[45, 55)",C,29414.0,32536.0
2021-05-31,"[45, 55)",E,0.0,0.0
2021-05-31,"[55, 65)",A,1245164.0,67418.0
2021-05-31,"[55, 65)",B,426634.0,221782.0
2021-05-31,"[55, 65)",C,21134.0,5603.0
2021-05-31,"[55, 65)",E,0.0,0.0
2021-05-31,"[65, 75)",A,1071905.0,3674.0
2021-05-31,"[65, 75)",B,661403.0,75555.0
2021-05-31,"[65, 75)",C,5758.0,868.0
2021-05-31,"[65, 75)",E,0.0,0.0
2021-05-31,"[75, 85)",A,637812.0,1327.0
2021-05-31,"[75, 85)",B,502095.0,39395.0
2021-05-31,"[75, 85)",C,5652.0,675.0
2021-05-31,"[75, 85)",E,0.0,0.0
2021-05-31,"[85, 120)",A,286808.0,483.0
2021-05-31,"[85, 120)",B,183223.0,49949.0
2021-05-31,"[85, 120)",C,7423.0,722.0
2021-05-31,"[85, 120)",E,0.0,0.0
2021-06-07,"[0, 12)",A,0.0,0.0
2021-06-07,"[0, 12)",B,0.0,0.0
2021-06-07,"[0, 12)",C,0.0,0.0
2021-06-07,"[0, 12)",E,0.0,0.0
2021-06-07,"[12, 18)",A,6584.0,6593.0
2021-06-07,"[12, 18)",B,2540.0,293.0
2021-06-07,"[12, 18)",C,0.0,43.0
2021-06-07,"[12, 18)",E,0.0,0.0
2021-06-07,"[18, 25)",A,159397.0,61517.0
2021-06-07,"[18, 25)",B,89461.0,7777.0
2021-06-07,"[18, 25)",C,1591.0,2989.0
2021-06-07,"[18, 25)",E,0.0,0.0
2021-06-07,"[25, 35)",A,379290.0,146743.0
2021-06-07,"[25, 35)",B,189549.0,22017.0
2021-06-07,"[25, 35)",C,4077.0,2974.0
2021-06-07,"[25, 35)",E,0.0,0.0
2021-06-07,"[35, 45)",A,615100.0,311681.0
2021-06-07,"[35, 45)",B,221219.0,41823.0
2021-06-07,"[35, 45)",C,22427.0,24222.0
2021-06-07,"[35, 45)",E,0.0,0.0
2021-06-07,"[45, 55)",A,1084502.0,85266.0
2021-06-07,"[45, 55)",B,355225.0,70630.0
2021-06-07,"[45, 55)",C,61950.0,35096.0
2021-06-07,"[45, 55)",E,0.0,0.0
2021-06-07,"[55, 65)",A,1312582.0,12362.0
2021-06-07,"[55, 65)",B,648416.0,97344.0
2021-06-07,"[55, 65)",C,26737.0,2395.0
2021-06-07,"[55, 65)",E,0.0,0.0
2021-06-07,"[65, 75)",A,1075579.0,2989.0
2021-06-07,"[65, 75)",B,736958.0,33993.0
2021-06-07,"[65, 75)",C,6626.0,746.0
2021-06-07,"[65, 75)",E,0.0,0.0
2021-06-07,"[75, 85)",A,639139.0,1073.0
2021-06-07,"[75, 85)",B,541490.0,28193.0
2021-06-07,"[75, 85)",C,6327.0,576.0
2021-06-07,"[75, 85)",E,0.0,0.0
2021-06-07,"[85, 120)",A,287291.0,415.0
2021-06-07,"[85, 120)",B,233172.0,31387.0
2021-06-07,"[85, 120)",C,8145.0,587.0
2021-06-07,"[85, 120)",E,0.0,0.0
2021-06-14,"[0, 12)",A,0.0,0.0
2021-06-14,"[0, 12)",B,0.0,0.0
2021-06-14,"[0, 12)",C,0.0,0.0
2021-06-14,"[0, 12)",E,0.0,0.0
2021-06-14,"[12, 18)",A,13177.0,34136.0
2021-06-14,"[12, 18)",B,2833.0,464.0
2021-06-14,"[12, 18)",C,43.0,1362.0
2021-06-14,"[12, 18)",E,0.0,0.0
2021-06-14,"[18, 25)",A,220914.0,108070.0
2021-06-14,"[18, 25)",B,97238.0,9812.0
2021-06-14,"[18, 25)",C,4580.0,18485.0
2021-06-14,"[18, 25)",E,0.0,0.0
2021-06-14,"[25, 35)",A,526033.0,271088.0
2021-06-14,"[25, 35)",B,211566.0,27366.0
2021-06-14,"[25, 35)",C,7051.0,3662.0
2021-06-14,"[25, 35)",E,0.0,0.0
2021-06-14,"[35, 45)",A,926781.0,139230.0
2021-06-14,"[35, 45)",B,263042.0,47723.0
2021-06-14,"[35, 45)",C,46649.0,3595.0
2021-06-14,"[35, 45)",E,0.0,0.0
2021-06-14,"[45, 55)",A,1169768.0,17126.0
2021-06-14,"[45, 55)",B,425855.0,104437.0
2021-06-14,"[45, 55)",C,97046.0,2695.0
2021-06-14,"[45, 55)",E,0.0,0.0
2021-06-14,"[55, 65)",A,1324944.0,6677.0
2021-06-14,"[55, 65)",B,745760.0,49817.0
2021-06-14,"[55, 65)",C,29132.0,1191.0
2021-06-14,"[55, 65)",E,0.0,0.0
2021-06-14,"[65, 75)",A,1078568.0,2138.0
2021-06-14,"[65, 75)",B,770951.0,25140.0
2021-06-14,"[65, 75)",C,7372.0,659.0
2021-06-14,"[65, 75)",E,0.0,0.0
2021-06-14,"[75, 85)",A,640212.0,843.0
2021-06-14,"[75, 85)",B,569683.0,26429.0
2021-06-14,"[75, 85)",C,6903.0,483.0
2021-06-14,"[75, 85)",E,0.0,0.0
2021-06-14,"[85, 120)",A,287706.0,321.0
2021-06-14,"[85, 120)",B,264559.0,6685.0
2021-06-14,"[85, 120)",C,8732.0,438.0
2021-06-14,"[85, 120)",E,0.0,0.0
2021-06-21,"[0, 12)",A,0.0,0.0
2021-06-21,"[0, 12)",B,0.0,0.0
2021-06-21,"[0, 12)",C,0.0,0.0
2021-06-21,"[0, 12)",E,0.0,0.0
2021-06-21,"[12, 18)",A,47313.0,43135.0
2021-06-21,"[12, 18)",B,3297.0,510.0
2021-06-21,"[12, 18)",C,1405.0,2066.0
2021-06-21,"[12, 18)",E,0.0,0.0
2021-06-21,"[18, 25)",A,328984.0,117226.0
2021-06-21,"[18, 25)",B,107050.0,8192.0
2021-06-21,"[18, 25)",C,23065.0,12757.0
2021-06-21,"[18, 25)",E,0.0,0.0
2021-06-21,"[25, 35)",A,797121.0,196495.0
2021-06-21,"[25, 35)",B,238932.0,25348.0
2021-06-21,"[25, 35)",C,10713.0,4261.0
2021-06-21,"[25, 35)",E,0.0,0.0
2021-06-21,"[35, 45)",A,1066011.0,28375.0
2021-06-21,"[35, 45)",B,310765.0,64440.0
2021-06-21,"[35, 45)",C,50244.0,1844.0
2021-06-21,"[35, 45)",E,0.0,0.0
2021-06-21,"[45, 55)",A,1186894.0,8604.0
2021-06-21,"[45, 55)",B,530292.0,69016.0
2021-06-21,"[45, 55)",C,99741.0,1872.0
2021-06-21,"[45, 55)",E,0.0,0.0
2021-06-21,"[55, 65)",A,1331621.0,4253.0
2021-06-21,"[55, 65)",B,795577.0,57372.0
2021-06-21,"[55, 65)",C,30323.0,914.0
2021-06-21,"[55, 65)",E,0.0,0.0
2021-06-21,"[65, 75)",A,1080706.0,1715.0
2021-06-21,"[65, 75)",B,796091.0,48932.0
2021-06-21,"[65, 75)",C,8031.0,566.0
2021-06-21,"[65, 75)",E,0.0,0.0
2021-06-21,"[75, 85)",A,641055.0,643.0
2021-06-21,"[75, 85)",B,596112.0,19537.0
2021-06-21,"[75, 85)",C,7386.0,353.0
2021-06-21,"[75, 85)",E,0.0,0.0
2021-06-21,"[85, 120)",A,288027.0,208.0
2021-06-21,"[85, 120)",B,271244.0,3432.0
2021-06-21,"[85, 120)",C,9170.0,296.0
2021-06-21,"[85, 120)",E,0.0,0.0
2021-06-28,"[0, 12)",A,0.0,0.0
2021-06-28,"[0, 12)",B,0.0,0.0
2021-06-28,"[0, 12)",C,0.0,0.0
2021-06-28,"[0, 12)",E,0.0,0.0
2021-06-28,"[12, 18)",A,90448.0,28088.0
2021-06-28,"[12, 18)",B,3807.0,1642.0
2021-06-28,"[12, 18)",C,3471.0,847.0
2021-06-28,"[12, 18)",E,0.0,0.0
2021-06-28,"[18, 25)",A,446210.0,86309.0
2021-06-28,"[18, 25)",B,115242.0,22086.0
2021-06-28,"[18, 25)",C,35822.0,5619.0
2021-06-28,"[18, 25)",E,0.0,0.0
2021-06-28,"[25, 35)",A,993616.0,29998.0
2021-06-28,"[25, 35)",B,264280.0,61581.0
2021-06-28,"[25, 35)",C,14974.0,2371.0
2021-06-28,"[25, 35)",E,0.0,0.0
2021-06-28,"[35, 45)",A,1094386.0,11539.0
2021-06-28,"[35, 45)",B,375205.0,127013.0
2021-06-28,"[35, 45)",C,52088.0,1774.0
2021-06-28,"[35, 45)",E,0.0,0.0
2021-06-28,"[45, 55)",A,1195498.0,5166.0
2021-06-28,"[45, 55)",B,599308.0,122242.0
2021-06-28,"[45, 55)",C,101613.0,1853.0
2021-06-28,"[45, 55)",E,0.0,0.0
2021-06-28,"[55, 65)",A,1335874.0,3047.0
2021-06-28,"[55, 65)",B,852949.0,192291.0
2021-06-28,"[55, 65)",C,31237.0,1310.0
2021-06-28,"[55, 65)",E,0.0,0.0
2021-06-28,"[65, 75)",A,1082421.0,1932.0
2021-06-28,"[65, 75)",B,845023.0,145419.0
2021-06-28,"[65, 75)",C,8597.0,884.0
2021-06-28,"[65, 75)",E,0.0,0.0
2021-06-28,"[75, 85)",A,641698.0,766.0
2021-06-28,"[75, 85)",B,615649.0,11972.0
2021-06-28,"[75, 85)",C,7739.0,489.0
