time,F1,F1_LL,F1_UL,F4a,F4a_LL,F4a_UL,F4b,F4b_LL,F4b_UL,F4c,F4c_LL,F4c_UL,F4d,F4d_LL,F4d_UL,F5a,F5a_LL,F5a_UL,F5b,F5b_LL,F5b_UL,F5c,F5c_LL,F5c_UL,F5d,F5d_LL,F5d_UL
2021-01-17,17930.879800422164,17102.85870412444,18414.61410270229,13213.32856526358,12856.810259192625,13993.37579299508,7067.200798908631,6814.581354149764,7358.0106187246165,4222.542731451381,4162.802785941108,4298.840264888135,3274.221897295338,3272.0753167587322,3276.421792372068,14341.784105068782,13728.283750726381,14988.441960333534,6738.273513736103,6390.265403600632,7230.684728237338,3437.4189214932076,3428.997793007099,3452.667744035233,3293.8146680257623,3292.324743612734,3295.3123700102155
2021-01-18,18071.600314212155,17239.357865454527,18557.82056724416,13294.61156647267,12936.530107649298,14077.217725011737,7098.788536812104,6845.0894583684485,7390.086586424457,4230.696968863055,4170.642578887241,4307.36612121012,3274.4392460073577,3272.272267865201,3276.6612458418886,14450.4047179762,13832.92146402171,15100.7551162338,6772.867804180047,6420.778831207757,7270.890713778727,3437.8761485996506,3429.405132678474,3453.213330279663,3293.8728497639895,3292.377472668598,3295.3754266938
2021-01-19,18208.32672399011,17372.158625371834,18696.903418965197,13373.30778818326,13013.77818768924,14158.214540262416,7129.4206047202115,6874.722875442685,7421.121324274384,4238.632075666244,4178.281242190686,4315.649498009774,3274.651493298031,3272.464581382156,3276.8952119520663,14556.29460149708,13935.033686764851,15210.088138737105,6806.815611433278,6450.727243095604,7310.347563465715,3438.317416766372,3429.797946235904,3453.7402424920983,3293.9286938850228,3292.4280049365934,3295.4360396605325
2021-01-20,18341.111532639952,17501.303483848384,18831.91803784838,13449.46593453515,13088.598908240416,14236.426918198327,7159.114870016085,6903.496494896201,7451.137064016889,4246.352628241934,4185.722754406175,4323.695748976003,3274.858771015156,3272.6523802591337,3277.1238336237893,14659.481009595765,14034.64272739305,15316.477033654915,6840.120399469434,6480.113069503417,7349.058802781484,3438.743134625657,3430.176621109379,3454.248927989446,3293.982268431754,3292.4764067281285,3295.494264375056
2021-01-21,18470.01463516843,17626.842209092363,18962.92738088857,13523.138278204222,13161.040201975113,14311.918972843747,7187.8904100733425,6931.426418109401,7480.157159224422,4253.863465249444,4192.971368560745,4331.510500269795,3275.061223328571,3272.835797542627,3277.3472665963245,14759.996715329544,14131.776164363648,15419.963354875665,6872.787369039588,6508.940320395808,7387.030007198694,3439.1537310224385,3430.5415590038515,3454.7398637910683,3294.0336455732286,3292.5227481181723,3295.550365150974
2021-01-22,18595.102281278385,17748.83100103764,19090.00111419211,13594.380041483408,13231.15302951191,14384.757547696647,7215.767289547915,6958.529819238822,7508.20577579416,4261.169613914948,4200.031548606163,4339.099574684935,3275.2590034266814,3273.014974848757,3277.5656774767895,14857.879304442507,14226.466087093479,15520.593603860283,6904.823265633218,6537.214413836005,7424.268550098921,3439.549653403614,3430.8931775720293,3455.213552060808,3294.08290161104,3292.5671027801536,3295.6045090067605
2021-01-23,18716.44600434599,17867.33122054061,19213.21419609656,13663.24877789338,13298.990635236238,14455.011550787649,7242.766397896399,6984.824708211304,7535.307806323003,4268.276249461833,4206.90789235207,4346.468920949637,3275.4522702905697,3273.1900585882927,3277.7792391192165,14953.17044191137,14318.748658843964,15618.41829791019,6936.236217301828,6564.942053105235,7460.783443066104,3439.9313635243493,3431.2319057091054,3455.670515279334,3294.130115916715,3292.609546934388,3295.6564234056286
2021-01-24,18834.12203089864,17982.408833520603,19332.646215613342,13729.804025769172,13364.60821793316,14522.751682467011,7268.909306115806,7010.329727171117,7561.488754263823,4275.18867132241,4213.605119948616,4353.624598987291,3275.6411880610403,3273.3611988540597,3277.988129284947,15045.915464388616,14408.663683207964,15713.491311308344,6967.035578710586,6592.131055543009,7496.5851464799925,3440.2993340661187,3431.558181072365,3456.1112917404853,3294.175369889698,3292.650158572314,3295.7061963386254
2021-01-25,18948.210438146845,18094.134032106755,19448.381082063024,13794.106863305456,13428.062710039927,14588.04989728739,7294.218032551432,7035.0641209220175,7586.774379778655,4281.912236610335,4220.128043713756,4360.5727322489,3275.8259246497223,3273.5285492171133,3278.192530350449,15136.162733408502,14496.253585671035,15805.869724958055,6997.231658545186,6618.790159679422,7531.68527009096,3440.6540433943146,3431.872445337805,3456.536428707208,3294.2187459083243,3292.6890161512197,3295.7539170848495
2021-01-26,19058.793891699774,18202.579590041438,19560.505247558376,13856.219153664335,13489.411830223513,14650.978569950757,7318.714881956903,7059.047496624378,7611.190602272766,4288.452312340931,4226.481484273418,4367.319429291986,3276.0066478707968,3273.6922631163843,3278.392624820939,15223.9627706186,14581.563084480858,15895.612686823091,7026.835611327835,6644.928882553177,7566.096395060711,3440.995972550054,3432.175141079443,3456.946479960575,3294.2603267636982,3292.7261983048465,3295.7996751489018
2021-01-27,19165.957298358466,18307.820507115044,19669.107218460165,13916.20335932155,13548.713885594727,14711.610373425003,7342.422373871056,7082.2996163187145,7634.763475081774,4294.814268471593,4232.670260565561,4373.8707754984225,3276.1835249190053,3273.8524926277432,3278.5885938649535,15309.368033691491,14664.63899433082,15982.780816431543,7055.859356260133,6670.557457668853,7599.832008062575,3441.3256039635426,3432.4667114000968,3457.342003794866,3294.3001949968793,3292.7617835803935,3295.8435602418203
2021-01-28,19269.787446471655,18409.93394990572,19774.27752437504,13974.12233908478,13606.02773854012,14770.018144344966,7365.363096808138,7104.840396795527,7657.518957108857,4301.003446937797,4238.699196866491,4380.232827359518,3276.356722566228,3274.009388978089,3278.7806179380505,15392.432567491323,14745.529484067833,16067.436182851026,7084.315337619759,6695.686647139779,7632.906261560402,3441.643417117728,3432.7475961236178,3457.723555665419,3294.3384319598395,3292.7958489783105,3295.885661281098
