time,S1,S1_LL,S1_UL,S4a,S4a_LL,S4a_UL,S4b,S4b_LL,S4b_UL,S4c,S4c_LL,S4c_UL,S4d,S4d_LL,S4d_UL,S5a,S5a_LL,S5a_UL,S5b,S5b_LL,S5b_UL,S5c,S5c_LL,S5c_UL,S5d,S5d_LL,S5d_UL
2020-09-11,3222.583493884954,3222.5787400488716,3222.589210062014,3222.5739841782797,3222.5706558340726,3222.579002649467,3221.9986209785156,3221.996751976406,3222.0007876558093,3221.8503277783157,3221.849733179869,3221.851269856462,3221.7876026530266,3221.7874135570332,3221.7878245193006,3222.5835449137985,3222.577381378762,3222.5892619051956,3222.57159700278,3222.5680018024086,3222.577161182049,3222.539204030799,3222.535580028545,3222.543436864209,3222.4679186318,3222.464809489314,3222.471304671909
2020-09-12,3224.5253946208386,3224.518287751862,3224.534179435834,3224.5102268348055,3224.505037003954,3224.5180682833407,3223.701786070518,3223.698859156403,3223.7051803357817,3223.481251891462,3223.4802835399482,3223.4829005837555,3223.3898007429907,3223.389511180968,3223.3901405717033,3224.5252962329114,3224.5161166204125,3224.5341695588495,3224.5038831562097,3224.4981822726922,3224.5127428153914,3224.4487620116906,3224.4432415364054,3224.4552112739016,3224.3374596521517,3224.3328760781087,3224.3423565271605
2020-09-13,3226.4622207714,3226.451994911619,3226.4751669068473,3226.4389613715093,3226.4312150693236,3226.4506822167705,3225.34390947846,3225.3395277211653,3225.348992919373,3225.0292945848496,3225.0278149668375,3225.0320193113084,3224.90105228674,3224.9006288046126,3224.901549455723,3226.461805359998,3226.4486620672606,3226.4749960169393,3226.425651183541,3226.4169989965008,3226.4391524559587,3226.336626668175,3226.3285896561883,3226.346017916695,3226.1704283898152,3226.163987733482,3226.1771516841272
2020-09-14,3228.403929883252,3228.3896711756133,3228.4223657420107,3228.3695537192734,3228.3584032694184,3228.3864470896233,3226.930231873175,3226.9239110404887,3226.937567899975,3226.4966758033543,3226.4944956867885,3226.5009426970837,3226.32257653748,3226.3219801547984,3226.3232769064434,3228.402937409282,3228.3847142227833,3228.4218660873194,3228.3450062140932,3228.3323543920665,3228.3648249014914,3228.2074320017155,3228.196161903553,3228.2206041206596,3227.9684394254355,3227.959746697952,3227.977272916017
2020-09-15,3230.361311038314,3230.3419515498745,3230.3868342240257,3230.3118550680265,3230.29627581984,3230.3354746154264,3228.4667764843057,3228.457929537277,3228.477048943766,3227.886420233208,3227.883308159554,3227.8927856557098,3227.656403910876,3227.6555901369193,3227.657359902364,3230.359351779509,3230.334738290271,3230.3857402320527,3230.270233633301,3230.2523324116582,3230.298370437371,3230.0654558356746,3230.050142268008,3230.083358164504,3229.732640858447,3229.7212716726744,3229.7438906926673
2020-09-16,3232.3458820342757,3232.3201706202353,3232.3803984991164,3232.2763312828856,3232.255097533205,3232.308527584492,3229.960309270735,3229.9482356213766,3229.974335078293,3229.2022502298514,3229.197928529019,3229.2113847300193,3228.9052586357475,3228.9041768607412,3228.9065299320646,3232.342394204333,3232.3098629552414,3232.378308671485,3232.2099027084278,3232.1852764818277,3232.2487243853548,3231.914652382692,3231.894392598117,3231.9383430948315,3231.4637854142466,3231.4492797464027,3231.4777898398215
2020-09-17,3234.3701868365174,3234.3366598029515,3234.415958263524,3234.274170188004,3234.245823143256,3234.3171298793054,3231.4182326217706,3231.4020998299816,3231.436983367121,3230.4485178687737,3230.4426643457145,3230.4611870069593,3230.0724192036114,3230.0710115640477,3230.0740739597504,3234.364380869559,3234.322094728727,3234.412286961482,3234.172932158134,3234.1398329134963,3234.2252492917964,3233.7587305007182,3233.7325283174887,3233.78937804511,3233.1622760449345,3233.1441620747937,3233.1793936788363
2020-09-18,3236.4477776075673,3236.404723377792,3236.5074707393082,3236.317468333669,3236.280289998958,3236.373760033669,3232.8484762316593,3232.827308591436,3232.87309188347,3231.630027753876,3231.6222542918995,3231.647118733893,3231.1615832528164,3231.159785516143,3231.1636978913098,3236.4385788896134,3236.384420523773,3236.501389830185,3236.1686330211814,3236.1251344957554,3236.2375180514587,3235.601095322132,3235.567868600262,3235.6399698707282,3234.8282509373043,3234.8060159154147,3234.848920223111
2020-09-19,3238.5931313293613,3238.538550326986,3238.6698633025935,3238.418803141809,3238.3707891421673,3238.4914083434132,3234.2593075808263,3234.2319739609147,3234.291110728781,3232.751920386969,3232.7417729359213,3232.7744240682314,3232.176728760237,3232.1744694752306,3232.179388738534,3238.579107142371,3238.510611583244,3238.660236328774,3238.2064821451004,3238.150366770419,3238.295500499379,3237.444806903289,3237.403391142866,3237.4932759753247,3236.46162865717,3236.4347341790417,3236.4863396245023
2020-09-20,3240.821428857661,3240.7529976522796,3240.918823427655,3240.591421596932,3240.5302493279437,3240.6837863100013,3235.659140966761,3235.62434111768,3235.6996536795086,3233.8195129540904,3233.8064756265558,3233.848541491298,3233.1220036315585,3233.1192040767983,3233.1253031214283,3240.8007163659595,3240.7150554366954,3240.9041265940996,3240.2961134199104,3240.224874234532,3240.4092778313984,3239.292559673917,3239.2417145726577,3239.3520810621053,3238.0621600557643,3238.0300484281574,3238.0914594888036
2020-09-21,3243.148680791771,3243.0637095708134,3243.270925353305,3242.849163153111,3242.7721661784744,3242.965241628616,3237.0566936980194,3237.0129364170853,3237.107663066845,3234.838300390751,3234.8217919156814,3234.8754294748887,3234.0016446934374,3233.9982192118555,3234.005686452154,3243.1188945007425,3243.012811816243,3243.249156886952,3242.4474033711977,3242.358330195845,3242.589039389998,3241.146618482813,3241.0850329241366,3241.218734576232,3239.629474016485,3239.5915755564797,3239.6639510163204
2020-09-22,3245.5919464127473,3245.4873418241805,3245.7438983707225,3245.2063503338736,3245.1104696299035,3245.3506516905536,3238.460675806821,3238.4062707961957,3238.5240845535996,3235.813816184391,3235.7931742433393,3235.8613393763326,3234.81989584862,3234.815751827172,3234.8247910399873,3245.5500394970077,3245.4198043988545,3245.712449287336,3244.670130752748,3244.5601333288514,3244.8451859985234,3243.0089807900695,3242.935279621668,3243.095309306037,3241.1630841983415,3241.11882234862,3241.2033524504404
2020-09-23,3248.1695304196523,3248.0417321468826,3248.3567743375647,3247.6784960269724,3247.560227694062,3247.8561673687727,3239.8801676253256,3239.813184051481,3239.958282966443,3236.751734580106,3236.7262025242153,3236.8118077003396,3235.5809632248975,3235.576000526131,3235.5868319209094,3248.1116898194477,3247.953019879971,3248.3123096218415,3246.974403294833,3246.839929827974,3247.188658365051,3244.8812537650633,3244.7940040306366,3244.983482685515,3242.6625511168804,3242.6113620870055,3242.7092448370295
2020-09-24,3250.9011778325903,3250.746100819607,3251.130164535097,3250.282431462094,3250.137773272984,3250.499348378965,3241.3245252145225,3241.242774028142,3241.4199203971457,3237.6578047647126,3237.626491265398,3237.7327137010143,3236.288980466288,3236.283090785787,3236.295951897542,3250.822627297851,3250.6306178281147,3251.0684342985824,3249.3707998669543,3249.207732157352,3249.6308593328677,3246.7648961056116,3246.662592235556,3246.884800900042,3244.1273641862917,3244.068690201617,3244.181105189578
2020-09-25,3253.808381208597,3253.621337419123,3254.086521192121,3253.0363386581594,3252.860728381453,3253.2991980372526,3242.8033591735243,3242.7043683543043,3242.918942535975,3238.5377720687375,3238.4996345842355,3238.6301212591434,3236.9479524640556,3236.9410193983013,3236.9561662178953,3253.703214450673,3253.472247705065,3254.0021839280007,3251.8703765756113,3251.673894374593,3252.1841017963416,3248.66129012094,3248.54237343733,3248.8007096224146,3245.557122465597,3245.4904218318234,3245.61852100578
2020-09-26,3256.914108586754,3256.689726630246,3257.24986692679,3255.9596079251783,3255.7478750256078,3256.2760168770847,3244.3263725044117,3244.2073623339143,3244.465418207314,3239.397343919787,3239.3511715791556,3239.5100240415713,3237.5617307697003,3237.5536298776647,3237.5713364658295,3256.7750923221724,3256.498749945399,3257.1362903995155,3254.484638921155,3254.2491434005087,3254.861220629138,3250.5715678605175,3250.4344230148663,3250.732408999588,3246.951508313357,3246.876260862814,3247.0211554922494
2020-09-27,3260.2422973656467,3259.974447959277,3260.6453402234833,3259.072402682464,3258.8193479244414,3259.450968933117,3245.9035378267004,3245.7613865505455,3246.069726367108,3240.242101169946,3240.1865023047026,3240.3783334273057,3238.1339851265757,3238.124583771256,3238.1451430617676,3260.0607028501518,3259.7317048915656,3260.4943327106807,3257.2252730039236,3256.944419822027,3257.675219867155,3252.4966699463503,3252.339628112712,3252.680903460151,3248.3102718094824,3248.2259797559695,3248.388730117269
2020-09-28,3263.8187766425635,3263.500487343329,3264.3000193387807,3262.396319016336,3262.0954454930425,3262.846764264248,3247.5450151108034,3247.3762328088833,3247.742465490939,3241.077570706687,3241.0109843225537,3241.2408614543265,3238.6681923482165,3238.6573499481747,3238.6810740356523,3263.58405263692,3263.1941544521756,3264.1016569872036,3260.1041535828663,3259.77080183778,3260.6390885073038,3254.4372681734585,3254.258601929697,3254.646929407939,3249.6332557786927,3249.5394496823187,3249.721056872384
2020-09-29,3267.670225141866,3267.2936120697377,3268.24166418786,3265.953076992566,3265.5966669804093,3266.4862703049203,3249.261330273137,3249.0620072128404,3249.494662132416,3241.9092804567,3241.829989842083,3242.103372253627,3239.167648980623,3239.155216461955,3239.1824341353804,3267.370159592513,3266.9102339099427,3267.9843030320762,3263.133432412669,3262.739537477597,3263.766136022502,3256.393775224026,3256.1916691492197,3256.6309911410754,3250.920384118057,3250.81661599356,3251.018025190692
2020-09-30,3271.823381287205,3271.3795412183663,3272.499139024446,3269.7653644175152,3269.345199545819,3270.393480073936,3251.06353694621,3250.8293014788997,3251.3379213008775,3242.742839349683,3242.6489930132184,3242.971812229016,3239.6354640145732,3239.6212820931933,3239.652345563843,3271.4442320804465,3270.9044646909742,3272.168146723133,3266.3253165444457,3265.861990261681,3267.069648840509,3258.366328564761,3258.1388906382635,3258.63330500624,3252.1716464981755,3252.0574971948718,3252.2795941847444
2020-10-01,3276.3083562560996,3275.787309612907,3277.1034640784274,3273.85713606021,3273.364098699104,3274.593739495517,3252.963515549103,3252.689451802344,3253.284772855817,3243.5839799122414,3243.47356528477,3243.8522959381253,3240.0745700851458,3240.0584723782295,3240.093754482076,3275.834504567738,3275.2043011412475,3276.682312377895,3269.6923604324047,3269.1498911862727,3270.5630414914203,3260.3548347997557,3260.1001127933264,3260.653837494069,3253.3871630924014,3253.2622699511394,3253.5058432328715
2020-10-02,3281.1560998956747,3280.5466496007293,3282.0874724133682,3278.2539614735247,3277.6813312562463,3279.114179381836,3254.9735025016103,3254.6541792991256,3255.3480683297275,3244.438490136975,3244.3093279296345,3244.750951912736,3240.4877152420363,3240.469523233404,3240.509421222139,3280.569842423244,3279.8377418645005,3281.556455513892,3273.247787382915,3272.6154821097352,3274.2602639226907,3262.3590545777124,3262.0750322194317,3262.6924150694445,3254.567104244849,3254.4310991150232,3254.6969184872514
2020-10-03,3286.4008683931497,3285.690463793586,3287.487150500072,3282.9833919213256,3282.319102315419,3283.984116842663,3257.1059134112515,3256.7352531513166,3257.5410023536765,3245.312364962465,3245.1621693029483,3245.6742035651373,3240.8774824576094,3240.8570081915714,3240.9019457981494,3285.6801387155083,3284.832823887431,3286.823272830434,3277.0054803149646,3276.271607735908,3278.175974080579,3264.3786697945166,3264.0632705017633,3264.7487895644845,3255.711769939776,3255.5643280950467,3255.853084362529
2020-10-04,3292.080212812556,3291.254768788476,3293.3421272150945,3288.0756211110847,3287.3075400704456,3289.2357775676223,3259.374454210744,3258.9456907607264,3259.878089397431,3246.2115214770283,3246.0378151125897,3246.6285341942475,3241.246270980332,3241.2233229997582,3241.273747137322,3291.1997804872144,3290.222821328847,3292.5183731876286,3280.980510471176,3280.1323013366145,3282.325827569781,3266.4133505230348,3266.064465349842,3266.8226529605467,3256.821580608174,3256.6624284127233,3256.974733899976
2020-10-05,3298.237085268534,3297.2809042666086,3299.696122769999,3293.5638296959964,3292.6765744824406,3294.9046197508487,3261.7933261545286,3261.2989561420595,3262.3744350543066,3247.1419648213405,3246.9420591311364,3247.6204656246605,3241.59630015024,3241.570672139937,3241.627055117508,3297.1658157016227,3296.04243840841,3298.6825065018184,3285.1891816328684,3284.2126934235125,3286.7268839832686,3268.462823539864,3268.078307998958,3268.913782092087,3257.8970776960005,3257.7259602789804,3258.062385195519
2020-10-06,3304.91710607843,3303.8125390930977,3306.5973671345146,3299.4843435651646,3298.461442297513,3301.02959935653,3264.37781318873,3263.809464315097,3265.0463328271094,3248.1098747083765,3247.880871756083,3248.656644719888,3241.929632520798,3241.901106187038,3241.963946835466,3303.618463656685,3302.328273419198,3305.3584809911977,3289.6490192897577,3288.5291566298147,3291.397197307637,3270.5268868863145,3270.1045378697904,3271.0220623007945,3258.93892783357,3258.755615203552,3259.1166819691116
2020-10-07,3312.171663616953,3310.8988648497175,3314.0995813823324,3305.8772794685465,3304.700000901688,3307.6538994149996,3267.14450914592,3266.492840684148,3267.911588301692,3249.1217585614995,3248.860438134609,3249.7441305774064,3242.2481784871306,3242.21653911898,3242.286365058575,3310.602149675657,3309.12514042985,3312.5943036331855,3294.3785138399626,3293.0988746479316,3296.3564939784337,3272.605310034498,3272.1429299112233,3273.14723319648,3259.947886157218,3259.7521769955447,3260.1383668441413
2020-10-08,3320.0574094302992,3318.594084579979,3322.261845007778,3312.786618175192,3311.43510172415,3314.8249830583177,3270.111642174659,3269.366232754086,3270.9896020054694,3250.184599190414,3249.8873827117804,3250.890377943008,3242.553750049015,3242.518751150529,3242.5961185384667,3318.165524852635,3316.4757083886457,3320.442634345058,3299.398167289518,3297.941215858167,3301.6260429478225,3274.697916692415,3274.1932999973646,3275.2891342164926,3260.924783972677,3260.7164915058715,3261.12825244507
2020-10-09,3328.636578712949,3326.9575075759176,3331.1497818507323,3320.2605350128097,3318.7167303590754,3322.594956039291,3273.298832441331,3272.4480814845638,3274.301423878207,3251.305639090892,3250.968521855316,3252.103206791119,3242.8480124395455,3242.8093984125817,3242.894895077297,3326.3616370368436,3324.4293270547087,3328.960790336306,3304.729518431335,3303.0764828218507,3307.228668181805,3276.8045761514245,3276.255499128818,3277.447692906718,3261.870531350343,3261.6494874374157,3262.087236709296
2020-10-10,3337.976236011935,3336.0529783918573,3340.8345601610627,3328.351441906503,3326.5839938650925,3331.020159692637,3276.727023678962,3275.758024761335,3277.8697904850706,3252.4923277424723,3252.1108194629933,3253.3902831087557,3243.132491139521,3243.0899829170635,3243.1842258879215,3335.2481173524784,3333.0402649046628,3338.2101445005956,3310.3952453821935,3308.526053244282,3313.188251202583,3278.925179804942,3278.3294004847503,3279.6228626585125,3262.786090207384,3262.552143788189,3263.0162734834685
