"contact_[0,12)","contact_[12,18)","contact_[18,25)","contact_[25,35)","contact_[35,45)","contact_[45,55)","contact_[55,65)","contact_[65,75)","contact_[75,85)","contact_85+"
0,0,0,0.0534612136849058,0.0436216360940143,0.0431313074061497,0.0828190281098643,0,0,0.00151389814766718
0,0,0.139386006896628,0.344220727958781,0.0574551250576088,0.0329348801805508,0.00564367171748348,0,0,0
0,0.113915449456514,0.0760151713412406,0.201383633526947,0.0856897230237797,0.237739624795071,0.053564000324976,0.00425084839737201,0,0.00241039143336628
0.0558134927567536,0.184463285496794,0.132048551645634,0.383789296488849,0.431439931806904,0.396970121713466,0.179675365089498,0.0240001664785714,0.0118539948856991,0.00361804549609265
0.0422609388347901,0.0285718590097692,0.0521404784294697,0.400365956432065,0.380949922868539,0.378200520059647,0.213804364265914,0.0393221439717282,0.0101013700186173,0.00285091884685729
0.0401374740043053,0.0157320760106789,0.138953045516347,0.353846454036516,0.363280716845352,0.468194822760669,0.232531570240499,0.0896685730961564,0.0396486679517168,0
0.0916374606399761,0.00320536280966529,0.0372241682676117,0.190428113527778,0.244186860887418,0.276482358861751,0.134584097082077,0.00876887513521241,0.00565652260529168,0.00282826130264584
0,0,0.00426033098514564,0.0366836472711452,0.064767724686914,0.15375933291003,0.0126461873501165,0.00585340322541908,0,0
0,0,0,0.0232559920228743,0.0213556901432484,0.0872653245305207,0.0104707341288152,0,0,0
0.00910669060762125,0,0.00910669060762125,0.0208467117298813,0.017701561941212,0,0.0153758997775713,0,0,0
