"contact_[0,12)","contact_[12,18)","contact_[18,25)","contact_[25,35)","contact_[35,45)","contact_[45,55)","contact_[55,65)","contact_[65,75)","contact_[75,85)","contact_85+"
0,0,0,0.0902874559108975,0.0671130396988278,0.0555842640513938,0.0372459234939557,0,0,0
0,0.0145984986111424,0.145787610751303,0.462108255391423,0.088746276427108,0.0375509327187474,0.011287343434967,0,0,0
0,0.119147262868664,0.138019222710946,0.275843579948872,0.244030870648347,0.256846365749569,0.0327139048842941,0.00850169679474402,0,0
0.094260079769408,0.247637635159788,0.180872420340561,0.457753717848532,0.434907213715053,0.462981389716703,0.185810206523305,0.0166072382072178,0.0100634315330466,0
0.0650195710132521,0.0441326356034368,0.14848789210853,0.403583511264234,0.458018057188437,0.484029462265408,0.145650795844629,0.0475487717157697,0.00999372682811469,0
0.0517260451301125,0.0179370358891448,0.150120472266549,0.412686784408431,0.464934765288836,0.44995403910948,0.204438569746098,0.0932900816302594,0.0303413657060155,0
0.0412118075528394,0.00641072561933057,0.0227344465072709,0.196930097149461,0.16634838463269,0.243079500763116,0.0660981307612018,0,0.0068686345921399,0
0,0,0.00852066197029127,0.0253837434455048,0.0783178495532207,0.159969320613687,0,0.00668960368619323,0,0
0,0,0,0.0197431402419126,0.0211281175844601,0.0667802794348354,0.0127144628707042,0,0,0
0,0,0,0,0,0,0,0,0,0
