"contact_[0,12)","contact_[12,18)","contact_[18,25)","contact_[25,35)","contact_[35,45)","contact_[45,55)","contact_[55,65)","contact_[65,75)","contact_[75,85)","contact_85+"
0.812659059417463,0.148676154881949,0.0706637828806969,0.12466137730512,0.171133433432303,0.166520858363378,0.251353426124107,0.185750203999872,0.125626801757437,0.0105426518098386
0.289646834757196,0.476291933431458,0.0901041182113819,0.0677145805902288,0.130672149503654,0.0807930430135447,0.0307984136736898,0.100601486044387,0.0301797690766353,0
0.112509138852802,0.0736390355994963,0.10699888543915,0.100324424250978,0.089777395071562,0.0752060008510185,0.0483472146269686,0.0445700617991935,0.0203801819123281,0
0.130146444491041,0.0362873383185883,0.0657833741749979,0.158195278945216,0.116522164694385,0.105592392749527,0.147981866773503,0.0679425213419925,0.0555787409525313,0.00643434864257781
0.165795238566546,0.064981952930715,0.0546277449150317,0.108129786962514,0.289471696736209,0.131313217362613,0.117538241020912,0.137974160762664,0.0492607685998065,0.00886378379998692
0.154962300604449,0.0385925889772549,0.0439560837549142,0.0941216774360174,0.126132982914027,0.158308081007013,0.111730311306388,0.119567764133558,0.113496380764747,0.0134776028227261
0.278117121377178,0.0174921743730253,0.0335987760739642,0.156837904361349,0.134240917895523,0.132848455779136,0.28910432094315,0.188468728248012,0.154340676539081,0.0467074863127371
0.296406648776908,0.0824015861556057,0.0446694865454037,0.103848424961853,0.227258016872357,0.205029019821747,0.271803487940169,0.617490921411361,0.279066250433185,0.0545735250834359
0.257307724981412,0.031729188703849,0.0262172816710814,0.109038241428027,0.104144062488241,0.24980154472116,0.285698529303208,0.35819473402852,0.197535149528748,0.0206107390269165
0.0634181819721635,0,0,0.0370738873975557,0.055035876640944,0.0871202601754434,0.25392619406668,0.205725103660948,0.0605322709412363,0
