,11000,12000,13000,21000,23000,24000,25000,31000,32000,33000,34000,35000,36000,37000,38000,41000,42000,43000,44000,45000,46000,51000,52000,53000,54000,55000,56000,57000,61000,62000,63000,64000,71000,72000,73000,81000,82000,83000,84000,85000,91000,92000,93000
11000,309701.0,17352.0,10928.0,19733.0,10141.0,3290.0,881.0,1274.0,31.0,160.0,869.0,306.0,387.0,102.0,118.0,867.0,877.0,210.0,4455.0,180.0,7105.0,47.0,567.0,146.0,104.0,85.0,74.0,139.0,75.0,717.0,257.0,52.0,2419.0,612.0,375.0,80.0,26.0,26.0,42.0,14.0,51.0,549.0,28.0
12000,26260.0,75173.0,4745.0,11407.0,9906.0,5191.0,398.0,378.0,17.0,63.0,311.0,104.0,137.0,34.0,40.0,417.0,763.0,68.0,1441.0,84.0,1912.0,24.0,165.0,53.0,35.0,35.0,23.0,51.0,28.0,250.0,106.0,19.0,948.0,228.0,216.0,33.0,14.0,9.0,21.0,5.0,13.0,201.0,8.0
13000,23611.0,7808.0,132162.0,5021.0,2396.0,5192.0,256.0,387.0,17.0,93.0,346.0,96.0,152.0,50.0,36.0,315.0,235.0,66.0,1087.0,63.0,825.0,17.0,192.0,72.0,40.0,45.0,38.0,62.0,31.0,319.0,233.0,19.0,5011.0,2271.0,351.0,45.0,19.0,16.0,37.0,4.0,27.0,204.0,20.0
21000,4949.0,2013.0,663.0,287021.0,25856.0,3047.0,12590.0,601.0,13.0,77.0,491.0,184.0,120.0,64.0,42.0,933.0,459.0,33.0,2078.0,173.0,539.0,252.0,2473.0,839.0,113.0,753.0,260.0,399.0,193.0,1869.0,361.0,127.0,1147.0,118.0,198.0,140.0,43.0,130.0,119.0,36.0,219.0,1889.0,81.0
23000,7637.0,6913.0,925.0,95532.0,112383.0,6187.0,5657.0,584.0,31.0,108.0,610.0,173.0,239.0,92.0,74.0,4767.0,1584.0,108.0,3224.0,292.0,832.0,201.0,1061.0,324.0,55.0,579.0,122.0,191.0,62.0,806.0,215.0,33.0,1005.0,182.0,270.0,65.0,31.0,39.0,49.0,12.0,70.0,764.0,43.0
24000,7330.0,9078.0,4279.0,31528.0,20445.0,120806.0,2405.0,475.0,19.0,92.0,452.0,123.0,208.0,72.0,72.0,512.0,267.0,63.0,1743.0,134.0,544.0,34.0,341.0,139.0,36.0,64.0,65.0,78.0,93.0,686.0,188.0,152.0,9031.0,754.0,923.0,54.0,19.0,25.0,38.0,9.0,33.0,405.0,17.0
25000,1319.0,476.0,225.0,46501.0,7358.0,1590.0,78950.0,196.0,3.0,27.0,156.0,55.0,38.0,31.0,11.0,148.0,70.0,23.0,542.0,85.0,119.0,225.0,4018.0,723.0,52.0,1409.0,254.0,218.0,261.0,1386.0,274.0,383.0,334.0,45.0,62.0,76.0,32.0,118.0,105.0,19.0,276.0,4024.0,121.0
31000,2511.0,510.0,396.0,5339.0,1164.0,596.0,243.0,86050.0,654.0,330.0,1926.0,4749.0,3279.0,1548.0,615.0,470.0,269.0,1016.0,5422.0,172.0,389.0,21.0,143.0,55.0,75.0,28.0,26.0,97.0,28.0,201.0,61.0,12.0,496.0,116.0,96.0,22.0,10.0,7.0,17.0,3.0,21.0,160.0,15.0
32000,213.0,77.0,54.0,379.0,123.0,96.0,43.0,2176.0,10520.0,1202.0,492.0,1516.0,2558.0,334.0,1579.0,50.0,27.0,20.0,540.0,24.0,49.0,4.0,16.0,7.0,63.0,4.0,2.0,21.0,2.0,18.0,25.0,4.0,60.0,14.0,14.0,7.0,3.0,1.0,0.0,0.0,7.0,19.0,1.0
33000,445.0,125.0,99.0,833.0,345.0,163.0,42.0,783.0,1033.0,29326.0,5134.0,166.0,3574.0,322.0,814.0,92.0,67.0,40.0,805.0,89.0,73.0,2.0,46.0,20.0,847.0,14.0,9.0,109.0,8.0,50.0,33.0,4.0,141.0,44.0,20.0,3.0,4.0,3.0,6.0,2.0,8.0,25.0,2.0
34000,1437.0,407.0,335.0,3806.0,1151.0,539.0,215.0,1885.0,178.0,2231.0,85918.0,366.0,5935.0,3857.0,159.0,390.0,241.0,121.0,6213.0,2650.0,306.0,39.0,184.0,65.0,2109.0,61.0,22.0,793.0,14.0,144.0,63.0,12.0,395.0,91.0,70.0,17.0,18.0,8.0,15.0,4.0,11.0,112.0,4.0
35000,1334.0,286.0,239.0,2753.0,717.0,324.0,114.0,9973.0,761.0,217.0,834.0,34740.0,1036.0,295.0,1819.0,265.0,142.0,91.0,1915.0,99.0,217.0,8.0,129.0,41.0,49.0,28.0,13.0,61.0,12.0,106.0,34.0,9.0,257.0,68.0,52.0,16.0,7.0,6.0,6.0,2.0,10.0,69.0,3.0
36000,669.0,178.0,188.0,1303.0,464.0,256.0,74.0,3253.0,988.0,1784.0,7078.0,522.0,40652.0,3772.0,256.0,132.0,87.0,53.0,1673.0,144.0,122.0,11.0,63.0,32.0,287.0,16.0,16.0,111.0,6.0,57.0,15.0,3.0,212.0,62.0,41.0,7.0,7.0,5.0,4.0,2.0,6.0,48.0,4.0
37000,391.0,118.0,95.0,952.0,290.0,100.0,45.0,2509.0,135.0,203.0,4287.0,257.0,4177.0,23049.0,65.0,104.0,92.0,131.0,3550.0,361.0,98.0,7.0,36.0,11.0,86.0,5.0,5.0,58.0,2.0,44.0,9.0,3.0,106.0,22.0,16.0,6.0,2.0,3.0,3.0,1.0,1.0,24.0,0.0
