"contact_[0,12)","contact_[12,18)","contact_[18,25)","contact_[25,35)","contact_[35,45)","contact_[45,55)","contact_[55,65)","contact_[65,75)","contact_[75,85)","contact_85+"
0.681542030821166,0.0762972078020955,0.0673250408797636,0.204111887681845,0.205478805106055,0.159347146392897,0.138496821941407,0.0389436963402174,0.00697210404917267,0.00325692415996035
0.14864014177819,0.742923575997581,0.280337756297568,0.429738180804263,0.213571023514909,0.147864438345638,0.0807281169558124,0.0365324833913055,0.00548863610423746,0.00624452507437017
0.10719327587373,0.229110527084341,0.491119573593783,0.615145576484672,0.377263039282984,0.430445137367389,0.173015744522088,0.0613755952523987,0.0238575655166018,0.0312099746418485
0.213092756027617,0.230290945012649,0.403354935072966,0.845626899886176,0.843696231758078,0.751117527792424,0.405780083949946,0.126919633574743,0.0667544637735151,0.0513319342719761
0.199069269105757,0.106206733800016,0.229556995493051,0.782929960495944,0.787413059968136,0.660126420280499,0.446158743657996,0.127793457305902,0.085453017891221,0.0278351836304916
0.14828653084356,0.0706307285946539,0.251584744513912,0.669522110698963,0.634084794833795,0.80684349248322,0.458738980969601,0.218039508277865,0.0963847673566798,0.0122808116455333
0.153243733464022,0.0458500984355365,0.120236859606493,0.430064165197281,0.509559771828702,0.545445228917227,0.394356856594749,0.170654917759762,0.0331154719046539,0.0344733198586057
0.0621435146482925,0.0299233609364248,0.0615125089728455,0.193993448920275,0.210489322899801,0.373883604737238,0.246112988146273,0.231666068910893,0.104583416803844,0.0293418860712367
0.0142802029991193,0.00577042091461639,0.0306906247366061,0.130963552117018,0.180659471787192,0.212139485074812,0.0612997288368478,0.134237762924384,0.0656646916598518,0.0466157966090882
0.019591675109022,0.0192812804694532,0.117914285207232,0.295767987843373,0.172830674476516,0.0793841100525968,0.187414900684816,0.110609724117767,0.136907270855151,0.120618735567101
